date,excess_log_return,turn,log_Mkt-RF,rev1,log_Mkt-RF_lag1,log_Mkt-RF_lag2,pchquick,agr,chcshoq,ibq_adj,invest,egr,pchsale_pchinvt,pchsaleinv,O-score,sue,RF,baspread,coskew,size,mom,max,bm,gma,sp,acc,oa,currat,roavol,roeq,chsaleq,first_lag_excess_return
2008-10-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-11-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-01-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-02-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-03-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-04-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-05-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-06-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-07-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-08-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-09-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-10-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-11-30,7.729360830393914,2611.1774143015487,-3.464559572034305,150.62192527105677,71.49434188242711,58.56464635641633,1112.881636978388,-50.28625390394576,143.56251895557978,-7624.385190623383,-9.57790758833014,-42.3164792421866,32.725337496523515,195.5665426490615,-2879.613342709224,-0.9635697541022956,0.0,153.536662134974,166.45368471562205,1787.9967036781206,0.0,578.8351803436459,1303.616354974466,84.13127616495225,482.38438654850427,-99.96031516152864,10018173.379006416,1936.5528428296236,37.46359327955984,-189.9300152645457,76.9291812623007,0.0
2009-12-31,2.3467677724270546,1367.0112002425053,7.1097042761703735,-129.07501688447448,-46.442570504689954,70.7677970102499,49.740772464238574,-60.17061174408118,-0.045913755556304,991.6847798095192,-9.171792001186148,-149.91958773926757,0.0,106.34881721022164,-2624.138412540681,-0.9351358616105692,0.0,-70.20182188517028,32.943600751659346,-18.170106924872925,0.0,-5.956651914608642,-291.1107770798744,5.124934805675338,-68.21046916912303,-15.378526429551044,-464302.9753384236,8.788982833979844,-2.4053666225992245,-22.882486502853595,885.9863446582824,7.729360830393914
2010-01-29,2.97598775199258,907.4519765207727,3.9546749151176894,118.55969334787387,107.00708097841246,-46.82140948319648,44.51982683764123,414.0439627251827,1.8610857336540705,1270.1030416864444,-5.230557609728561,-62.61449842836785,0.0,1028.958222480151,-2831.281535259548,22.048944708676213,1.4578916608401984,6.079151178485617,-21.61017484777597,207.7822479114427,0.0,4.97882108249803,46.12587843313872,-2.1656995294987524,29.72539264129472,15.963392277552728,131983.73118645325,-48.25002539970819,0.3767170546596432,79.34136661650996,984.8090347443896,2.3467677724270546
2010-02-26,8.048368522764234,2122.2969301180983,-4.99975270069344,29.82608219470144,53.94536664664579,107.60705191485616,56.37456847821876,428.0876368744628,1.002030180431864,1276.5621450993376,-5.374251451851039,-81.66483037503843,0.0,1038.2499194741692,-2840.507341347115,23.166881051360413,-1.4578916608401984,-11.400003287786348,1.1861100573339058,11.088124445635458,0.0,-46.203773359834486,11.315894672303784,1.0982802461881107,-3.6517406856731327,-6.782852930054574,-58233.00979634933,-61.82730763782865,0.0244364109871071,4.236615059733111,-19.01753371432756,2.97598775199258
2010-03-31,13.17455478165567,1299.8515506498948,4.900257743582264,37.76442654940176,-68.17215978192968,54.106932250473605,-107.70942994996902,457.6364115830348,3.5065470358491444,1423.6532442121363,8.510463605541723,22.01403455975461,0.0,887.5347514776397,-2523.2384171471936,24.073149813572197,0.0,11.455791568653169,-63.04160383427421,5.956119063004735,-1072.6348395292605,11.961415299536156,238.18914761213227,-3.320628944870549,44.35290733251179,-30.045276116853813,1056184.6653359588,815.0686611555634,0.2869018807075392,127.00499076343512,-35.94459093590331,8.048368522764234
2010-04-30,10.118221470451596,1816.538418179881,9.006681454508643,105.95293287746205,67.23826204170219,-68.731803503797,482.04226352489553,548.9236081540097,11.994223750794426,126.55659087866738,5.393484115830839,259.4072084859173,1196.3323866561436,19542.897604553677,14507.102469844824,24.872423976221413,1.4720833940206164,-21.873280653826427,21.70059422122708,16.374647387881623,-130.15654450922057,-1.270888448111123,35.45110385563339,14.594744069384475,41.40875964849272,25.70652823551869,39082.66930920258,724.7237960528937,-0.0894044714380513,-6.2589419829401,289.14920094286845,13.17455478165567
2010-05-31,-14.937593898592596,2234.960193884845,2.933002168239722,197.79765656006288,124.68749443816328,68.13792872921589,506.2624801959166,100.37283290367014,13.86546667102565,-193.78086341851167,6.697452013958275,125.45973557288622,1073.5020460190703,18487.277540414707,14667.441588640702,-1.2841751335123128,0.0091813292190001,6.287541772824625,-32.18941604167395,26.908111637812453,103.41535658014776,7.016540033730962,-47.92995394074069,-14.490624720764202,-61.19973467347933,82.81926596757353,482713.43639658205,80.52131895554066,0.5886472701033583,-105.5737815395103,-1310.9476734946838,10.118221470451596
2010-06-30,-15.326866049237193,2248.1340660955907,-12.228895071194923,162.15821086203505,40.77349588242616,125.98842144410108,170.26723284418802,46.95368659515068,8.541243030540121,-83225.7797049409,8.474227473488904,-42.27894351496493,0.0,489.7143498010908,15267.652086445489,0.4433299420113462,0.0068316709323392,43.86183602750316,8.076221140478424,21.262804196492425,-10.016460573273662,-252.5103363789798,-206.88637503570635,1.6989710541347165,-37.32420126534146,10.277419963861306,272512.68553199805,402.5766301005633,0.4050251671051654,51.8600400119088,-550.2843135351466,-14.937593898592596
2010-07-30,18.007000978333203,2191.584809342351,-8.46603973444848,-209.7599857344566,-166.76434375574283,40.18155581546364,98.64217546345058,51.50950016451291,10.207292693703328,-83752.9248656829,6.61727422520415,-17.944915703077907,0.0,-43.73192767615265,-2998.4387918302564,0.4872282648381899,-0.0107436776910672,-21.70943939019446,-18.8173232147723,-29.89496390280237,-20.12204029881809,-26.06557271526924,-40.41136183801723,5.764292092571736,8.863005736362766,-9.558785307140276,-229307.3688926976,-14.452351231177545,-0.495933146608607,12.666544483010703,-403.77686999423344,-15.326866049237193
2010-08-31,-12.968229940044193,1931.8342458393795,9.844337059324564,-218.7866950774381,-114.7985321535045,-164.62522515337582,-55.11650610178346,11.18630196052179,6.246747768547954,-82765.56613634255,7.572866867956251,3.300740274204655,0.0,7.882552666105338,-2947.1401995815463,0.5477022709684147,-0.007999191977478,276.63610177923874,-15.145913611680015,-26.03027223928484,123.86065297227869,-16.351945331645055,47.87556244478378,11.110963139840734,28.438555684968662,-31.26466072083329,-396553.47389871255,-202.3013468735921,-0.8970082029398228,-5.394337517764313,201.5734683880352,18.007000978333203
2010-09-30,14.050895542055484,1364.7592982895071,-7.241956819766863,258.79580626142973,136.6034299420961,-116.84161075885486,-214.17799204362933,21.2631788990126,24.14742979989641,75499.93157759578,7.492068072499311,-42.05948512854566,0.0,106.28146685093569,-4005.211976048138,0.8298439553990415,0.0125233861249207,-267.79081713530684,-0.9585797438103328,35.65241626869056,315.67243806456395,24.431593332099027,49.71985629702681,6.203371062075178,44.06725572710252,-11.849162677893624,-226851.3471145574,-315.2913135009039,0.5018094546838583,-33.84763076588538,234.3877191701308,-12.968229940044193
2010-10-29,6.894457312386707,1686.1891117824382,13.416157240690763,-181.58705265643124,-98.3534534045702,134.83604018439777,-282.6660601250783,-27.05088924790358,19.38676854593128,73066.71215221491,4.578819434578926,-77.62701853069473,-249.7213476829257,-15.137864039459366,-3539.536215352639,0.7615579044572504,-0.0093681133441956,9.327238808750351,-19.630534603820895,-26.379840044033017,57.524249951473735,-7.903847974494397,-4.8963906192170725,-11.876515913256071,-25.74697782111963,-11.885900315403944,-168353.7261107657,-61.49049133473181,-0.3415629757198317,-21.895763869565457,-192.8818782058215,14.050895542055484
2010-11-30,7.9703004802661885,1695.256635871286,5.640644091406945,208.44077940847936,185.88245216765316,-99.70385518725313,200.8697892495903,-18.815440303040816,16.917006463927528,72419.66640013344,1.432188256515842,-53.18163956408123,-263.68842230217984,-65.09411195369178,-3804.51498153955,0.7226690744666586,0.0094353359197001,43.36014658731087,-42.57971098568648,27.63243791190689,-253.38249904935708,7.878857788866185,-53.74361957778024,6.871248263174834,-29.17026134050718,-33.867343984777904,150688.53264393844,40.80698448498697,0.1729973827344224,-17.260620693486402,-70.78348231078039,6.894457312386707
2010-12-31,10.21855812798261,1167.293725530065,0.8901013106708895,91.51143861335278,78.26781261708912,187.35124010294496,106.50930339635433,-17.79141833125812,-4.942515521628272,-54.69632183212628,2.439678586225549,-82.01230955359411,9537.16880997124,10940.715959889212,-3920.575668579061,0.5403331300357624,0.0061537150954202,-31.781596681447056,-4.891807768030038,16.12088407478018,-218.8384096532349,26.71698064513157,-6.504616212799419,0.7154298842522593,13.8093987972872,-2.9935792267780954,80904.65484292991,-632.0754528301404,19.151366949495376,-25.82684010145572,9510.738805737245,7.9703004802661885
2011-01-31,-5.636059160076221,870.8223020006275,9.858193242980668,107.6834152333164,12.39447642529736,78.87095510132143,115.85868019545111,-13.545801906302286,-0.9394340341349358,90.02249036438168,-5.2000036669974,-81.85470041562841,9753.040199699552,11207.273039167145,-4153.948504063513,0.5627603448999035,0.0062787562532016,-40.74753505168165,-3.7211568106654607,15.84612415726997,412.07105755867246,-1.2785571039620436,-26.97526980881503,-3.833893558063053,-1.0432724335190071,-13.714263462905263,93201.57846049592,2.6999729321987616,1.3650641304281803,-5.168180360621534,257.0348437564826,10.21855812798261
2011-02-28,3.8916970284807104,1486.3632795072024,2.958525617068541,152.18176958280532,138.07564112082227,12.519522152780423,92.58403717258088,7.076314022377362,-0.3589423780646281,88.74576403152759,-5.314934230783299,-99.44050630651934,9912.633990216596,11389.517995938084,-4123.203595097879,0.5820152357462798,0.0072127888794493,51.10455704672495,-25.347863076602493,20.90551668397211,-95.06993066961206,5.761977860595778,7.91690928920184,-1.1474361620044675,-1.8048789938368373,1.75730613834142,172657.42887907475,13.180349271936848,0.3581381496995135,-5.535327846749823,143.47118820481228,-5.636059160076221
2011-03-31,-7.78602508239274,1671.309796435511,5.13528372801059,-73.0535478158698,41.014808811884805,137.3263308832815,-65.63303999808875,18.05038986392216,27.530131925499315,-38.75995205981234,-3.4163695214485337,-31.24703723678688,9889.953429182233,11286.536762254478,-4061.134783287509,0.5965244197179355,-0.0044843982581164,5.294339165085972,1.11563070240026,-11.35858935743454,293.0535053124125,-5.491985229152249,-69.88643572173305,-9.441080449301497,-38.30170042148558,-39.01462132231816,-114165.11886014415,122.0332051530927,-1.963407774779327,43.87394827823647,-112.2711926530974,3.8916970284807104
2011-04-29,2.4307566740500137,1479.608594657745,0.6884864097899441,48.01776067799267,71.67037776873921,41.167230535059616,304.54145812473445,40.0745355250162,27.7899437215062,-244.49120591362745,4.249479148655423,-37.579052163701526,573.2647908719777,9723.697409700548,991.6404030096904,-0.1537482693610634,0.003195696014653,-67.29791451596242,-1.1505634135948526,7.7361115796147715,212.5144669268444,-2.883106876668762,-68.83646892142087,5.2015278072018845,-28.808121685217145,11.82777832439706,-13626.558824414387,63.02749143411984,0.3809674852368658,-128.72524524556158,-9536.122812162945,-7.78602508239274
2011-05-31,0.1360277235364269,1119.938364620644,4.272516900104253,-102.8767247258868,9.519193205912517,71.15333542330679,192.93208851890253,18.883855782438687,19.924764561527077,-231.7970392112071,6.044305915999738,-118.8937338919047,460.5472190459484,9531.578199431862,981.3818876257408,-0.1543689539507468,-1.5003006911884438,30.135679257216253,33.23945578811798,-15.073493872229392,75.53311415171825,-15.26624883330078,-20.99103787513286,-9.542613617100784,-14.773967264204316,112.95059815619234,8909.701302310452,-47.643183206145295,-0.0778209514302545,-6.239452876748885,-155.46535129353634,2.4307566740500137
2011-06-30,-8.794850729248987,1261.0252373597996,-1.9124452417212177,28.2037784097781,59.39813817588465,9.534861145463532,553.1559390987462,13.723048453019295,-4.200431238267683,73.5155177299746,-22.382608914024136,-532.838246760238,450.6950994948418,-15.69337120238072,898.5332745124523,-0.1439165227048886,0.0,4.849716962861038,16.299571110458434,3.414246120712505,151.26499213542547,-21.85697380540688,25.87865430319937,0.0884493593751187,10.59266899000596,19.160652087197477,-29482.266707867384,1.2090850925433188,0.1762142437037823,-423.6371297047656,-281.6124011954503,0.1360277235364269
2011-07-29,-2.467848532589838,1372.9109073286295,-2.6404515625744627,18.037813955594256,-26.55998762914278,59.405573680201705,537.0330040724918,6.328435478765832,-4.233841863600087,36.82220003141201,-21.882008963454545,-521.5315585995513,-37.38040428479283,-124.84323820993596,1640.1260885836468,-0.1534282221566876,0.0,-42.14902801393998,-13.849391423332452,0.2600967394751023,-18.627189237022137,6.061840028753693,12.27220146630816,4.755182014576619,21.854707636152625,-4.68465060752073,113867.02231917717,130.25264136624264,-0.1823353800710734,23.17594826506513,-44.13348181652778,-8.794850729248987
2011-08-31,-11.447569676351108,1441.9488350629151,-3.541286395018912,-124.00772959038008,-36.37348582965815,-26.33267571438736,528.9763352860343,9.42216579293361,-11.71770273433005,74.45090023775397,-24.477936242315028,-526.4135520046092,77.52417894574197,-16.599462079425958,-4600.861219236285,-0.1164110472304324,0.0,18.76432751488828,74.7579703507206,-17.784677895809182,422.3051852231947,-4.650844420927399,11.296580609623447,4.62601473311662,18.45394936163268,-22.362655102380295,-172228.3717327714,-83.31116893888384,-0.6893450028400068,12.46957214255042,132.9797754424496,-2.467848532589838
2011-09-30,-11.022051328240742,1618.0057375665117,-9.183641662433509,-29.824047047892265,-48.86035637865066,-36.274484883965954,153.72421612693887,133.2106859956336,-24.80811076591077,2479.9158424813936,5.026915231651332,376.4191989206985,168.76056601758256,142.31066578194242,-5797.764331233953,1.2018952843790187,1.4869245599412633,20.75798356130477,72.82534747240669,-5.6075507699997615,-56.395624976775366,-46.17047214385943,169.23098082645197,11.416988939917914,39.6161717965565,26.22443018180364,2040954.68229292,-163.343495960999,11.447177810503248,1159.2413895229768,212.2875445703072,-11.447569676351108
2011-10-31,20.963644368829485,1931.5171139806653,-11.67675843864301,-170.53732889537542,-125.45233262745718,-48.3030163087052,-116.21604327827312,155.60238900316725,-26.71801758518396,2195.397520914632,6.1428059453516655,344.2545225933382,69.28136880547083,15.115283628510134,-4737.876067948977,1.2856543433204946,-1.4869245599412633,-33.20314265959483,195.77716577609235,-23.436824209728456,-73.8317449214145,-4.062249998827127,8.186730494997846,-19.70877655863157,5.210010408989547,-6.898507023801567,-323633.9733944312,-155.49144667038627,-0.3976185753389387,-41.65589384579556,-115.10770934181238,-11.022051328240742
2011-11-30,0.4738110807846072,1849.0934324452624,15.824339535492788,-157.9883242302108,-158.60884720853673,-124.1034502264783,-61.88870691558408,136.3581896328484,-40.18209347124047,2085.084623246349,-3.4059841610817845,197.2660288296781,86.7292289562238,-2.900128947888742,-5551.548352374788,1.3454883018072172,0.0,11.512573800494778,192.511932937903,-21.839771674591248,174.9073428625353,-44.7333927301967,-0.223359405758174,5.787276210848717,41.853848919662255,-51.41200055581873,-374385.4586675596,-51.02504776813066,-0.0585756419526433,-273.13299241574134,-85.69911381982827,20.963644368829485
2011-12-30,4.130385572093188,1153.6891829284566,-0.4163682286427808,305.36850638927126,220.032031720481,-161.55255651607823,96.2721121909604,58.79132102263566,-27.057533790851696,-1123.7999727617507,-3.473970283267729,-289.3451371009064,81.94265534407039,400.12532601576106,-4761.90734483336,-0.052037392630484,0.0,1.8561883570756093,268.86740504813406,37.2928327328616,535.2644292321975,64.4103200878105,168.45472880424927,1.506454867759672,67.13838557392,-47.05241069889296,324025.3586179726,284.7856063012382,0.4112469293877296,-435.7508938388062,337.3217884082437,0.4738110807846072
2012-01-31,9.510318687709152,941.160915211395,1.0942826608216956,7.043241759781983,-5.732422197112289,219.7925848805442,75.54144188550238,79.80378548282535,-26.187648738312063,-894.6358714934105,1.9203446676380589,-294.72905769771177,111.2699654313081,506.99774833787626,-5135.305463365727,-0.0553121616432327,0.0,-4.823971707521423,265.3741084382684,-2.2272424126992973,420.5114166208616,-5.707210168705046,-45.121827522285685,-4.808933046181252,-25.77056755583453,20.383358691186476,-80073.94539406896,-73.54687309122573,-0.0390556177621164,-7.192103897240514,66.66443224944811,4.130385572093188
2012-02-29,3.206223461412064,1200.3949267285443,7.332543408215645,50.02948992096732,15.1437534699267,-5.75931088672203,73.98881981085644,6.758327688521389,-26.61611461936375,-909.3179087721904,2.017189788593478,-322.63014231014404,59.8531588466463,468.6307663057845,-5133.969581234936,-0.0452436054869716,0.0,-7.461494493148081,-1067.354427304408,9.589652804419076,-477.12223595268176,-11.857653120719364,-3.8894703723233306,3.88568570835298,-14.785459465202848,-8.15655327312507,18565.048537360504,10.731386536708214,0.7020000774467121,3.018869393669604,-72.56323136080402,9.510318687709152
2012-03-30,1.873092868354293,1532.7880151481302,6.464277152508619,147.3343042321659,102.129733535516,15.283841737713074,-56.26637547053496,-104.5117038804402,-12.849342940539014,-576.2825375068498,-43.77233773102304,-653.9224228289658,176.3492108144065,31663.28791397466,-3373.4539406161675,0.3522321799707292,0.0,-1.2164196248623682,-3.85521537858704,19.000805062431027,225.01958392502763,28.448893692144797,-160.35401034505048,-3.47998538168892,-34.946666390845394,-51.77805731609969,-381241.6753170509,-46.037195056296696,-7.339750748468781,62.941770861811335,-108.77434695765862,3.206223461412064
2012-04-30,2.899239872388433,1478.0215587327436,4.581654136100835,50.68955830219488,89.85643666583779,102.35334658483885,273.9799429140124,-59.23137874464978,-4.637464633528502,-276.6791443041666,-49.58548592138039,-799.5952529782078,697.0377629424684,32361.07773082719,-2198.8260997187544,2.326361551671272,0.0,15.516016715631878,28.318065533553003,4.538869688636623,731.8809910438738,-6.325560046778918,19.39704391407986,17.854585872216603,17.87151787918333,4.817668974469001,59900.53463917412,408.521741967736,-0.2811047058211144,55.97872414709208,519.5253425402211,1.873092868354293
2012-05-31,-4.211979324764196,1117.903283467166,-1.2778609324472787,33.41965230560314,63.737201557415936,90.01119833586172,310.1248197389056,48.49455183582018,8.047870554699902,-260.79848517700503,14.725629767925437,-177.23338538407108,308.0872714300056,719.517494937244,-3279.743580439178,2.335927757165474,0.0,-10.30811161394611,58.191818729988455,3.578218301521701,50.409219450484215,3.462008829057879,-14.408985196625054,-12.967297515433756,-55.64669661183564,121.66302697203804,141718.2571683731,1.918842739718912,0.225823770706981,70.95287061063603,-130.97911999043436,2.899239872388433
2012-06-29,5.135802624406865,1152.2626301145133,-9.580374840872716,37.074139387615375,-17.81337936392363,63.90989320915696,-36.03339642088208,26.566334458148265,-1.499559498710029,1415.9742309865271,12.507871611045749,-281.9088229333123,314.7379705712255,249.08985349614255,-3223.158461431564,1.2813283176617083,1.4994607908473727,29.67198955350422,-12.344589387182324,5.63869132171294,-932.7978685583752,2.8672612394199746,-108.49478811965535,-0.7774441548443747,-32.69224450745469,16.62786471246011,11263.856163011864,-476.0187867659711,0.7719584719514785,-461.8489207428612,-479.002933571394,-4.211979324764196
2012-07-31,-4.512850730213977,948.284033418658,5.714090978708543,-69.17128213095721,-132.79090422492197,-17.741575690630135,-4.269780361009105,29.389394347990123,-1.5151513997699857,1353.5218587700836,13.348121616762114,-272.43345788939814,-59.67147915125263,-227.4810914514686,-3918.667182939264,1.3597143399218856,-1.4994607908473727,-6.177304644044412,109.30975058018842,-8.411538060793646,71.5715843503217,2.607122628918688,15.26307667325466,6.483020946337916,15.956867605540369,-5.904270881065457,-198025.10139637813,72.32823234153602,0.6018992413562572,14.389850128340356,-351.81468986442326,5.135802624406865
