date,excess_log_return,baspread,log_Mkt-RF^2,coskew,rev3,mom1m,log_Mkt-RF_lag2,aeavol,ep,sp,agr,chcapx,grnoa,ibq_adj,chinvest,pchcurrat,pchsale_pchxsga,pchsaleinv,rsup,salecash,chsaleq,sue,disp,max,lev,stdacc,ol,saleinv,roavol,chfeps,sfe,first_lag_excess_return
2007-10-31,-3.1901489905594085,259.6802127203291,0.1170590521389168,0.0,10.077969234664485,-134.26980035788742,-59.11028794797427,2339.0803581528344,14.686549157688894,421.1853764094576,29.349637366930573,-491.9060027997945,-4.164655357097855,14.383104607186082,-94.61395308135434,-42.4865385624711,133.62446564308192,284.96709716075816,39.37838023298394,19730.53134051286,167.6369062894695,-5.049274971725257,135.41442072159737,-0.5495812650708984,-13.901386725837938,-0.0064478311045084,-8496.020040303236,47.50295199683478,-0.0211530952302929,-25.699828335822964,1.369928377880406,-1.756276700501493
2007-11-30,-10.547953809312425,254.87439067124484,0.037038958761415,0.0,-23.541103474538104,-173.3500247385611,14.20026704926787,1651.316997626071,7.662889864359804,408.64469508040446,10.078167185171964,502.94677258614206,-60.877522658302254,-55.74864700585189,-20.62526666990033,-102.88882747663132,-50.39489167267484,76.68784557344833,29.617567706496303,18047.455080784443,35.40771220763666,-5.820438587371237,127.98638886947744,-8.244259346816957,-55.35072978643052,-0.1694297001313782,-6333.367717291461,-122.5077895534614,0.3137460804165926,7.10810085216108,0.2285066728648566,-3.1901489905594085
2007-12-31,-10.432614482148454,423.189104105846,0.2844329103999924,0.0,-107.03831043712484,-264.61933876729086,48.97938015638352,1670.872818050835,8.564591703642318,457.0438771507305,37.50750356726288,2661.962649541721,-74.3211984899557,-13.308565467614038,17.41832819787446,-53.44232739926852,-10.84771868489878,32.58024812702264,8.426798923630818,17245.3129955734,-14.292471523173262,-1.9945017712210795,291.9025604008644,0.1305429338578001,144.98916394703815,-0.6103791540826378,-26636.584843094926,50.17603097251231,0.8754693496851083,-193.20782302003988,-4.778876673368012,-10.547953809312425
2008-01-31,4.580912181216025,166.30515159135072,0.0088128568740496,0.0,-10.612370005043744,-267.7133934888676,27.213202597240542,1650.5663716791414,8.010378483308145,454.5639275731014,32.51882900367213,2966.697196238699,-59.43121537467314,-18.865596979467465,14.25205891378822,-24.39980057922546,-5.425695652346306,21.32941848115925,2.005580947703027,18212.715341528197,-26.204525567449643,-1.9271819172944389,285.94708676382817,-0.7231738709448301,-13.1515894301167,-0.1080112937737238,-3535.928756840527,-13.477896095733286,-0.4243948410176159,6.023775367800624,0.2198716340616684,-10.432614482148454
2008-02-29,-3.465349218556937,481.3906260206048,0.4946948184083325,0.0,-26.151199092411066,-188.57089365813843,-74.529101706564,1962.4094959609708,-2.8641279517370983,448.6881300772559,-47.48245607823628,2878.974056807875,-3.3672918639380782,-27.01746683200443,27.84378562772204,175.04918962906714,-91.49991866125652,-18.30143181249459,1.107765529488844,13808.853942763104,-61.9728335674148,-3.3332721236828795,285.4580411501992,0.1061463178900687,-68.08831343470365,-0.210468481304288,-9705.74258765555,-233.23869236148448,0.5542207594803763,-5.507908803900534,-1.6698602458645446,4.580912181216025
2008-03-31,-1.7519614340907967,200.41527881998496,0.1134578246244985,0.0,-111.98094091867708,-208.5570388197264,-13.2520708680843,1927.939300076889,-12.499591844825286,502.4575401845347,-32.54870164419087,2324.181386273775,29.56542135689965,-42.865811700416806,139.27206400497096,125.66125147228809,-100.44578939601848,-78.25933833140553,1.8501696853491525,13679.253977759436,-33.48613204000989,-3.2892269201103828,327.3091845899079,160.1368426322315,141.1912604130439,0.0491363609752113,30470.65190527914,-29.3376088525647,0.1843738662317413,132.23211628853625,0.906536279816617,-3.465349218556937
2008-04-30,5.178345154823585,192.78024442483863,0.0100255484984034,0.0,-107.28657791106176,-107.79845842330954,-99.20427096660488,1930.806906696298,-12.127553542175091,501.1619263935423,-32.964043202200635,2361.695147477932,28.386121302688224,-41.873615170696624,138.2979104412031,126.16403425057884,-97.66838801551836,-77.03703791318142,2.0859822746590195,13510.578158079015,-32.7488021177297,-3.2552534736580885,417.4571535183618,-4.311626731242825,-3.616796212074632,-0.0471706626934294,2519.962303485256,-25.49261727705789,-0.0335455494898404,-21.791397515021643,-3.2378260887292694,-1.7519614340907967
2008-05-30,3.154742969445165,245.5852926387462,0.2318510389759394,0.0,58.01639415050797,80.08751593428242,-47.32130057111377,1528.728522433426,-4.061797173044659,497.6275515493952,38.91130758802539,1380.7270287575882,86.64072730151449,-12.859403533054712,139.46985004068495,117.57575512149734,-158.3531967510268,-209.95843434128184,12.50249689153572,14879.101413084025,-51.92737607151982,-3.55043092993446,471.5820592064929,-11.596044400872527,-8.331903964566209,-0.0118176586158855,5120.6558507015,-223.7787620923691,0.0957133185194365,-3.537106011976228,0.4739568281568527,5.178345154823585
2008-06-30,-22.8846652680324,155.30180879035788,0.0390406694128059,0.0,-44.458081375958194,79.84397161294294,-14.187396338195452,2397.985085061611,-1.6296169825841065,527.1050201251628,48.10624048029365,49.58682602495989,80.09886052012591,9.122479810331397,33.06175474962804,-10.076533983679724,-2.4115514309710395,-175.47087595010282,45.02156172216257,17964.88817702263,-9.68657437692958,-3.044687167933936,120.44370782589829,0.7036719113756646,65.69876233433843,1.7918985837905286,8109.905504454393,-47.81852596475164,0.4787756240520693,269.8707894693394,12.307852233928235,3.154742969445165
2008-07-31,4.942836700733402,172.98926199533005,0.8960334926401337,12.69747257888206,-17.82922699142511,-191.0901775910104,68.66124516287809,2110.7948046831502,-4.551942586331828,492.3329908247889,19.18160468821345,-223.9170102245324,69.74972754382695,1.829641680193518,28.92813365420438,19.013460233305263,-3.2575198015821005,-179.20962288288925,38.11453223024499,23842.418709259106,-39.366662570332856,-3.0838442519371023,178.1857853746553,-9.344561507652116,-43.80131096444302,0.0232439477919061,15386.06479937164,-16.596400489804637,-0.0452016743911301,-24.085784686365173,-0.933944270332077,-22.8846652680324
2008-08-29,3.410428739081416,128.83520304286327,0.0067937491844146,-306.1306504377736,87.39065023218585,-82.98265581108451,27.30250572522445,1142.6122774250978,6.39309771288427,507.1478339098804,1.3001580774845234,-65.59604960339331,40.94514673101512,42.99994980387501,-19.394248430552715,49.493029231419605,104.57848932068576,113.8192849956888,36.128064121475376,25793.8708760026,123.13088679842704,-2.814088995919356,143.5637665579817,-5.735617548627175,-52.782710986456095,-0.0512394615441484,-46891.37687369203,188.51538588498445,0.2591821854610252,-18.303231727214357,4.746299443804723,4.942836700733402
2008-09-30,-20.437069719032923,247.7487075223084,0.0262788072992715,-376.5609002896162,57.2232087487601,-120.27796682707024,-131.4792388980916,1075.507145843137,6.121150355082202,692.8927906966796,2.200771832664282,-36.129745551069306,35.56383494825451,50.85762995481789,-35.43799193273271,57.25910909246954,130.0634873224079,191.8767678221416,53.4934770949683,24427.88392692348,184.59891104559992,-2.8296013271892,310.5657658820313,9.27733469943152,607.8224302152032,-0.0578508244526467,8886.135871771956,52.0455872446646,-0.1865079871196364,-221.76925589283843,-0.4596457476738322,3.410428739081416
2008-10-31,-41.67786479523773,217.5386213702353,1.0732459078257504,-420.7166889559446,-311.7991033376151,-463.9350830143937,-11.585752297430714,773.7433455089041,5.948804051141883,715.9656460551789,6.777883041043466,-306.36597228563744,2.0409531316488736,39.81590958717919,-59.449352739191305,48.00154709913896,149.38866179170367,208.56004493305744,61.93678171576697,23302.97020958154,199.9085429719905,-3.077808483352845,299.20062836629995,17.73080421806054,34.6007830934725,1.234469737958391,6437.9273247946985,40.31216855305729,0.3303704029676773,-23.82224447846367,-1.2165617373085595,-20.437069719032923
2008-11-28,-23.10375952161225,131.58084467020242,4.036332323128669,-176.8716722370194,79.54534895769402,-663.933842244368,22.15329047190574,222.9051270796125,-63.93131529956516,673.5900053130783,-45.47897128181417,2869.242335232919,-94.44027421073476,-134.50407333484878,-113.67728400787732,-60.96537237327598,33.54366956407662,-13.753554692903316,47.01507745336684,44303.47683548227,-26.248218640584263,-3.316814911100733,278.2837906841788,-4.5927220665785455,-87.48007908928321,0.0037831461920578,-26253.509674390312,-172.08975958340034,-0.6077921294938271,-23.36089275821186,-2.608510114418152,-41.67786479523773
2008-12-31,5.457652991587423,128.65501206623787,0.7345164043031222,-190.7857642374691,46.62152746468344,-925.4443720373192,-133.51118280019736,613.0866637550679,-55.382320511921804,651.5715914022621,-16.183082215944303,3232.773759153069,-37.02550191791199,-121.2770236317296,-103.94710062063812,17.646592484966707,34.8954655268894,-26.55065124432383,46.9467443693424,40932.1712937844,-38.26411623722126,-1.6718613214405098,290.8303255075718,-16.132012427985558,-124.7224652885759,-0.8560051297928757,-59434.36443082127,-175.83954274809184,-1.3745390414997445,-122.37223988967912,-29.238420542139337,-23.10375952161225
2009-01-30,-14.212041089700918,273.1679616907688,0.0319804357638987,-141.95763304473024,-253.42704698667,-840.4760549969142,-252.45047605497749,404.5812539015407,-45.43668428255748,710.1726625175581,-28.606392152844343,3275.800666766306,-50.44663185769259,-119.82138861588122,-107.31180427507316,29.633277078946374,10.259218617478158,-18.571016503473693,57.68819301384015,37213.8477556208,-44.185268908425584,-1.3779401495922976,339.5302634847814,3.23129726675694,-16.16533193613418,-0.3357350132829966,-14802.873257017694,-60.62066423951683,-0.7912074688259949,-42.40707553918298,-21.335920846104138,5.457652991587423
2009-02-27,-15.50095894136772,186.769574365879,0.7751396727727837,-145.72269773051366,-463.6892962114306,-778.0034540275665,-110.51770216721268,560.698647020473,-64.82929742631572,704.4362025953056,-47.705694880767766,2094.7097045323167,-72.37850688791642,-176.2499326796285,-65.60108398230294,110.40156878799222,-91.00628772600996,-107.432258324844,28.04939754610188,17282.698248917324,-127.84831426607413,-1.7257312013366266,498.147461226114,35.112641060765725,25.73129157124777,0.3509061818667787,117285.59902196098,-234.98768361182877,-2.4241692953341563,-60.41764931455211,-0.0312615090888996,-14.212041089700918
2009-03-31,9.471269899455333,95.17836461662048,1.2129013711410588,-172.26689023044102,-196.6907388446936,-505.5387943978604,22.807030958894327,602.3461144638713,-383.5484946189365,1523.4513053056928,-57.113052054223374,1695.4996842664225,-105.69069482853422,-14.435552690336491,-16.850455579438822,114.49223272964556,-216.72596989748,-228.8696611971196,-210.84274526622923,12614.719661838826,-231.6933234252766,-26.859680191288597,979.4168475980532,-7.554073688048589,4115.75014476227,-0.0664058243920804,-28288.30754870898,-260.9244131901737,1.590130013120138,222.5931652608568,-14.971103086997264,-15.50095894136772
2009-04-30,27.105234678620825,110.85316509347528,0.7769615393774343,-186.67812444257052,79.923742666721,-170.8689276457032,-109.37563392378824,396.7885480737684,-367.3626407734113,1567.8835494800835,-59.230440028332055,1535.0773913649634,-98.01147801932792,-21.32606334240228,-17.22426647879662,119.68060721373814,-212.00785935253256,-214.15968505148408,-214.6100318976897,12406.15717994709,-228.05142392794656,-26.133696404747177,2487.6922747614253,-9.126316072958332,-118.62067151360588,-0.452037279471436,-52155.8470699857,-39.87414584204271,-0.6717262473731722,-35.22689947291995,-11.052618682359956,9.471269899455333
2009-05-29,-4.244847905956205,129.25869585649917,1.0007668216111822,-188.95361764462757,-187.5107230542069,124.536751787946,-139.53618993330784,500.198133619512,-204.00374619201983,1737.4231780440082,-36.16924702854952,-234.5153399580984,32.52877664771332,-5.605494654102519,-30.107439247916048,65.87575632282257,-121.6833012398454,-169.79017588418344,-345.9671524378265,7947.586286740803,-203.051798178752,-12.623323233670884,941.68498802899,28.390615195317224,2003.8146548420077,0.0280339021232389,-79834.6241344146,-182.3045156611861,1.3803159955963942,1.8875468834328477,-0.3642417136337172,27.105234678620825
2009-06-30,7.314781996398724,126.3008828535583,0.2800432373154729,-251.388953538118,-196.54978595158923,294.26010207161164,117.2026211196053,1111.9310742692762,-190.1128231907593,1636.9363488670826,-42.085003592992464,-85.39783073805233,4.142128042284188,47.333574623612186,-33.872858550339345,72.74518035109543,-142.0193087100742,-204.48664495150223,-374.0903535438023,8261.302959622459,-223.82729238541663,-18.389322670734007,653.8707152291154,108.53740517022624,-565.2749693949017,0.6828989084210262,87910.55720121553,50.14213466569981,0.5715867451059111,336.8743108198779,70.29806699383013,-4.244847905956205
2009-07-31,12.43981099113989,87.62998276752634,0.0018284548859825,0.0,140.11037005475535,600.8479618224957,124.03862960509386,1103.6874870955028,-29.79666393787068,663.0651116584795,-39.64306305202904,-221.288867379702,25.027950417417,32.08436095172667,-26.71269275756804,105.28315305758498,-113.48795780360496,-198.2782292232905,-198.9903778623286,7174.831733243853,-199.7794566944836,-10.911792539186592,654.2599410538792,-6.858519311341638,-5229.830885058099,0.0993811562605797,-30955.33662076388,-98.33314835186002,-1.7959484710771925,-3.663493638609367,0.1921488907114756,7.314781996398724
2009-08-31,5.730740426468358,73.98094251141815,0.5543504817897702,0.0,456.55008194242015,653.5696068019562,65.78301209196684,1354.2562754749977,-23.95561401053757,615.7877087911652,5.703374872195877,194.84487108757648,9.071471708084436,100.83050985257036,-2.734076692400865,68.3419567932737,223.80935710904637,252.2866025420434,-170.0191211490957,30275.384546101475,163.87289921276235,-11.418351837471588,654.6049737868012,22.82304989255249,-311.3119296339976,0.9516544170263151,23050.753022381337,373.3661895641335,0.5523357476868291,1.1218044502656142,-0.4860130806246463,12.43981099113989
2009-09-30,4.801131197682578,120.14183824614582,0.1084834059592937,0.0,-55.395626037810565,264.0893609273592,5.665012947080942,1455.5404049959188,-3.9248169974819063,513.3975513184694,7.472632449959929,228.65117922028648,10.233446833880048,123.77368582736936,21.8670426391607,10.120711157678231,292.4460651690599,385.5870028153165,-153.08512385269478,30640.95287704839,248.99940038745865,-6.498955071687035,355.3162830855812,28.425651498636228,-319.2526046628782,0.2206536048146832,37831.06055723131,126.9079711962072,0.3543098394432391,-88.50994915637995,3.845956607382503,5.730740426468358
2009-10-30,-11.388340907165729,118.32209101750792,0.1626318758629769,0.0,76.19958754201244,394.9926058031763,99.07109867073736,865.4465306686516,11.16141533515474,497.0641749422058,32.68482008306617,-78.7340817921237,6.631503696752689,107.26201368582105,50.8229319183839,10.998957421971472,288.1382700721674,440.63713817564,-151.63230894659034,30043.495960477776,280.41377181280643,-4.713851620641706,368.8732382015119,16.429402990296012,-20.173025015115627,0.5937373510363342,12256.852749427548,133.89570215155936,0.7694372657764426,16.56079364208756,0.2368862514394365,4.801131197682578
2009-11-30,0.7702611799745244,146.54020741377644,0.0704257000542844,68.52371750249401,192.6999340211773,181.1595078463568,44.076678319188005,1011.9347318786758,11.076518714200112,420.11568321511214,36.89864588074893,1943.8920801108377,-43.71479523985861,46.362916355721865,28.359578593562198,-8.260991405995437,22.35545693995528,210.66142437982217,-101.36414768065536,8838.213271700026,81.9918426529747,-4.6942182745836725,353.8564641608792,4.973172752716209,-321.39337714393696,0.5205749516396327,73770.82329695905,313.4971860373671,-0.3819408015881684,4.685856467174631,0.3848857741442941,-11.388340907165729
2009-12-31,3.5222529528921247,106.8424530803669,0.2966282702780099,122.11035875586056,64.09248563626676,2.0460634968238267,52.88898588381475,966.2742496156392,11.452601306161018,405.3831556364453,46.724688680543366,1622.353556480583,-25.04521202830904,-4.521356322831486,-6.801751776239097,36.99936708675229,-9.186210044055205,180.5065558104726,-95.08062351360292,8532.616017521295,87.18606491289486,-4.294398054296422,250.5994737119497,-7.160994147004885,-26.289722380131707,-0.4109755702665021,-18236.39431868284,-60.42130084495648,-1.3013825347769412,-320.92278925209354,-7.644659681403038,0.7702611799745244
2010-01-29,2.7511319080712133,69.92103751422111,0.0745802460749772,105.35977964865005,65.06413452724415,-14.10249012399986,-34.75445536033155,922.6400721711206,10.463982696058052,400.44092431860827,42.75579212729868,2169.385714409457,-31.78112016366284,-10.53328029051627,-6.409659790294361,34.075567250297546,-4.337214124268524,163.4898570271665,-95.90334168573575,8376.103020137529,74.68183705118098,-4.340814020028211,281.068422984522,-5.345675627698142,0.2970248418455412,-0.0846651591246221,2867.411629988579,21.162908053827323,-0.0806719996745144,-8.585915435671978,-0.7044626512477983,3.5222529528921247
2010-02-26,3.1030992578023926,60.51965843164818,0.118743217302348,108.81696066719108,-141.41038270472538,-71.74684823006996,72.07294797584056,948.389953189904,-2.8313225832084816,409.2384960752794,13.832882998594458,2337.503744582587,-40.46315790284663,-70.03871112160672,-23.185363995493272,87.69623866225574,-116.30978288975206,50.0737248509101,-73.57978747609367,3126.3926976324783,-46.19682070378529,-4.420883692056833,426.2738421183385,-17.894614656848603,45.101075663347046,-0.0383823878838214,4251.558346169069,-4.663804901269941,0.0386224534304275,-58.32899496951302,0.0376447365037631,2.7511319080712133
2010-03-31,6.495336009559222,98.35720688457764,0.1275448501543213,-250.14662993834685,13.55518200581356,178.09394675525004,40.20645283014064,1405.8056239437287,-304.0356711060779,2076.691913471693,-0.6356623024535835,1989.260097190395,-40.40836534046929,-3.494612642372715,-4.625796077970234,-2.8646798674144707,-75.00029526743178,12.813839464684143,-372.360387655309,4358.155581801618,-78.69978736544424,-17.35336943543106,761.3577173032772,24.164007613627177,9363.588673527443,0.3772787836789248,16109.507528122514,196.95508439111651,11.22579670204378,140.65032606806545,-3.077186247049222,3.1030992578023926
2010-04-30,11.735627510838713,65.11544310954218,0.4290897999018382,-243.180218484153,47.96500251177895,262.90370213376144,-51.07543820193394,5328.500424395275,-302.59669399336013,2171.6650442101286,-1.5250519614216531,1900.5695510890716,-32.73577277208422,10.096667879642244,-5.096376618322944,-4.5787222461948165,-50.11714805540146,15.890978969981004,-362.2883366469248,4500.496844045846,-57.55053594828754,-11.69465114100327,821.6809377941988,14.969976918038585,393.0946709424061,0.2035935003173712,5858.430955704534,29.93732898102689,0.4829652263318955,-4.544652651960391,-1.1172432834579975,6.495336009559222
2010-05-31,-3.16393266407884,106.5764635132014,0.0451260773027702,-221.24483372206836,44.587278624093,368.74364949110856,50.41440454469717,6399.030024627438,58.20658235786131,529.4227574836984,2.768392701013377,-323.175231829547,24.893863111333417,151.55926998226428,-37.10514914349373,-25.83709896972695,66.00231507261914,29.92088342375635,-41.28722175216991,17245.393007085084,45.58788257771485,2.178673360141448,817.9262853436096,-17.132138088821023,-9224.22269092551,-0.3105586249063732,-6800.475273797754,-85.79722436625434,1.6977016863654484,4.010544828490367,-1.5993780308006524,11.735627510838713
2010-06-30,-13.220700613016431,109.74156593530452,0.783702182384493,-275.3884166661842,73.37248924042724,279.01850027719024,93.700029490558,2452.8392793568555,63.6686421728834,506.7475507583407,12.873275750818792,8962.906310414006,25.22324643188641,115.58615480420124,-51.57258780483005,-6.986429942569088,1.4897300740541368,-6.031965794703911,-4.287943054175399,17945.641647042456,17.869944505924373,4.016940084653203,462.5703885697881,-78.61409171333185,-4.838307374467149,0.1298482727269139,20582.652042618487,49.287491532739296,1.9992348582770347,446.8679578435002,18.590089306538463,-3.16393266407884
