date,excess_log_return,log_Mkt-RF,baspread,log_Mkt-RF^2,rev2,rev3,log_Mkt-RF_lag2,log_Mkt-RF_lag3,chinv,ep,agr,grnoa,chatq,ibq_adj,pchcurrat,pchsale_pchrect,pchsaleinv,chsaleq,O-score,sue,disp,turn,mom,max,gammaps,bm,cashpr,cfp,currat,roavol,salecash,first_lag_excess_return
2006-12-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-01-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-02-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-03-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-04-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-05-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-06-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-07-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-08-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-09-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-10-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-11-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-12-31,-21.151901321129436,-45.19661970503324,1430.7446226694994,2.229966502595904,322.11342634685684,72.39812203126806,434.2921078788247,125.2647638782394,0.8757598396099756,161.17395065564622,126.27817715153556,97.3633516189302,126.27817715153569,67.56060525124462,112.61008698793115,-1220.145815290378,-225.74784105968976,-566.1983511929981,-7258.839427320742,6.523236867851736,3497.446908447933,8888.780909869127,0.0,23.089207278887027,0.0,10047.026044199114,-187923.0151785972,1487.2938900153215,2174.0755766631446,71.41402001966037,23227.389202420905,0.0
2008-01-31,-20.51394306241896,-7.971805031799096,1643.4347699414916,0.0694987728325118,-625.2251891940596,320.5180278026877,243.6769754199615,432.9536409321504,0.8807023371652128,161.32542850010756,124.46085405411884,94.21137873977256,124.46085405411884,59.37110272417544,114.02870305850318,-1204.0056345935832,-221.65592426826404,-555.4080855001854,-7320.833770332178,6.56858806404033,4472.614551828591,-4133.978370463053,0.0,26.362614841991174,0.0,-42.61354031273913,1155.863073754852,-4.778670045674289,16.284041229516333,-0.1300355288224892,-93.71927138223327,-21.151901321129436
2008-02-29,-54.76946722508686,-60.677097289563946,2637.0364909440227,3.978744287187748,-183.31152490493383,-620.0058287933399,-674.0033423566092,242.86363718864104,0.8180056985554123,-56.678758986504256,106.35296178656618,-163.93344137690968,106.35296178656614,378.4014206114216,74.78988016672132,-2559.849700778484,-1391.7608343548284,-1763.60002645229,-7151.889191640345,6.431761464709722,3767.3716742859897,5135.731048888075,0.0,0.5975330003667665,0.0,348.61906602133786,28456.170119146205,220.5945456241332,-26.67778042681448,3.419935168872172,-3574.1671132783995,-20.51394306241896
2008-03-31,-43.80644556973106,-28.964527485981737,2361.3303357330046,0.9079487651094392,-183.9634791646003,-180.9534814994524,-120.12993237333067,-671.9933685334458,-0.4095728737897837,-290.2362245848428,79.29724546273076,-962.2108164904364,79.29724546273069,-617.4687580305244,22.37830236768467,-2241.1327730298144,-1956.1923224926973,-1569.2025817683525,-6481.132114963278,2.471280199906881,7306.257891297117,-1747.7191979786212,0.0,929.1519386720696,0.0,611.7406021373063,34640.652032736456,444.788341838092,81.37801220401298,8.54899721291666,-3620.888087201936,-54.76946722508686
2008-04-30,18.800956189169344,-8.590536793224414,2730.0830041988947,0.0801413511015519,-295.7729736840769,-193.41785675617112,-897.0728772842103,-119.26883090416447,-0.4143497035566537,-296.0055435869766,62.31580468377794,-1040.1044220971528,62.31580468377792,-590.5124563133672,22.07488940457475,-2248.683452775909,-2064.6280251429,-1694.9732233231184,-6427.148888857162,1.9919565833425672,8969.047180606933,-479.503168820017,0.0,12.371901509924328,0.0,119.73312345520208,9418.78082999494,48.651049656612486,-15.88893129990538,-0.909104501495861,-1103.3057721511923,-43.80644556973106
2008-05-30,11.66899609222142,41.22206794885418,1965.1530971760012,1.850571083694912,-804.2131978135726,-291.6095599234025,-426.3561608398482,-891.864505419981,-0.411826924151803,-159.35499657960133,50.92540272209638,-1797.8323795611216,50.92540272209645,496.3998075532649,-47.61689625188421,-2245.1373500295786,-2268.2882533701927,-1901.4620878274543,-6262.531116056111,3.561566691991534,4329.1028247131335,-1090.3406906987666,0.0,1.7226133059701851,0.0,613.8366525576985,-46238.98909308997,-983.4251156629564,-103.267839947016,0.5594352682750241,3846.8747390909793,18.800956189169344
2008-06-30,-168.38958948121126,16.91460729359972,1604.197334318137,0.3111392500152445,-633.7123741607653,-805.7665743326518,-127.24242145769348,-427.5534959627998,12.640138192324669,35.8453078915539,17.10259144578057,9180.029951386805,17.102591445780632,224.15011288486696,-46.299192441774935,-1734.1134483741012,-995.0168747874015,-1391.651435613694,-6761.621560087393,2.2892776805237345,3053.606574665372,-741.2406767845087,0.0,50.53189997178106,0.0,610.3096646880676,-12158.288532010716,-708.1963242156196,48.66544745076544,4.002797739472243,1984.2636626689853,11.66899609222142
2008-07-31,33.44047231111688,-81.03081045603595,1340.3611046158896,7.132389181895512,324.91718409928774,-639.0464898201348,613.682269358628,-127.52752655698852,12.435985153159828,43.7073500993209,21.93932432081925,9094.935728643572,21.93932432081934,218.4565099367476,-50.4068431886197,-1740.788670893388,-995.15837773084,-1402.84566589743,-6840.534170010494,2.240357059332103,2708.786591611851,3071.0183115129003,0.0,33.047896634417384,0.0,15.77711681324763,-93.07992410706356,0.3829782091507923,22.194642560309603,0.0011130871839242,-346.8130614704023,-168.38958948121126
2008-08-29,45.86490724244352,-7.015064421124709,1309.464686059933,0.0541513854806027,200.88742617701743,325.7687482111884,245.26724162372184,598.5806347799551,11.926349361758383,-27.535349924662924,-45.47949161328842,10412.393225304157,-45.4794916132882,-568.2464747498228,-13.994817909275168,-1523.9524311222604,-718.2008538703607,-1057.8858195293471,-6520.715001751369,1.7395138098552034,2879.5220699620213,-614.7236978787805,0.0,-49.03261513789403,0.0,596.3755088687103,-6836.1639305787685,471.88363102406015,-64.28101276777625,-2.7483204228007736,1241.7037429967131,33.44047231111688
2008-09-30,-71.07504196933465,13.814331865188825,1155.9108987756033,0.2094767437003474,-2346.208787620907,200.39635036210063,-1178.941641448061,246.3771000224086,0.2921184486020823,-69.37361144580026,-45.84619904235072,-369.35616380737537,-45.84619904235064,473.8028613685247,-54.92071858832245,-565.8425456424061,168.67299273932022,-32.22827156162113,-6134.83572328513,-2.723329473915413,2935.794359944554,-1245.1266996420582,0.0,173.96015321077562,0.0,3255.3103522045494,-19416.84969833243,47.24870648332046,-20.803296317849345,1.3465630926058054,2557.119889175494,45.86490724244352
2008-10-31,-266.607398435752,-88.5065029486819,9787.982715612385,8.567445403709648,503.7289873758114,-2398.578281431658,-104.09909482648838,-1187.0086782526755,0.2963276333664482,-86.69508229314651,-48.69516541202499,-372.4975296441101,-48.69516541202492,481.7682350141892,-55.96444382384345,-643.0113620882692,111.28224147640204,-106.8205788600424,-6166.830814820479,-3.199248226038847,5887.216016827647,-83.36690940974313,0.0,135.67236093450492,1.0785448329184515,590.5805629976367,-1371.924749516853,-7.059610079027948,9.893066391539378,2.093837230722528,100.5438922745452,-71.07504196933465
2008-11-28,-83.15796951440056,-171.7937822186335,2743.670212618776,32.45844957752136,715.1057693240797,502.1615844053199,202.13932950960805,-102.90175946949326,0.527381180402475,-249.31182524394117,-87.39315015206157,-663.4508454958396,-87.39315015206147,38.10659697624666,-32.56205881809628,-1003.8844942604226,-349.70863341778585,-567.1827669673703,-6205.657224851309,-3.6371699872274017,5824.500682937926,5989.379211231085,0.0,40.069909165520585,-0.0469440450858356,-1129.4095170460969,-7751.901697205496,206.5664560818351,5.259413290575594,4.496010622558629,-1504.0467734342928,-266.607398435752
2008-12-31,103.46391842843887,-72.94734891550968,1907.3140382956483,5.969681895531749,-891.0568128807324,682.7632923831399,-1240.3643077292022,194.3027850663732,0.772511890721272,-782.4738102334419,-165.06053395348167,-848.8843826994619,-165.06053395348158,-2714.952143721761,-1.8885650692125189,-1661.2362525091698,-1251.717234345406,-1307.4186832900466,-6100.857983551859,-2.078518655095813,5271.009478369948,-2579.2838487661797,0.0,-116.08281110734949,-0.4761389944707633,-1742.54146518997,16491.792998153367,400.5645153399853,-50.041127853619855,-1.6064951138747148,-2120.7380234768607,-83.15796951440056
2009-01-30,-158.07718157133667,15.275370263718251,2460.8953861173813,0.263505535464704,-3604.601970447292,-875.8410256741753,-2390.072981888532,-1224.523140559798,0.7681916440959042,-780.382138397464,-158.557673849581,-813.7334566547419,-158.55767384958085,-2496.2474838442454,0.6104871285033502,-1617.6106760074897,-1231.658084155563,-1287.0992013228226,-5935.47580612628,-2.061922338006524,8977.89810065138,-5506.574603043567,0.0,46.92859521361561,-0.6680131533780425,-178.1569270239288,1622.2125994134983,-30.549065721166016,-53.59644042042237,-2.122482323248533,-170.6096993113606,103.46391842843887
2009-02-27,-200.62280024084205,-75.63389622841999,1869.8764798660156,6.405193260833572,-1082.0295557720117,-3704.4809457573256,-1052.6339197409166,-2430.2783281048733,0.7547363484754861,-841.6678937807809,-161.17437658771348,-1022.8106243567636,-161.17437658771345,-2422.570576898782,45.418948010470366,-1793.0015169072803,-1164.9242369812937,-1222.0087198330834,-5953.742082525134,-3.254373071543176,3801.836601345704,3999.2305503001703,0.0,461.6378070955609,-0.0443936297515709,744.4260220203305,8671.771364456246,493.0763571947084,40.87532973269572,1.975068596336712,-1191.6483396958756,-158.07718157133667
2009-03-31,100.22271048130187,-93.90182415428828,1170.4385686747928,9.996883602912227,1452.7849672212628,-1071.0828782895032,216.42700574358244,-1026.7273493028456,0.7447841364287455,-1096.7679715311513,-192.2750147741575,-1272.6511402344886,-192.2750147741575,-2772.943411063535,7.473192976867445,-1486.202971924764,-799.4893172043027,-691.2777091337462,-6219.6774912365,-8.60770619086297,3144.685046712698,3741.341973908941,-17.77911333339783,-82.10587959698933,-0.0752190739773854,1627.0361459653996,74566.7666659444,1222.7149562225231,-53.12870955204812,8.326022364106052,-5855.938396420905,-200.62280024084205
2009-04-30,89.46351095740786,74.4077547676898,663.3709487363723,6.3769253200796046,-2150.764416753794,1387.512003176278,-1029.6198385677546,209.72931291258757,-0.6686067978645812,-3541.340600768633,-268.08529635545904,-1489.3064107586931,-268.085296355459,-728.9836283246278,20.74123929542028,835.202616427219,2571.5977065128145,1412.408910928275,-5971.462763457389,-22.283360546724587,4754.960796739196,-854.6864150131405,-61.03011969198123,-77.40016420700522,-0.1434922587756564,257.66347220451826,12261.797151046034,-254.78464822270416,-75.56614033761048,1.3496030144427775,-1043.8116758865872,100.22271048130187
2009-05-29,74.9323687664604,84.81067219585455,845.2472405456383,8.221204140560456,-2724.95720759215,-2183.105228223545,-1314.4858185108624,-1045.6372909282434,-0.8920032298034091,-3865.4064959686575,-264.79694170798126,-685.8115518454017,-264.7969417079814,-419.7263086541559,-39.63853475116329,1359.4914496087345,3163.838617884028,1917.2680189969176,-6173.443865637218,-20.494721156878896,5376.956411971752,-1441.6992636792802,-198.60222963477844,389.64125501947706,0.1168247231977734,2798.4440102404988,-32081.31314400001,-758.0704458177852,-8.136499191850362,0.7402337981792755,2740.4625121208846,89.46351095740786
2009-06-30,-15.009605823545725,44.75892684204381,1511.83307156375,2.273223843679677,1473.05092362497,-2800.427500345063,1073.8224000476075,-1333.920462189751,-2.924291499379337,-705.4962758143663,-130.8706540356691,284.7703756382717,-130.87065403566928,2306.3242025815844,4.120379694754416,-87.42260657564415,-20.98418625193311,-54.99257238067468,-6101.089566529456,-5.610691150748188,5242.135526498439,-1249.5757019093671,66.68738632136214,296.28125820919286,-0.0325824703570687,6169.364712594248,-8910.464990769848,-713.1617137884641,80.94515824720293,4.824328983833965,832.9036767630932,74.9323687664604
2009-07-31,64.4626298212606,3.8043603829153794,593.9309101831623,0.016322031106347,1395.391537086969,1488.5091489434697,1229.4225055814045,1086.9494898124576,-2.9510685543943183,-758.7247766007015,-111.7276733925132,286.88192680386334,-111.72767339251338,2369.1463998857403,34.63753442268613,-146.89425278073995,-42.26444915562367,-84.5147261470591,-6153.093017505164,-5.636864427052319,2986.71321393573,244.06527797728813,-13.606634515138069,253.64462500327,0.0446873158264599,980.4187842656028,-3103.4272358556045,93.71226667762244,25.79535886787789,1.6149113400818038,-75.34046783792292,-15.009605823545725
2009-08-31,117.65810642119186,65.88170239836332,667.9783414030362,4.898825758064268,1151.4859295990177,1390.228769188832,643.0673168080727,1227.3793917510302,-2.764691592052497,-388.3402034486789,138.86520824309423,143.85149243882623,138.86520824309403,2414.4127105080656,54.83216434397182,82.80490106442379,276.77127460266524,289.69610066150165,-104820.99083129788,-7.006189602375455,2688.938283320289,89.08788978988377,-87.20580230951677,-1.4230065673496028,0.0432906099256136,-3940.848097417144,5321.947493518237,-151.21217489844616,37.92392585452308,-1.110574621574159,292.5894279898657,64.4626298212606
2009-09-30,13.4083593365274,29.17125717579524,726.0641194230526,0.9554851844849518,-207.6563402437734,1169.162249320903,54.888341145596456,649.755691490139,-1.2998811351296418,569.1757937251899,342.4557844255574,152.2734128685136,342.4557844255572,1145.335584442881,58.44319160702168,7992.6045735803,355.22611518021137,8254.045438951229,-114718.84355249524,7.47335711740912,2785.9611612193626,6798.757866266309,32.97489523968591,24.78934174326469,0.3852283223364156,-3878.115148892572,1107.8021106210365,-1340.5992175820527,66.70921026841779,1.4787003147286413,999.8286738351326,117.65810642119186
2009-10-30,-58.524190170711066,35.93901542259258,716.972619574869,1.437047534961841,970.9001266552752,-225.9961675040773,968.8353992737436,55.90045844738343,-1.372765309077863,614.4636907743558,346.1782876420996,178.2686823033935,346.1782876420994,1194.06616752695,59.43495825995602,9323.014704191495,373.8771985302108,9585.522737866013,-116205.99938951002,8.079819114999152,3081.260992716834,-4523.572717137731,25.99242995950516,227.46704329050132,-8.622522228440967,719.6537806906817,-2461.66533986578,-142.23512227620012,16.835116962267875,3.169233988523189,185.08367834020828,13.4083593365274
2009-11-30,10.642617349190656,-23.609631366039608,700.13918771923,0.6195476841168669,1810.1699028490216,973.2266174684698,427.5793288623724,970.677738682341,-1.2582428087392914,637.2845748173015,431.7491344853031,147.21373934840713,431.7491344853028,965.914583497472,50.625444169977264,9348.899303283566,94.98126231540212,9499.22654262358,-116511.3180953712,8.43542479196217,3262.990472643236,1738.3102919682478,42.82930059471804,-25.443542793070264,-1.5648727091679628,-854.2555849850578,5846.339501212133,178.85251091978685,-8.075243655934173,-5.8010821760886415,-676.9443619582635,-58.524190170711066
2009-12-31,48.767540020032406,48.45778882502393,599.322367944995,2.622018275668278,189.2633461935129,1766.0647185453072,517.2887536965741,423.73748924371176,-1.175559119665499,87.74001950878709,432.24510491543685,1381.979985417364,432.2451049154365,437.9224150701173,-40.868299321288845,-232.16770945096627,-361.921364676892,-502.7004231120873,-8122.781264730646,1.7192645589827578,3492.735665842192,-6546.548285094321,-14.156557489892322,-46.24991813738143,0.4840423774989943,-3496.285633873564,1079.5993075073638,973.5631810607298,-84.9170245631949,-2.875025105259624,-382.2352698335053,10.642617349190656
2010-01-29,-10.654339932758049,24.325182651690405,658.1607832899105,0.6598445702258248,-798.6378212322214,186.82537855251,-340.42113807682733,518.7235274797373,-1.1407813558748654,92.65569933440769,434.4428603749538,1377.9942229724704,434.4428603749539,435.2442895647545,-40.24599717552267,-212.5123311087665,-353.5954783449613,-484.9883670480791,-8195.790854818035,1.74719109451675,2638.373954053326,-2537.0604038713072,10.690565194315669,-30.161553498538524,1.451141315314393,37.00744511280027,-227.37084041142955,22.91499897749281,24.42850396425547,-0.2914210989307548,67.77553990321394,48.767540020032406
2010-02-26,45.75953535969464,-30.774314630286295,663.1898209084294,1.0517876550034064,212.3437376722201,-816.9764239708934,707.3433553276678,-343.03915072209,-1.4323321948280066,115.30548185387536,362.14911215672186,1354.7259730630524,362.1491121567216,595.0840106011004,-89.24638426297253,-326.96965422490644,-298.4730933408649,-503.2422406246697,-8228.480525277611,1.9524256876804715,2948.388631424647,4207.477208061361,1.1058345733712542,-217.11611794034343,-0.5729944969243537,145.24429349840102,663.8281035642867,13.010084573243375,3.015124081401609,0.9605373133109651,-274.73430636759804,-10.654339932758049
2010-03-31,82.92707770114166,30.07552738036613,644.8589100366756,1.0055685236380147,676.1586187061722,211.02333221395625,353.99089168136976,706.1202588176653,-0.9082306541382176,46.185094708216994,51.05126513080635,1006.460739616303,51.05126513080661,609.3074938199585,-36.96312661099343,-410.26207737860767,-341.10216182340804,-466.604933699052,-6142.133133576464,3.8865011520961854,2837.5938998985366,1245.7593340033343,-6590.254712180684,12.10435245638064,3.322205768597509,-43.28328369148767,10417.065924062015,862.8619212120984,-32.13749950588499,-0.4220336886677529,35.80073430952689,45.75953535969464
2010-04-30,10.609151797788764,55.22945100109694,486.4594939208876,3.3791161159399543,-115.35760330231284,686.6147944161779,-449.0127877546868,356.37281500767244,0.1881211675796801,37.95732704568885,-16.247416718179252,937.8391956792884,-16.247416718179053,265.13326092732217,-37.361953917761625,2170.5166841630235,2258.3745721855007,2214.2002629702533,-6134.879006542246,0.9087252197043264,3199.3713965707184,-684.9849045223345,-507.6303580563326,53.13443198818095,1.971890249440798,403.0939903852504,426.053586152746,-320.0192253839368,-2.802045632399313,1.0632464207133268,-84.36754026057315,82.92707770114166
2010-05-31,-55.79547306624539,17.98878198844052,632.8435666202762,0.3561897866620837,672.0256665227154,-118.05814581379003,444.8999275998197,-454.78234377442567,0.6530691409633707,22.98560029678084,45.181237475827714,1172.753372146913,45.18123747582772,27.61130356276142,-45.68008432972076,2044.2881843480648,1973.623436353276,2084.8435609705066,-6330.927040270179,-0.5349345722625954,4203.16252700716,3298.950148391619,6.709720060920517,-137.3725951477095,-2.9896611591314004,-576.8477535242018,-10088.293553815398,-1000.062078529516,8.269950681339196,0.635505584988806,942.9198987454402,10.609151797788764
2010-06-30,-52.919018603831496,-74.76747557426174,773.6305718898,6.1442499095936745,1248.6459297898127,672.9428706268291,816.3509656418036,446.11100869072186,0.849070341715143,-52.2564862209852,338.8971806746139,1266.7842510147923,338.89718067461394,-396.6689262159992,28.25381240666251,-1364.3888254500037,-1139.0675736821654,-1293.2598503630957,-7141.598409700333,-0.8390635513888287,3764.138072387452,-2995.162937086552,322.9671198931119,-187.75660482742524,-3.186582416850385,-1293.8462183298689,-4060.428771893727,-451.21153847319465,77.45605817295154,2.004859976703287,652.5316009200542,-55.79547306624539
2010-07-30,51.9060821255008,-51.93565873414987,623.7600447103144,2.976197529357912,146.0395400254794,1238.3439681346815,262.13167533250856,809.9760707512631,0.8383858619598326,-46.8695282888787,335.9525162349952,1244.6935845349776,335.952516234995,-408.5393888345617,42.51284171206361,-1326.939187637107,-1108.6659189349966,-1266.5215250406334,-7114.981805468784,-0.8395403591075956,3268.190437665409,-53.81792287234748,-433.38476209226974,-292.40689499348446,1.1067911384174778,-110.28066179534652,-446.0428762160736,2.860310424544423,-1.613689220024753,-0.8676442315509689,-701.0743360316628,-52.919018603831496
2010-08-31,-47.66063286426147,60.4297990688821,557.4079124713629,4.048660179737071,-815.851943389316,144.49114955605836,-1078.0732089556614,259.75971747447454,-0.1850609692998444,23.28287066494245,329.21461995166464,873.7011805426486,329.2146199516646,-306.65889749901817,68.43976103314017,-1172.2657733629578,-517.2265638288377,-968.4511391739982,-7061.454899328162,0.2992072816785436,3428.78583911766,-2171.444004952516,1113.8975588041867,-25.713875878606583,-2.008757457816502,999.6760440687776,1172.7555175896268,196.6905348610261,3.2101915419825677,-2.654035310582401,-326.89177689648204,51.9060821255008
2010-09-30,74.18648060516423,-44.24783010158376,608.8273790348526,2.1623987300549468,-721.8599235570375,-826.1215907154424,-757.4890828837874,-1086.266596634013,-0.836187201464788,372.88881308257805,27.86438590521287,70.79773560132308,27.86438590521278,432.7922630482944,-2.458945840901861,-1239.763389310713,-86.39366472132701,-991.9925272843752,-7534.444753400477,2.424792317353084,4267.73550288009,-1002.011095565068,2297.412263346231,-93.53452306193547,-0.0775073885511083,1307.6113859268971,-1239.1656385481183,200.85427462785685,186.53855004317396,3.136914496518344,-2.594057144186081,-47.66063286426147
2010-10-29,7.153661996653414,82.17418012654664,573.0419993111809,7.486961868994936,755.9763348893423,-712.2569238139499,878.9061594102961,-751.7586594634382,-0.8194059097166486,377.39446201656233,27.473727328121228,71.6459863467888,27.47372732812115,429.2812693546132,-2.476637105564973,-1215.5179309116302,-91.05818989282018,-965.0640577828894,-7507.0548018368945,2.489285993217837,10447.840268829415,199.4947691396792,127.02868248935738,-386.3029207533232,2.7771709789138024,-133.38519420069133,1109.399308124397,-3.4791465793102816,-8.901194217885404,-1.0042935343687134,-139.97042967503512,74.18648060516423
2010-11-30,-8.094302299814444,34.520352447889024,587.6565839320689,1.3139295720109698,-684.4202979383057,766.2324926798727,-648.171463044626,888.5999465414197,-0.2409654593013649,358.8826495929103,106.6204711654938,57.04279514550731,106.6204711654938,294.1374530708742,3.23418223320677,-1031.282608864292,-285.5849567654108,-932.9515145396168,-7760.085891166381,0.6489594944013504,3969.489950075933,-219.77725621566788,-1187.2889441274383,104.59282040085373,2.049504516661951,-80.24714637712168,138.68817593698623,199.9041759857756,39.358356734904646,0.5716565023044922,88.78866460996142,7.153661996653414
2010-12-31,57.386420809715,5.428123366066312,572.7638806697079,0.0324681587849951,1089.6852567142864,-683.8732120859689,1209.7221362419834,-648.8722269485651,-4.410160272838668,259.36879250886,307.88522691850767,-302.7683024167654,307.8852269185076,1850.6168630715656,89.58873716170642,-26.72479154437084,56745.12490301169,-102.01305134132308,-7831.825085856908,0.3408742016940181,4251.546694215716,-1342.285448842721,-155.34028284414217,17.96908575044381,-1.8194077799865465,-182.6864492066616,3816.0547338258175,165.4372847365695,113.0039509503854,-0.6891024170892734,-828.2959230695615,-8.094302299814444
2011-01-31,-0.9409450191568248,59.92522320884409,564.7730842877132,3.95318307795948,104.9750618148018,1095.5586323026682,506.5400691592016,1212.5151699727846,-5.492954735666631,258.2061749870258,309.13275937483826,-293.65213338680013,309.13275937483814,1823.4407342311556,89.89085958988515,3.655073228564625,68789.2784637903,-81.35128405569104,-7833.506899501881,0.3472005477224951,3805.548874135399,-1361.6222459730675,806.8798743835005,-48.27710308622591,0.5065166289912639,39.32960211286991,-322.96335032908246,29.14708805783493,0.0679487032703036,0.5200057829654838,29.71040956242541,57.386420809715
