date,excess_log_return,RF,log_Mkt-RF,rev4,mom1m,log_Mkt-RF_lag2,log_Mkt-RF_lag3,aeavol,cashpr,ep,lgr,cfpq,chinvest,pchsale_pchxsga,salecash,chfeps,sfe,chnanalyst,disp,illiq,baspread,max,cash,acc,oa,ibq_adj,currat,pchcurrat,pchsale_pchinvt,pchsaleinv,O-score,first_lag_excess_return
2005-03-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-04-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-05-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-06-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-07-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-08-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-09-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-10-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-11-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-12-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-01-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-02-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-03-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-04-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-05-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-06-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-07-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-08-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-09-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-10-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-11-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-12-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-01-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-02-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-03-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-04-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-05-31,6.789791184457898,74.93302941822134,5.815383747795327,-13.899433499761033,-36.78615891398775,-48.462580955614094,3.4549814006838298,2228.358780314668,18261.46677734436,37.290637438071606,150.99748202204538,302.2181872603771,150.68745820347672,-145.20542309186095,18755.53363898972,122.84252877242014,9.82592807044954,609.6412506020566,726.5903638632599,0.0950437323906069,271.6139342223542,43.82236231644232,432.6255847539268,-140.52039662385073,23734464.24415141,31.27487354419301,3157.6189211016604,40.84168254786158,-45.49006808077576,-36.64464938937018,-8492.167079780498,0.0
2007-06-29,-0.7516026629910457,69.63246185211277,5.392210960824859,49.84037009206543,-302.0390279608448,16.455283177139627,-48.1683866319588,2535.7871805858035,2277.6196359849646,-3.552164086484185,99.2191250263124,193.73038239046136,20.15080164119372,-10.336389513011902,5736.015884735835,1182.909080858663,53.70322437489644,577.1240622797797,572.7673225153142,0.0283006884057746,52.59027281995935,-0.8369687326051718,8.860675631854917,41.26420644005407,-203600.77594958615,-91.40230597783678,60.74668551198056,-33.85979214129952,71.05344753709281,137.49180446464555,543.7527862924362,6.789791184457898
2007-07-31,-12.789445686689636,74.29685417804131,-3.663384794112301,-130.84204434630684,-176.07305725446713,83.9357213326036,16.564360224943552,2457.9380723181685,2587.574810614151,-2.211989775035592,88.39471268574094,209.0591299309141,30.24585876421756,-4.596145491162609,6070.638880106468,1516.3746424499486,58.14471472052133,907.1609416249892,443.4112064051925,0.0330157162872617,-56.24773496580241,0.4574999019441961,0.7536738517656545,-17.39466866878405,-8768.737572610378,9.108960508728458,32.11538374186921,5.8533994017059605,13.309784712626737,13.501434866244196,-161.054303504191,-0.7516026629910457
2007-08-31,0.5624062422359479,74.31639532455652,-7.0353602690121,-154.20049938370744,-160.3714979296901,85.55715612240424,83.95265234090184,1977.459380340644,1125.650853889303,134.80108710704167,84.83829452722753,428.7975359009784,-25.11349657476034,218.2645974832685,6457.95864859012,445.364792214505,54.371432841377455,1343.3297110791736,492.08658030115896,-0.0366317021812506,122.85872991906916,-0.4030180575572473,39.983856751582096,-30.015006215472997,7242543.843860008,88.31817407480342,218.6738506295292,101.56653168324972,142.03583764439202,82.16495990406068,4739.989551416087,-12.789445686689636
2007-09-28,-0.6665536407893603,77.6553401177955,1.6845687990997071,-130.86433696844887,-45.11975636166965,-52.669037564643645,84.7856316433841,2136.2303239778885,4160.24302778099,141.33298033637283,65.5631880967814,454.5375515532487,-64.24887237837851,215.80486196989432,9424.798462757755,-224.23795101475895,58.32098558634324,731.8199726415885,803.4823589972449,0.042238026628493,-101.77914466102942,-0.1956127354260246,-2.4164076211775978,-6.53492441258004,-94683.14816035704,69.38349785671679,183.70875080595036,40.78620944292318,-186.135730123724,-150.48827078312257,-425.25263577166334,0.5624062422359479
