date,excess_log_return,illiq,log_Mkt-RF,log_Mkt-RF^2,rev2,rev4,mom1m,log_Mkt-RF_lag2,log_Mkt-RF_lag3,log_Mkt-RF_lag4,aeavol,rd_mve,pchquick,grnoa,chtx,invest,dy,egr,operprof,pchcurrat,pchsale_pchxsga,roeq,rsup,salerec,chsaleq,sfe,RF,baspread,cash,ol,sue,first_lag_excess_return
2007-07-31,-9.81293758720197,0.2863111945948461,-3.59070509888912,0.0708193347076997,85.88393185129621,-45.82165672377253,461.0054740537791,88.71637340615071,17.50780172754964,-51.24934974439495,5216.075216861684,1.7350162720218458,314.3117588682833,183.0033555457465,-603.0470014683734,7.501260500449119,7.049148026519044,-152.19292668563398,10.951969812409391,416.140118516895,-130.9078488655632,90.21228226330042,22.27236798569858,4212.567250616112,-54.576515311613065,24.67112268158972,-6.280747337218074,-265.51953078520387,-82.765347649131,156721.16528172884,0.0600010527525652,1.1433685322409382
2007-08-31,-9.515620528593942,0.2526189359626408,-6.893751264593399,0.2610461583318772,220.8122682921388,127.46204452362343,207.6876821449279,82.49511123679159,88.72520162162598,17.509543938600604,5468.975682760336,1.9227018634249369,101.69514153570267,112.17198964162804,-248.9592898817852,17.487480366270443,9.586740206808573,-2826.7275102549065,-982.9348248391124,114.10630783083678,20.53397300444464,1.328732052800885,30.75804617876064,4406.587969533358,249.3014749563725,24.87384618652837,-0.0023008220392881,-3.600000371387864,2.097608593031964,40702.16200081445,0.0139230796958269,-9.81293758720197
2007-09-28,9.26415255610405,0.3931298898251997,1.65306318536362,0.0150610819233748,32.36704171364329,87.50831199107166,26.17241330777447,-50.90614692977797,81.94776326935421,88.13651754035152,4147.575217441209,3.358173190173638,-94.3984337046983,111.49828286592803,227.10176592477103,12.452136969640852,9.847840935853796,-2806.8189388275423,-953.8823644278956,-106.31041258747052,128.24964036200592,6.389609544160706,38.66916564378772,4478.451287547702,367.61392939268,27.5147806491446,3.3824512239097544,19.80823752765491,-17.682836424378138,-71306.50408156216,0.1380088381771808,-9.515620528593942
2007-10-31,2.2651555498049203,0.3183879345706942,5.6956214962951055,0.1799122978573546,-123.00331492886184,224.5889267948909,-53.262949616457135,-96.758328149851,-50.39631282263338,81.12704185870493,4017.753567952118,3.3091279027591254,-76.80233665195252,165.3099157750508,2089.669792920461,17.972019357977125,7.365307525403955,-2810.9043246402634,-946.0332294623126,-89.93080220693827,29.98307407611968,-9.812041745729804,45.25368074458392,4357.353896785503,306.85189909352965,26.77395389187472,-18.503583168562763,-4.089824072267618,-8.974582009242852,-15088.522053585388,-0.0057622762569572,9.26415255610405
2007-11-30,-16.187454694852217,0.6258552865635543,3.2187781754169134,0.0572247464663429,-100.62057086394115,33.04520576878042,-36.64014908488208,23.463960013435926,-97.52058322228037,-50.793331309985646,4010.535167156905,6.320756216354922,7.516704290687493,225.16233360380812,2146.4274878731053,19.06377983634001,9.964109072354,317.874439500255,297.0169009551794,-37.63090565040831,186.7829033308909,126.32862479321028,50.78347455222816,4156.9342025414,417.5130145583224,26.46137805331207,0.2365490616937648,366.9126082796823,-20.762858679420617,108695.2297725929,0.0189135378097925,2.2651555498049203
2007-12-31,-1.223955083096451,0.4534238821690789,-8.942700346039992,0.4412259665561046,140.14172683165742,-120.7734225559702,-151.44022845432585,81.56342080358151,23.525692644898005,-97.7771555238262,4291.727018662208,6.34329400364876,-108.30308549967634,196.6143388597962,2529.607981383617,19.383340630163755,10.96999147697858,257.36365999471576,295.672077454388,-154.53789501296936,161.13759319555206,126.7752182497852,15.355840081362864,4192.3947193484655,346.2201418105023,27.98837572334652,3.6887971672206064,-398.4742216852139,-6.133777710477659,31032.057803788222,0.3139953077849675,-16.187454694852217
2008-01-31,-16.501828424416416,0.3814714790242695,-1.5715217045889829,0.0137006398817988,51.33520949371091,-101.87092970404714,-57.09482681479141,45.36055946569324,80.59448104009262,23.246217129493203,4011.703478305118,6.300361049321647,-117.40770208302814,154.5077662751083,2746.9255323159305,22.081644390204897,11.467946834189007,241.78536190775296,281.297670103144,-164.9416633200143,163.3096314820517,113.12756873724295,14.546593772705446,4136.554442418606,306.52325966213624,27.94238647185916,-12.954494214133971,192.01180606590597,0.401411875035194,57551.30542429723,0.0031172197380027,-1.223955083096451
2008-02-29,-7.725666003571728,0.3437196992704808,-11.820463424672829,0.7750964272135292,-224.789801867076,137.52633829174147,-415.52814525874,-125.80950016116098,45.33293958927927,80.54540735951647,4305.354376462778,14.62015887866549,-52.61990561051628,124.1766847747912,2915.040206899433,24.54742824147389,14.116335467897391,417.9993508247882,246.54725029028896,-101.75918584057963,273.9643486738785,81.55177384988339,10.075531370324116,4142.631128356839,302.75192451429336,27.823371487512468,-10.814449491645746,-85.83588426436575,9.260102920872724,-36722.97281399928,-0.001157262477943,-16.501828424416416
2008-03-31,-4.955531387052157,1.0377702966505988,-5.616008524734031,0.1760445775386526,-19.852480099248705,50.3389370729113,-571.6119168115176,-21.97459259359551,-124.36344644848492,44.8118830274487,2958.7551897657886,39.371410442036186,-45.68625368690155,-96.96276008522088,3028.9116312300434,23.696696159133324,18.041697154715184,289.63120452315087,163.42250514811064,-77.44227798351287,-32.68036639384984,34.40785721855709,26.84722712206933,4499.333958284107,2.0302747010139197,26.328893861950885,-14.565451253264378,242.99911044910385,54.96609421771092,-83626.8879831275,-2.347001730551579e-05,-7.725666003571728
2008-04-30,-9.564558727488352,2.5030438841247387,-1.6663976239432536,0.0155458687006102,-218.2582661890449,-217.80841817935655,-403.9443056891257,-164.26736353243018,-21.83989383731552,-123.60112962773138,3318.639620980906,39.8526507879409,-8.657817975427946,-24.282906597846196,542.1114622476017,20.86683686808352,19.32315229321356,182.5185269434172,211.868066909527,6.922778154946084,-16.089764855638887,109.12216409943646,24.28330676919589,4486.615944991855,1.1652691800392925,28.99504201981094,7.075891874570928,-185.71081237008136,-4.17611856597847,40877.2784026945,-0.0196980551759525,-4.955531387052157
2008-05-30,0.317049403415049,0.5308929821732896,7.996920306931198,0.3590035681126197,-99.88162148341706,-17.78842120131581,-510.7264319000901,-78.09619628832641,-163.36394750498988,-21.719781663442777,3528.538107629371,29.428475635612315,179.5290046165356,115.32060376547358,668.1528498880284,21.93642844080856,11.091110752862182,31.033307378883503,147.9046795292376,243.24362786696287,-103.94148978143332,83.46477287865379,25.42955126497065,4266.761751360539,-227.28422917816116,20.290293414387797,1.6978637136014711,-64.60570949193448,3.2873799391961143,-28481.352668725885,-0.018289050883665,-9.564558727488352
2008-06-30,-31.191993337056367,1.6444925563818589,3.265906896071415,0.0600754013749863,-49.50796644767162,-220.21936986896097,-265.00156956981306,-23.07604895479384,-77.53896295435736,-162.19831023397012,2308.2442503842,7.719935387243768,111.13747585429854,238.862331943612,-620.6174953478866,54.50537999643528,33.94053223625194,-24.700541306522155,108.44740383266478,204.1343583214772,-104.16402816848448,50.24687234326198,54.013055820729406,4050.474364610565,-175.19238298090036,45.180799287256754,-0.1058344651833138,-130.62985935813705,-43.43180670502869,-14756.177759347484,-0.2938468597949151,0.317049403415049
2008-07-31,-4.9902176810703605,0.4854159235999045,-15.634586609910048,1.376167358716383,-120.89170737961491,-94.2051872015984,-594.6242588576524,111.08483362327978,-23.08421601422024,-77.56640549096967,2507.6067932925785,2.740202737951772,66.19971533558322,226.01377387251085,-652.0824218603841,49.98095630693535,34.234055699130224,-18.98203229490597,1.828756849531917,155.1573217208026,-14.010490200603876,28.593110808861063,48.48710032055876,4146.240795323635,-111.390347263742,39.268741815254586,-1.762208402124397,-103.89749535413335,-10.19682371242061,117420.69246418215,0.087150689700418,-31.191993337056367
2008-08-29,7.075980542260884,9.932392849560394,-1.3537174995382992,0.0104497512422819,6.115489525789272,-44.70232789517279,-589.3445283436404,44.38276257745325,108.31720543282904,-22.509083253864542,2220.105537176048,5.92068437712376,-17.30493022343863,200.18525296491785,-596.4341696118854,33.2703328624274,44.30654387451485,6.36189039817056,21.06119099077735,0.5801722580873125,187.03240770053384,35.154019611052505,64.11055046727937,4164.890473684561,112.719458702392,38.61506789079024,-3.890886543067161,77.64358537859397,-23.622779622221856,-43802.23608993273,0.0354859411653282,-4.9902176810703605
2008-09-30,-22.80301556858989,1.8597442447832735,2.654233935734542,0.0402480762227605,-417.389475322706,-111.53836577712316,-366.9776797477562,-211.67407755071653,44.23598551732174,107.9589924678892,2080.5033333599645,5.8985004378906725,-175.00572663356007,193.65656946781763,-1126.4264555000616,-0.0030040356433087,48.42389317211721,-0.2799409859721624,14.426489886716263,-178.0720776686047,377.80595251130353,28.116070323161168,55.13334232175013,4051.4634468753193,277.31299686841214,31.45727226200056,-3.5501984630150005,44.22912121388819,-34.76430965537492,35862.93743720837,0.2640053493352773,7.075980542260884
2008-10-31,-56.20506398945873,0.8960029066380287,-16.99845289482078,1.645453297463902,-46.890743574549774,4.92531775074632,-668.583136899908,-18.671421697178143,-212.90424884872544,44.493068672482806,1909.2563467363032,5.884077382168496,-116.65271247765008,190.53322856560715,-776.7717323333294,-2.655854672148088,46.56398105321675,40.847066310763054,50.16087414666716,-131.35655142486308,1170.1597901930625,83.32137151526483,46.63454148392007,4027.515928559752,227.81680777716107,26.28179956002938,3.585540378975157,17.92120325365829,-4.279640580137823,-6793.186798005365,-0.1520244722177481,-22.80301556858989
2008-11-28,-51.561024618375534,1.3097812361468164,-32.85400285432134,6.207384116554291,94.67090848996708,-410.277060309171,-979.8330088435678,36.003958175391205,-18.328301835678666,-208.9917628279815,1619.1510979604386,6.286565409941149,15.14782640818354,101.50337384958053,-185.9768996805218,5.653893430712698,49.45087652830733,35.755309739143215,64.57651762720171,18.044387153538025,1164.6956656687996,86.56363608496189,59.28849078719688,4090.51588627608,326.74791669394455,18.349565568661603,-12.429541806054388,208.5374192501868,-35.43229158434937,-82881.81809400953,-0.0436212579915111,-56.20506398945873
2008-12-31,15.211471296785705,1.4732093087320142,-13.885638999280337,1.1363380434551915,-267.45630093392265,-42.53838200217732,-1517.832807474435,-219.23908516468413,34.34375253903398,-17.48315170345657,1671.4269534041468,10.42550750875408,-33.22640653713592,62.49813387784943,460.1124454342282,6.4423293118692175,48.9417375295436,-117.02087719066115,25.27589127368237,-11.632214242430967,1069.6076395321895,-52.13061614957419,24.543611074887696,3944.923748588172,217.2769468182845,-76.42161484319865,-8.820662824044433,-147.54069363985928,-10.870693100568872,-529744.6174401976,0.1400063868799026,-51.561024618375534
2009-01-30,-29.561874450286385,0.7972229712013836,2.8575211814473573,0.0492932502466054,-664.9482142149998,90.78903499803585,-1350.1982316166016,-409.01867502295306,-209.55545553716183,32.826814173060285,1197.3998407425786,9.481465844822146,-9.150177092838891,47.62876422695035,94.58402875715848,5.052878261419851,49.1870310085059,-108.21366659795994,22.95782345135099,9.476207972834109,999.9592220043902,-46.76760825275691,22.743962195234,3551.9242800591924,147.29673277932957,-83.78415376602184,-5.090324262102484,-31.46263787157244,-7.3492693517196415,-165855.17061331123,-0.0168442886675821,15.211471296785705
2009-02-27,-35.558763798437504,1.3180469406416768,-14.13763660517712,1.197271319120118,-613.4593962421061,-259.3194120108483,-1511.3443974432068,-179.5944979518389,-414.64046334993225,-212.43570645413416,1143.4435429056591,19.79217361148969,-76.37049230027411,30.304246320951428,-253.06392654722728,6.3805823414695375,61.003887659909154,-166.72695586286116,10.156657554025038,-61.433802861598906,1033.6248163951884,-81.18392737017896,4.718925194405216,3580.0789982971046,125.59383488000536,-101.20897897459965,0.0,-118.36979512503368,5.6739133865799545,11604.6253342391,0.0221814674042692,-29.561874450286385
2009-03-31,11.328766644912974,2.5802888091890286,-17.528856835416622,1.86613990786642,166.52326542247243,-657.2763642964283,-1252.414299005998,36.83266232633132,-174.73374742746182,-403.4181604807395,997.0967465854076,121.50899622593352,40.47787782284615,-313.7294326176189,90.86382131254992,-8.029025636852937,76.67099877778121,-309.96818423654685,-211.61230016470304,-8.661344246869579,-198.0536307629717,-46.714819453363695,-356.2877746239092,4029.382613090886,-196.1215873071249,-153.04554505212613,1.6465047484452902,-11.430585409490646,61.94241823701668,36793.06760905171,0.3187173217185098,-35.558763798437504
2009-04-30,60.42442869295819,1.213180381268655,13.87116410375328,1.1887924567590062,-364.6854526745088,-569.2196108652277,-474.0857042968412,-174.9887834820973,35.644493192906495,-169.09708604736545,1654.9088560405617,119.89062020194976,-57.33457202505506,-260.0377615604105,14490.862480159449,-13.799336562381566,76.61443786673858,-437.7635375629209,-142.91449248848497,-88.82680576509159,0.0,-204.8015208186304,-358.561974434376,3818.2071648926026,-224.7621992117791,-115.27700924978606,1.5905479851801398,-28.723481018785066,-10.895350903327426,-259832.50093312372,0.3042384910511834,11.328766644912974
2009-05-29,14.568207249183889,0.4183964328639394,15.765504528371306,1.5282443559385683,-426.7732795831873,156.97901830872573,124.861022354149,-222.28744525885315,-176.82354483758678,36.018226510808226,2696.4006921039177,103.6706253618527,263.7821323082154,-54.21729718841999,12176.803900208968,-23.26790151166194,20.264548591945232,-283.2046667047313,-51.73156460426709,223.26338239468836,0.0,-213.87443496285837,-551.4976373152997,3517.7123857620336,-392.8365404485977,-125.74968075178572,-1.6106692821292292,1.6494618317954348,38.78161259449064,-112819.6948419786,0.6664304757547979,60.42442869295819
2009-06-30,0.5102782766796841,0.4923970443222978,8.512652470008023,0.432342013830493,169.30870163697182,-390.1083416114551,738.6102939702058,189.5925779246655,-235.51512723314767,-187.34580179166392,3120.8405775237134,40.02567388943897,391.6593065482245,-15.70462107142162,12038.875821446089,-16.686649207680972,14.597574960061843,-230.06962860504925,-34.644691813693576,296.65609836551,0.0,-208.7753804626253,-726.1179392680076,3630.118191510645,-371.0086088969902,-10.272168514403436,-1.6263834514962008,-23.29227567854454,19.500187050696866,217631.2755180248,-2.8293490023302734,14.568207249183889
2009-07-31,40.41401568294964,1.0582935152683055,0.7240664318124663,0.0031064971857498,842.2402241659612,-470.61188304229154,1232.256940894655,217.44595166288627,192.24698193562463,-238.81247307448973,3279.7143028281976,15.4510608239871,363.11017384555777,-44.42973208709171,11801.68603678031,-19.345272040308245,14.773150461795847,-217.5020391417233,-30.172926925767428,254.6037609326549,0.0,-205.04146685568853,-752.3731800220285,3703.546678436497,-352.6292124624887,-15.86286497120307,1.6876635204519068,8.923260968502575,18.666793831030304,174311.8919935939,0.0251580295382433,0.5102782766796841
2009-08-31,28.69575006451305,1.7090443460209803,12.5584638782547,0.933821138326294,219.55540052696924,177.72058488402888,1589.0817749181815,114.01518123666293,217.61311784782347,192.39477587839568,4360.31813792219,9.816996196246908,64.89132105554665,-11.072698564851402,-2470.4006959752933,-15.856954511883504,15.301539560115812,-155.57643992367247,-324.1616141847429,-16.550773253467575,122.92592468186766,-263.15590738907633,-560.1821569390582,3671.7770254886336,109.85713019367653,-15.112411897950416,0.0012574999492998,8.775003212373463,-20.27984667745494,31698.697752081323,-0.0767670239432198,40.41401568294964
2009-09-30,19.09533967750172,0.4470870984722014,5.6352893684253065,0.184580166338654,-2.943077665905122,877.9777388347993,1136.9814954114784,9.98332188874793,118.18029260504372,225.56278613958696,4300.7265357748665,10.301585215558749,-8.791828062133554,-59.36807136533099,-2117.706407545888,-33.05615873990188,14.925993726326618,-143.78179209281595,-281.00591445912875,-125.00528954425148,194.28093977946315,-246.2002085384652,-430.66512970104105,3986.4363210964207,325.0466264548378,21.759722427389477,0.031550192503658,-24.2767140655543,37.51518251478791,172391.78377733706,0.7386745522424161,28.69575006451305
2009-10-30,-9.155767469144354,0.9288072839226256,6.976703807323895,0.2789685496551216,568.7926665095823,231.02723588177037,1223.2768424856804,177.465668223714,10.239522853741072,121.21314132473792,4652.749225670382,10.408556930189455,37.4626967029452,-49.833631637843965,-2199.9847054263105,-33.67877360658789,11.426691131600505,-162.7400217609717,-325.3558429014618,-74.76506417747997,166.26994244687947,-259.61547276061765,-441.1155713204495,4119.343642594937,329.5986851531672,23.23571677969958,0.0243274776751287,40.1329938807072,12.73188626582538,-39853.82571473392,0.0010549690848291,19.09533967750172
2009-11-30,4.540098140422924,1.1580102979127938,-4.618419122491326,0.1211933734694531,390.6362372083022,1.8769968936629056,1110.0511465127772,79.539790393326,180.56884106086517,10.41857162133178,4343.92543054443,8.307552453640549,58.43535192476458,-15.48400088101246,92.65360000052824,-15.957623884548807,11.5441856315126,1063.5240744870296,2905.7969618527877,-38.16940641005456,383.4764661366021,1056.879887063051,-279.90176924944006,4351.864583068841,468.2631248710213,25.519144584178928,-1.7447986905799937,-47.48119068609,1.441261812703317,84240.26907622116,-0.3031128989222482,-9.155767469144354
2009-12-31,6.646632048398078,1.6370930505841157,9.485838973242062,0.5132723500384528,275.2372211253777,571.9704101315851,611.1274844257354,96.33456618927552,78.9125356248705,179.14486614177335,4507.609127640066,8.00592452213491,75.39196477609224,54.76440524680063,396.2991780130383,5.799281695691006,10.694169115334564,1198.7111015504013,3070.038899502702,6.423978134637949,477.67881795348495,1169.2997889782844,-118.86322983374416,4280.940029204448,483.2009236260108,15.003031152246097,0.0,11.757928227016436,1.5145558135665738,-75803.06904320186,1.9094120779674348,4.540098140422924
2010-01-29,-14.280789393631885,0.3265350962640081,4.763878295824012,0.1292248971662989,-127.0671941809288,389.2061681263298,317.8936786340405,-63.4695470701347,96.71299358717052,79.22252472534711,4243.537914150691,8.118962053752997,52.1426180857027,45.74902629846309,401.88194771677166,5.038783299352363,11.732375704971018,1198.7719068050617,3086.0668079262728,-21.985872398300224,496.6325593170645,1172.33521829071,-114.84114915211288,4274.260750733333,458.7532593818676,15.405120400333573,1.756204641294202,20.3364429215338,8.61834545598964,32594.20673176367,0.0036791931903303,6.646632048398078
2010-02-26,4.921904449395902,0.6643394944472452,-6.018272778055319,0.2056892278007736,72.70897291028422,279.30982545853226,-156.9585254306689,131.60520336580328,-63.82436033812732,97.25364741087112,4801.2845945052495,14.975845730443702,122.3026536078102,47.27165886505075,-523.1140904953567,5.120230330361599,12.753534030837214,1170.9846892052751,3036.883900224125,30.54314368765493,495.6331931935848,1152.7015983605063,-101.0342095667173,4311.203349004844,467.6873192194486,19.55383078284554,-1.756204641294202,3.62203971527083,1.091447613151331,18173.994920372963,-0.0041577751101293,-14.280789393631885
2010-03-31,15.360701539913611,0.3338822827815236,5.853373784675424,0.1957062418396691,98.60193473227233,-130.43534591903017,51.39957021275461,65.22861423794085,130.1142121178383,-63.10127674996093,3753.890584225549,52.11051560261621,272.8249181351866,-311.9705167332913,-12214.88664858384,-1.636759375890909,13.555402031617936,-4041.923104525498,848.6646508695311,151.99366525240586,-601.8377444254323,341.530601444658,15.264280950468844,4919.074955439339,214.99844200750735,18.74558023827146,0.0,-3.2842231890858784,56.27731036502098,25837.924874681048,-0.0575697486594224,4.921904449395902
