date,excess_log_return,illiq,log_Mkt-RF,coskew,rev3,log_Mkt-RF_lag3,log_Mkt-RF_lag4,pctacc,chatq,ibq_adj,chinvest,pchdepr,chfeps,sfe,chnanalyst,disp,turn,RF,mom,mom1m,cash,rd_mve,quick,stdacc,oa,noa,currat,dy,roaq,roavol,chsaleq,first_lag_excess_return
2007-09-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-10-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-11-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-01-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-02-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-03-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-04-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-05-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-06-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-07-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-08-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-09-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-10-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-11-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-01-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-02-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-03-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-04-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-05-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-06-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-07-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-08-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-09-30,15.540093698475268,3.6160081389412113,18.11255742599132,42.55490561666573,600.7199238291071,399.13609990302587,761.8042632868951,-79.5591656159909,139.59898637256524,0.0,777.3014209333986,137.9951540469657,121.94775575579284,94.26908939370487,1026.2026545498172,1411.773652582325,3086.333820443478,5.529819607508829,0.0,1396.9219920912433,681.3955433963031,10.325590385545311,27152.77795807573,79.82422393971308,78003680.32492672,53007988.561026976,32512.929461713567,102.24103457482144,115.098434775107,125.4084375624271,579.9131390706489,0.0
2009-10-30,-16.68697758589943,3.2094861935489054,22.16315290001013,11.723486463859984,130.67379366517488,33.846658092810415,400.6690359868656,-62.21454482739987,170.01258382989627,0.0,781.5037909570666,94.55893441131812,-27.52521015638609,85.5244104874525,-2152.653724290765,1412.019871741064,281.01191446123994,0.0129468946991631,0.0,-358.50744402885084,9.659729952032876,3.271887454065901,-106.21937930310742,-0.8198976028950682,219833.81066940725,39727.11393431574,-77.7304832041591,-13.598092690182114,-5.105235131763024,3.2486435258954174,-1.2889778645352408,15.540093698475268
2009-11-30,15.146947572411031,760.62231718374,-14.873009399719756,-526.3755588340034,494.2781959842071,589.2098751391746,33.996592369246244,-98.54677913489331,193.39057861374923,0.0,699.3524371742021,3.156295731607237,53.95423225644666,93.25961296008563,-940.1157395043234,1488.324595484984,268.2825328605595,-5.542766502207992,0.0,-321.1387450846547,43.84888601094724,-5.826596520642813,291.2036843695605,-0.0772827755314438,398818.3751210421,-151970.30134919286,123.4045459322042,6.879191748801986,27.33398537791298,1.2128923866247303,115.48241252974752,-16.68697758589943
2009-12-31,25.64575427822013,18.384961623049445,30.58770468525096,-529.9821262423654,198.7806389050421,258.47220729389375,586.7758349212124,-120.93661811924196,125.75465541462816,0.0,-212.1528159243505,0.0,608.7934479571403,303.2433035795643,-960.9955433197738,1365.4225637719094,-819.1586120533034,0.0,-80.71174538090406,-294.2652060990366,40.40465096903688,-1.9402132559671583,-5535.398150946672,116.26872421195198,202117.77563680708,-26718.165818355978,-5479.829363783047,-4.742794421537141,20.36958908015697,3.007732825596378,-262.0919804411889,15.146947572411031
2010-01-29,-11.135204297708606,3.477300285248506,15.369738463155713,-508.9176663980215,227.0163671225393,321.8139013014805,259.36084314617455,-122.9930720404153,115.7013551403529,0.0,-206.0689890846228,0.0,273.8622849474641,305.9459282775981,-358.50688691857306,1462.5035669622134,-824.9169401144118,5.66605701244162,-29.927385974791747,167.1814850197543,9.095317277501294,-4.951433426681034,183.7432021872737,0.5782865502273751,256524.2159383744,126924.7032396868,260.2406116414968,5.698793072661758,-2.6129812465416933,1.4969014594362875,28.90372461744232,25.64575427822013
2010-02-26,24.747680365275205,4.295161680722986,-19.42499827433686,-644.9130482875698,-214.8063086760621,-212.4684097865424,323.7529949671119,-121.32938810698712,126.7502139316515,0.0,-203.23215111395905,0.0,174.88809138494418,305.78503396543897,31.253811764925587,1602.4628967769472,1734.4906429945413,-5.66605701244162,-38.60375811842161,-345.713193813996,16.594819393885473,2.4234123154937306,342.250335601253,0.2911116218526217,200140.23903298375,64871.69682473689,346.8369917527416,2.8050336058363428,12.609878056328,3.093231275130904,202.36466602325623,-11.135204297708606
2010-03-31,27.94347037915973,3.906904559682392,18.96771128075544,-644.4650289582895,220.03662771617732,436.8493799520262,-211.85812966716227,-90.93361995008529,33.50439248168345,0.0,-234.7264452077044,0.0,120.18131903363115,306.1546666334295,495.2271352528729,1596.0067695446528,187.52213283776337,0.0,-634.2501473976615,546.2810288431265,-8.872280870528812,11.682478929890983,59.70532649030429,0.5313400031354831,1525793.8472168744,1003762.2286987156,378.0594077999631,15.37182229765041,-2.048370879819913,-2.472190579556297,-241.41896755871807,24.747680365275205
2010-04-30,16.0083405119126,5.120418259073496,34.825947060770865,-630.9327991337279,369.59439085031033,220.318265508484,439.4779479330242,-284.39734652441865,-43.42971307851592,0.0,-301.6601427523802,393.8027050937829,248.49460696070605,311.053030353766,3731.6915505599454,1687.372311049293,-499.439209142753,5.692074112773063,-60.99925535732598,181.116674965087,2.828796247707487,2.950432398846395,-4657.360890337215,0.7545529215149145,28623.294332787395,63979.96233358234,-4474.6498494810185,25.19586526552557,-17.070614410354352,0.6729232932577531,-445.38405498563367,27.94347037915973
2010-05-31,-23.148453197148424,3.712558881280948,11.315639688386414,-684.5263887947982,-124.69087966038649,-279.7407784569156,222.0248763729961,-268.0720941314353,186.51083940994312,0.0,-213.94880528906216,3.472132525321154,-522.5476545446717,149.5884703754202,5306.856113545008,1404.0433710824557,354.067327011187,0.0227044417059882,-152.61498117201415,-138.40427547071556,9.782019391454355,-2.2138815749230503,32.478087131934444,-2.505506809091486,8754860.927652627,6824667.243825987,72.17158027792175,-34.6807186965402,-4.86505361211988,1.1749473859798911,-314.0505800168982,16.0083405119126
2010-06-30,-19.778851000856008,20.33651585090123,-47.06173880929008,-656.2122775329053,336.04160903929983,274.7471474181562,-280.85001569287147,-36.944523107300654,429.2929150762423,0.0,-201.7719655018067,-209.99943088650176,377.7265074935394,139.28280444031662,3220.9500339180595,1314.7327443990598,466.3840276817932,0.0120187904853183,153.1178996305082,-219.2769147364264,13.73629769750039,-5.75722179124454,-63.37955247365244,-4.452827394786823,8128421.276265219,5778237.960109457,-92.22127116165576,-20.90534115540048,-3.80631982069832,0.0914048517327614,-87.16233884012718,-23.148453197148424
2010-07-30,21.293999817661717,2.677946626170417,-32.725953442370404,-697.1951682807896,399.40356782624207,499.835869157641,273.14512158923395,-45.2904583354979,436.8902526113949,0.0,-53.250832863451016,-351.3575942708953,809.5484367692073,190.89739148963227,-85.60218087740395,1064.7716607942375,1102.5897445748617,-0.0160072076602713,-235.67985900791632,-597.7112247499911,1.5321216099747517,-2.7202089971370977,1.9975792558798275,-1.7795559282758404,-732793.6557482183,-696093.0150066018,-88.93636254026933,7.029111108449911,0.8554811147343173,-10.9408627837324,61.47445130405845,-19.778851000856008
