date,excess_log_return,log_Mkt-RF,log_Mkt-RF^2,rev1,rev3,rev4,mom1m,max,indmom,log_Mkt-RF_lag2,bm,chatoia,pchquick,ibq_adj,chinvest,tang,illiq,turn,beta,coskew,gammaps,cash,ep,gma,quick,agr,ol,noa,grnoa,pchdepr,disp,first_lag_excess_return
2007-02-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-03-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-04-30,-2.4603663182715487,0.3740420517257944,0.002520612201242,-25.32722159320128,0.0,0.0,0.0,0.0,3.2250288719802613,0.0,342.36633529666216,37.37516436839274,29.50926902879853,3.9887012313675663,3.020078559685869,69.01985360295093,0.3722387944439549,318.548287428796,0.0,0.0,0.0,55.176968200047895,13.637970399598167,157.40456560656992,383.62706097636834,9.433525387734104,2664736.027221105,3397713.0201486032,2.156168294583905,2.833182020914345,11.174713973734129,0.0
2007-05-31,-0.6135064151600469,2.3837836888678376,0.0814000380507423,75.12717328891945,0.0,0.0,0.0,0.0,-18.876322402349548,-15.664942107450754,421.4677516932512,33.68643603380083,63.90652783995574,0.1084446500093573,-9.655253124986514,127.18109494973302,0.0456822354243164,14.684335403003502,0.0,0.0,0.0,20.65024522475628,1.3399055978172036,11.377258267696618,469.3229335130795,2.889047226634625,60398.87957259035,146165.0235184431,0.9393378970819626,-15.910772379229916,193.42697290444076,-2.4603663182715487
2007-06-29,-1.738703538788069,2.20840672222141,0.0701161468786334,-31.72374100806045,-25.61894722102452,0.0,25.70891941381546,0.0,4.145524695313135,6.61230837430905,389.54811329758434,32.20522243374035,119.55377855825756,-0.2184000629830239,-12.609838778103006,228.98404809599,0.0169193539924707,-15.17316531562733,0.0,0.0,0.0,3.304486146893097,-0.7342567344051627,-1.5763644244084958,0.2709614042126986,2.5018975568286117,16174.214170110878,12193.291407373734,-20.600344283133666,-26.65734288919825,-1.6730074788894171,-0.6135064151600469
2007-07-31,-5.771844889502861,-1.3717753392731125,0.0270554707836648,-2.3528822436987937,74.64066383192676,-25.583034570459787,14.463137232456338,0.0,-9.424601991964858,33.51068935075447,382.5986099567106,38.504854260815286,-16.830973656963742,-4.281118914531104,-15.119078437123962,358.6372059168324,-0.2878979316647942,152.90679548736972,0.0,0.0,0.0,-1.8870659080513832,-1.6618734357134866,10.324091821022137,-11.424366665200523,-12.743130279046834,-17177.398652514443,-13800.16026931582,20.44017541094416,94.22559388668212,-11.415322107851892,-1.738703538788069
2007-08-31,3.280546121379641,-2.630756401223406,0.0996190355131517,-25.64428556325068,-31.73956541837969,74.7844162412689,-137.42272411475474,0.0,-9.2985343850754,31.06329527953474,400.5000913556068,47.22890806991925,-112.1895857901417,2.177523120195369,-0.68926538941781,358.1735995896085,0.281031814018822,45.845718374340606,0.0,0.0,0.0,-6.831646144445031,1.1833182813622898,0.662454118448295,-134.68969360468031,-3.686226967081825,-23024.625377852004,-22686.23902503168,15.244955787679544,41.58759089329202,-175.81437900124158,-5.771844889502861
2007-09-28,0.9365146336459208,0.6293357275203935,0.0057338866616924,-76.38691973821473,-2.3998619155056664,-31.181414799624875,-54.647877081176325,0.0,5.877548570910029,-19.07728230299759,409.3400679911986,55.7113926678452,-97.762759079872,2.969883031851136,4.817073499760025,355.4119169565449,0.508077316539218,-229.44586085106567,0.0,0.0,0.0,0.0941465999770798,1.4772899682035003,-1.5439220516387593,-5.841549115512748,6.805376574339048,-21620.76021133177,-33869.51807774417,2.2977394180718957,17.43322902835868,16.46500638446838,3.280546121379641
2007-10-31,0.6998540222776304,2.189432354001285,0.0691594071108546,49.86195935655185,-25.451256275999587,-2.4645414890003856,-34.191194163253215,0.0,-11.03660036835027,-36.87653172985056,419.8309374482147,-56.90979754992064,-49.394515842364754,2.4345606717054733,6.415730426076583,357.6630119899692,-0.4090957238827505,-56.365815249759066,0.0,0.0,0.0,0.0849859368027381,-0.2364932907631747,-13.371120504529271,2.950650751439639,3.806945658748248,85983.73085752688,-38777.29109329963,-2.18752075944667,-162.44888626343536,0.2148613020532366,0.9365146336459208
2007-11-30,-4.345858548643344,1.232919330375097,0.021919340895565,18.559732988633883,-76.71289536996613,-25.2610837460106,5.322370889759558,0.0,17.59830777046344,8.881700317236703,418.2267632285331,-30.90645573622517,59.320968168488285,12.002868363516011,5.78605228704204,361.8294694063092,0.1663551125105021,63.17393767440865,0.0,0.0,0.0,1.0352512405561924,0.9412768729700094,5.009303367196168,100.06227141871524,12.515142687646993,13779.926076029891,13026.55803622771,-13.775650999835966,2.7923954967044797,0.004025437301486,0.6998540222776304
2007-12-31,0.0140821373222349,-3.423921104714481,0.1689336375347152,13.795343960598776,49.891861987598986,-76.63323721773999,27.114578709680952,0.0,-1.9203642031906716,30.83590479585522,434.4450822114479,-38.457009168601424,57.62066227898945,9.365063452433407,-0.0135080656159372,363.0900398424763,-0.2539158222300846,58.88912803069189,0.0,0.0,0.0,0.1757588964981238,-0.4956224349250639,0.6639326937706187,1.3889245067899765,-4.597980489592999,12011.801813664846,10981.6671759733,-1.9826444169309667,-1.5543535326834714,-16.68004933676483,-4.345858548643344
