date,excess_log_return,illiq,log_Mkt-RF,baspread,log_Mkt-RF^2,indmom,log_Mkt-RF_lag1,log_Mkt-RF_lag3,rd_mve,ep,gma,quick,cfp,cfpq,pchsale_pchrect,roeq,rsup,salecash,sue,chnanalyst,RF,idiovol,size,bm,cash,chinv,lev,sp,stdcf,noa,chsaleq,first_lag_excess_return
2007-05-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-06-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-07-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-08-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-09-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-10-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-11-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-01-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-02-29,-30.8761024643349,8.323348281765885,-22.957875065594987,414.6415250631481,1.5054034939624008,134.6953715708443,-41.877568683647446,85.39920370912799,4.098039598666873,-10.508019716579728,788.6262019134963,6815.794077458037,-9.247300878730249,-9.247300878730249,91.78436425329042,88.14675944362138,282.79802567857524,114853.67593604716,-0.7209846140830507,-1101.2387719277806,73.52410581261218,0.0,4803.5353596292925,1877.2082400212785,651.3240080874764,68.81099058509339,2955.437208372007,2873.485727481492,117.31142725876632,21087351.2047907,486.6671755216303,0.0
2008-03-31,3.322966196835266,7.625440983138867,-10.91817064600068,488.7088428355032,0.3422510365511129,-123.91660596536224,-311.8027763210633,-234.61249115828016,5.137329580443106,-9.835441492535214,784.1906584213625,6632.161005595222,18.79052182834037,18.79052182834037,231.9387674065559,81.57800883504113,278.7428398337857,109168.61043965752,-0.8565831191730959,-3901.000346584814,-28.244948474371668,0.0,-48.44530397715971,110.94396336734737,3.1693220906537363,0.018318622504438,141.9011074910709,123.1578450627826,-1.237359437810028,-12379.343712620435,23.31636697212565,-30.8761024643349
2008-04-30,14.45832368857834,18.94315461818361,-3.324792874344197,743.70387582573,0.0310170830410638,66.68322817285295,-150.52709565966973,-40.898013197566925,4.990242198104184,65.78138368676962,862.1757410853588,6256.735409908262,223.6778840866582,223.6778840866582,502.4406165446914,145.14080985482536,160.4740947698685,96844.95395601905,-0.2690817346564357,-5066.793091333845,15.307523209746314,0.0,46.88376397597858,-9.333653730694095,-42.44018228278571,-114.50142007649754,-106.04204390440827,386.0370160646876,-7.456773673796718,-14568.424034822732,470.6579913367639,3.322966196835266
2008-05-30,15.240426890250776,5.90865438101751,15.997837413272674,441.9576633605938,0.7181865634540038,-13.411701440021316,-44.795330704518975,-307.82746149361867,1.4564954804923202,-19.736462281720584,851.421570838938,6326.190622144334,115.39709488657854,115.39709488657854,404.3397960709085,42.41788746255117,245.55658862565116,96576.3804071712,-2.640385110701753,-992.4481266265468,3.5575776245922626,0.0,-0.258708858299542,143.53516545009097,-17.411902885630752,-6.051110598333693,424.11739551694063,344.6919442623034,4.912965484599937,-82452.3212810345,-528.4113842859952,14.45832368857834
2008-06-30,-58.05428305146988,2.294461629944489,6.57762965388829,514.8939298315674,0.1209935721158142,18.090146270196247,216.8978018542178,-151.45166356173485,1.5268670207135413,-50.82468740441411,794.798478079481,5409.579863811852,80.10554191167415,80.10554191167415,-38.8642926488987,0.6268118907740305,386.1998548085376,96338.68748391948,-2.082347184458114,-288.1970892086823,0.2206332781235431,0.0,29.75340441944263,8.338741246372138,-45.05395413259384,53.739573520054265,-11.990446449194224,-342.4051421731597,1.401123210878282,204161.75004320964,-709.2597441913593,15.240426890250776
2008-07-31,-21.900978546665463,425.42514677341177,-31.594248519327284,490.3945857364865,2.780948074950205,-88.43648283123957,89.4595101752513,-45.37012672139573,1.5422836945939196,20.722797957458344,788.1026798524017,5864.04252117806,63.422107445338206,63.422107445338206,-172.53311856974352,57.46315697343981,411.0869272358984,84032.25181747056,-0.1176473879451022,-38.52271839466229,-3.3449057689454023,0.0,31.860310144987125,102.8271490497259,27.10204445759541,35.60895162592031,202.69374086921243,110.20585456256458,0.0686401400295295,276953.585844893,-190.20394051518213,-58.05428305146988
2008-08-29,18.640132792460243,21.914972494950348,-2.736213877770591,493.7246776367513,0.0211216552775112,-43.77301478316019,-417.8352752909532,213.1062804662343,2.5679340982216825,12.167695277416016,782.8426808543993,5605.223527934917,122.1240370977964,122.1240370977964,-463.4593528220393,-271.73787968709775,363.6158868143417,81109.49509827579,0.2747774127629162,-1472.8043199086924,-7.850385904632624,0.0,-116.31767234094605,17.58155060954823,9.87623611444485,16.212602510718312,-44.63355190465836,-62.78257959678877,-1.3243935791260668,-55156.067754380405,312.1062392421728,-21.900978546665463
2008-09-30,-39.93279682579003,1.756939194021799,5.350243470716952,351.8934326976537,0.0811296261872823,2.619210097540877,-36.32775612739517,86.56723490625687,2.60394698094633,15.868637319546744,773.8450602430902,6008.0641625091885,138.4904348291237,138.4904348291237,-302.7694417796628,-249.7774863104728,317.5871031531818,79209.21766944189,-1.852472957927584,-299.7550383719562,-7.301476745446386,0.0,-40.916428974235714,91.98725917387128,-1.579716218952626,-29.360291574330148,-9.320929935551248,-5.05021781796404,-1.311687041202191,-164786.13476048782,257.1368574132394,18.640132792460243
2008-10-31,-93.89579091249306,4.18335863082546,-34.28906532872972,392.0756902725038,3.3191876908576945,102.16488402625347,71.93937993599702,-417.5856931156034,2.6076104096722705,-9.771913198330232,775.1322753254392,6035.604304009189,160.07550483325883,160.07550483325883,-254.97618715564963,-274.03263993588865,83.62607466662293,82199.21685100648,-1.9158323681022835,877.8897383642363,7.265660470064731,0.0,38.08093508457205,97.7115317801572,1.587873436426321,-10.720265303163623,945.621854656852,590.3923152567932,0.8332973277590554,213361.5845511742,51.96842721481191,-39.93279682579003
2008-11-28,-67.7366963104671,23.668470641326536,-66.34305371131205,845.7970870742881,12.534753213401506,182.824499309508,-451.5798869141865,-36.011095663987234,4.261174500213624,-12.561637903532109,739.8318760784907,6084.810166615321,186.7262757475157,186.7262757475157,-769.5422048128413,97.4748822247314,46.943546744996894,81864.87784440174,-1.6167010132802009,1478.9084240428342,-25.04291836345666,0.0,-79.10285041904899,185.52119507635732,3.7396009516892255,13.452375851820266,210.79921161954823,167.42620217102876,-2.598464725339681,-243514.5275966749,-248.77763953413145,-93.89579091249306
2008-12-31,16.735697772809743,6.036555747206282,-28.13115786218882,507.21148721314165,2.3021270311654742,40.8628120604165,-846.7478355311314,67.95785998490564,4.094784877936148,-97.47822404868822,697.8009805504824,5328.596341078705,219.60230260394323,219.60230260394323,-553.0172538028739,70.44322132430412,-206.9136793010631,83869.26085812345,-10.82110296019962,573.821632074443,-17.77828856947614,0.0,-183.4658574987634,512.9371663302059,-28.755642192536584,20.148655594600868,60.038699359443854,204.79675689370288,-1.2110854915647593,-394251.5176473223,-94.78850156873428,-67.7366963104671
2009-01-30,-44.71222006081114,13.423050235318524,5.838477425918513,404.2341583304337,0.1007157989531284,237.3916059343456,-355.9997953573287,-421.0990252303936,4.029439155245491,-145.9444861906814,673.0962148016141,5134.7436697199455,206.82239065352564,206.82239065352564,-561.4652052995817,58.131717905880265,-172.51640672234706,76656.64712168738,-10.64953970284053,324.892232317054,-10.312576568810147,0.0,-131.41849219628511,75.75298043650128,-8.40851475429713,33.0168827952402,2113.7028772932053,1319.2155072451517,-2.7290080167470165,5733.327009730041,18.972755633111632,16.735697772809743
2009-02-27,-41.55725539342427,20.51931490828385,-28.753767628909465,297.97841452309666,2.4350648032734954,-73.55787991031418,75.58863835389553,-827.9018542781976,4.070603585852666,-119.51336723070304,692.0393940068151,4998.907016730451,244.20763943373797,244.20763943373797,-158.21979951066984,72.06766384990266,-212.15815995501168,69339.49123927618,-9.6779855333132,-1825.693969046897,0.0,0.0,31.6718178725323,71.8766118869321,13.746649442453077,-17.490793396050734,-152.68641762597508,74.19089003273257,-1.28397919264782,-52375.17974703759,236.84014406110467,-44.71222006081114
2009-03-31,68.50815831109493,14.542877974357982,-35.75795191590533,292.2231678218069,3.806827890739256,32.5787092839718,-363.56148067749,-351.320729010718,6.988169402196542,-467.5172430579524,697.8141256198953,4822.599103090533,398.5994045376218,398.5994045376218,-12842.718253379187,-41.871400827511565,-344.3560878935712,63463.70144474228,-14.116318120567836,-3524.467720657215,3.358783643281272,0.0,-88.8483125933808,245.3179041542394,-17.6065998404315,-14.99025083500122,783.2459594139937,631.9587530298677,27.598897980437087,443570.2794052735,49.22770208969081,-41.55725539342427
2009-04-30,74.99136057708068,10.832989249150415,28.48717278558708,301.2612807774991,2.441419903087517,63.2252064456419,-448.34637070856286,72.64756278374047,6.967217569373067,-463.4585588731281,747.4091214725802,4769.146982051635,574.6677762438281,574.6677762438281,-11568.219551147084,-35.89582916407574,-395.8299279043005,62626.36586492374,-19.826004552575743,-3174.431262775682,3.289142936571755,1.5831054243286249,-81.64532894802323,161.54884942441095,41.23782297094408,-144.77415952327394,-6.787997735153112,347.4184420974625,15.987411896326762,-354632.485823825,364.3893383051452,68.50815831109493
2009-05-29,1.4332795301024222,8.7642693676588,32.78151158673916,301.5741342842191,3.177707378245537,68.49700085150562,372.6803723878057,-368.26390537688815,2.0049673010879285,-2118.807448961933,761.3195217591797,4797.664003106991,679.4912201256443,679.4912201256443,599.9354886291712,-248.3206096512829,-1503.865792278844,64941.10167568248,-124.86914592301385,-387.1893781377429,-3.266156725056544,-0.0058357728174209,137.17256868191907,7.795130301174595,-4.93159054996238,4.454569914119645,4463.497466435495,4180.906460401136,22.802334442517093,-210850.42247844487,-360.9227347700004,74.99136057708068
2009-06-30,21.371105050773345,33.31876455796637,17.481724251835395,357.3241589233192,0.8878647278150616,16.401962354127058,436.5954568936006,-479.4958931012529,1.9903912065745544,-1822.8916764512223,749.7964436746462,5340.5761516505845,456.4665899305738,456.4665899305738,366.62725631962434,-258.3411032661996,-798.9559184742877,65234.17094592239,1.2584468038463306,3464.959019429758,-3.381769854796483,-0.0124673184216808,155.41831167567307,-779.1537035215842,0.0048426090042994,76.25624469704898,294.5270236843935,-610.8957507807354,10.54631795022314,675667.7974661998,-503.634731157566,1.4332795301024222
2009-07-31,27.18464408806863,6.059390264898171,1.4782709109075394,292.9542303534702,0.0063422970914628,20.434235820454965,228.96127758924115,386.3604233121903,1.9728719327298496,-130.88628340915497,743.0174552920028,5286.4456306306,238.09554722160055,238.09554722160055,-15.687625566697651,258.9939744757413,-784.3568070786915,61317.761181642425,2.791187217266329,5884.667610131432,3.445573196148424,-0.0306773525570707,4.2043627793582345,767.7682411599408,2.0091911807245424,27.48170737975774,-5268.7816866948215,-3771.234787686664,1.487800597034493,-250770.5135496743,-148.14219804484048,21.371105050773345
2009-08-31,22.333464734189,5.185483725951286,25.760808388090148,308.1695970895211,1.9155198952975012,1.3242212577952428,19.53183443841138,441.3015069974615,4.501639067163274,-123.08231570490076,767.6043054705258,5212.5923498277,222.09796713079265,222.09796713079265,152.84016996239484,50.21139854849008,-460.7228622518999,58276.52031029008,1.785673067663757,4733.894914938408,0.0188609266035113,0.0212659894431146,44.3436681260755,-410.8650831869227,55.42979359600713,-34.2233821830453,-1333.01447919972,-1219.4115250372115,5.716150733409876,110144.06961807609,319.49392821016085,27.18464408806863
2009-09-30,22.55085593277889,2.3051449145989102,11.41643587097245,259.1340412160694,0.3739377863833653,-60.80107345919546,342.6797851930655,234.05819078975767,4.510566141727168,-13.169555471135656,784.2080606337618,5383.066000534296,262.4674305527203,262.4674305527203,134.63505667475454,82.8593327618565,-295.5406137285316,60388.295199797096,0.5464080063323422,1994.9797945055216,0.0210389356566205,0.0490310227377863,56.012645527966015,-824.9001815403844,14.988573527961648,-5.035967180794941,-732.0548468440584,-782.4510100248144,3.415346781624521,297404.3378217779,393.3308768437673,22.333464734189
2009-10-30,-9.567632788384913,1.674616890623236,14.005285578217542,327.35518167141,0.5600114772193243,-55.1499042151733,152.42497921976133,19.965485891126274,4.509683115514417,-12.78480189128978,788.2357121165468,5422.411078322353,244.4725646411228,244.4725646411228,163.69818659078672,83.4372475177695,-315.98373263796924,62616.7423402853,0.5787973842056464,1484.782708643581,0.0170984442572681,0.0873151411781605,45.063402909459,45.98115261159546,5.284589493362546,-0.3067705347856133,-420.842448871198,-338.8477030023805,3.1759141744802264,285192.9930679165,36.24640856359037,22.55085593277889
2009-11-30,-1.9849953608582271,1.1591806193545076,-9.23893956492054,295.75942747798933,0.2424418883293381,-151.69340965086934,187.88322432563484,349.3898026796497,6.408675093003461,-29.564884576627552,777.7747242250739,6115.994678439531,199.7204268912208,199.7204268912208,-123.05943393019486,29.480020004686573,-228.84298943618407,67042.99124339408,0.6372734160890994,894.3168911086175,-3.502571502665824,41.21479846504849,45.17605384428043,-217.8040319932884,2.912576793754738,59.5025794696712,-264.35178107468164,-272.3912269107791,2.825921901610116,-95308.56635373086,-274.5632856643616,-9.567632788384913
2009-12-31,26.77792846438577,2.0493455856814604,19.01285647319148,268.23542809883537,1.0287728423881783,-4.642200661045795,-122.7997777643718,153.278365441224,6.495724909482152,-35.84338734642232,771.0804400567182,5806.840179860678,242.89995871212932,242.89995871212932,0.0,113.92784456619836,-168.16341733893694,67087.02555179757,-0.205543837403378,-2462.3153604509357,0.0,0.0645263799932465,-19.12190947784165,-112.06996420850692,-8.301062395067902,23.791229598298283,-169.36136708604363,-203.63999579647952,-0.2575201003982954,171813.93555984274,6.650951969051654,-1.9849953608582271
2010-01-29,-15.642594490814092,4.600007026132408,9.52196431876319,266.09016307004634,0.2582926732179467,-37.39436284748592,252.9438131072693,186.92048479511504,6.366812882415539,-33.07334449309658,769.5107536814778,5815.595962951034,154.01825883329025,154.01825883329025,0.0,113.08627392433633,-159.5171505205448,64339.17636800368,0.0598624390384759,828.3696591337275,3.5102739600859576,0.4932255428580774,-4.955172172908533,-106.0779643060755,7.645553149523494,37.22664861022575,362.95735421195286,162.15221988294434,-0.9086970837058744,-260390.3106256425,39.67300754627404,26.77792846438577
2010-02-26,17.40301839256376,6.642395158119047,-12.06801267436125,294.2202893303421,0.4124539215188925,-29.79278546302124,128.23028923588257,-124.0482426820355,6.370781099898579,-20.45561378688887,797.7749860913337,6474.5503522692525,199.3040611707642,199.3040611707642,0.0,132.40575403838807,-151.12028624763343,60944.31633824432,0.0176591695832185,3109.8025866119483,-3.5102739600859576,0.3013940815680556,52.53148830664668,57.12891455180306,31.619049544085897,-34.48176257755426,90.02767244139613,170.7341769298082,2.8773610446941973,68107.13264038041,271.4362740120021,-15.642594490814092
2010-03-31,38.62522477921749,3.4909041319491427,11.765028951873498,257.9460233363605,0.3933611086539791,-11.461547870978013,-160.5269844921193,254.1443677382917,8.640108560377826,23.54264930339393,804.5762297108193,6449.725237875936,229.4432205844957,229.4432205844957,0.0,184.9912035752454,-21.19154727178656,63356.336864852194,0.3317688399264149,4748.8108924365615,0.0,-0.338872706041819,-30.34391496940225,24.4253529238822,1.1878373422852064,8.425535273281334,2.540110977800396,38.0376214525827,-5.578096758525732,-218519.15326075628,71.67425653596365,17.40301839256376
2010-04-30,28.58094377275189,1.9540395212648145,21.60463281870492,260.4161593935541,1.3218411846100204,-22.82357897437993,158.10311057674954,128.2707200758047,8.540495417525293,35.87434733635039,900.8631960987864,6817.046672299945,344.82496828506004,344.82496828506004,805.7846936880468,-375.5836975215631,113.85701548814713,67189.22270877406,-0.8881252770577308,-192.5479290133738,3.5311364531947245,-0.0047868811369866,31.834398653355493,-37.09153035201871,102.01768236897648,-142.08233434161292,-364.49246275401765,60.96225122940996,0.3624963557648186,34290.52323529497,610.2872165008672,38.62522477921749
2010-05-31,-23.147160865473364,3.543046289179826,7.053786085004115,237.1080931281425,0.1396696320180043,-109.2211147500149,294.1088102026556,-164.29158684844666,2.1221625673225635,33.0854188815471,896.9514107144013,6854.192366069458,267.4477427246369,267.4477427246369,837.4977414229226,-394.5927476382169,242.9798379377501,66639.83210470488,-0.7669432187285538,-2741.830102123728,0.0312627179132523,0.1973007541741509,78.31431512970812,-52.68837937904164,21.72974197338749,23.77158148148412,-223.25462297146987,-219.99316075510933,2.930076986860996,164736.31104411557,-360.4460561731854,28.58094377275189
2010-06-30,-45.00046319530626,1.3542686998328737,-29.49797513979083,316.8701922120099,2.42408787636329,0.0,96.39887434432426,162.77611457987035,2.139460700174888,2.836647137276918,841.1421987459823,6485.442553153956,99.6526812887618,99.6526812887618,251.9315721195569,210.2617881733478,146.59404512891518,67596.01376940827,0.0010539540780349,1307.5080149176642,0.0271181307693657,0.1478792347286912,61.45046125365389,-68.50241313466358,-7.676171057356896,47.37875212758104,-175.2386010903565,-371.857258401013,-4.985090884662924,120899.4489123039,-917.1834322898932,-23.147160865473364
2010-07-30,16.63036891428227,3.841122362927884,-20.46338674363422,252.5111887998932,1.1726640722986206,-18.729185557994143,-396.1095445550666,294.91138743899046,2.1353784123551898,17.505102735590263,822.7856905274966,6393.338029559457,225.6635340391104,225.6635340391104,-79.62944046973055,184.540716362788,160.65113094476888,46854.65992130012,0.3234252409996521,331.01943661859923,-0.0185867437447266,1.6983770315399482,-48.33285930453985,-112.83130436324429,-6.146168544361558,40.424298179573285,380.03864433701256,211.54901870141248,-2.8975822108821205,-17733.07387972623,-127.35890966447027,-45.00046319530626
2010-08-31,-44.216132610179486,4.7776243629368205,23.71319445687561,255.7384205056576,1.5887305205578952,9.749081981470024,-271.162842176644,93.6944300773964,4.238948090064306,10.389348619576788,821.2544637125661,5846.496927608829,225.53691119960504,225.53691119960504,-67.33602188408268,176.0821998383797,157.26874995945988,47530.65241399239,-0.1522352710682857,1940.2523573512688,-0.0315286012033251,-1.0010140482330885,-88.25067042984574,18.7633511775839,-10.298724246528195,-41.40297373280491,280.6482102141081,250.25858924035128,-1.8923491391137477,-203882.4093459621,228.2827079080485,16.63036891428227
2010-09-30,51.34710527858642,2.226218334655378,-17.36315299325664,263.0775567187476,0.8485401407519872,-25.25036379852104,319.47675864649113,-391.86389214159,4.284555840739124,49.25726111190208,813.666987175308,5858.138352518777,236.39431714706657,236.39431714706657,0.0,179.2826710725572,178.80067440547262,48337.16983242043,3.8449927531706223,424.9556294713036,0.013512836236035,-0.1846498925916293,36.58664019146454,115.79851449003333,-31.80481217585077,31.876845505976327,110.94153314432606,249.03646592012728,5.512732659217335,172050.97496764362,368.00763006314696,-44.216132610179486
2010-10-29,12.946108671665602,1.6040427558018573,32.05253837010544,257.0269702267366,2.920334978845156,-15.749004170330956,-228.6594898454445,-268.1276105135161,4.316639225970181,16.23517610213084,796.7957172123117,5737.491844013625,281.82528420788594,281.82528420788594,0.0,188.5506878799523,166.63760897485778,49503.71917456025,3.3312860093993857,1415.8163352249696,-0.0349443431680134,-0.8788705302532023,-89.55246463030835,-168.32553910828392,-22.158037985252008,-2.6212608666989183,481.81040440552897,251.70616244964185,-1.9641143923213065,-342852.6021946445,27.371491191096965,51.34710527858642
2010-11-30,26.224225334301035,1.9412813273727116,13.535507163206264,272.4177448236401,0.5151947147918123,-1.5283368700996165,435.6166353483495,320.3276227433684,5.226481663711013,27.3930503357723,794.5894969303447,6589.471574268567,227.4911177658146,227.4911177658146,0.0,185.75615024472245,195.217399679308,51524.9558407983,3.766049798968318,1227.1826371608777,0.0381598616119669,2.8760929582039694,102.25235647762928,37.542443184307785,-24.49858690519932,39.73613274349875,63.24371221777801,14.296989632709485,5.887619202689933,432937.56102369726,-165.28096253006743,12.946108671665602
2010-12-31,31.753651717256474,1.0355007398684517,2.133404261554624,254.43985807251144,0.0127608942622352,-4.874837136151429,182.90812202933463,-234.84424630136093,5.407420692581805,-1.3344281838837226,801.7908769434054,6396.415578010328,235.35501062130032,235.35501062130032,-350.0021510725929,97.4083342723835,249.34303856564844,55051.21953381037,0.3272358928354069,756.2595427452268,0.0105583934989565,0.0031996900257027,24.302496277997307,-6.653508286866781,-45.81753532487767,22.45195510297087,-71.49656596398563,-0.5524696686670723,-5.342001282784793,7450.307751271874,115.45822343398304,26.224225334301035
2011-01-31,-3.522581773621096,1.491579756620702,23.64733928809839,282.66125459077966,1.5599818658444369,-21.11752854819532,29.03252500714821,442.2288774978802,5.240762913623244,27.252205474718053,808.3775700778609,6415.8443669105045,186.9571608058,186.9571608058,-452.8590695652626,87.28638092696359,252.854610081129,60415.3868810705,0.8069678924168932,1269.0758106334251,0.0179469092534692,0.247981099174062,48.27107721461289,-6.986753356673034,3.629221257431709,28.080058180372248,-135.73111254304968,-106.27100420538318,1.3016977608749585,8472.728686768562,33.645054864533336,31.753651717256474
2011-02-28,7.888161317665972,1.5266763792467488,7.117713588525606,303.3977279898164,0.1402376580356501,46.1096649204147,324.94200652669434,187.48453790169629,5.255270595366842,41.25822562313805,846.8674325491555,7053.958269164004,220.3818873172265,220.3818873172265,-336.1887318559092,109.05611951298896,258.462281027865,61563.33400609041,0.7673408090753182,1388.785049014619,0.0279351771010731,-0.1174827543276819,71.96328863518465,1.3500910847867544,17.234023634898108,-17.19581909779903,-32.564318184358854,95.60011653102538,3.869232926483989,266914.4217466377,300.82173117864625,-3.522581773621096
2011-03-31,11.097202029439076,0.8925259704864171,12.381893994742605,265.45597413554526,0.4247166294824337,27.16552943505109,96.90969928191676,29.42056817401532,7.212509617503811,31.439640659587123,883.6240509335826,7189.438172808423,290.5469774297088,290.5469774297088,-163.4832951683592,273.328638036226,195.195355448044,61777.701812944855,1.4477117713707643,2171.478174618058,-0.0028393080530491,-0.75508680135151,-7.089077717896544,-190.92872145723567,28.032194894506688,-6.305153090948664,-137.93855877806254,-71.04807330325912,118.54595654349566,-121866.4738570936,-52.22185666279103,7.888161317665972
2011-04-29,6.134708106032476,1.6447238580477013,1.659117784355005,222.08877926493332,0.0076136740686589,31.9443992079145,169.26544970698208,325.5317871302961,7.282447835004798,59.61076046846294,954.938064720062,7853.607545874516,386.5340717771865,386.5340717771865,552.7034540328717,346.2839145050299,162.8644327154896,47342.56870720577,2.298969053931375,-528.3518154143413,0.005700169613453,-0.2129527989276169,16.029400900025394,-150.4700077451264,134.44419136646445,-162.70118778458675,-209.66147044825996,-121.23740525581252,0.0029537569439526,-65967.7671635449,435.48980394857466,11.097202029439076
2011-05-31,-0.2503928465047984,0.960346031998353,10.362729543788465,261.77570859969256,0.2962440837010712,13.360735567050632,22.746191583411974,97.6597868724412,1.7510101247410244,36.53416063729832,942.1554172692796,7849.751303742453,267.5309844812401,267.5309844812401,729.7346287262956,187.15866058148367,166.87159352887136,50948.70805349672,0.7282643897644319,-1720.3105616048954,-3.6154316530231823,-0.5738729264399822,22.041034034803488,83.91813289183551,-8.758148380603302,9.612082386750105,-725.7054117603243,-495.71690275904666,8.693535621038905,25688.0500844568,-366.1135360210775,6.134708106032476
