date,excess_log_return,log_Mkt-RF,coskew,rev1,rev3,rev4,mom1m,log_Mkt-RF_lag1,log_Mkt-RF_lag4,ibq_adj,operprof,pchcurrat,pchsale_pchxsga,chsaleq,sue,turn,beta,max,r_sq,gammaps,aeavol,chatoia,depr,ep,gma,cfp,chatq,currat,roaq,salerec,disp,first_lag_excess_return
2008-08-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-09-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-10-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-11-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-01-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-02-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-03-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-04-30,273.1966118111353,210.31626637484356,155.19897800099875,-4952.040973132967,-455.5818023786342,-3270.7032727295,-9815.91695310282,-3236.875266592285,-2488.152724387842,-9327.665791328012,-1111.0115315477965,-36.93804879116041,952.7342436539644,161.88254175464797,-589.7760228844174,19829.77840196665,24.921411611106542,3684.724626139368,0.0,1.2766481141571635,20338.679108849872,-16.556726992129015,1441.5129850167689,-1635.116044994344,64.79156007227041,-497.8950018704887,1440.9484535654792,807.5524438497298,-30.65288484563729,2054.356531493634,17292.516503989435,0.0
2009-05-29,44.63377188484259,239.6942070983333,352.1791717634575,3187.2755464656734,-7550.857605037192,-483.4341548093802,-6004.5263058017545,2645.6631054854474,532.5242714399704,2274.151566943933,-11875.119124498691,2.6382381553465315,-7253.275170378879,-4422.8529751104425,-154.50128578618867,635.8877536375257,15.247238905791525,697.911405196608,0.0,-0.8220970796104378,-11506.790413505223,15.447943276286647,-37.22076892965174,705.9083141798088,-5.610099489722089,-3108.7735287288097,-1025.1603516398604,28.892693750432045,55.005866971012026,2214.425563254492,-2953.940179708319,273.1966118111353
2009-06-30,-99.78170778672362,127.33554331242988,361.488753294561,3657.3732151563136,-5242.851932878472,-7756.694139198164,2266.4804086502822,3060.582889902458,-2661.6613548829987,3088.5559038828774,-12303.807532152949,2.749355196811917,-8363.772986349593,-5099.343123142132,-135.32543307704688,-1169.1749943627692,6.5846074441275775,850.8649959295581,0.0,-0.147600771326307,1441.484676249882,2.203300999619167,-231.89565363982135,74.05588278694165,1.6818420438849273,-1039.9754799106115,33.54352772291969,31.37024698376013,5.79884653004947,142.0809038933994,3838.861564684674,44.63377188484259
2009-07-31,176.64489926055558,10.778394416120054,331.45986619441453,743.3065936130621,3265.2450046863405,-5272.568154304021,6369.578647304138,1610.5338000552956,-3360.14800955266,3154.739382763928,-12381.687603704797,2.7226951341598364,-8071.028540887409,-4767.354054457218,-127.6474133315267,6717.566090588702,-3.3116949413374144,305.9157246604382,0.0,0.0860104653871189,228.31243316937616,0.5262537552581059,-25.90422438923997,-33.468066387403724,-0.0124878685754197,454.1507335978904,-4.6309713662586205,-5.329546569809281,-0.3664300590337426,23.912996259976357,-705.3890353244133,-99.78170778672362
2009-08-31,33.85873929068113,186.34679990236424,340.5097147195927,-1177.0607884016003,3652.3737817314,3259.30476875699,5510.675243557105,135.4356770723805,2692.274391463732,-382.24083034672987,893.9092159413211,15.898877679106608,1046.015662348648,1155.397402923947,-146.63242001051754,-5432.878132739923,-1.1799728706691468,28.45570289909756,14.606630202332797,0.0148585066607964,-345.7295208011983,-0.8872943361303535,-17.144064766280735,277.774916537805,-4.493150708560805,604.2868863822855,-215.1263379012403,49.78346043464194,-13.7093784749925,3366.217573979812,-2928.078763308009,176.64489926055558
2009-09-30,-31.501839833505805,82.62499605930903,314.47780026521974,2401.577790144865,746.0882285257901,3736.908315475302,2481.145316089785,2378.9922060565527,3101.349896125426,-1482.6221790302031,900.9625849947143,15.673086789625328,881.8978507630491,682.268658187947,-62.50719028052332,-5365.866485667695,-0.3893618650126669,-68.80837049417278,3.046017564160172,0.2484099023070955,2136.086327699102,-6.983706283770454,13.823690686388773,4.316499398632345,-0.1156610333081289,4093.444081559495,-9.06100808433294,-9.75880708469174,-3.2533609158007337,53.92849982788175,647.683570103467,33.85873929068113
2009-10-30,-190.21760454555377,101.06185418341772,322.08448593429785,624.9020341821754,-1228.8998194252165,757.4693969231606,1506.3232133130984,1052.710967689579,1632.3108742411528,-1470.164145961263,904.639549495584,15.747758752291,902.6727178801258,711.3683033156792,-62.23207608109028,1519.276414750777,1.3033621279869436,76.47968127538752,51.42421914233487,-3.2515840183962625,1899.4170262759417,0.4195458496266884,17.021263646916623,-0.7196798531423383,0.2693308362834941,-30.72275126947045,3.8441575329615887,5.781273068333803,-0.1509977626360825,34.79765687818781,-100.9505912052682,-31.501839833505805
2009-11-30,-45.41638021385506,-66.39083995537334,7034.486943970897,-261.94229077140164,2420.1047087860998,-1239.5545466658436,330.5128631261563,1288.729452948464,138.27680806753858,-72.81671970594755,378.815303436557,56.44070574653498,-1401.1577571558364,-1226.002449104979,-241.19815467525592,4211.321132404089,2019.023205273769,-355.2490817635635,1.8318579958744865,0.7713028461653015,10990.972958437069,-19.33498177291397,89.25596995353294,-61.524329331882086,-0.5630309068092103,2432.898939289165,114.05389393206812,206.1295443835776,-2.6165528258128585,336.6861251791961,-1250.5533750861289,-190.21760454555377
2009-12-31,83.09015748340472,136.1365388967804,7402.248445560074,-2344.2536099945546,626.0834330174288,2405.7177054070344,-2352.3989921098164,-836.5409628612649,2370.439415516457,419.9136697577352,376.5358588114547,56.52394331264008,-830.5324475176229,-511.2770448800518,-269.130100645234,-7933.037588553667,-1.159431632589076,-61.27699355887398,53.81171017835791,1.125360517518474,-2454.552513729268,1.316040546877101,-10.526033513524908,-287.08076066615104,-0.5646545432541785,923.7195316487632,210.2078688406181,1.1830658552191835,0.8680523639483724,-54.53270729212818,-1553.5467561037149,-45.41638021385506
2010-01-29,99.9784448186373,68.13720199976504,7000.194942996454,-263.8296239824875,-261.6412369699641,637.538319404529,-1831.3268074590687,1721.419778747699,1042.0378124321776,563.4066586828078,376.7606200419008,57.39128502122471,-819.9546970269455,-494.1311280050528,-246.4627460502801,-5304.303025120598,-61.12562533782079,99.86463909640132,62.94058815872529,-1.0820683322296896,-907.34719177823,2.2489188812230907,-1.142396030522832,63.16778760732143,0.3279868993363806,-15.717408305877145,16.64641894200588,13.311532180827273,1.7323732318677934,10.2637116898959,-610.6151207908642,83.09015748340472
2010-02-26,39.01612928610419,-86.18776607353546,6929.713195914739,1073.234931982815,-2371.2443297725385,-266.8197225580993,-334.4239966942647,869.5150254775148,1281.72989166045,3043.103924680723,382.9190491775973,-26.24723108997854,-1716.0476762799924,-1083.6023754687326,-182.31369994405475,11196.83527737794,59.70001501153661,89.00924640407993,2.195056927588979,-1.2834521818046618,1342.0360222384406,30.180123690476023,428.35535985265005,-213.6207133032337,-3.337167910024874,237.3900899306991,119.08679643808205,-141.59212757163186,3.699341983661025,29.11851479796951,3516.226288946811,99.9784448186373
2010-03-31,160.32435042165255,84.61320222758758,5875.691860208359,1317.0564651079844,-296.2465310409204,-2400.1203738603044,2603.4010435443374,-1103.14346831875,-846.9891560149065,3265.679806305463,309.9759060429166,-10.535095010520903,-2421.6011264467747,-1755.2388721253087,-216.76739574966876,-6507.142370211792,-25.724269939137,272.1865462790047,1.3004732194055748,7.81975629772575,754.1854366992848,-1.3327030136217468,-16.883458086422706,-224.43709507580024,-4.165537528220213,-368.0765777983543,48.76273025622493,4.484611480747731,0.2608549128438433,-3557.4613754689944,1931.4139074948037,39.01612928610419
2010-04-30,215.73143018503325,155.0487250069845,6017.423502577973,540.2365732994675,1071.499848889245,-291.8933206006419,5014.958368654491,1082.339868086241,1751.6097679849809,3478.163893552947,304.1575389185052,14.295527123612713,-2437.848091780376,-1713.4627104047302,-255.5470581806976,1725.2965690220865,0.9084839568124607,79.23073028235376,3.0483810200300923,-3.0539644244352178,-190.76470428579705,0.6931134389922633,5.001980540883778,63.5467782074636,0.2919833630789838,-127.04117831565463,16.430492265486805,-35.6931093311365,0.4008045571304279,-70.09623144180023,7286.833611224163,160.32435042165255
2010-05-31,-210.22371218999623,50.51280959973623,5788.484848001684,2142.321891586685,1346.9256719543184,1080.3088888098705,6677.197098242733,2006.9987131150533,889.8160641666683,1747.5224942398245,280.6554999432405,-10.659769767849978,-2923.9658729518774,-1382.9974209881525,-280.6456304671763,9677.40977069558,21.895694451039617,-330.0456800319398,5.795407692281344,-0.9755394096153304,-2215.486826323824,-6.891290013086866,-144.4392667635509,550.7894472071011,-0.0789675949373673,-1640.3723033330757,-353.38272699083666,7.488587557410483,19.888121260994307,7396.758640737037,-9225.664717548512,215.73143018503325
2010-06-30,-249.4167006935279,-211.23196454037227,5850.10359050876,2760.4669411934024,539.623465031486,1385.8600664353814,2663.2980037272814,658.771507831427,-1137.0898503842598,2546.0490738523163,282.8138004736045,-10.491108330825146,-3121.574734849313,-1310.9332409074584,-160.77875815142306,-7446.7631792193715,41.82487718375387,-329.5036032495573,5.933369176998156,-2.499518620159836,2450.4506563793548,2.4345816136022917,-208.2885456487304,363.0237957840104,0.335461225352887,398.0247355406602,80.25274974862396,-14.315602600457396,7.486197682404168,104.79309268137877,-3878.78806995014,-210.22371218999623
2010-07-30,74.0440370473005,-146.3741187040455,5791.173962556402,-2740.221374947589,2152.481567899953,536.4508638229629,-937.349101915736,-2699.834252314313,1098.4476590970908,2528.0460965634843,277.9456347268789,-10.300457564555336,-3021.171933236618,-1230.415060081957,-163.355812219838,9201.68200264731,32.77224433531546,-394.6492935321348,9743.271045071631,6.135976140964021,-256.8969679842521,0.2617572285412022,-16.46621993495728,10.537592384526532,-0.8051984947296091,-23.014585306766094,-2.009311753485008,-15.541184715051031,-0.2056505843849336,-200.0329598781864,-114.45789826458348,-249.4167006935279
2010-08-31,-257.2967306807011,170.0940489123171,5858.985085820977,-2992.8155716491574,2691.1102908013168,2129.7348907357305,-1990.620873783994,-1860.7897110875892,1986.7058840605853,-196.74579676694947,281.8396170600397,11.461533949708736,-1766.1352029949103,-1680.38871469199,7.4729316270101345,-12073.673497326412,43.509901312950205,-156.74215346305937,-187.4470926361519,-0.827606307393828,-13138.85824331193,4.22014819883265,-163.5054998618025,-155.44904315291598,0.9607152890353916,1727.0011618812146,-335.62806038493034,18.60997220640957,-6.8883286579372935,266.9058495900681,-768.1065875703407,74.0440370473005
2010-09-30,129.12767311759453,-124.46304549495557,5674.883583339276,1060.0742800073867,-2721.0972601173844,2708.630925302532,-8065.843311361776,2189.682573718688,647.1436439562294,-861.3131965274176,284.3879153862209,11.488695972926298,305.9428881289862,300.9716142428902,-35.5018078624048,-1983.3775362828253,-16.089038793365944,-304.7171943647072,80.36924138131872,-1.4510663471820666,-1813.5920914329165,-7.328081705237336,8.058441563789984,-2.075352477214551,0.365782316474764,769.9826232662872,55.8598373883232,2.954109488646395,-2.770281564773775,90.53525803264893,1110.0767751593175,-257.2967306807011
2010-10-29,-3.223983105613768,230.47699684290632,5808.800542821401,-3278.1652044630832,-2966.7448725439062,-2671.1667573734985,-3458.9450509204285,-1575.4231956807785,-2649.16854635571,-851.0796675189807,280.91933146177433,13.12780979221047,280.65432044667324,274.2904441066513,-33.044333620013475,-646.7169472377827,23.532273501754844,-287.6655359428956,-146.2576008288579,4.314241007230024,29.913791741282694,-6.805257515839875,-14.832283007376644,31.45436342641841,-2.783783602377809,-67.20964134542464,0.3057447856548947,20.08736704107298,-0.413030540374848,-80.98517631745563,-97.98550456621342,129.12767311759453
2010-11-30,2.072394724774484,96.66452839521568,5810.792024497401,1792.4995196313953,1055.2422024474786,-2985.782676189277,-530.4205156724379,2961.457568488692,-1862.6505299352627,864.3056946299071,288.8493263743296,1.889854879385041,-507.6580195516624,84.9715237767766,4.535327014884606,987.4013496671414,78.3156086242675,184.6437371992288,167.99431829856803,-1.076073516214957,6616.648314732389,4.3914995337139295,66.9687611675779,311.5338560244654,1.4034405444177622,509.1928523082388,182.4836752186567,21.25811304032186,13.404625726857232,160.53690777745214,-667.0312288964669,-3.223983105613768
2010-12-31,245.0671099911372,15.203560565094556,5583.919895418036,-18.615099438893157,-3313.0755618384505,1054.8677640075086,-1487.2806509761667,1238.7078377146152,2180.380028952351,1024.7192917961154,288.6142273106512,2.1478317918536494,-689.1567750372678,252.66784413344385,-133.6595820715673,-3572.649272571369,-22.398740448001263,8.46497933063256,-36.86751950745747,-1.7517202967171746,1314.49530666578,2.6618370849170576,9.831230349303496,-165.77922721527466,2.03759332537917,187.45072970039564,118.88137957713552,18.830398127817944,3.138778069318405,-11011.456856302077,169.5502125437015,2.072394724774484
2011-01-31,24.19017331956344,167.82748773278874,6122.974920280576,70.24421498362243,1799.816135495833,-3319.101586691777,5158.425368316313,194.9885692336403,-1593.1072003030065,944.4063984356396,288.524128490349,2.330886413903878,-671.5269873635172,286.4727931113744,-138.66751305142307,-529.7664655357403,9.07283793386796,-130.42413200525243,-53.53178320764346,0.4042854005152643,135.47368683506284,2.0060275519474,1.800124994552334,-35.58343323799198,-0.0082800605929449,28.875418251341216,15.724836560366782,0.2409217016189586,-0.9929552092189624,0.5786956862241368,2139.936897073137,245.0671099911372
2011-02-28,33.67785750097676,50.50803789111459,6533.343175272854,3407.2626526452705,-25.341347467118943,1823.627478039409,3568.6507210620134,2184.7914624251903,3017.4700231033244,385.6546986328395,292.32801623401525,-13.881152473169443,-973.1787329041152,9.184688768382616,-41.07765008674284,7451.183190388368,99.17660909036384,445.5600438240467,560.144234313042,8.61207774475401,1618.7908189635343,5.107825610955784,494.00132796571415,152.1143735234558,2.509303675720858,1621.359102076758,-191.87481518060852,-6.774383452053257,7.324605816349639,11.237775862241053,-2018.826142781352,24.19017331956344
2011-03-31,-8.092736805213583,88.0440727873044,6243.050536623653,214.17178119461155,46.417249394064605,-23.60309538385461,4113.116670346199,653.4789792752374,1262.4213944026303,-61.88696233938935,250.98878754016917,-4.155257008001939,-1091.0278727656012,19.967746513803704,-41.43536327527325,-3651.452803838074,16.712449831597496,-108.35515435443084,393.4399664272332,2.456327433183459,1374.7483601330168,-0.2425846241973213,68.12426166818113,-417.4194267083611,0.7851736584318729,285.4292312220632,-45.27919190461273,11.31898922811024,-15.275309392239542,5785.463620160657,-1889.342538709592,33.67785750097676
2011-04-29,-0.3921582831054575,11.808966874794192,5958.662181614873,469.6892969080544,3413.740123912597,39.84684474894336,3969.7645639175767,1143.489640864212,199.4013076976661,-343.3580657576877,249.3142608256436,-10.788077269104807,-844.3020269302564,-76.91497084060035,-32.83525969945124,-2841.725859418635,-140.35846295072088,-10.983789934083688,93.7847293632949,-1.0281599494269624,-217.8658571336855,-6.697719879699822,13.890777722481973,6.735572324337227,-2.017486942517806,586.370437633379,-141.08892772300288,-52.29335243786204,-10.135753992653026,21.316610129436413,91.12185671657244,-8.092736805213583
2011-05-31,-79.30787213354093,73.56947574806588,7257.637696035757,-104.4960325004137,201.45438423587944,3416.238451384985,538.1082844140105,152.99653881020723,2199.3877946380985,1335.5391627783013,191.22332769044007,0.8432747677689036,-981.5172294690088,-55.78037932687493,-4.239784784326544,1249.1553642773997,20.93186892895756,-273.0393453181209,205.55278216431725,2.976111685790848,-4248.907421756725,-11.188529142786454,-62.60329550576603,640.2943566432957,-1.6926870397825269,-4551.93442132845,282.7398150645902,18.959659597294603,28.906938606088307,-33.59268381941729,179.38590457500504,-0.3921582831054575
2011-06-30,-60.363867600380296,-32.89093687765988,7643.81115437751,-1.300312952107225,463.044113968784,195.65219562299689,-672.9612374195884,952.977447058596,656.7971246383987,1597.643532896103,191.09520351074949,1.2468733679959048,-1244.1785648847626,-245.3836782652056,15.230567782101136,-717.6613705643758,-10.273358754122,-508.5485300816881,44.23830375482794,2.793760739842405,2166.6439061713754,-2.79360777278942,-483.7767396799809,240.98897401416804,-1.3313913922210645,-387.80234838909246,13.719834251342036,-29.60686348460172,2.1656106733566105,-5797.728102031624,-1621.059086357743,-79.30787213354093
2011-07-29,-33.85267690827441,-45.325192067432425,7609.87781079137,-1008.7171818191822,-104.65753615813506,460.4090091421168,-1890.545912804376,-424.1099214095022,1138.1890946740275,1589.282762071677,190.18715425545085,1.2139190446999546,-1237.9863447156324,-244.26232816037611,15.659503622969751,6798.273862505681,300.3890768802098,-14.709867683794982,38.69889990937554,0.8277147229924608,-95.43277748245964,0.0916315726062713,-21.97136420182392,2.2410343017670016,-0.3849041788527572,-21.19797507271141,-2.050552406662632,-10.095650059529476,-0.214746910996098,-8.607476564028048,-201.2886041516313,-60.363867600380296
2011-08-31,-230.37145324089437,-60.969421783935466,-5740.106711248178,-753.4839203489661,-2.770887749140022,-94.4256286012086,-2286.6022186028067,-584.3456381384308,151.88704763996134,851.069404944028,404.234396503037,-5.401220435731688,320.0025776724694,525.5405459984212,11.457737081590537,-4514.915943513475,606.1893548982407,-4.279044055301256,-443.5293751338686,-2.6476906276052823,-8023.565065106104,19.272466520344445,-7.340108892645276,172.6604558508714,3.799322062035621,1461.7159831884323,213.1243887257912,-45.56958676828765,8.571068909931014,-0.2628378151305242,-392.1729911284265,-33.85267690827441
2011-09-30,-222.06514227704807,-158.25041173150515,-7054.267850539773,-499.3502884692661,-1001.6865028973136,-1.3513961715333966,-5310.943146804081,-785.8488614019404,944.6981071592356,566.6050113222199,402.63349060760567,-5.4620214737980834,562.6651045730051,708.0042084460515,11.605604314037544,737.9033092509126,-15.52878418628734,-178.30621039927746,333.6425033481737,-2.009850059328235,1827.2064099712009,3.1198378190715115,-0.5969009500352058,5.232711698879655,0.2574004610942495,311.3661842416759,-85.2278922310926,12.036917282863442,-0.264054241385466,6.608279053250953,-1253.4914754382426,-230.37145324089437
2011-10-31,282.2030132125777,-200.83088287418312,-7440.41609500435,-2986.599012706044,-739.8640356564043,-989.2887707127978,-7192.234265301555,-2012.3846506348564,-416.4483998410765,563.2969907930121,394.7707876479457,-5.2103544586953365,553.008646689121,699.8144967914509,12.057299070219685,818.4680714394344,-40.7987486394718,-63.40948441714545,66.85521441119454,-24.15495832963031,-164.5860958344838,-0.2331809020938386,-17.755198403113127,-2.4777628237555973,-1.2926865865476458,-76.54851272975611,-4.6734576346683525,-26.42468864877628,-0.8807644753987915,-23.77450601269038,1118.9597589897412,-222.06514227704807
2011-11-30,-29.53253114205761,271.6992925927916,-2312.815231579035,-2906.550802089272,-479.0558309387357,-728.1068885838487,-2562.5691478783624,-2536.4422329413333,-567.3114602783156,476.06449633342805,303.7181537611436,-1.7239569360603326,-638.5184228199294,482.06053191554753,5.447599879186564,2696.681147442356,-414.07330856228873,-424.8487717453541,2153.495630886364,5.638715528002842,3685.065428303349,-5.07739559535961,-13.00627630202257,182.6254810138956,-1.3701388213047707,1976.8429746615195,161.05857314078196,11.49330083721486,2.061064126633383,25.49696705315864,-402.26853874353856,282.2030132125777
2011-12-30,51.39411090517676,-7.151086704604559,2552.036541156654,3895.042067717845,-3011.923002095507,-489.4886091442984,-2456.6805761911205,3520.6839550666,-778.7658960608186,702.2339844761408,308.4393565347121,-1.8773617712437056,-768.6698317848915,407.27882673808193,13.730555405273982,-4108.091064440227,-72.31360589556834,989.8763425138976,1810.8837923157664,2.9050888163957844,430.575526050332,-0.8116328774130523,24.095758466723737,41.72962547854672,0.9657728464403306,805.519786095043,75.50951009723951,20.04960797503429,3.548151188089406,27.606946773547637,1762.0640995209606,-29.53253114205761
2012-01-31,163.99621748494454,18.782521964037933,1520.4840149838046,-324.4963973090572,-2973.948135786879,-3001.1094987310585,1304.033851049461,-91.64838238996454,-2018.756995217004,757.2195195285452,309.4739335345089,-19.49081945946957,-742.5510998298482,446.61414975091134,16.59657665223541,-4700.878483816772,-51.36617673601586,-44.29040897645518,-472.1483420114455,0.696715541512573,-274.0497014890352,6.1937503890944665,-2.3836635542561453,17.783615052515756,1.750128138401486,-66.14342560363093,31.82405811429294,-40.48656276073916,8.94869503296944,-13.116078593048089,-207.38165630086587,51.39411090517676
2012-02-29,81.03340153911785,125.74291545063312,-1023.3092552721112,734.8937021489706,3906.7081102501816,-2986.342782957083,6372.429453143933,241.92333459561848,-2590.1060419666665,-465.9810589779827,311.1742224559406,-19.524984184874484,-636.6776336245686,-388.5161867854683,-5.0559526785824005,5066.814623409449,-92.74265208557154,-654.2706439331887,-19.853609096970104,-3.691562495028976,-4394.638054433859,-9.14155025409997,432.0729022984765,-322.8697721535898,-0.5360662821203022,895.9031144259034,-477.7215522322224,-0.0427951835822568,-9.546418782142652,-12.475541111787152,-570.03769051767,163.99621748494454
2012-03-30,175.77508265565834,110.97738067309596,-1308.526776723378,2104.1825899498413,-340.1779405684673,3946.4960738171785,3522.57855392117,1632.988436685084,3563.4880073020827,-808.7528000101388,252.0098026560604,-54.30486335188343,-705.8440430591298,-375.0232007161376,-24.931104230912812,-3206.767614580782,74.37097070560003,246.37283339338185,-705.2153108361144,-4.745088740564938,2107.899472241332,-0.6047487523236812,115.0858206876369,-134.9906409824667,1.1460908309564817,-91.10118096615406,119.59526847080777,-43.81767748314076,3.253382140965968,4164.808199426787,-1746.390688611572,81.03340153911785
2012-04-30,-18.66907508108781,78.79803872546032,-2273.169799354647,1056.2340807399212,740.3543378516773,-350.3214576317605,6168.792649772986,1440.9445746559045,-93.41518010973748,-1498.4493155486664,248.73061615374743,-59.13804346749043,-810.0289356426107,-401.3826634361786,-32.6501830955368,964.4307176125004,-4.353105259829135,108.59797743476928,-829.1739933185672,-1.1542388273601,771.3902918761614,-3.632643571235203,1.9778671893882347,-78.87113213436271,-0.5768260693479874,123.15611846595311,25.7836404694732,-42.88372149499207,-13.14189189249518,-43.412047215013445,349.90398428750814,175.77508265565834
2012-05-31,-110.46930312367168,-22.08087073528328,-3562.539666439264,2307.5802821479774,2152.47266310564,748.1055903130975,5211.928682747073,1030.89775374266,248.17174444890165,643.60658120469,134.85305396382455,-10.3038127268694,-663.6131256865298,1084.0710719454462,18.76584888936049,882.1804526028445,26.398875800482077,329.819949038334,-2.274177251942092,-4.237432813463114,-2949.096194294678,11.352840445380444,-51.98955691602123,422.25609914423904,-1.2608672939875163,-6055.677125140168,66.30752824889731,11.445383409620147,12.640371851487558,44.90988816453864,-411.4322597894789,-18.66907508108781
2012-06-29,99.22082396255664,-165.19083749403845,-3971.4729972653367,-278.74568195385115,1063.8080246653087,2155.174159768831,1542.6707419099307,-286.995826971982,1656.3562996348332,1690.3296814989835,135.33539804148583,-10.136755671234082,-823.2674317049359,1028.868693700525,30.89567674650468,-1901.202969531356,-2.8795405853111333,5.370325795205645,-407.7258801492935,-2.294818546850109,-1776.434311054143,-0.945086579526933,-380.177703388307,101.10616602416974,-0.1532400929039994,-673.7068100566532,-21.77627686510448,-6.304038852440613,6.162411146921073,-4174.801241016221,80.86907741862251,-110.46930312367168
2012-07-31,-16.110427886075524,98.34279374790717,-3572.582740405169,-1501.2893038241984,2288.182962580002,1053.1246583072607,1844.9779902431992,-2133.4341020197853,1444.2035893807129,1687.0570998950948,133.27660753822508,-10.031021494712888,-823.0845168396864,1012.9034546279332,31.82399200476977,679.1671631135123,-37.222566860097686,-17.625178470335868,214.1488801552132,-0.6987377455389083,-71.58722255083194,-0.0982566695880979,-27.59635182502825,1.8541977604045317,-0.8211238234635232,-11.449032650422168,-3.090158054888434,-13.332093528124004,-0.435637281089626,-15.266257281198476,352.22294165376024,99.22082396255664
2012-08-31,77.96586528951215,20.334949041108214,-4350.849640520534,1362.8656907607162,-283.82306904252573,2302.509267045383,-659.1741867184736,1281.6908442818644,1028.5843924120445,687.3303932251645,132.91533994625732,9.31627124898581,237.4208496543519,15.308010910760894,22.770259726994528,-408.5636571104405,-40.476235243139854,133.05358453805638,322.776200997494,2.8229481278012702,-1177.6869576507142,-10.8859850519291,-3.1381660474228283,57.94225260138717,3.69936159625334,1273.5969466290348,-308.03092464270526,39.2595635018896,2.71149188779151,24.673422043941173,-524.3641766576748,-16.110427886075524
2012-09-28,111.60580194920963,65.04043128876185,-3915.049137879513,-210.2155344000824,-1510.974830204246,-277.11652744715065,642.4748271033296,264.0557984574566,-286.45058157757785,58.96251831877988,133.224467918769,9.139518173329904,220.71111768635575,-4.6802942569197015,-10.750848659270789,-2624.264889622058,105.09679452929775,-13.31342672878418,-64.50642021442036,-0.5062440414116338,-1417.0677251481957,-0.4444876135672064,-3.1408661849602595,-14.233087834656317,-0.1597018615315448,111.21249905899232,-61.75536519165729,-6.437469511387349,-0.7584026090954836,-7.325935793202916,-963.8519772425044,77.96586528951215
2012-10-31,-17.915696683399947,69.81670042843507,-3941.088312113842,1026.6207614655425,1361.4585283676035,-1546.2324530492235,3629.415917174617,850.1078810340605,-2157.265145311585,60.28661332378,133.2420771905912,9.110051977482597,225.94190418918637,-1.102633962297454,-48.42630691755964,2582.4540656075533,5.363782724161865,93.52033392893782,281.74480920756287,0.2960486596355576,461.8677199154545,0.0621277798738839,8.296988498993414,-22.585581469694944,-0.0775359058011844,-28.19513817542884,-2.8060171379721623,-2.941502171882462,0.2176918419575741,2.8803520943945387,-134.1037819517287,111.60580194920963
2012-11-30,-63.63630037376193,-46.18706026109535,-3655.124178037664,1483.9617685175651,-220.2977487788318,1371.257274944065,2019.0535603774777,915.4826060956598,1297.2644721258969,-227.74794757751727,128.7298735455742,1.5793585876848493,-498.5543982114495,218.42310454383573,-47.85471786714909,1262.7576721550686,153.61493189824705,100.17852771913796,542.3593304478472,-2.5622643857584464,7443.714643120195,3.3813069123971538,93.03646954681813,-38.371905022228816,-1.1192639764009655,524.7250457867249,259.49351176640494,47.64830040739196,-1.2295686101769547,-27.84886436973943,-74.32999622184798,-17.915696683399947
2012-12-31,79.9218107207973,20.200961531190885,-4229.981821635157,-253.64135994380672,1036.2053194592324,-218.7350066373937,1471.2997609548436,-602.8718462540171,267.19182030661983,-364.4044905260274,124.065501476531,1.3793738125062216,-415.8260176373289,514.7451407535209,22.859787686935647,-939.311969133023,-5.633313463685681,-800.6148446485531,-20.933948039599272,-0.1865156824372267,537.8645490440649,2.5849534151782656,9.749508944691344,2.872773923839077,-0.9289657770718732,53.53495443224256,50.47553262301608,-4.396413750395482,-1.916428284488632,3.270924804926153,681.7981286723852,-63.63630037376193
