date,excess_log_return,illiq,rev1,rev2,indmom,log_Mkt-RF_lag2,log_Mkt-RF_lag3,grnoa,chinvest,pchgm_pchsale,RF,baspread,log_Mkt-RF^2,coskew,size,mom1m,max,r_sq,cash,cashpr,ep,quick,oa,noa,pchsale_pchinvt,pchsaleinv,rsup,tang,chfeps,chnanalyst,disp,first_lag_excess_return
2008-10-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-11-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-01-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-02-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-03-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-04-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-05-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-06-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-07-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-08-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-09-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-10-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-11-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-12-31,18.4509820329541,3.3537949322298903,-119.70702930567911,172.85303797796934,11.614542566282696,97.46626808293895,79.83957012072308,276.99625220262084,129.4584999147894,-86.06008136140476,0.0,199.66107277303797,0.5571959378026202,297.42142837510727,2437.526683421884,247.4830618526777,700.9846060709283,0.0,248.97821759849475,141.42167629264625,22.80777888452794,3430.2415919238865,1810683.340771197,1194367.0755647505,389.7630601426732,442.7281734932824,-341.3604428505037,1082.0670592572883,68.22678322906297,-30.726955994058272,2253.3283737405604,0.0
2010-01-29,5.993123788561126,1.804771100646008,61.649321250458925,-121.24702485047516,-28.3421004557102,-64.225014377484,97.86415202808791,152.35421990377094,132.4315249111106,-117.26331049647652,1.906999481236388,-37.06905628982517,-0.4168752678393782,-61.816277754738536,9.950650130365377,102.6329476977333,9.168160506052004,0.0,24.811480913100723,2192.5472259217518,5.755551652798157,290.7893684870428,2563.0596024189144,-14010.301070733462,-38.09892205500557,-69.4202110956873,6.586213009639266,19.76117961927048,-26.359386528738995,166.16565381888475,34.35700350858497,18.4509820329541
2010-02-26,8.730650105540176,1.880647771994579,242.15076750878592,61.37377983233756,-13.825140105468336,134.57942603912736,-65.26676424597609,154.2287156643383,-32.01800991647412,-17.185081905445514,-1.906999481236388,32.54522550870382,0.0999566817735554,-11.295677754531084,220.31743673837357,-100.37259366416134,24.00181444250052,0.0,5.687420806769239,9660.991842347528,15.671353054655146,148.014039851681,5380.100313160336,7941.735470498912,-71.67213421743696,-49.54737623448744,51.87635198321885,14.048724336845908,11.19854796953937,493.1575903777831,-136.69630902578956,5.993123788561126
2010-03-31,18.31905342846581,2.8341651055013988,69.50178115584298,242.5771045179882,-15.965134037753026,73.44764094292151,135.1988017239458,-315.48897719880506,-45.55666424610288,-0.2248555259475377,0.0,-30.86352203317037,-0.0086185027183698,-88.34118128474441,39.85391227836544,240.48803551621236,6.568531368887875,0.0,36.93294231140078,10838.4407432467,8.798538336525908,117.102666461838,-13624.1496276455,-14312.50321448152,-111.39224893122702,-116.77273831458096,68.16376514166575,17.13844965677208,-123.7578356425953,-95.16735433502627,-1182.7124938680822,8.730650105540176
2010-04-30,21.81780268412513,2.2849959515817466,122.19547863491388,70.0850469697644,-47.154120043119406,-93.12841170795778,73.91422948891724,-303.2488373286561,-49.42506818295309,3.001495872894807,2.0786034181794126,-4.383509657689928,0.5464429437160028,-0.3649657246364199,17.200795636838393,180.3590745083496,8.568970909280438,0.0,16.89316223074485,933.1672590222915,0.97684649455649,84.54796084340751,-11878.08424188546,-5251.863185159629,23.715805669787528,31.074652058084865,54.40877850296778,5.936019985540497,18.467028716455424,18.17698683538913,941.5291437680128,18.31905342846581
2010-05-31,-13.59758273431506,0.5590234062853296,241.7086016389813,122.90361639062743,-86.56167015393295,92.303795987673,-94.35410993437831,-570.6285975504638,-64.6629464922667,0.2835835100343464,0.0142040105829024,-34.91673851688995,-0.6960498863028255,8.389629065113155,35.862773899476,62.337536785756015,-53.0274346268078,0.0,30.73235122584896,-13930.406083210471,-41.02218457342151,-138.27325677021372,30992.67079962627,15919.60142616136,-287.85222334811704,-291.9864166177394,151.9223131781278,21.361579092406373,-126.18913297662228,-492.5489968943099,188.1134545568368,21.81780268412513
2010-06-30,-34.435036351348245,1.6764319484872614,306.26804917958714,243.22742281881364,0.0,171.68853877098152,93.8225719516887,-601.6435588400113,-66.56329350929869,0.9796976079264526,0.0166874035787714,148.83287246200848,1.3425409895699243,-62.72173097192472,45.425037694237744,-241.71050948582345,-88.61970560760994,0.0,10.851168460418478,2531.262856112675,-4.1027545099219225,206.38816638863543,651222.8611487057,475676.5910639148,2.117498154224222,2.1239095174901053,-0.6346450586485446,128.43513490094415,203.28181318991028,-59.05692380866253,-1304.4804507454137,-13.59758273431506
2010-07-30,2.1210202568778618,1.3870348277465183,-177.2907683917004,304.39841530611494,-60.338231634457294,55.0244323492435,170.02322765085438,-605.3684782052754,-53.408338305717336,15.973086355413418,-0.0103650480591195,-145.8660448410647,-0.73525602958913,-49.1720026973092,-27.218425101398225,-573.7431971178501,-6.19730545668358,1116.502417436789,3.098135125634542,-747.8160264533544,-5.392152606075079,-267.11564392610126,-40019.42048605718,-29486.07595683704,-35.95063663708666,-38.61780740232401,29.118869201798717,-11.328411307772283,-60.03309502653443,0.0,-39.89877614918976,-34.435036351348245
2010-08-31,-19.47759482198455,1.1677045679784566,-430.8469509170427,-172.7858833564792,-6.237732100866573,-222.8238912666476,53.68899863308625,-135.75849581344556,-31.57697534881449,4.305214585317529,-0.0261602912031406,-11.23281566186995,0.2411564604029119,60.31157869825023,-67.44389333867139,-201.7959437098965,-64.61802652516565,-13.876639970868156,-30.26351271861614,12830.32718987147,13.181391547164877,-56.904944385500585,-39874.74160204828,-22470.46227756329,-50.79521761445591,-47.16301743593772,34.29145822877542,-50.522877726861225,51.57890327854294,536.6301650482238,-166.64410813481982,2.1210202568778618
2010-09-30,27.88437447281369,2.1142997792415024,23.106088296442707,-434.31827476831023,22.504866035409805,-155.5604002172684,-223.07921042468908,-136.02035713105084,-43.87473095065288,1.6587866379217855,0.0015928934700455,42.760234246902215,-0.4350270513877922,-150.36621252533803,3.1068998158252725,-564.2948606606609,-112.01293722284736,-3.948936954338933,-0.4529063347467286,-1309.2664627029662,-9.5616646057957,-13.08592154345115,-4104.2759301979095,-1705.29912506626,27.885121475108548,28.279606473658475,17.787152072235735,1.9682442353657732,72.87305921979042,-515.264948606764,378.051546207697,-19.47759482198455
2010-10-29,-4.4816059319969845,1.1996289982555552,-253.75328562688628,22.784902879264138,30.0325327841544,179.17572344685092,-153.25515724815438,-95.44220305404971,-34.36406349190328,2.475401556057191,-0.0150286191815216,-30.526977467604297,1.2141923434958464,20.95962247525282,-40.227273546938704,556.9461805350586,-37.67430135903908,-14.17498102221748,-21.027571861139503,2158.340846672181,24.357961252023188,-108.74032135854168,-17065.12487418158,-12683.967008057982,370.1087740817943,399.46652795543696,21.81116374078876,-15.172324938027032,46.64614449578836,-0.8938781544749475,-197.69887969529748,27.88437447281369
2010-11-30,10.124233585857109,1.4104007543052013,375.9529103577824,-261.53289096135734,22.62701288439612,-133.39856663666183,182.88055852572845,2656.765990941921,26.75557662488472,24.550511272867173,0.0209454070704055,27.70630182795412,-1.4082490020132044,69.66091716505284,55.29790831060882,368.94422333237287,52.75108859153778,68.68438254974717,39.89478513260861,-16209.303703535494,11.02787091332987,99.31789179747148,55032.29804283241,18580.886231155368,-57.600607571665904,-60.919971754827486,-13.73610746743438,53.584904714630056,104.98294201650378,-216.5099759192605,-130.92092767042595,-4.4816059319969845
2010-12-31,23.42677052266991,485.5761688480761,-56.023955399085466,373.4432116186418,-3.084474516742881,247.81652764974615,-132.92412972642015,2739.5679863501887,29.207659308960583,10.88175738744611,-0.0037382335502504,24.96300234039032,-0.2939794558426237,-5.774178549561988,-9.708109566714027,116.81242622973534,-1.9510744022380209,-50.39950661611465,-3.427211843018995,-95.3355246181036,1.9788712303609088,-27.609957376134844,-4650.098760251887,-3688.138892222196,51.57133286712445,50.750728068712704,-3.983229607606319,-4.801104123978121,-182.15295872568805,572.3314314742756,543.6405525575991,10.124233585857109
2011-01-31,4.1035539017478335,0.8976551340035995,141.81386841073046,-56.78539923516519,-26.979955015567125,104.2863381202247,249.632308854804,2695.632230836532,26.069904716449635,-12.093567089672993,0.0071792398320047,2.2334123324373536,0.8994619310506069,-114.76307659564765,19.92935645000716,581.5020681727693,19.861240607296224,25.146187488675423,-1.3390190086674352,1269.3407866908456,-5.840075255599416,-19.80882704352416,35267.585333677474,10212.164073206715,-178.66413617906343,-220.6239135673515,0.4280750243928963,6.709207247637323,-169.8518849783179,-9.782823179402612,-204.146348462363,23.42677052266991
2011-02-28,9.644863788230062,1.040512898471782,321.13349405508865,145.14626988916905,9.7916811155302,16.674440496227188,106.10605906945672,2766.558253651644,15.83669709590205,-20.55226140765608,0.0179945236387393,-10.566880665259331,-0.8252971248370903,-3.2237958562480173,47.80880943881539,-329.3604933632661,11.375469768415542,54.503770361884335,-2.8160215662252317,1406.0830445070114,12.21577649943464,89.20130914001265,38499.58994765673,34491.567320866045,5.756016724509713,3.9640110122570102,1.4705465887706597,21.601686654433703,-9.512159176580823,-1435.1166145212003,-195.17122183821743,4.1035539017478335
2011-03-31,7.326396771123599,1.6093959398350173,47.53114934220648,320.3868054868237,-6.0587799219069804,184.46347350486573,16.72557537431362,-32.36519151610643,17.52788968145697,-16.500763119310946,0.0041600962510908,14.421448723118344,0.1662032401101957,13.897113993513315,8.54888102525274,199.65361104972328,19.177521879676878,17.285161765653584,23.65455041273873,-2245.111845478563,-5.326840834357583,57.240696514070805,-1075.34106328059,-8763.317513016751,-46.08017964406975,-31.27771693719861,-5.029410949742569,11.640312248262717,23.127425268855944,1283.2510675277467,-63.19005388408277,9.644863788230062
2011-04-29,5.616091700317544,2.703588767014506,139.3088538903579,47.28576602067549,17.556121892873747,55.47621839775695,185.74621568480904,-51.69705590427977,9.610104991853529,-4.764200588503165,0.0068628589578896,-41.58025299976862,-0.2433486090552147,9.709659429665765,19.44473856550485,-36.77222127389177,8.441011802418245,11.72264545403209,41.0050370204101,659.1113246172044,3.785054394302186,128.4823139680484,5344.913290994708,1973.251926842844,2.42035671334099,1.3463797236214177,1.9764698205659956,-2.577304349820679,-8.839951127943067,10.568079274344854,41.76906583518348,7.326396771123599
2011-05-31,-6.92379602326635,1.8718966745005,102.0740598940306,139.20149779220523,-13.811245312750852,97.07876790150829,55.76172670885644,62.07891689777742,7.610773764136079,33.19628170191558,-2.11293765956723,-20.59427855256249,0.1686662348711901,68.8441062149361,14.490875090289592,-243.54842720282213,-29.77899829771337,31.194761745270625,-9.879872966073036,23909.09975954016,-89.43582127699193,-32.32580379605679,49342.8830555426,29642.309582066955,-128.30996512065184,-108.50838082653684,30.217544572591905,11.160704374571878,-102.90802890293654,1254.94139246862,172.15792888310875,5.616091700317544
2011-06-30,-1.2521583489857395,1.719940828257565,83.62499466427579,103.3691904876164,35.6239568681212,13.035984555174975,97.44037772563476,4.404609833917123,3.231098879732241,28.316438629958103,0.0,15.614088676181185,-0.1384469846594862,23.63265728922166,10.542121967883304,-133.0244116202134,-20.161514192354844,46.4438433667201,18.60222214951989,-25.88676785563439,1.9713730706974104,-53.96340791898456,-15600.394618515857,-12458.929156640776,41.24841110616481,38.901386822028485,-0.7187069144693794,17.73677127476799,173.72517203582962,-506.8855453379276,-220.67130510171685,-6.92379602326635
2011-07-29,-15.011873701964388,23.2221722449542,-92.22954642267688,84.89767540083571,26.16635700544454,80.80610318665296,12.971365723775214,73.90660277092637,16.32499482196102,2.3666953653982503,0.0,1.69112985612,0.0313174763552104,6.721294659849111,-14.081276846471155,-140.54538160926455,-0.6868078971655791,1.4405066241174609,-8.179903706571508,-5673.981654310988,28.44359078089524,100.83364451748866,-11903.196471306495,5979.297645053593,176.61921363370368,168.8114291923504,31.478782956261995,-5.412881823623138,79.33270438453906,-9.849637400976462,22.02931710892301,-1.2521583489857395
2011-08-31,-19.583067129681613,0.762916754304212,-0.7902350774918894,-92.03978083721964,5.680302309289803,-36.09030647578755,80.72162496551789,-237.70677924857904,-1.463683494646543,-0.7749881019732747,0.0,3.128954532235269,0.0536238264510369,226.76641048105537,-2.9550799699554773,-307.2170080456675,1.7065522128103223,-12.600204367758352,12.447949810321916,-15260.930335662611,81.53926738992631,169.39433820008708,28166.71496468876,15658.111403456423,-141.01275784446182,-149.13654923221603,-1.851940946321406,-21.64851268827374,4.338201972997702,-183.41981340855196,-37.91024009012381,-15.011873701964388
2011-09-30,-22.02994547553998,11.689374445950536,-201.40115135590003,-0.9421428051444244,-1.6568161782191433,-49.32505584041123,-35.708997100864444,-21.38868300382339,33.2697318445491,-20.009479325225225,2.104176308722141,39.14676668932944,0.6830544602501515,318.7454268652715,-29.83329940692556,-343.7968310732061,-4.238640274621332,28.46318703962538,-29.28644706799776,-353.7873258045547,21.50819636025928,-118.75620451894248,-1884.2946617254056,5194.405142081203,-260.7149574927727,-128.81793630025535,14.790826211316784,-56.88251620485153,80.37421163383625,-1186.0383102849144,-294.9623164740963,-19.583067129681613
2011-10-31,38.019163355720885,2.5940175925870537,-259.174090278198,-198.84101322121705,-45.51147862454925,-65.54299048155782,-48.65986238512272,-95.947085660928,26.990138647910012,-26.537487764324798,-2.104176308722141,-15.021715392280669,0.4996710179302582,-165.9768776338741,-37.67747920307329,-184.54072254178985,-13.053810587008511,15.394136396108706,-7.119244307442557,1231.9342210715697,25.37870711421442,90.5209408122846,-50651.089927714784,-35804.002138241194,217.8821166616381,227.57931304109928,-25.511091991510725,13.644277488445368,-38.63119231341767,3.362284211611552,-87.55923142419113,-22.02994547553998
2011-11-30,-0.9302925763212466,2.1594600198411773,-270.88038576059125,-256.6669120844143,-59.17389336149002,-167.51098491041805,-64.49689429086223,-130.72219363966812,23.88979101140297,3.790148973729581,0.0,57.48105946863501,1.093291531766598,-3.2534178885908887,-43.98961038311518,521.313985950744,-71.8614139495125,27.500467290841925,26.39421241481313,-10697.617530769316,-85.35571142269947,-11.1633458615388,-72716.3079513344,-75240.52145864652,156.71640524750256,144.67589654343817,5.360528968124967,14.369794013256296,-66.94113411683801,688.6272868054346,24.81509057011749,38.019163355720885
2011-12-30,5.716065921717456,200.0601327660696,519.1905441762714,-280.7022412569276,130.87038441909732,-219.98607546170945,-172.12804611514215,-338.9967779451939,-5.6617909507401,-10.792280724762229,0.0,-37.96058187398259,-2.393975487466374,328.49461459470194,74.75489519739403,179.5666329284529,102.85581215557625,-19.0974908217172,15.605285956229125,-110.56521881154733,-17.384022381265375,98.04520610568125,59225.78524924349,36389.579580560094,286.8758842240356,156.98795043440077,32.59818493969118,38.1081734260556,31.65479134807447,-359.89768299484365,-31.494034495014372,-0.9302925763212466
2012-01-31,15.365758922611745,0.8984632020987187,-14.288254838014666,516.5852126487391,-20.06771623675551,299.0667476529687,-219.58165488224543,-365.1680258112968,-8.350947053988975,-31.791571804816925,0.0,-55.24004325564445,0.0097582115731862,-132.08993474475562,-5.123464122302721,340.27743502771085,-9.346033105502327,-128.56242540793346,2.869493812505482,1348.5453339720752,-14.880147021146913,-49.50678059843631,9036.516113577876,1081.8078125759494,-158.631092451813,-184.8834605795088,-25.07601155862389,-0.8957848424245185,16.391764435361296,-203.5816097153485,126.51067655132005,5.716065921717456
2012-02-29,12.530253374260996,1.8676642014046096,78.22842099815983,-14.696081606278494,-6.868113121515483,-7.825975004277732,300.06360596873475,-367.9114813064427,-2.926377385007954,-48.90421908279553,0.0,7.401534834741483,0.4988915553861973,-470.4095390419899,9.272392656810553,490.2725614553985,-32.21851679045312,-38.79901878610167,2.959175469240108,112.60805392312614,-0.5723861554851624,-5.625159457977134,-533.501680190675,2841.9366536038,-1.564593927845095,-2.10334057019827,-11.834803517921417,4.793364063743411,-126.24692246362858,-268.87057149781754,30.46094772416575,15.365758922611745
2012-03-30,14.575798438286188,0.9423991360908311,208.67455159802657,78.35812322420327,-32.285272669903456,20.786927099165144,-7.905462524958716,-44.03210197331313,9.086895246189208,-44.71712447799519,0.0,-2.2733147573893007,-0.1149867969922081,-46.62497756757787,28.348637909767604,-349.73109873916763,11.385444297950244,-30.488277842724983,16.040500742575375,553.8033574704232,15.68555661566539,68.44208311139028,-29016.98579439521,-38729.1114921025,-226.016855025602,-220.65172393314012,-59.36453391078757,24.088432686626675,-33.71329360288268,557.7809469097685,248.34200003658907,12.530253374260996
2012-04-30,-16.292922148265873,8.422398182247528,171.96243491109033,210.6971329942401,-3.068981385418899,140.13576789753384,20.97149208358579,-69.15540565657025,8.285612391553279,-20.19272597305233,0.0,0.2398391474415291,-0.1962100645909935,218.41007606463825,25.033383207186944,221.24555334698303,3.009489934408066,-89.69387798203161,23.268534409700067,125.89171887686824,-3.373313054471181,98.48652041881178,-176.51055322866887,7809.218587320298,3.1599490106476225,5.103068864407678,-12.466152614453364,5.410167100534409,48.20843938662991,2.5029118840101887,68.27884595495516,14.575798438286188
2012-05-31,-11.72129677082026,2.422022128743524,201.19160520305928,174.5931113816666,-49.71052954268536,124.5241228327165,141.84248981370672,130.33065305204195,21.09620052957785,-2.611348645010596,0.0,18.98555318716393,-0.1835433580405374,-241.91750790181743,34.64282784795569,-309.7783324433541,7.408099819271513,21.766784709824837,21.21811692409034,12348.48531409635,-5.6193537425297455,367.1526271327866,114342.66753582236,106377.92017729885,65.72550174769549,59.24940662460402,46.384795370519726,25.325835986923263,44.6249689604896,-396.7578441695481,-157.02449203711467,-16.292922148265873
2012-06-29,-12.441915367904157,1.0244653575180196,-230.0157913374404,198.81606634875612,5.735262974220419,87.18269818552541,123.12148864527356,123.12486476677,18.088558818676955,-1.9576344690366136,2.124212955119262,0.0083334616409445,0.851585983483562,146.01355056143717,-32.43006694791893,-366.659507840794,-21.850523948796933,-66.10534198114817,-3.8631715506713817,-438.2053990252316,0.1843426046628833,-58.609573105622985,-29297.76345306821,-19992.094950354192,-5.753490082183273,-5.644570256441284,-13.55572682472294,-13.590675833809884,63.57674890853564,-175.59828535277518,-180.05626550235843,-11.72129677082026
2012-07-31,2.762033730140512,18.07454776662989,-153.40587987290232,-227.3520123893948,77.08639601916633,-24.096122539807183,86.45078436900452,183.775835959264,16.50682841955611,-22.55830233721321,-2.124212955119262,-2.628556692898769,-0.559082262299063,45.48061520298498,-23.89829527861093,-352.17125257361573,-3.782927901842072,60.49806091662538,-18.14619127336101,-1857.3129196758816,12.856193589784391,-273.5281858712642,14580.23276021192,4712.361247094814,-93.47274745682326,-83.21489235371322,-38.97414400686192,-20.78827611145698,11.243563678731036,368.652130248428,15.242130407644597,-12.441915367904157
