date,excess_log_return,log_Mkt-RF,rev2,rev3,log_Mkt-RF_lag1,log_Mkt-RF_lag2,log_Mkt-RF_lag3,pchquick,pctacc,pchcurrat,pchgm_pchsale,pchsale_pchxsga,sue,chfeps,RF,baspread,idiovol,coskew,size,mom1m,depr,quick,stdacc,cfp,oa,currat,saleinv,rd_sale,roeq,salecash,sfe,first_lag_excess_return
2008-09-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-10-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-11-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-01-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-02-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-03-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-04-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-05-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-06-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-07-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-08-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-09-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-10-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-11-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-12-31,14.185761614426312,11.119647196335434,53.36050048961339,298.5044558797513,-75.02535571445269,114.32138846160588,93.64645522912464,65.96126401198067,-22.015121101462636,-60.04753362001138,-55.943449160948745,114.82182542252876,0.2230578748646319,182.9008578122619,0.0,178.62544983184708,21.83666571665385,-48.87624154815335,2859.055141250263,632.7925036719697,95.61735523203356,3949.691756999741,1.987205580817268,591.0698956432439,17047104.237371285,5725.1848598969245,7094.632336926845,48.9510973880111,193.3081108447579,19916.617920837387,32.20691206127647,0.0
2010-01-29,-8.370156045616692,5.624650612042026,-41.14984853224566,54.38315787167687,157.48164264246884,-76.37361479329515,116.3758252374324,66.23866457343105,-22.42569872804556,-52.407720573871536,-56.269935468988216,87.4641464210556,0.2343107181708245,-75.79929827689581,2.073528519648689,63.89206608103089,0.28975980233783,6.94534568965161,51.37925724435263,-100.1130020975404,2.027195169644856,51.34696660340387,0.0363776623247471,25.891000209943968,299849.9442406334,76.23132853555398,130.04221338598745,1.0633893754871266,9.87161657775249,262.00173445967084,-0.458920147575327,14.185761614426312
2010-02-26,-0.7944099322765827,-7.532959594377109,333.64867779875937,-42.25260001898402,83.59831739785571,159.04712419435037,-77.13282382238087,282.115157116543,-10.761939198383688,133.6806067449359,-32.103961750457664,48.70116842795836,0.8848377563298842,-60.27637061962599,-2.073528519648689,25.250199373629528,0.231322395702449,-3.4981285520940872,171.41916496014073,-182.01557714764152,2.904630709642305,218.4448434085016,0.0567085973538636,28.04562245725253,149069.76010655984,253.8404074605396,153.21091448442985,17.434672994395584,-5.426044730505112,-1847.1075693517232,-3.854165976226693,-8.370156045616692
2010-03-31,12.076702490622718,7.346854867676192,209.8054733922037,331.07644594635894,-104.6376270013432,83.04887234206012,158.146535932997,260.08573740754645,-8.555318423939495,198.47972437857453,63.83737407573536,-98.54688763495284,0.7240204164570999,-220.27393949895887,0.0,-97.37406758631776,-0.0846339684234713,-13.666873217400315,-20.25530244906122,21.091779713910967,1.3536761601674383,107.3411062588948,0.1461145543114903,-18.66603392511695,-574816.2574187331,149.94940791084264,-336.07816923026803,83.81511428467961,-72.23015450347656,-4024.091071220604,-2.217887749885626,-0.7944099322765827
2010-04-30,18.80063566979968,13.441464010609003,-154.1386506571528,208.3707087956901,102.34445090390356,-104.61779462515412,83.03313176646066,252.0736966351953,-16.254507521719002,194.52729307025328,62.22460806390083,-97.04280554548758,0.9037816317228212,-86.85973312047241,2.196919704697466,2.895071616407364,0.4575898713671513,20.67317112408187,-0.580276619338747,-148.19046654665544,2.366195375281535,142.7774291059104,-0.0487739275842198,15.98685393108451,61923.72026985139,244.83075011825167,649.5566963895762,0.8589397077789158,-0.613415752752374,655.1404966852551,2.1236580952044832,12.076702490622718
2010-05-31,-12.507549243124728,4.371342728939601,-0.3817351982230512,-155.39391112668824,189.0508316493332,103.3105376859557,-105.6053407760413,46.469352302006925,-32.16163239577884,42.310974965846455,63.32324246064815,44.354540355586096,0.5106425281232873,-92.00341652318512,0.010755368878887,-3.044933761324046,-0.0363997727471563,-58.62641074911316,28.89466881908584,41.17210578071166,-1.1948088366606129,9.356551214558747,0.0921794214152309,-315.94048949479264,119014.77577302603,10.169596699500287,-122.23040465328177,14.371555255641653,-51.39629948430341,1057.4922144875472,0.3959707517872957,18.80063566979968
2010-06-30,-12.877951367747402,-18.260397178224075,173.98770152007197,-0.9399008092648912,61.92745583093168,191.35328564140087,104.56875886299292,-17.253523089454973,-20.820331556534068,48.9615326297633,28.50880921013021,256.5576331816642,0.5895661890091639,358.1353630336941,0.0143761451857864,104.36462536029704,0.218336048553045,-37.42439809080629,37.632110165533504,-25.97963929540268,-2.038007264946586,-12.081523497138733,-0.0099674119676236,-259.90396442792826,129710.24062032998,97.3394988352702,7.821539040710377,-36.39727237366944,8.335566562663288,-142.84895792951465,17.54695487423466,-12.507549243124728
2010-07-30,11.721348986725856,-12.68913159144969,255.99155480474343,173.07650734993305,-255.0394731499452,61.45128265866519,189.8819301686968,-80.77399444840103,-20.20294096009405,-24.383440481767487,22.23146631714595,252.3202057477452,0.593191802219494,392.6057457607805,-0.0077546155779488,8.896639770145214,-0.1676819384437458,-36.89494351615761,-24.048346430469792,-166.0689656280362,-1.1349312105158162,-67.81936022971331,0.0507013551477637,2.90516237033674,-154943.68129301444,-95.98577727392512,-71.89755793487348,-86.4444569833544,3.230089890785792,197.55535881512333,0.9634573181253288,-12.877951367747402
2010-08-31,-15.460014134899314,14.76838397239042,-182.915111340434,251.9682501996524,-176.3306989258407,-252.8645660146839,60.92724286406168,-109.08478651442506,-4.541325558443756,-58.22737284510214,-28.01700928149193,166.63738585642284,0.6140698608179121,393.31830546788,-0.0099859512548863,-61.51248403003683,-0.0197578177227875,-24.87552365740848,-26.46577181992961,5.785170795292103,0.0047295481796965,-83.60141728740109,0.0201074491965496,136.68487263449467,-337273.7689256929,-149.31001875970378,203.38257471247653,-4.146707349075136,30.38256545399237,108.65806420633272,-0.2749166629901367,11.721348986725856
2010-09-30,16.99033562644284,-10.811195014983149,-165.19963825348964,-183.96339280961175,207.74518198543797,-177.69159750131485,-254.81614353223236,275.50811781926564,-101.24959570122228,99.8002791387032,-13.412218376088116,16.107720468109395,0.5624634630469828,538.2549566548968,0.0079174333410789,-9.185307402598426,0.1294170952351407,-35.278794165804925,23.74814281996396,-448.49179225741625,2.346118552923272,305.56900232458975,0.0856745564946446,77.24485238499074,112125.21243753284,321.3658520225199,346.82690286920933,1.317170553376272,-11.311021483082484,-2156.906181291132,12.272027995296868,-15.460014134899314
2010-10-29,19.0546406448551,20.04135212095797,181.77303508043096,-164.25791857970106,-149.95256202793,205.57498470523305,-175.83535314499733,297.0250887673922,-100.06885950926576,125.70553826525904,-15.011147478936056,46.96089159854704,0.5619465663806755,531.5853244533196,-0.0125619082764516,-31.04290881404623,-0.1837991410884818,10.236276581006791,-32.39209510320825,422.0472947731767,-1.2164734837283788,-46.406809656395126,-0.117612852713739,5.058108041141054,-128258.1408259701,-62.605900226754784,-110.81862369014198,-2.0945737692007924,4.167910806069941,69.1334406786682,0.7377658333270105,16.99033562644284
2010-11-30,4.0841933986183285,8.418512473204155,-200.2652806724865,183.28937240568973,282.5732929294668,-151.56700565050716,207.78827948679836,347.26796942107603,-103.11921354803088,185.6612171797997,-12.820622006559272,-42.23699802138383,0.4833713101713691,555.5317630766403,0.0120963394488282,69.45094879418889,-0.0020416498278876,-83.05458397435117,33.03536305654552,416.84167857346273,0.3653137882224655,10.784460150644009,0.0033896553744154,23.89913406249633,527745.4730242658,53.83775174870243,-23.658460498420936,-0.0624511083329437,38.87615471704204,823.9565746554981,0.7807938261781473,19.0546406448551
2010-12-31,4.727277119283864,1.3320349201878814,239.2966397668521,-204.83659002474116,119.533008440657,286.12857081051453,-153.47398991324286,-17.839239606394315,-12.430314068813567,-16.499929369105473,-51.56801658081743,-75.19755113616961,0.3305372772029972,-79.8004183909331,0.0151730860866079,33.194296184184765,-0.0168210112449251,-59.29087141046273,39.02144155522092,-132.16758199773238,0.2768189067453903,-7.407278311232403,0.1299190196253503,62.96856634908795,181514.66050686687,-37.43325366182216,-92.992354807041,-14.290209992702074,27.96499098875532,-606.1476492927177,-10.78574218046365,4.0841933986183285
2011-01-31,8.05807480113015,14.71276939303199,258.2485526132764,239.45443483974188,18.82735778463817,119.80592318348668,286.78185232946623,-26.480173536467056,-12.991392284167407,-25.872197439889216,-50.59145736984519,-105.87248834168102,0.3232716429279385,-256.13275277777734,0.0033329494466718,-48.73767891938616,-0.105210676554833,17.687181125219126,7.170181196459907,285.0163844509283,0.2962231594263187,2.4106766447739574,0.0020824331907247,12.956579570720637,23733.837636701763,6.827276895880459,-0.7315933455811319,0.0130031446041201,0.6175614169633548,-324.1317112243578,-2.6728358672209467,4.727277119283864
2011-02-28,3.1479362113754235,4.398700715746509,47.57601271792642,257.88146458435364,208.1528096244215,18.87352244105163,120.09968714884644,40.575003757273706,-12.67346696182017,35.635355162469544,-31.114918806258068,-230.307162368314,0.2173048346516857,-268.1032091014402,0.0022767068988565,-8.466454092788894,-0.2565234635001552,-47.39399869349097,7.717944581449956,-116.02698322345498,0.5645817039069527,109.04174374053493,-0.0170186136451562,30.064827290314497,97894.83171961828,185.15668600265417,7.673144408737244,56.25771060368909,-14.16380285247402,-1024.225328313294,3.0925689078603824,8.05807480113015
2011-03-31,4.963258490047814,7.676052678246941,78.30965735957386,46.28489510868273,62.48571683565548,209.2155120119876,18.969879234870927,51.874970604400886,-16.377092103617372,67.74431870792611,44.996796827055135,-287.89347207471087,0.0514947561794875,-229.21215434403263,0.0052778910199968,-33.105051269349104,-0.37167039187716,5.435190877417711,16.10921541542666,-212.5140125663592,2.0051265059960173,68.16286603006574,0.0487977681561382,71.7922591804383,12782.132892932745,124.54024039579144,-182.25452445363223,90.9265605211028,-11.926990835905684,-607.8208730723054,-4.22141488902102,3.1479362113754235
2011-04-29,-1.7745220787703615,1.0278505601784165,127.13620239666358,78.25793781441234,108.9515146858742,62.58139362248011,209.53585830801907,-22.19631789796651,-9.339181240204033,43.215310763034765,16.530231064141887,23.930819590642244,0.0996063010003188,-66.84176633480448,0.001995797794422,-29.18273577242124,-0.1677953696392151,6.279546610562647,4.85604205908021,29.343181084148057,-3.3434415169556786,-414.64812885742776,0.0283410966046,-19.480807125505294,144468.85676994175,-365.7347632862429,27.822082559825503,0.3062481030291906,8.220808164251565,314.5708730000679,3.940632688957315,4.963258490047814
2011-05-31,3.528621967787789,6.412205254664654,42.62629654174295,128.7005640198267,14.6200490691612,109.28082168529852,62.77054648568747,-53.5640374320405,-8.837881428066062,-2.3016784629676152,-19.7613582046451,167.58118156960325,0.1260427733965132,-111.86176265667564,-2.239818947689315,-17.856342349693563,-0.3877618432260377,32.696493272312296,9.600387824624704,-94.8161634200534,-0.2929692193182234,102.4205988218,-0.0116638042012535,-252.8498607244424,326195.94635276496,120.73817636991316,-197.54667261408304,-10.672709597305072,-24.19620350728789,922.432589541424,-0.283300980535607,-1.7745220787703615
2011-06-30,-3.147707864413158,-2.8660433037719075,78.58122822918189,42.52260370882384,91.04080347597872,14.61428668259706,109.23774944008107,126.2188949952754,4.997714404451797,124.50408580749225,17.84460600822672,-767.1188244337683,0.2446317436945009,154.7063103765117,0.0,-8.736975383657978,-0.4088621295017773,72.92266826399936,-1.255698358333575,-73.80170157245087,0.9728599050026788,59.53589983583515,0.0177722850613712,-164.47577313785752,35803.87292209268,88.2142523669836,240.13972562053004,-103.9796427599561,-14.00023048730877,2310.1833669139032,5.902431763717345,3.528621967787789
2011-07-29,-6.847872660208794,-3.9628329480911457,-19.44991042689654,78.57470494053692,-40.78690569215435,91.2263049634905,14.644064230850576,87.29010082034222,4.949537602946456,85.98350469428665,10.35993759974796,-740.7118731750184,0.255091110568064,209.021897690082,0.0,29.646248081195523,-0.1362377708298545,-33.23998712030027,6.488911849441138,-92.02791277736588,0.1194982477355068,-11.29245597578756,0.0117320496198654,3.9751345807706,92821.69197753444,-9.89073788267524,14.14883815256144,-5.194283602884632,1.8732361637202644,645.6484259595945,1.2629629127092985,-3.147707864413158
2011-08-31,-13.179663923237335,-5.332323299974103,54.07255054919821,-18.851299703238286,-56.20789836189306,-40.69184809733383,91.0136937593054,-29.131920613729584,0.2367869042004062,-31.802958035912145,26.803041843510307,134.917317633661,0.7186822656479116,204.3333452240418,0.0,13.985822699076834,-0.46191119606857,222.26553937822965,-7.437219941823969,-183.8024571397688,0.5697479406144055,-82.76530195026407,0.0571859342840062,84.61339863132964,19560.18837686628,-141.39017263610276,222.5833046268372,6.970237985033698,-0.428778945639749,-263.7687489231448,-0.3874262471584657,-6.847872660208794
2011-09-30,-25.914308958711302,-13.823745352456315,-48.82677875205966,52.85886797502741,-75.39770341963239,-55.97611347297206,-40.5240468493579,-17.076560575441498,-5.317130750501914,-40.27396295737295,53.669316013312304,117.53489530980605,0.6004891095530297,238.09304588861207,2.238204323566181,-24.525813030419613,2.254398163115816,374.627193860191,-13.128617340529216,-155.81117467859457,-0.2754634619979583,7.90297370123335,-0.0063037311014122,26.692149637402338,-19075.7084732838,-4.66230138823903,193.5139359091463,0.9545687025970296,-4.413440734140039,481.1804228130805,20.28823073103437,-13.179663923237335
2011-10-31,23.590818727272165,-17.568363778678066,-104.30132466525106,-47.658641122900434,-193.7630650285081,-74.60475460340939,-55.38741924354545,-16.134517999225075,-5.223944235537758,-39.262985167497966,52.8163275519689,114.64612544766317,0.5782838748133898,115.81416916659389,-2.238204323566181,11.59420938562056,-1.1280478213376668,-165.32841425583356,-33.3444570295278,-402.8074879423757,-1.0692399323466333,-47.72930545710005,-0.0298233892333774,-2.322970988136205,-104505.5682232082,-70.39852270251504,-105.03923987457074,-0.6756191089449644,-1.1081885003818854,-196.5374059531423,2.6762496749540645,-25.914308958711302
2011-11-30,10.60170665530348,23.726166602106805,-167.99820460181343,-102.02576863557525,-243.58786402661008,-190.5952592874876,-73.38505171573398,-108.02140527919808,-6.072915972318187,-72.74632681568475,38.186031802885424,154.36867182062764,0.5170574652026917,50.05791194419853,0.0,3.326431202727832,-0.50220900237845,-162.76765198803196,-51.28998202003231,393.7052797744884,0.4221909263585957,-207.2180254011073,-0.002649014718377,126.05955964707545,-700724.6217099428,-233.90809899292617,-100.23659662182854,-0.6561338471845204,-3.608554406640209,2015.020713420843,-4.847308091328941,23.590818727272165
2011-12-30,0.4734063540831101,-0.6241389803540848,-355.25354132918386,-171.64864327012523,337.6312808938421,-247.8966183318716,-193.96664294528625,9.181467563389162,-10.880527516582957,-12.553754014967067,-7.365158894100647,239.55669305814652,0.0719596577886286,-152.33134295973406,0.0,59.71417968775711,-0.2948920792315306,404.25817022466,54.58611459407712,234.42439859084203,2.320592215074427,191.59243847246307,-0.0014134922020558,87.43645468861013,240956.3767683655,176.61830873137387,681.4628893063855,-3.842118356717656,4.379438295729855,-196.08836944450377,-12.370342073451724,10.60170665530348
2012-01-31,14.371561128891308,1.6456104533928682,341.000395975927,-357.13245954591173,-8.845202302763127,339.14282847048435,-249.0064311777232,-0.6992053297966336,-11.472009811811812,-26.92207220541741,-9.903150309331982,223.2917442824662,0.051267105340609,-161.61938334163156,0.0,-58.17157130829256,-0.764624899819573,85.35813284024823,14.059834209544078,185.91994592416216,1.0838255819297302,3.4552129499261355,-0.0283061811469536,17.918621359667668,49629.71716664359,-5.834201169773223,173.30432090129943,0.2784010504505971,-5.639132145083494,-145.4006688360205,-0.8633205857147317,0.4734063540831101
2012-02-29,8.613921843240185,10.99811367679861,138.85575788623848,341.5906273132251,23.26869990963683,-8.84930390444926,339.3000921202552,197.24996339657437,-7.4673507705305,142.41113191479133,-9.163472623202864,155.8072721632042,0.0340393264983586,-158.19489065817555,0.0,-12.068588905282098,-2.4476798674490325,-798.1552934944286,1.4628059858218876,552.0012658931762,-0.6763390801094431,270.0360345982226,0.0080114468542724,9.770410819178323,119276.9887450859,354.91009251377454,-92.55544059565364,19.873599261788208,-0.2691044482600802,-2016.0729563737004,-10.662090678264448,14.371561128891308
2012-03-30,0.1384103993509242,9.701810628395608,10.861297414434986,141.77939615395442,156.90599375977445,23.48117725666081,-8.930111024053202,246.16332045857635,-11.424156498848308,253.21742033881645,-83.53740371469134,-517.4395491509026,0.7394799127507669,-281.6259044542726,0.0,-0.9153695203518736,-1.180305578880077,-5.197092827370796,28.819263131596927,-208.06706682523048,4.774338633703422,68.43082239473551,-0.0012056830748057,32.2535835180617,1504277.519487891,207.4405922818396,-676.3909825449346,22.73379213974465,51.25287829728103,300.0802529219036,-8.305342748302742,8.613921843240185
2012-04-30,-11.01721725024514,6.88602136787159,198.52450525787836,11.907946118279668,138.41031316825095,157.6599215402906,23.59400348737909,163.92930851992128,-14.77005059602293,191.8344844784633,-80.61163765013907,-524.6915754145108,0.7327164789969894,-92.64344123700646,0.0,-36.01250215597264,-0.2333094537605298,62.0771809101949,15.303131730318,-131.96484288356874,-1.3202960232096217,-144.2032048090532,0.0308098390278188,2.194086456314892,171020.8824753873,-105.30266152360493,-435.98314467630007,0.4163770000170501,-2.9098546115423574,275.12754475809925,1.24681875445048,0.1384103993509242
2012-05-31,-26.51890022127681,-1.9197590819418804,130.18265150984172,197.76592117751056,98.06324563607336,138.48725762544734,157.74756715575705,-205.6168234848205,-14.087174348099555,-91.48058830181547,-60.42085264323593,-444.009010699812,0.6052903083459592,-28.95730698480071,0.0,-4.205868117307304,-0.4096302827923299,-89.29042624869885,1.77901973336202,-148.40887897509018,-2.4630211873404164,-109.31160208831808,0.0049940316375671,-221.13064989428045,2809783.80919243,-52.99007579146837,-103.23431315535072,3.7742647723901968,-61.75834762871962,9269.354522785316,2.3537025549300523,-11.01721725024514
2012-06-29,9.545286136860485,-14.313791571620971,8.136512358155988,129.53122852883232,-27.15095374978215,97.4107449925848,137.56578063241653,-63.27057825741262,0.2936476129015869,19.25800367243989,11.377817050148623,-249.1960368948984,0.3507710099348673,184.422154723718,2.240305790378876,-9.475899001499627,-1.1281262121084374,165.0021184128339,-21.305313133309028,-550.7693963881729,0.0656020643039312,-63.30221854339106,-0.0705403790822183,-157.5222621243391,-23097.454773008823,-31.363972844964337,-239.97310630444557,-31.369206563467717,-0.1944030128328222,9699.370742406389,5.182536200917802,-26.51890022127681
2012-07-31,3.8059151846978194,8.471400363269389,-130.6706144568688,9.266944481025332,-199.75102731688645,-26.687806601730745,95.74909033585875,-116.68591065385225,0.147503294890323,-28.78153911338837,10.185421987873182,-211.4000835564746,0.3207476718844881,199.16129995999484,-2.240305790378876,31.891963814976837,-0.0705614710426356,-116.3372683989902,-54.25599673234774,8.281384548914616,-1.6783974402873696,-94.85029457058408,-0.0267784698209192,10.427071781810405,-282816.800648991,-141.966957802063,-81.91892640683545,-18.5188946415548,0.9786546886085858,-343.4229910310023,1.6914381061331625,9.545286136860485
