date,excess_log_return,illiq,turn,RF,log_Mkt-RF,baspread,log_Mkt-RF^2,coskew,rev1,rev2,rev3,rev4,mom1m,chmom,indmom,log_Mkt-RF_lag1,log_Mkt-RF_lag2,log_Mkt-RF_lag3,log_Mkt-RF_lag4,gammaps,aeavol,rd_mve,cashdebt,cashpr,chatoia,chinv,ep,lev,lgr,pchquick,sp,agr,chcapx,grnoa,pctacc,chatq,chcshoq,ibq_adj,chtx,invest,chinvest,egr,pchcurrat,pchgm_pchsale,pchsale_pchinvt,pchsale_pchrect,pchsale_pchxsga,pchsaleinv,roaq,roeq,rsup,salecash,chsaleq,O-score,sue,chfeps,chnanalyst,disp,beta,idiovol,size,mom,max,r_sq,bm,cash,depr,gma,quick,acc,stdacc,stdcf,cfp,oa,ol,noa,cfpq,currat,dy,operprof,pchdepr,saleinv,rd_sale,roavol,salerec,tang,sfe
2007-04-30,-2.4491130736647104,1.1412712856805884,2668.5316058432963,97.2805786961809,1.5245556909612568,291.51403383948,0.010273747720021159,0.0,-94.97652384368313,68.56666851354757,3.2108220583751654,-3.9049788070354543,52.26266780083898,0.0,8.94093386379475,-60.5700597301077,1.5321502413790895,0.9547751305952603,1.8692618756115484,0.0,3210.9440560519038,37.36898639868905,346.49034403854944,75981.39438968546,39.36588857817698,-54.04399010715372,51.08436448902663,1012.957870310658,251.90231244232717,176.8564540675734,759.4890784627231,160.03536429705963,3246.3476712482466,-73.03536211169705,-229.51752630526155,160.03536429705957,15.238781169021957,-25.60028748393207,1714.1423412669174,6.225237128811719,-0.7776440524240495,190.87896305928115,-62.16819816325027,457.9759376339728,388.91949368951435,39.53614955794572,-146.65850632137995,641.6811944599625,97.41195019801465,176.71834096604795,123.23694596489958,25578.920544136618,144.09611325394366,-9823.328765873175,4.564004582882431,-1422.7335392370042,787.0554053263191,953.1289263841132,0.0,0.0,2955.9168355566753,0.0,0.0,0.0,1320.1372702397935,504.1407798184777,291.3470829972724,418.36476899396246,5621.73860716464,-134.11091753079577,3.0275357439228245,153.11061155759236,107.76936608803933,3233825.26421405,1209000.298485564,2013234.995327825,107.76936608803933,7934.528389633723,31.115066019711392,257.27829059083405,171.28791162218818,7841.838711428179,64.47527192675275,53.31548370664806,5857.3083921691905,376.2470647237258,29.631757249327265
2007-05-31,-2.560456506057201,0.5867293708386274,2951.2487449340656,99.71074821523301,7.738326731928114,442.7657344979863,0.2642438126284823,0.0,12.389631180297282,-95.77780716516763,71.03112870390875,3.3262271569856616,60.88668719275155,0.0,-30.475532014520187,20.738741348421986,-60.70705078589998,1.5872196119258732,0.989092173425393,0.0,5375.3294156175325,22.793801621229747,244.56693175947967,85345.83349173299,-234.52085094526993,32.31125352913775,26.69654117422215,972.3553447386169,-184.73829969179616,588.1186804382899,626.830988418128,41.614138124899725,747.154895761538,268.98281827660276,-33.69850164367001,41.61413812489968,41.205840822790215,-260.85420081917715,-7641.813340145168,35.43176555127859,-3.3288734655525003,249.07616723036818,642.9770212553171,-16.66820028760945,-887.2164297082426,-345.91660067378007,-298.0224880069549,-787.5920761731687,46.98695133618581,89.69416622186127,73.46299326389303,142407.35438421599,-631.4992464449405,-19486.575769003826,5.146867660247407,-1245.2269478416997,653.4037738010547,850.3899694985523,0.0,0.0,6.944642110646782,0.0,0.0,0.0,-12.385804000785129,28.64037479745116,-16.576970701942344,-91.29788495126695,1239.51700013141,134.22063357490885,0.263760040885356,1.4084906213442707,-143.67535425868292,-114653.24779916694,-241233.048425877,128690.09330348508,-143.67535425868292,1828.0554974997594,-15.282408115069833,-113.2853115363801,-420.79010546127574,-2588.1717879068747,9.033342761282512,0.7103569319223979,-874.9943198103656,565.5992636283304,-0.7738561712175702
2007-06-29,0.6333333108554331,0.39744606011594796,2530.080731354833,92.8240618374941,7.188126203715908,500.65610669744285,0.228220511924057,0.0,-0.7540205562822679,11.100799217060441,-95.02522956767301,72.19999366121328,-85.31382580173755,0.0,0.15773600442653501,104.98327818098412,20.718006705326253,-60.646355731639325,1.6133383772866234,0.0,5342.517430597815,19.70194533946292,264.3913059604439,71666.01007636613,-178.3969044190827,31.405498571442216,21.52162509502786,941.6729428683705,-88.17482699516357,619.841902314385,622.7981069424286,73.27411919960247,110.93514823714315,344.54820542537755,-64.98372022064419,73.27411919960237,42.13587483936135,-227.90955953349868,-8118.861871524519,36.25213906441368,0.12734086951860846,228.44884360740744,624.5129407898975,-187.424272755749,-608.1946458351978,-440.20267567191576,-160.40995375016433,-516.0391089920158,45.87718047854889,64.61910713592043,42.88970387009694,144867.68280712303,-361.037157978233,-20470.7153684113,-0.3311953486673067,297.2885645585609,2277.9944262774475,468.6598639517439,0.0,0.0,-3.076882846758508,0.0,0.0,0.0,14.78831597248518,-27.767195488729158,32.93169576618277,9.757448661015076,66.40905258130624,27.33731508979156,-0.08684757522624498,0.3429040832172916,-13.921862634603912,101585.66536393948,17399.66147600871,84093.00025362102,-13.921862634603912,98.4343984478528,-0.6359453598351656,-16.515739708698277,263.8532847490336,42.02243178430399,-8.967126475625236,-0.14608589510098113,-212.4569893956368,247.45657730332846,9.519179314873444
2007-07-31,-20.33830217001448,1.2253292221910455,2050.316835584108,90.45940363185453,-4.460318103849755,265.5376317480886,0.08797067762459057,0.0,3.9584446611338997,1.866123899199975,10.086744890861944,-95.26842330251601,15.007233707578612,0.0,17.405475403648694,97.51206804798746,104.87624985758958,20.696885117582298,-60.584528001676894,0.0,5339.471249353856,17.784856297746156,265.1220732886002,72106.9555664406,-177.91120978789297,31.234071016446656,21.605692109804902,936.4041357122163,-87.02686106370929,622.3808041647997,618.8437014653281,74.04201588634375,105.03346276288136,343.6415066478605,-61.225316689624364,74.04201588634366,41.99393194745335,-227.0931499898297,-8116.6146505143615,35.97447632837257,-0.3952628680399668,228.8218854852013,625.8210891421236,-188.37601917771994,-605.9734810401566,-439.01476958932847,-159.7302493145857,-514.0047166954151,46.10294023154708,65.00303608283286,42.77490120647191,145086.04422418826,-359.2865093183129,-20480.979730686937,-0.2952038710005606,481.3368105116825,270.7751543327986,387.2781860126172,0.0,0.0,-3.1343028537107784,0.0,51.25788911972168,0.0,-1.9867579237688915,0.25556891307610385,0.995272664049935,-0.24134178776154158,1.9937737521040617,-0.22997358296925796,-0.06420684051407477,0.0005834128490960211,-0.09551268596406004,8979.332650956698,1458.5933561039856,7495.96044286713,-0.09551268596406004,-10.511604596184043,-0.10515856697201365,-0.21262720576504535,2.1560729486528203,2.630956583774605,-1.9983372608826713,0.0012221093557442941,0.40160982186989713,-4.231722603951539,5.343665881154095
2007-08-31,0.3480153302785095,1.4172686583684924,3286.2960251854597,90.55254524335241,-8.572398812950684,453.938828560028,0.3246116217309603,0.0,4.404056935386848,4.102108915450961,3.6006616992287004,8.718952669433072,-247.65790862472895,0.0,-20.653554224262635,-60.6365075682554,97.61151584578337,104.9832080249038,20.717992860320003,0.0,4936.958847215233,24.654978031780637,270.7301774999781,76856.05083386454,37.96677635503686,56.09600217459877,28.22485484698027,919.3033448903717,260.72952283291136,-111.15280063723289,637.2302991918052,143.53159648957498,434.22310404755774,268.51901239204125,59.60269507309206,143.531596489575,10.930658660695716,3.1612516823919887,504.91172750206306,44.66874998313987,13.127154745407395,105.38289315798816,-28.860928008163157,-89.45135794269873,-112.56943972285961,-166.70838807646982,107.56334950033943,-37.972011977725785,54.634559307211376,81.14838979912125,44.09345901695959,147510.15382915505,239.92571512972415,-11309.959713907281,-0.10335728726070426,597.379468404471,892.5475456899073,1967.7826306290356,0.0,0.0,3.132248347056702,0.0,13.820169511115893,0.0,11.069746441110283,-41.133611740345714,4.7114342780353695,15.437496479977085,-351.29905002538817,-2.6281935203645546,0.3585627960851161,2.788568221940949,16.11997592014237,159184.89576836815,29288.153716589324,128837.73043749621,16.11997592014237,-223.9393813309689,4.868426436872454,44.090229356530244,231.5522353734201,-275.8470073997305,-3.2746335276231378,0.019124141420803653,384.0382672654832,8.810439783233505,5.283284052904371
2007-09-28,0.8884294241154479,0.5266036516943775,1691.045573968926,94.49124885012766,2.049788325689325,616.1807499248448,0.018675650254707857,0.0,-250.21560306350958,6.890205069453295,5.614712709030641,5.30082886397842,-232.01497692794678,0.0,34.72832682685401,-115.03154600050802,-59.91386878589502,96.44822544889254,103.73206509702315,0.0,5819.393450311747,28.563436739773426,274.7619796037653,37095.446613891116,60.39408683086319,65.25515491162946,34.10586814952896,991.914251735301,171.07208613739448,-102.26345385314876,725.9908823358109,126.55024750809054,684.0757360268487,149.26452381109442,84.21631690145644,126.55024750809068,15.014119360845424,18.894888545312554,2018.4210133643412,54.806039821722706,-14.990427482027542,130.8256907075031,19.623299970212575,-125.70317297944577,-151.30957079932665,119.52226729514727,108.73194760924146,-69.58599743918722,58.40448568871671,94.29527541777122,43.83247769179656,21855.143455255322,238.25837836569346,-11449.51551418642,1.5434927322329892,2213.0988686888068,230.02383166812376,2200.0465539288252,0.0,0.0,-36.63946817893475,0.0,3.147143888055396,0.0,42.631354446529485,1.9982413916263795,-16.266826039182035,27.7173144219002,-61.11882741466434,-29.183492241791484,0.05059286127827267,-0.5423313201504243,36.882827231149435,-37769.04334141454,-2173.222641755594,-35141.52025192231,36.882827231149435,-81.93773771589804,4.818798325917925,48.16371826321756,-301.1533860159981,10.068294031412734,6.490277069284694,-0.1464837859221788,135.842230284773,76.88778574878597,73.81589499854122
2007-10-31,-8.129327368548385,6.697877011294095,1652.6511895492758,72.03182189878628,7.110401936104037,240.73299087932895,0.22460213549056726,0.0,11.813134864429564,-253.1541064520019,4.565985003576419,4.61370860992867,-215.79658635307663,0.0,-3.7198646974251286,27.69072691802338,-115.08781285632202,-59.94317522515837,96.49540240672309,0.0,5520.646524708208,29.246546714822784,282.5789255650389,36746.167709050285,82.54092858212803,58.672125856202534,36.07174439293994,999.1037132470192,131.2409426354094,-135.47923238608297,738.2100999447943,112.12181111792555,427.1892863665524,115.19400742087049,79.06526415046521,112.12181111792572,16.068750361115974,44.362121737653666,2261.2023947336747,52.89420015201873,-12.837806054552782,136.61508253866708,-35.00433563373666,-89.7361689587701,-6.059714592264811,248.6638846103034,160.83611338487526,68.87974840136292,60.70281138278911,98.15903830449976,44.91938735201168,21763.614692668332,347.4751078797009,-11579.576244553105,1.5575899412247305,2862.983655699465,352.3581749817371,901.7929494591983,0.0,0.0,1.4859046802339435,0.0,-1.4984765423528046,0.0,11.34490890625375,7.069991515389347,-3.336175546348386,4.973980599342553,-48.6777553430793,-13.931322509897356,-0.017540381944367134,-0.4516548180043003,13.388510134601965,-8025.421137630474,-1846.635482618818,-6252.5286148497835,13.388510134601965,-95.47802164864152,1.255585275863531,5.368827767867032,-20.80647151820456,70.60617030577941,0.4805840890974764,-0.12036651292703482,84.67552609034465,3.597444838597312,42.97577628128593
2007-11-30,-17.79921694755739,3.3498129676762836,1967.8378981147248,72.06078331284156,4.0035184067842025,351.9195777351354,0.07117617720639872,0.0,25.611754192151857,10.79112597729721,-252.00824869556084,4.185288382014139,-320.8224543160927,0.0,56.97677517652989,96.06376049672855,27.708088766918102,-115.1599719304536,-59.980759083235114,0.0,4876.908979065252,38.535785537147454,323.922172005428,34214.29635471029,191.2720310090476,47.21277320308581,56.350389304014385,1203.0311991028775,522.8566690956845,-247.44498379665052,889.2980507581079,227.50261793021068,10259.347441628657,182.71583529636155,96.10413665157397,227.50261793021065,-22.083946287357758,103.09698182153709,3118.512419983598,48.903561411486514,-4.3732125255445125,96.3542738287271,-256.29205323825454,-20.29514203593793,673.132363314946,22.004889728574355,568.1143416457633,650.6166159647647,93.0836951522655,155.71190751158284,52.36574916448169,16060.106115282098,925.3473215228506,-11655.054936111947,2.1569617802093215,2023.2595209389178,-1063.6795984916193,1150.8144120347752,0.0,0.0,1.9055890794379593,0.0,0.18847030062345027,0.0,107.66579459105083,-44.525841666832775,4.0978895056768465,27.112556325413266,-671.5848002821131,115.5220939550297,0.39777854379283095,5.428426846745538,-10.834224169312677,448900.6693416503,262442.5791188935,186979.43577672634,-10.834224169312677,-1007.2626802641571,5.220400492637857,52.72254363030865,-51.829369984685115,861.8163140087336,-12.85347169908652,2.106532458147477,-137.1166189655396,27.180530625565098,28.164143758706558
2007-12-31,-8.974685326143685,34.43001052428859,2052.480740562867,76.43234517560172,-11.091509430728273,353.5869380338686,0.5472465563834231,0.0,-97.71567622610672,24.246094173938125,12.608790649658149,-250.48578747613152,-259.8333246035672,0.0,26.129024292444495,53.859358624223844,95.69474249440277,27.6016512975523,-114.7175980053654,0.0,4357.564821297083,43.07258581376948,306.3896982806353,59248.56690356844,101.28146086223306,45.09686994179516,41.34502666326727,1158.1564498728787,439.3905387469925,-263.5655950912088,828.1518831162663,168.32621728083956,9995.147549329615,169.68566754370136,63.81304858666509,168.3262172808395,-43.8055732983026,56.76381476713134,6.834923462917317,27.082099068551162,-1.9327336042062813,38.451416611630066,-206.22000143419098,122.09208030304416,518.7905182510575,-39.0695725604448,490.1038763676164,479.03310602287365,83.65862800403019,131.7662829393374,42.858729102693786,19391.35788863494,729.0548742693941,-7132.983149732301,-1.5261715016536115,-897.5538973606778,560.9601052427863,1153.425855335443,0.0,0.0,-11.682285711413442,0.0,-15.2587732557692,0.0,20.264236309335047,-1.2399000428102909,0.9887527943486702,-22.627934161246458,10.675205146565531,-47.0007213974719,-0.042887625463365886,-7.645249918042566,37.86855188549311,-53725.510143101215,-15054.142415755894,-38923.05672959611,37.86855188549311,91.52472004688934,-3.7515390280265706,-47.952419793644594,182.77459251170717,-101.232665361631,33.7805697089026,-1.3540356104301168,56.775427702177694,-18.831415188409437,-30.033129615804654
2008-01-31,-12.304831231563071,2.24804367374419,1362.9588485480865,60.24626156416411,-1.9453009839302555,380.5586058008482,0.01695927467289291,0.0,-188.92032762587885,-95.8736744674843,24.067073307247856,8.592454178832469,-394.91738699289925,0.0,13.673989927089726,-147.5491018138233,53.166370666842525,94.4634745063079,27.24651130996918,0.0,4347.859140019735,37.682074654526645,315.58073884733835,57601.54185424008,99.57462816913188,41.40287163720117,44.36985777248052,1133.7602693759393,448.47815761243766,-259.7429311245802,822.4956215917105,176.35089804162732,10081.679942892744,182.92504412012406,60.644344929548076,176.3508980416272,-44.523883727930404,58.53395274643662,-363.1843779016676,26.30804570218794,-3.641467168969281,46.32512875701232,-218.01636431905686,94.52922563095397,506.93517066534815,-149.51006876109415,458.3289904579716,469.2058060955079,87.05331453236677,136.8363779837441,42.6310281322249,18836.422204740702,707.2798506339387,-7477.176158034253,-1.3010197551469775,-1188.967392268044,542.9246418291722,984.9529703852452,0.0,0.0,-38.97919433085508,0.0,-2.1817829180177952,0.0,-14.663620166349574,-5.4908803949687695,-0.8011044916918877,-0.32514870347841907,-100.10874027428508,-1.3801104877066557,-0.30420485539507425,-2.325459314917566,2.309009670222835,-16657.283513486385,-5929.449143530102,-10651.750514448155,2.309009670222835,-267.729115757038,0.04384095119729636,2.6582753215895423,66.31851773995359,-18.064698556569056,-8.804699741377448,-0.6627459549794494,-123.8853681716464,-17.012574329384506,-11.359250702892439
2008-02-29,-9.552722242059414,4.34174242262423,1905.044303378048,46.75902866707965,-14.600489546426344,355.02056021827616,0.9573894758966929,0.0,-129.36923624421667,-190.79622348824844,-92.73483177475299,24.14692367356257,-552.8127653348457,0.0,88.71229816974164,-25.929800109274748,-146.74762654073285,52.87757506642468,93.9503562419721,0.0,3995.259591400073,34.5646920348787,333.80412472362787,53242.858405259954,151.3189148974143,23.36720952905583,46.143654408803556,1183.9038094752036,447.6909666699562,-311.1398749938072,837.1085594473271,138.35328057502454,9290.73996789673,115.34174193031734,87.13539725811914,138.35328057502457,-35.50481852607325,78.71142882008886,-325.3000610509618,3.5477567133312364,-16.855119213975783,7.420901228868125,-339.3207430422746,130.0679183704946,711.0535489518724,179.81297646932202,413.8418016767468,850.7237670165259,91.41778326996616,150.87440724063015,35.18571399176204,17212.525055151644,715.1518359979347,-7298.795042797326,-1.6415023503955948,-1201.6299483930525,1572.2951256322415,1013.1971148416119,0.0,0.0,-16.244178142894725,0.0,0.7435506352497114,0.0,-5.9773124255129915,10.413117885148097,-5.546720016539041,30.054623004736698,-403.89435767447503,-78.43896085820812,0.10982902611958512,-2.2357573842663783,23.611734043591547,-266398.8631476341,-59217.55858158902,-207247.81307355128,23.611734043591547,-557.904115314931,10.158070529528317,15.805636758960247,-108.68739440728001,856.1926021367981,2.948167002342913,-1.0657847340074085,800.531888289669,25.828908838114785,-0.3472990567751424
2008-03-31,-6.274221964487574,68.91813349553185,2447.4588185615166,28.815537032994747,-6.948295177672897,241.24731135832133,0.21780766246703884,0.0,-134.52114622920746,-129.2830643647364,-188.3867417510178,-91.93294021290912,-587.1319781426741,0.0,-61.826621114331644,-193.4782414833311,-25.723577483437403,-145.58052610983506,52.45703374593031,0.0,3051.24904416769,49.82425567269832,261.0168317477877,22560.148707531047,27.47453887661063,-29.986297828968794,14.399557674508788,1256.067057953043,109.36332775853477,4.754584571857734,904.7429795431888,108.06046791885396,2231.8802254396387,96.21674323140321,-0.29162752328672703,108.06046791885396,20.543888634920066,-65.18763389710655,-1462.0952511537882,-26.197411295171843,-31.840106722263776,158.59051273629066,-50.7919920042712,76.21972504251252,350.933317448371,410.28242975355636,-264.00053317671006,617.5289304478265,68.08996460376576,115.06423562039245,7.6201013069869825,17989.948774259145,105.5636264589362,-6786.841721080536,-2.0443689683636594,-1290.8633729826631,-1695.8166622430526,1223.2000401759296,0.0,0.0,-23.65461287040125,0.0,226.31014735384485,0.0,197.31289721603912,36.72792051337609,-5.527353198912067,-21.49103894487945,202.09227921644379,-126.40885737128136,-0.1707483963534191,6.778328413759681,77.72755079776437,-111255.58884677617,-9382.980123573681,-101922.32458443101,77.72755079776437,107.63826641442483,6.69504921244981,-35.69861202005836,87.67202983810884,387.5016835717515,8.044882150875637,1.3119101669028055,1837.9075639238026,-45.995421295920096,-10.847326361318068
