date,excess_log_return,illiq,RF,log_Mkt-RF,log_Mkt-RF^2,coskew,rev1,rev2,rev3,rev4,mom1m,chmom,max,indmom,log_Mkt-RF_lag1,log_Mkt-RF_lag2,log_Mkt-RF_lag3,log_Mkt-RF_lag4,aeavol,bm,cash,cashdebt,cashpr,chatoia,chinv,depr,ep,gma,lev,lgr,pchquick,sp,cfp,agr,chcapx,grnoa,pctacc,chatq,cfpq,chcshoq,ibq_adj,chtx,invest,chinvest,dy,egr,pchcurrat,pchdepr,pchgm_pchsale,pchsale_pchinvt,pchsale_pchrect,pchsale_pchxsga,rd_sale,roaq,roeq,salecash,salerec,chsaleq,tang,O-score,sue,sfe,chnanalyst,turn,baspread,beta,idiovol,size,mom,r_sq,gammaps,rd_mve,quick,acc,stdacc,stdcf,oa,ol,noa,currat,operprof,saleinv,pchsaleinv,roavol,rsup,chfeps,disp
2007-02-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-03-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-04-30,6.842861009282101,1.280471840636092,40.13481896479658,0.6289823465131439,0.004238615871322203,0.0,-40.230227100412236,0.0,0.0,0.0,0.0,0.0,0.0,5.34894425241193,-25.225507357623517,0.0,0.0,0.0,699.6304054331727,533.9641681136386,216.05510079022486,103.07125752501692,26569.26611617316,31.17402874145982,-1.0848889908819983,77.8527434527038,11.449032979509552,60.2541631791714,1523.225121932321,44.55969797839075,-5.5272281065358015,228.0921686261568,138.45954366680832,35.229875674262445,1785.4251740652749,-8.948304984155566,-187.09073677149664,35.22987567426244,138.45954366680832,3.711104787469973,16.558332319510793,-631.7633768925855,14.892798764568775,478.68710502914456,15.678305478185282,30.028586111273306,-7.903893195553458,123.70022859107632,-65.43844974889356,16.3966667811738,-392.57524949488663,36.68559984465249,14.237647021902111,20.013169302349247,45.77028130380621,6840.254248183932,4291.692748600045,109.53297663235674,0.0,-3388.371479897964,-2.7676742542651525,0.5018812825762211,666.2923127617938,555.4002055426038,110.2116513730544,0.0,0.0,1278.7850976475518,0.0,0.0,0.0,2.2075218514037496,5244.0845347797385,-97.38785467875367,6.742466034969555,200.45625826684278,3678571.1048572306,1144579.824799136,2533991.2800580943,5335.003922052216,68.22941784752192,49670766.36471596,164.4056477788944,19.529380848959697,2.22861044656351,-564.817982893969,748.9665209133086
2007-05-31,-0.16674797175064127,1.9564403790109348,40.978063320400956,3.1802152575408864,0.10859611305433839,0.0,-26.05972136732221,-40.538929722051975,0.0,0.0,0.0,0.0,0.0,-8.497953747675522,8.590014526725557,-25.144941988739653,0.0,0.0,936.5028544670174,542.5905060973332,205.82068136113745,81.30823422040429,27498.919436729186,33.21062032336638,-1.0844507505140277,79.71629657497678,3.618591494610851,59.07194591848637,1431.6758916580275,110.65644282665062,116.2695307935204,232.38942265803064,146.674756493366,27.922314113384488,923.9173605029009,-6.850024737169413,-258.6394084443842,27.922314113384488,146.674756493366,4.0985491179516185,73.95931140559613,0.0,14.527349748889355,471.5755086085045,15.712911646307152,40.810186165436825,113.89382575718273,137.96662356402157,-46.00344224327052,16.390043355787366,1.6758236070652845,-7.812053100989079,12.778717421548633,16.70164747772533,30.621542464402573,6773.154935667664,4269.545419527255,132.67277039583385,39.040398365392946,-3286.655925627334,-5.832445237031041,0.4309669311056235,-240.28906029371964,25.90511217693131,-39.547201427378354,0.0,0.0,-4.084191118718309,0.0,0.0,0.0,-1.5393913863308792,-347.6157338473995,9.77594130366775,-0.19220238861001437,-0.4589740435416161,15780.393743957393,5010.452060637763,10769.941683318932,-347.65246068864235,-11.730327936158481,150624.4966954291,23.117627975274956,-0.07056341080392059,7.393699260626356,-3.7955491260955796,81.05554262909982
2007-06-29,-5.142862667938919,2.5026027943128404,38.439265924884936,2.976666708789315,0.09450813478427965,0.0,90.42590029105884,-26.947702572400623,-40.35391058496033,0.0,38.03815286199555,0.0,0.0,-0.9916217164229122,44.022578538584426,8.687670009463922,-25.43080197660099,0.0,1015.72682101045,482.3429681074848,204.99264684950003,71.97474980588868,39120.02024428136,-40.07877106953898,1.8789427476172889,77.76702886361807,5.834236299749169,47.83564819165345,1249.1944445933389,83.1800662832807,69.78804575367784,176.14467518879536,15.453064788613927,21.780373614656348,-652.5085343245571,81.39801898650411,-4.115367609653289,21.780373614656334,15.453064788613927,3.990972104964019,-26.106760253690435,0.0,-115.71587937237688,-848.7271215150944,0.7079202912971572,7.884792082714597,73.22737138675743,2425.779886081773,-44.28066239015399,-149.9706600307488,-278.4941027130254,-128.07522084242785,12.942481002129204,9.407783297840602,23.6253384094005,5400.410380576014,2958.7040513555644,-243.71809356969504,407.2794618827334,-3329.7311422993707,-7.898146639636766,5.0887394844040195,221.080037910705,230.2391945858284,70.76138878544506,0.0,0.0,14.491422801068666,0.0,0.0,0.0,0.008562317613408532,210.50382657960745,116.63836272706772,0.332213176832564,-27.096857540791206,173706.6727529047,-123026.6102439391,296733.28299684497,276.0983931480896,7.29874666403056,-5189670.034575969,-490.3367350818801,-0.36645078862608216,-0.6084320272355512,863.5346390464127,-698.3626992111855
2007-07-31,-9.144340687696626,3.843599573720049,37.464518681800136,-1.8472780520256082,0.036433791988393235,0.0,16.876249158417775,89.49216949505447,-26.238166908318448,-40.97821694359335,6.557468539154897,0.0,0.0,-1.8325673937540188,40.943630473670225,44.035723019639946,8.690264017303694,-25.438395232287164,1025.0086243704443,483.3898747504146,206.31981997375215,72.48376115406873,39076.211617787114,-40.18374489153419,1.8761143966685478,78.18702270634512,5.80712174657264,48.148720114979234,1249.8852430889515,84.42336183098371,71.24510295472587,176.8750040090326,15.630332542170535,22.19246791758583,-650.5980571914397,86.16769530821065,-4.235696915853209,22.192467917585816,15.630332542170535,4.019502480020819,-28.486239284509477,926.5956547507252,-111.81807819521438,-800.5822887152065,0.7006144620406856,8.834089250757177,74.67925141041158,2278.684619169261,-42.84620386658513,-149.74491091778665,-274.05910161682425,-128.18949318566996,13.14470661833975,9.417097666338606,23.55164826486838,5421.102497187765,2969.5068727697603,-242.27990263337335,407.8114107969403,-3346.387743650743,-7.426614512262865,5.122875704187984,226.23659838575708,-134.04137329136609,-53.031173866939184,0.0,0.0,0.3849334753288076,0.0,0.0,0.0,0.01057329077334157,10.574071764462133,0.021409881684583354,-0.248668293270625,-1.5186389485437246,30744.448308461346,7978.39309992746,22766.05520853307,10.33852839093288,0.3888100162380468,409306.1635681093,1.5271465120143262,0.00851484280955006,0.21939130580752852,2.7054389619197536,-4.9081278537082085
2007-08-31,-5.015341067668902,0.2854974509004825,37.3548183148074,-3.536293754297882,0.13390908140735203,0.0,-72.50179154846485,16.588867118699458,89.23439275920174,-26.299042997788845,-83.58287869845425,0.0,0.0,-7.991644644077292,-25.258330416124146,40.660387916903744,43.731089780407174,8.630145933715092,680.1265847824244,479.1049448697092,204.4489940148232,81.98789126241381,49701.8124299475,23.55694529021877,1.8463319016631736,77.89998317110658,7.578487091059378,52.84042162318508,1231.4974032349428,-48.00320976604534,27.54687157461506,186.16321719629286,26.642476877826375,-3.2885773606855815,-581.675378071888,-52.74418725859481,16.34755714285315,-3.288577360685629,26.642476877826375,3.4879691163260347,-19.660834418628085,-1610.8222923304586,-49.08908370336405,293.8654449294222,2.335136013308973,29.284800146522414,30.926504426449107,2301.7944741160063,87.37231758992054,-147.3677759896562,-245.06198819133405,-88.0045225905927,13.088273517777253,13.034953943716571,28.12068885258795,7533.863259463963,2887.9959411756863,35.264343481376656,421.50646267666855,-3596.1520322708143,-7.570993354134326,5.02692339276425,268.9478628949879,436.19116694843353,24.054984333477947,0.0,0.0,-8.921122939983661,0.0,0.0,0.0,0.5054224684620027,2.7766668002168444,-18.44361642731701,0.05943160275130488,-0.35897272687563486,-49084.591098483186,6150.50536684331,-55235.096465325914,0.2963984485159017,-16.89808106346038,4497782.723924331,278.4809470534884,-0.13046105547146425,-0.7817916956541726,8.096757610574173,-20.853974362758777
2007-09-28,-0.21339025137001438,0.22537292717221244,38.93658390358098,0.8446470556693819,0.007695591199664663,0.0,-114.94689713820782,-71.52395256080895,17.126752140936315,87.70251976286217,-226.8149910332524,0.0,0.0,30.57817015819178,-47.83172623098318,-24.913024894869466,40.10452154676943,43.13324398051144,1092.6292738510674,465.3930728684791,201.19559492039065,66.00287083764758,39808.90806002355,30.606667587458794,1.9118273297540733,76.96705981870545,6.970110060059157,51.40731148858514,1238.6523804082683,-32.37668376649774,53.261558327936314,188.5787461266753,56.52155091126961,11.007827493707731,137.15445271760478,-14.557655654907407,19.564343104873107,11.007827493707715,56.52155091126961,6.565583172259809,-62.961091667911475,-1778.9974693145732,3.678723633722524,315.1980270086221,2.304236869475647,50.78351360249924,57.02631759699767,-93.1553311245291,226.86365144887407,-110.97300168982089,-153.6151406153037,-18.388982631996598,13.019859103492868,11.629528230120634,25.851191143765206,7368.7715669283825,3398.5052054665866,171.1159427442699,411.29154041898664,-2925.3025779774694,-0.02602830350851722,10.297601572638412,-149.25864754614375,-285.7184575487378,209.9657047144973,0.0,0.0,-17.507793612592877,0.0,0.0,0.0,-0.006234366045944517,156.95521779472801,-9.706758646647824,-0.14728527606864805,-9.430488965407363,240422.00745237106,46166.312977321446,194255.69447505055,234.79717829288893,3.8316793565364904,2778894.1068405807,152.12586759398488,-0.37497587901964025,-7.568966948467358,-162.43235515338358,10.495885508223665
2007-10-31,-4.638277539595494,3.8124188329976976,29.543774675144316,2.916323745706995,0.09212032553908459,0.0,-53.775927960053664,-113.57483072003319,-71.19574277747827,18.86897848960383,-240.4752139745035,0.0,0.0,-2.0994362529132444,11.432945005829735,-47.51744651279374,-24.749333155930422,39.84101364682505,1086.78893957099,462.2105100311851,202.7112645724044,66.33432644046157,39183.5227549045,30.601118898224968,1.9255266953195866,76.86025015286835,6.981726450229891,51.4284041209526,1217.102905466146,-31.06883184181732,53.989876709539615,186.39570051995838,56.135520380881296,11.94947251310587,130.17095001902203,-12.789946783881396,17.24860733648915,11.949472513105851,56.135520380881296,6.513874192798993,-61.60684232740673,-1778.1054966616057,3.6220098605431668,283.4673589713651,2.2570997219946123,50.62191978119891,57.781612689672286,-92.7758431405981,223.2483988586194,-111.76818841740405,-139.9817592450537,-18.350867242140573,13.163800538910836,11.687723802628552,25.96611024587381,7316.22702330903,3412.494165566716,170.12624032754394,408.0263519396518,-2932.3699565908646,-0.015233274495282369,10.065234735975885,-192.44107674681769,-341.9170988390439,-227.61316823380776,0.0,0.0,-8.299552150275076,0.0,0.0,0.0,0.01311687905189185,31.436188172699985,-0.6742292660497249,-0.22969204240644547,-0.7562133887832658,-52082.707404662855,-13042.158338396112,-39040.54906626837,33.09576237249166,-0.5869450066903212,-452065.2035385072,-1.289191295831813,0.03318160674117365,-0.20891383634907346,-4.911585770804834,-9.664250473633885
2007-11-30,-17.121112375608746,1.9553853646298143,29.549498051378464,1.6416968276119985,0.02918675336256364,0.0,-1.446278334237343,-54.18279996218321,-113.91069075179384,-71.36595149271308,-218.31429412879146,0.0,0.0,8.162586109042389,39.63977252518199,11.433472207925771,-47.5196376627894,-24.750474410463585,1412.1687196445419,471.1424521958388,206.1576342122173,67.22909897054308,34233.64926083834,-0.5623093926476597,1.9256649715735088,75.37256003621633,5.561663600498171,46.172122151684334,1229.0257083009462,23.393682307945443,42.93661212813219,186.57094418818045,67.44065114352458,23.194906927005942,1379.5632057823852,-11.39118679143673,20.905496821771855,23.194906927005924,67.44065114352458,7.817409779106084,-80.84897755773666,-1580.6345282948498,4.595041916774065,287.98794925883146,2.335859598109433,35.132484481424086,46.728620401060624,-84.493620571517,256.21174900006764,-111.77621473375666,-323.1996546836014,14.320163412995445,11.755097384371364,8.26844295575709,16.27406425924317,6114.436843354397,3243.030970563299,58.4607673454442,415.0414788752631,-2939.95345209071,-0.0832418385766089,9.897303453936876,-423.0712417141947,372.1956803171413,121.91870783498032,0.0,0.0,0.05786426105646569,0.0,0.0,0.0,0.5421805849515007,-52.142092409902034,-25.458805447623917,-0.002024372358436999,0.3142290338383589,24023.434948416892,27343.01783073903,-3319.5828823214397,-52.12534129085543,2.6167327031596272,-1372154.2461543456,-111.66849591043143,-0.08933432888925807,0.36811951881702476,-10.026839686368476,-31.060141951252433
