date,excess_log_return,illiq,RF,log_Mkt-RF,log_Mkt-RF^2,size,rev1,rev2,rev3,rev4,mom1m,chmom,max,indmom,log_Mkt-RF_lag1,log_Mkt-RF_lag2,log_Mkt-RF_lag3,log_Mkt-RF_lag4,aeavol,chatoia,chinv,depr,lev,lgr,pchquick,sp,agr,chcapx,oa,grnoa,pctacc,chatq,chcshoq,ibq_adj,chtx,invest,chinvest,dy,egr,operprof,pchcurrat,pchdepr,pchgm_pchsale,pchsale_pchrect,pchsale_pchxsga,saleinv,pchsaleinv,roavol,rsup,salecash,salerec,chsaleq,O-score,sue,chfeps,sfe,chnanalyst,disp,turn,baspread,beta,idiovol,coskew,mom,r_sq,gammaps,bm,cash,rd_mve,cashdebt,cashpr,ep,gma,quick,acc,stdacc,stdcf,cfp,ol,noa,cfpq,currat,pchsale_pchinvt,rd_sale,roaq,roeq,tang
2007-02-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-03-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-04-30,5.560567696685098,1.1701407252011364,88.52001642972563,1.3872624589682905,0.009348549619666609,2857.296800591426,-28.699839650710484,0.0,0.0,0.0,0.0,0.0,0.0,4.4130088916006205,-56.363466855240404,0.0,0.0,0.0,0.0,-45.02340205953058,0.16604280629974294,101.6890772683421,1647.3035450845177,42.86417603310252,-66.7120570004408,1254.4199529073449,2.9736092410258155,3681.638119011581,12572386.082144825,-8.736777740282985,-78.81514055962245,2.9736092410258346,-14.78517294467384,-25.25788874691029,-672.4688443838513,83.11416601758498,72.30123964204574,16.66404286975743,-8.777230410598804,122.0467859790498,2.9189038524424022,-26.493584358964437,6.620751403056854,133.78656425875033,-7.3423958528336355,429996369.61565304,-97.42315856820815,14.423600076568347,-0.7280625637953717,70552.23510779288,6613.964756449105,-78.39826620514395,-11242.612654912244,-44.859765853076524,-807867.9132767754,20272.361624535588,831.7900637646021,558.7075317548419,1686.9894331340674,242.83711541727234,0.0,0.0,0.0,0.0,0.0,0.0,1512.6285052355029,248.75001630297683,0.0,251.57698896616586,75367.03449510413,40.98175070668055,209.49583194967556,4379.343359968623,-477.616858269404,0.7246607627809227,28.421496038704547,507.69796987063364,5332608.222242286,7239777.859902539,507.69796987063364,4593.752881499639,-98.5219818020714,0.0,57.2853122088457,118.59054217799023,77.19121225698437
2007-05-31,5.348077112339818,4.205493037151678,90.252499406683,7.004293331291689,0.23917847342788615,2837.70056620998,-119.97195878464417,-28.62826901824878,0.0,0.0,0.0,0.0,0.0,-36.89734302125306,19.122830274452074,-55.97690858561384,0.0,0.0,3383.257389322906,-44.187754304494234,-0.14652028195746294,99.02706420524767,1647.5676665381332,89.9520457879897,-21.692981575564875,1179.1768148818494,40.031573598186164,-1384.676221869681,12520410.71530634,16.659515764888596,-72.08627041140596,40.03157359818619,-20.754609823596144,-31.491562321566736,-2305.7040048295025,41.95224290268185,-60.360169323945215,5.986901276218839,-9.280101136211455,102.14044784959422,-52.059209903554375,-45.162372207836846,40.07933620629214,-83.71541328168249,-77.2159544908919,406380958.0486383,-59.793331833130054,14.275065493800385,41.232616850552105,70855.6491001623,6344.537396352072,-90.98781935044923,-9538.003460820742,-138.9291832607657,-955914.7949534163,16191.759374836343,1267.6023352612942,284.2935436806382,1028.0693532257537,-15.498087909169215,0.0,0.0,0.0,0.0,0.0,0.0,-37.150690384864674,-22.24609154651614,0.0,-38.45893412230828,11392.339260721463,-16.810025000857827,-23.350195287262522,-10.43894511804774,377.1717420476624,0.001587746904846865,0.5185402446994338,-379.57061146729075,135608.49831454735,-187583.86515303422,-379.57061146729075,-42.712508828934915,67.37747469722898,0.0,-14.769994320709053,-32.35515751442546,896.1739477106718
2007-06-29,-5.809763611028215,0.9717160651308208,84.2710766157998,6.525798613487333,0.20719184083238196,2849.5707676904385,91.76315253691628,-120.82422001966377,-27.837285081981705,0.0,31.3597952768109,0.0,0.0,10.07770918944846,97.30546022338716,19.202821747455697,-56.211061967079274,0.0,3629.4140507419556,-39.73580617805698,-0.04814067251437527,99.67239269816459,1661.7284125274869,72.6744520074854,55.972882559698846,1190.2709532834467,31.550883971099985,-1646.7056332411696,12534108.62851334,26.51153684601527,-70.53412420692693,31.550883971100017,-19.660733427440427,-33.902330423060164,-2342.967712150412,36.24224944385697,-82.79117704177368,6.010666190794671,-10.143829081539906,103.36423831723366,27.344017611766663,-34.88843013704064,48.014741976579195,-107.2344858132209,-64.62099544489396,406838501.40690595,-71.0064244186961,14.416360561608663,39.99802641234372,77649.42338802802,6357.100954401192,-71.4283410963345,-9508.105481896491,-138.72522818016347,925602.6968145559,42821.02541925118,1051.579133219444,309.99783670031115,-1194.8672176005111,5.484719334095956,0.0,0.0,0.0,0.0,0.0,0.0,18.680199669290687,2.2077500088350064,0.0,-1.2760107830920617,15405.861155691557,-1.489966704902944,-0.8684811697724228,-357.9156952086428,19.325764426623806,-0.008093540823519207,0.3728224771046662,-29.07108707576178,3228.0989772165194,10469.814229783602,-29.07108707576178,113.60979397773735,-13.82866045976619,0.0,-1.0555824163472778,-1.5734147961453289,79.31998885257303
2007-07-31,-16.553450294140884,1.1028583646324603,82.34715712723249,-4.06032431111248,0.08008161586409482,2858.7274392006575,89.12230130972769,92.44695905732672,-121.34192684531199,-27.341579005593342,-6.189071202667062,0.0,0.0,-35.052714975377924,90.76360391230872,97.61813683613133,19.26452715684731,-56.39168784782912,3624.7263219403812,-39.858683823386514,-0.048946307898124215,99.99339536063795,1669.5209600247813,72.8125548513802,55.87389868843839,1194.8536889566024,31.53579112348939,-1655.8020405699233,12572281.65065956,26.341918465401353,-71.3031082377295,31.53579112348941,-19.813816947794777,-34.03116691993561,-2358.8810179397915,36.284741162849635,-83.09713936536482,6.036234196739796,-10.459515761433568,103.70306289397405,26.921080892525115,-35.28956320646536,48.15554857645946,-107.44903140607093,-64.86405773302128,408004727.90282273,-71.07814432649079,14.488850903365888,40.17539217164494,78020.4242697622,6379.342732659995,-71.73345905866404,-9530.269681897349,-138.91778294574175,906664.9711668354,42331.16858659654,-627.1133124399483,312.18030855269427,674.7730029194736,-66.44740290723291,0.0,0.0,0.0,0.0,0.0,0.0,5.803860281286006,-0.012636112803761534,0.0,0.4964803971591891,478.26177951043064,0.05746383824273593,0.18770408411069184,4.046772654930464,-0.48985134934555674,0.002524293894049179,0.13798962748824195,0.49861385265857905,16121.985316379927,22051.03682983946,0.49861385265857905,6.9367546007051715,-0.13068977708657314,0.0,0.08078707652057204,0.22179112992583327,3.159122397796864
2007-08-31,-4.945719525184474,0.4559602380766564,82.17518900023333,-7.779333984997094,0.294580580763655,2847.1008017542144,-65.66355786835933,88.79892511548164,91.95955929239932,-120.75388309264787,-91.81192861990068,0.0,0.0,-19.070185354296022,-56.15325655354038,90.39446220906332,97.22111728483463,19.186177024631682,3363.886674324223,93.56747185245055,0.05985455813399388,101.29951559118145,1641.3068923602668,23.706974316823963,-139.8002013347705,1266.498332999679,-34.08969911953267,-1496.7183054026857,12722188.418065604,86.07358110566167,-18.239482923237038,-34.08969911953261,-19.418241576268024,30.790551748633888,-749.3071642949901,26.66750770000083,-133.7055382737894,35.14733232477382,-87.22651713808263,123.02217770122182,-184.24688303209484,46.34245652000812,-32.81467977547465,107.29238786878668,41.29780678237446,420453946.1966192,136.0529191036912,15.08668765513648,32.92964845089724,92740.48243339885,6569.214881269946,202.45438710616816,-10128.657134189169,37.37856928250282,686486.6057068552,36146.298922746275,-654.7501652772797,485.5671609967935,1066.0604192934306,187.74342724137475,0.0,0.0,0.0,0.0,0.0,0.0,-47.84524851837796,-47.35397184420458,0.0,31.303321165548965,40489.65414115686,8.95907591997306,26.04033424759635,-461.17158512229753,-72.87965217050909,0.0030309642643429058,1.3346134017297864,75.26799527744984,-124564.0262986878,274470.7937047323,75.26799527744984,-519.1029383547202,105.63396156228006,0.0,15.321201043318105,35.43831612408373,18.578720693625655
2007-09-28,-10.910591835210464,4.442992924804854,85.77026790805282,1.860605040028899,0.01695199867920069,2815.2374305224284,-199.91042739721217,-64.35178229637859,87.76977248115668,89.63993916828862,-224.05929583310905,0.0,0.0,41.856031285371174,-106.60479147318706,-55.524816542446715,89.38281123243108,96.13306569575602,3521.9754622287433,92.68253506357016,0.03811436026400307,100.0816426782038,1611.3947783055503,23.29018063180859,-177.0030132749603,1246.595317126592,-34.51210400761934,-1214.6242062256895,12721361.774114188,81.36888415814401,-20.961708160310845,-34.51210400761929,-20.543733828784692,28.368633751608154,-776.8543478310318,28.366660467020886,-125.99294946660909,34.81702413441321,-88.31071252644712,121.29639764552235,-220.07477222490922,43.12272799345851,-21.88363154641264,135.7991542231483,63.480139469199,421650239.3516257,144.77734584650585,14.875062253803943,31.65290052131298,82161.85125625202,6591.818535130389,201.6561051864743,-10037.462278947323,36.69832119009496,348655.65284431685,60532.79302323113,-511.71637089852834,268.64779864234663,-1851.6509533428136,-132.2641490221649,0.0,0.0,0.0,0.0,0.0,0.0,-16.61126870454632,-1.3356494681175093,0.0,-1.962194781744671,-30048.21547164643,-0.03833029550305511,-2.3790027093129993,-51.223607872987486,-5.263589948722398,-0.012892170689916882,-0.4679894111234866,3.85169847185486,2071.737636964768,-2898.3815883798525,3.85169847185486,-66.36089054504419,8.17453261166385,0.0,-0.4492395241688598,-0.9900038138712972,-8.183666021786166
2007-10-31,-10.052649772073568,1.1457065924554626,65.24125796718654,6.440092097289608,0.2034285052807749,2807.4856085849615,-44.39917791756246,-197.9505162694589,-64.65709037349023,87.14429391037723,-452.4610672910037,0.0,0.0,-0.21815980500699517,25.57904085214551,-106.31125269303965,-55.37192766484052,89.13669357662276,3484.3218472020662,92.53827099115092,0.03883881305100694,99.7080827757734,1593.7749454867746,23.3990131642571,-173.69696642133331,1236.5599955056382,-34.595659908777954,-1206.7498516981238,12719715.11084385,81.62291310775686,-20.87380274177784,-34.5956599087779,-20.497154338989883,28.614462351402015,-761.5902926989488,28.251162945101875,-125.1091286912751,34.975188124727296,-88.39620967939565,121.37432930636804,-216.48954023236618,42.72183206329123,-21.749645146380995,135.27877567939032,63.66916352484235,422015313.58257675,144.62836472573414,14.772531000156343,31.41998679974391,81926.50335474641,6576.696152080544,201.06853169054457,-10029.035154784018,36.520757251300495,313737.16469716956,58979.1038441103,472.7774164750767,247.4046137316294,115.73750759155655,-8.678619419340237,0.0,0.0,0.0,0.0,0.0,0.0,-9.789876555039655,0.3198241803044368,0.0,0.17080888276373685,987.0165990939277,0.44331127667637205,0.09977260427410783,1.8846747449424583,0.4011506836968124,-0.0019043131957655612,-0.20791407193297928,-0.7583582043582737,-76.24219174031168,-1570.4210785971954,-0.7583582043582737,-0.7442724442530562,-0.46244450476264376,0.0,0.18205055270338022,0.33234937453542557,-2.922093363039039
2007-11-30,-16.541202209266395,1.9745419214838549,64.98990319907148,3.6106778437730274,0.06419209803259915,2785.2010489549984,-142.37286448986706,-44.087928019966924,-196.3454926701714,-64.01306170025025,-503.4727830853222,0.0,0.0,40.868457087011535,87.97844467687882,25.376005916043308,-105.46740172449695,-54.932410176273564,2235.6365924808433,-1.2790299521745299,-0.28228726667780657,99.34104767720429,2101.586795264781,51.327592784032106,62.270569786741945,1556.0908182841583,19.375507244101772,4403.17239815968,13025827.90434197,6.62059632596099,-1132.6147051150906,19.375507244101836,-39.6058245834692,-12.868179212169128,-871.562942798414,26.270118404109432,-98.67135116769903,43.35962571112458,-86.0540581355433,134.68146438365955,71.93613550044289,6.753153367706284,14.047184615961763,-38.485234095853556,9.372619050552908,422173275.1590796,56.59268095371475,14.893744379055764,5.606523012573363,98536.23699482821,6384.453869646154,2.618443385271039,-9120.874912495978,-255.95078211281952,213880.96234356394,54414.66451891741,1094.420581260247,328.7373906842359,975.6112888488244,-26.39185235263801,0.0,0.0,0.0,0.0,0.0,0.0,313.9907922114571,-0.4897474091143863,0.0,-12.569222027207445,14390.365520153966,2.9835034966915543,-5.4306967700347855,-13.235562321259295,-113.47302896202103,-0.009170984249417535,0.6985806672126316,147.01732375139153,169464.97391065862,136647.81958746072,147.01732375139153,-5.967617454884021,-23.755480843412087,0.0,-3.579451446334609,-2.7458557954800398,-5.538082743987161
