date,excess_log_return,illiq,RF,log_Mkt-RF,log_Mkt-RF^2,coskew,size,rev1,rev2,rev3,rev4,mom1m,chmom,max,indmom,log_Mkt-RF_lag1,log_Mkt-RF_lag2,log_Mkt-RF_lag3,log_Mkt-RF_lag4,aeavol,cashpr,chinv,depr,lev,lgr,quick,pchquick,stdacc,agr,chcapx,ol,grnoa,chatq,chcshoq,ibq_adj,chtx,chinvest,currat,pchcurrat,pchdepr,pchsale_pchinvt,pchsale_pchrect,pchsale_pchxsga,pchsaleinv,salecash,sue,chfeps,chnanalyst,turn,baspread,beta,idiovol,mom,r_sq,gammaps,bm,cash,rd_mve,cashdebt,chatoia,ep,gma,sp,acc,stdcf,cfp,oa,noa,pctacc,cfpq,invest,dy,egr,operprof,pchgm_pchsale,saleinv,rd_sale,roaq,roavol,roeq,rsup,salerec,chsaleq,tang,O-score,sfe,disp
2007-02-28,0.0439915766480727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-03-30,-0.0245051782150021,0.0161851939758843,0.38,-0.0197261505502592,0.0003891210155314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004877,0.0,0.0,0.0,0.0,0.0,-1.9872384219554031,-0.0168671030598264,0.068022356998454,0.7429956405270798,0.1502832834169511,1.36557043274208,-0.0109193478684299,0.0015156034442588,0.1203015212497442,2.3884197828709293,60.299,-0.0002711956337501,0.1203015212497442,0.0097005482918599,0.0048940761082777,0.5717514124293785,0.0186590489850631,1.4425081096003864,-0.039926997422243,-0.2218714190754883,0.2554092361349348,-0.1447599065498092,0.5969503020263917,0.3497871524134861,11.659233847913091,0.0124450753235103,0.0,0.0,9.371512113617376,0.8113014574277574,0.0,0.0,0.0,0.0,0.0,0.4711385149205363,0.088750190287715,0.0,0.0490887079387717,-0.0169482924849038,0.0294245939332106,0.0434058963819961,1.2563365148367476,0.0076825493479474,0.0042597443749377,0.0200969483689558,89.78999999999999,29.490999999999996,0.0032037320049822,0.0200969483689558,0.0,0.0075779419049097,0.076070131989981,0.1181999831142877,-0.0064489650668234,22.814947415529204,0.0,0.0271505559724401,0.0043069300965612,0.0672051332564095,0.4561797808188119,1.527948448973475,-0.0161150246067741,0.0,-3.758071865485713,0.0,0.0
2007-04-30,0.1770694469382567,0.1652714051482942,0.43,0.0067388471152164,4.541206044226105e-05,0.0,11.518390504401289,0.0477915766480727,0.0,0.0,0.0,0.0,0.0,0.0,-0.0053114999999999,-0.0197261505502592,0.0,0.0,0.0,0.0,-1.9872384219554031,-0.0168671030598264,0.068022356998454,0.7429956405270798,0.1502832834169511,1.36557043274208,-0.0109193478684299,0.0015156034442588,0.1203015212497442,2.3884197828709293,60.299,-0.0002711956337501,0.1203015212497442,0.0097005482918599,0.0048940761082777,0.5717514124293785,0.0186590489850631,1.4425081096003864,-0.039926997422243,-0.2218714190754883,0.2554092361349348,-0.1447599065498092,0.5969503020263917,0.3497871524134861,11.659233847913091,0.0124450753235103,0.0,0.0,-7.8342055012613985,0.4270007670672823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-05-31,0.3080839104364585,0.043847843193254,0.44,0.0341474096122388,0.001166045583226,0.0,11.513524885281972,-0.0202051782150021,0.0477915766480727,0.0,0.0,0.0,0.0,0.0,-0.0119355,0.0067388471152164,-0.0197261505502592,0.0,0.0,8.595639301118503,-1.707370662124762,-0.0183894779455464,0.0673615781214974,0.7431444106113975,0.2331713627091658,1.3701321548703085,0.003340524969531,0.0015126680182814,0.1782513827573959,-0.5808314087759815,74.359,0.0968091960259065,0.1782513827573959,0.0154553049289891,0.0028254439095526,0.8287895310796074,-0.0065339325756339,1.4028401334215306,-0.0274993089569839,-0.0097141426159581,0.6624965896066609,-0.0633356437120316,-0.777349278810636,1.2664563795537207,12.847455822865658,0.0113931686560738,0.0,0.0,4.732129833551056,-0.4270007670672823,0.0,0.0,0.0,0.0,0.0,-0.05398863798674575,-0.007836487327310598,0.0,-0.004305964760407302,0.17826751142735803,-0.0021509472117848018,2.2556920788396884e-05,-0.05016973243947298,0.006460552659821799,-4.8291842822299584e-05,-0.0092334621153135,16.915000000000006,2.8550000000000075,0.0019598685820091002,-0.0092334621153135,0.0,-0.005888954621684799,0.015571253092140594,0.009716116896173299,0.0066602686804567,28.89413570357963,0.0,0.0005451866570823985,0.00011900868610170007,0.004167395250756489,0.11736632093857441,-0.07760355508542727,0.19980470683509902,0.6454535181181577,-0.009014813710758851,0.0,0.0
2007-06-29,0.0841181286188878,0.0144296491845248,0.41,0.0317496528936972,0.0010080404588702,0.0,11.694995740195614,0.1814694469382567,-0.0202051782150021,0.0477915766480727,0.0,0.5212397558077857,0.0,0.0,0.0171555,0.0341474096122388,0.0067388471152164,-0.0197261505502592,0.0,8.595639301118503,-1.707370662124762,-0.0183894779455464,0.0673615781214974,0.7431444106113975,0.2331713627091658,1.3701321548703085,0.003340524969531,0.0015126680182814,0.1782513827573959,-0.5808314087759815,74.359,0.0968091960259065,0.1782513827573959,0.0154553049289891,0.0028254439095526,0.8287895310796074,-0.0065339325756339,1.4028401334215306,-0.0274993089569839,-0.0097141426159581,0.6624965896066609,-0.0633356437120316,-0.777349278810636,1.2664563795537207,12.847455822865658,0.0113931686560738,0.0,0.0,3.650514191690662,0.6832012273075788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-07-31,0.2870093341874566,0.0108480489525549,0.4,-0.0197229604652361,0.0003889951695132,0.0,12.00577229220513,0.3121839104364585,0.1814694469382567,-0.0202051782150021,0.0477915766480727,0.5615663077786008,0.0,0.0,0.0243115,0.0317496528936972,0.0341474096122388,0.0067388471152164,-0.0197261505502592,8.595639301118503,-1.707370662124762,-0.0183894779455464,0.0673615781214974,0.7431444106113975,0.2331713627091658,1.3701321548703085,0.003340524969531,0.0015126680182814,0.1782513827573959,-0.5808314087759815,74.359,0.0968091960259065,0.1782513827573959,0.0154553049289891,0.0028254439095526,0.8287895310796074,-0.0065339325756339,1.4028401334215306,-0.0274993089569839,-0.0097141426159581,0.6624965896066609,-0.0633356437120316,-0.777349278810636,1.2664563795537207,12.847455822865658,0.0113931686560738,0.0,0.0,0.1820038784744682,-0.21350038353361067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-08-31,-0.1279248907618729,0.0021369469496764,0.4,-0.0378670695115773,0.0014339149533946,0.0,12.122874987062502,0.0881181286188878,0.3121839104364585,0.1814694469382567,-0.0202051782150021,0.8727808201810596,0.0,0.0,0.0031564999999999,-0.0197229604652361,0.0317496528936972,0.0341474096122388,0.0067388471152164,8.595639301118503,-1.707370662124762,-0.0183894779455464,0.0673615781214974,0.7431444106113975,0.2331713627091658,1.3701321548703085,0.003340524969531,0.0015126680182814,0.1782513827573959,-0.5808314087759815,74.359,0.0968091960259065,0.1782513827573959,0.0154553049289891,0.0028254439095526,0.8287895310796074,-0.0065339325756339,1.4028401334215306,-0.0274993089569839,-0.0097141426159581,0.6624965896066609,-0.0633356437120316,-0.777349278810636,1.2664563795537207,12.847455822865658,0.0113931686560738,0.0,0.0,19.996427102309454,2.9976021664879227e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-09-28,0.0817380789443174,0.0033294531555872,0.42,0.0091110140596724,8.301057719554846e-05,0.0,12.413069538342496,0.2910093341874566,0.0881181286188878,0.3121839104364585,0.1814694469382567,0.56758648248093,0.0,0.0,0.0004609999999999,-0.0378670695115773,-0.0197229604652361,0.0317496528936972,0.0341474096122388,0.7059553258502727,32.85307813733229,-0.0070290501302586,0.0762173606210303,0.5164593361493008,0.2782043868260737,1.2335960870799398,-0.0996517506030595,0.0015020316461445,0.2266169389917225,-0.5957636169455323,95.046,0.4250912013850239,0.2266169389917224,1.0588235294117645,0.0051239006790108,0.7625899280575541,-0.0046840375766904,1.248040264646156,-0.1103474765851026,0.1314663751428164,0.753494643755777,0.0298522915218357,-0.286499770989296,1.3160909749514782,126.00157853196528,0.0039123237382688,0.0,0.0,-21.061738261738263,-0.7686013807210714,0.0,0.0,0.0,0.0,0.0,-0.1597896141343111,-0.0720167933549722,0.0,0.0004900720900318997,0.112223885777051,-0.008000018527482201,0.002186641248823902,-0.3386959339636848,-0.015098097829662399,-0.00030102848200860063,0.0091491364241965,34.437,13.749999999999986,-0.0054320840904754,0.0091491364241965,0.0,0.00015306514354330005,0.04307351669075811,0.021892237315844915,0.0012882179869226,68.05385761607496,0.0,0.002855769442071502,0.0004515209635665004,0.013605909442043401,-0.221436965313194,0.03348709637117975,0.13908206996118697,-0.05403386767471663,0.009417249611074041,0.0,0.0
2007-10-31,0.2238460916848985,0.003625742774015,0.32,0.031587825485664,0.0009977907189127,0.0,12.28934313829605,-0.1237248907618729,0.2910093341874566,0.0881181286188878,0.3121839104364585,0.3403406509887888,0.0,0.0,-0.0082829999999999,0.0091110140596724,-0.0378670695115773,-0.0197229604652361,0.0317496528936972,0.7059553258502727,32.85307813733229,-0.0070290501302586,0.0762173606210303,0.5164593361493008,0.2782043868260737,1.2335960870799398,-0.0996517506030595,0.0015020316461445,0.2266169389917225,-0.5957636169455323,95.046,0.4250912013850239,0.2266169389917224,1.0588235294117645,0.0051239006790108,0.7625899280575541,-0.0046840375766904,1.248040264646156,-0.1103474765851026,0.1314663751428164,0.753494643755777,0.0298522915218357,-0.286499770989296,1.3160909749514782,126.00157853196528,0.0039123237382688,0.0,0.0,-0.2094157726446504,0.4697008437739679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-11-30,-0.1421243313307399,0.0040401626189703,0.32,0.0177784063851918,0.000316071733597,0.0,12.381645480845709,0.0849380789443173,-0.1237248907618729,0.2910093341874566,0.0881181286188878,0.4792686140547996,0.0,0.0,-0.0035195,0.031587825485664,0.0091110140596724,-0.0378670695115773,-0.0197229604652361,-0.4639792625378224,10.866100893326328,-0.0065008061770506,0.0869491668781189,0.4370311381015376,0.096121877827578,1.243990456307784,0.0084260718210031,0.0014940578311875,0.0931401807470033,3.469237832874197,104.182,-0.0480952794168688,0.0931401807470034,0.0073926073926073,-0.0010761797907173,0.9027169149868536,-0.0006805815988024,1.247082214931902,-0.000767643273533,0.1408052728360604,0.8591879213941874,0.0423027434444822,-1.2761106424758049,3.544075443250641,22.949553336836573,0.002810570564282,0.0,0.0,-2.03881028927439,0.38430069036053605,0.0,0.0,0.0,0.0,0.0,-0.04136162261224688,0.0400004585958615,0.0,-0.0031638137134252023,-0.17687894330423093,-0.005183021439580498,-0.0008224844008435997,-0.134658620052163,-0.0549570762779571,-0.0006827366429795999,0.0305902321235553,6.919000000000011,-2.2169999999999845,-0.0163275604561034,0.0305902321235553,0.0,0.00041898866897510005,-0.047558260512824496,-0.014745102311631814,-0.0006159893807221999,424.44889727104675,0.0,-0.006964519676450502,-0.0005813591773304004,-0.01405809928822939,-0.05401247160984979,0.05966989613312457,-0.22851202429494658,0.01902921994512985,0.06371830487622887,0.0,0.0
