date,excess_log_return,illiq,log_Mkt-RF,baspread,log_Mkt-RF^2,rev1,rev2,rev3,rev4,mom1m,chmom,indmom,log_Mkt-RF_lag1,log_Mkt-RF_lag2,log_Mkt-RF_lag3,log_Mkt-RF_lag4,cashdebt,cashpr,chatoia,chinv,ep,lgr,pchquick,acc,cfp,agr,grnoa,chatq,cfpq,chcshoq,ibq_adj,chtx,invest,chinvest,egr,operprof,pchcurrat,pchdepr,pchgm_pchsale,pchsale_pchinvt,pchsale_pchrect,pchsale_pchxsga,pchsaleinv,roaq,roeq,rsup,chsaleq,sue,chfeps,sfe,chnanalyst,disp,turn,RF,beta,idiovol,coskew,size,mom,max,r_sq,gammaps,aeavol,bm,cash,rd_mve,depr,gma,lev,quick,sp,stdacc,stdcf,chcapx,oa,ol,noa,pctacc,currat,dy,saleinv,rd_sale,roavol,salecash,salerec,tang,O-score
2007-02-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-03-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-04-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-05-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-06-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-07-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-08-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-09-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-10-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-11-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-01-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-02-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-03-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-04-30,17.943398443333308,0.4365476771872957,-3.0395236799325076,720.9349009767961,0.028355798977204704,308.2133447503869,-463.97685036379505,175.94538510537097,-339.6651613585442,114.38838285715038,0.0,-11.429044166878226,-146.95543817099409,-307.4057588964494,-40.8706208884422,-231.304004865032,450.06544725554267,64804.16509901302,-51.37913552599715,64.0687363781762,82.46163137244285,321.29116139891005,158.92933919044773,-259.0189913186166,375.8931353165401,426.7667026877883,411.0634243726879,426.7667026877883,375.8931353165401,219.3271622048243,25.121240965253605,0.0,133.34503641146267,191.71269850420606,490.6430262421954,425.8219789489454,130.5512902136604,-32.81894156460921,55.11135576466737,-389.44843805160906,150.2235292397195,-448.7512440265796,-332.2985529980325,148.89134261877305,285.66984447579057,149.9660501593395,-90.6267074280796,0.5603689563972961,192.58199442361092,78.49037952886923,-1839.3564923604927,904.6047654961247,4833.754345017547,55.38830753492757,0.0,0.0,0.0,4688.034161933019,0.0,558.4387281243922,0.0,0.0,4795.7448959148005,2243.0857251920875,457.854171516807,7.573056428382283,130.6744255822733,295.1508292239682,2223.2661080060006,7745.101084923184,1463.659897763979,1.6154539516281878,225.54991031650252,3817.5004967403033,26830388.64004409,9614723.896290045,17215664.743754044,-97.62138500552108,13161.996660579365,40.78061827220565,8950.750979140897,34.73305680068654,71.74648191502091,130738.98602317112,10301.355844419948,1902.9418099381458,-18750.204501803884
2008-05-30,29.306356017867667,0.6638218940522587,14.64638098719665,924.0447619924062,0.6575159977251568,99.56521110197083,307.77534704645495,-463.328513890595,176.73103004160288,222.49674805305852,0.0,23.39753654012736,-43.852767998371796,-147.35183479342538,-308.2349531478435,-40.9808650296491,362.5964732831819,61371.39218973576,90.07129348511553,32.43070775258403,62.82450457235274,140.14054975593507,-86.29511983345677,-59.23401260946816,155.05075353747458,242.39429321826793,495.63274121356505,242.39429321826802,155.05075353747458,224.54716113337048,-143.38794555829674,38483.91183991441,106.51298388830256,74.27071038357477,307.74634218163135,460.35809932495033,-110.28034585096175,59.248309515814384,-46.21367819232374,37.184497888868094,-103.95873998416155,481.15741166890496,72.94640842191284,92.32004879143328,132.119376573063,179.44710635266557,261.0807169897202,0.8669256985901743,767.1485596507644,96.15610771571315,-2382.336244441626,871.631646814918,1114.353152907146,3.337207612341743,0.0,0.0,0.0,12.645472197295021,0.0,2.4893449575282602,0.0,0.0,-1550.3882231677912,34.850911080126934,-35.45447713571241,-5.144090051292191,1.634794379067955,17.104109847573454,-28.604438522646888,-87.28638031868286,44.24008890642676,0.002567316574346945,12.756627985671287,-4798.062196342059,1602816.4336752258,282072.94814459793,1320743.4855306298,32.88207378885508,-250.91046680432373,-18.728981669010988,231.435358974255,-1.3705677404950052,1.0418371034830614,-38564.34235521642,135.06992203361006,46.300709619476265,-133.22528058699754
2008-06-30,-12.815362200410707,0.5173838286955185,6.269618946911719,708.1745188442842,0.11532780532017492,296.25129191917836,101.51101006999875,313.82384494561154,-468.12092802945807,1121.46858120639,0.0,72.04754813934471,220.68592526027135,-44.19494835174705,-148.50161176764007,-310.640090839372,376.23630906892913,56607.946408704425,112.16294258669015,27.497274696502885,70.12206513263679,199.05212429910236,-34.279149646845276,-17.193422855334582,99.0513500057926,172.73215340940126,370.6618463666316,172.73215340940132,99.0513500057926,225.1578116842894,-112.26245534162243,-392.630636065843,97.65539353817752,58.40791655839689,164.33361856820824,467.4293175457222,-115.75720674162652,0.43733249132695917,-80.67764338852089,125.52579919957765,-171.06247503548585,540.3936185464619,158.6102870598329,95.11780717327643,135.15003986523013,171.6674882024283,339.61411649886696,0.919715216652402,1630.30271419393,114.34104049245076,860.8652786711407,721.1456092327268,-298.76128747831535,2.625361108995939,0.0,0.0,0.0,215.17055211110164,0.0,26.55135012448318,0.0,0.0,852.581351720542,124.72310492826591,-2.7188192707752137,-0.07445125528379126,-1.0005815256389212,8.764042955870764,112.86360620980395,82.25473810049607,65.86317477682519,0.0007204699317486796,0.6091524708495513,-647.9074017503065,201298.23355760053,79808.50701122358,121489.72654637322,59.53066050911826,83.79368353822429,-1.6810300764682573,122.20798171628303,-0.9972682094267569,0.025359173787236955,455.82309971537325,13.664142966166764,16.367679289818852,30.923832444561413
2008-07-31,-32.56587178400274,0.4329030411952955,-30.20333301159537,766.8298283299531,2.6585187093243956,435.5475664429379,298.194244826765,104.8961063138123,315.7239006043631,663.2690309670874,0.0,-33.22757692131106,91.59699958570171,223.54469269101818,-44.78041000018974,-150.46885014361706,388.9912828195632,58307.820665373634,159.47947912538967,41.95636154404091,73.32179597239367,227.46157489724874,-17.065215861279313,-30.519677674794014,117.10338974628077,206.42353222196263,360.1285782972806,206.42353222196274,117.10338974628077,237.40639838193974,-103.02570982848572,-123.50702113103873,110.36810011866986,58.435736652070595,201.1222913437336,485.1270306305461,-85.62413207996615,22.895233975687674,-93.21907396055595,172.4428690081353,-83.58524351085026,514.5029296260898,200.22092252577352,100.78824694312289,148.05857776520298,185.35219806635092,445.6682461999153,0.9240927169440553,1740.0706458334184,119.75433882417359,2321.5808993976584,755.7535883301814,2291.9025349398707,-3.017254338292922,0.0,0.0,0.0,63.67996685916023,0.0,48.89747212025486,0.0,0.0,655.6488576228066,156.2840917548342,16.032850421175624,0.020991325517200288,11.547322474855719,21.269576656966137,69.56782809036804,279.1920094974985,99.48505613695806,0.023366856544414727,3.1581411758252216,502.66021974154387,627446.4884069934,250214.36769421026,377232.12071277946,-3.5424837654150405,451.1661649836624,1.7732916888638606,807.7004557775308,0.1364905430424841,1.1918454251801194,4896.668088733801,706.8906252191719,89.13970883278739,-404.75432589784396
2008-08-29,-12.594911928170815,1.5057158006679987,-2.643115253456983,659.7464328568718,0.020402999084171307,-183.29657451532142,436.22235114208127,298.4929517252575,107.6016274537665,55.54828018356818,0.0,-72.42399353061849,-436.30516682162363,91.17974795959451,222.5263800065978,-44.608772884794185,566.7257003040135,191349.30580642272,302.5322383688665,74.23345243839977,120.39309373363818,475.85769131073954,90.49620202494987,-40.35878822853453,190.6075910431137,428.3457876402648,369.3206933592234,428.34578764026475,190.6075910431137,23.583986059687863,572.7220263968389,-36160.00441882976,139.02021414311065,-60.42176080142316,419.0184186783008,624.7638199830229,-76.76261595499565,-35.955480481285015,-76.40236816855689,468.4676592951265,-46.244625909664556,-1154.6067211984478,501.6686288636961,187.30741027913933,352.30609092944434,216.83056254869797,882.9791332715732,0.9214750567981885,1421.3019017693725,138.9640165858647,4801.533105457534,642.3388733286337,-745.6799981970125,-6.973097313943711,0.0,0.0,0.0,-22.683243589075573,0.0,5.723845404413851,0.0,0.0,439.0664542557506,-71.55894972154147,3.0507581296036506,3.5378568294831148,-3.0924120158030064,32.66889632020542,-65.03314744015506,-36.32382468639571,32.77188969597432,0.0064322755645094265,91.74518957249342,2110.939292256822,2073854.3828178868,358261.63592615165,1715592.746891737,-17.790922946552296,-506.412874474423,7.183081703394091,852.8622029513372,5.581763085008134,10.19058907810755,79133.823678156,-80.21481394200418,37.90720170192526,-251.53195636871533
2008-09-30,-108.87835815443268,0.7164318124675648,5.163020144518166,574.270941085906,0.07829062296225495,-482.2736128485873,-182.00403047849653,430.7596025404001,290.64673737033854,-439.01086772007733,0.0,-12.600664263971263,-37.81052114303455,-431.14127746111814,90.10059014486563,219.89266926116056,572.3392418858454,188830.56130211466,306.49033440252225,84.86923365900422,126.31203879512682,473.9387533251747,15.675467823226796,-50.4719845750958,205.99911169656465,424.3087553954932,356.1255341487692,424.3087553954932,205.99911169656465,22.80959847172716,567.2705883564978,-35615.0157525904,145.89218588851344,-48.23893915347976,415.694066987983,624.7144464713552,-89.59230198492412,-47.14146214757024,-46.88854908245595,440.0918791767766,38.96624801322855,-1034.2196373860836,472.6827729221216,186.34965109262743,350.66459780240194,216.76224948687536,904.9474593874819,1.0142961417916245,1143.6344843493298,190.83039867819727,6952.997563695486,672.0186361983996,-3091.8322793766474,-7.097484146159928,0.0,0.0,0.0,-58.666756582662856,0.0,-5.183993100674911,0.0,0.0,-1042.185919167161,-30.00659937708724,-6.486836641977959,0.09615621095026405,-2.6923416794429045,-5.063676722287141,-105.02277151896351,-176.16127775617133,-10.659795525516756,-0.009029389548962596,-2.427712865117826,509.0884613009863,-431818.26954611763,-135171.6434441749,-296646.6261019446,0.40927095577028894,-213.34950909900908,0.9499577794038743,-97.0127461136617,-0.6339418771718925,-0.482233949612592,1571.7681974156876,-26.77061499442607,-18.4801731310763,-786.5826886103423
