date,excess_log_return,illiq,RF,log_Mkt-RF,baspread,log_Mkt-RF^2,rev1,max,indmom,log_Mkt-RF_lag1,log_Mkt-RF_lag2,log_Mkt-RF_lag3,log_Mkt-RF_lag4,aeavol,bm,cashdebt,cashpr,chinv,lev,lgr,quick,pchquick,sp,agr,chcapx,grnoa,pctacc,chatq,chcshoq,ibq_adj,chtx,invest,chinvest,currat,egr,pchcurrat,pchdepr,roaq,roavol,roeq,rsup,tang,O-score,sue,chnanalyst,disp,turn,beta,idiovol,coskew,size,rev2,rev3,rev4,mom,mom1m,chmom,r_sq,gammaps,cash,rd_mve,chatoia,depr,ep,gma,acc,stdacc,stdcf,cfp,oa,ol,noa,cfpq,dy,operprof,pchgm_pchsale,pchsale_pchinvt,pchsale_pchrect,pchsale_pchxsga,saleinv,pchsaleinv,rd_sale,salecash,salerec,chsaleq,chfeps,sfe
2007-02-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-03-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-04-30,2.2137221284207707,0.2019813256472508,29.271188130845637,0.4587303760337341,82.78928221927387,0.0030913138711971084,13.015565379192857,0.0,0.46335338333887965,-18.35522662590689,0.0,0.0,0.0,664.6580780657373,380.72286152554403,15.547231478133734,885.9445026325232,-4.309819955428887,496.10954665904,27.668719828477748,2384.0574817981087,42.47975076840781,443.0916154387556,16.35550974126566,272.51679046884954,-39.16185773132632,-19.749109270492596,16.35550974126568,-0.8173937874660758,-36.5092492529857,-471.64753666989196,1.6937169094887792,-17.465853480882988,2781.1952383212647,2.0891295490604787,33.955025700296616,-1.3378589592008168,2.4977085020490426,22.685587265863077,7.929153331196131,33.10998349650466,163.34237869440634,-2311.4172254539253,-0.07571617120121155,-219.76396009745162,47.003379436706936,683.3423451399337,0.0,0.0,0.0,930.5022071660962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,178.17325416906345,0.0,-0.6121456370012801,42.18191006717593,4.029772843644882,66.54082379870127,-46.95746878580043,0.529055792625786,77.5370320699301,50.89576894588713,804443.121174227,462048.49446120433,342394.6267130227,50.89576894588713,2.714634011382036,40.17864447156505,-20.814117056011604,43.96027823909709,-24.0206760978335,-74.57382096584166,10154.894835129075,59.60358767824536,0.0,2717.4676843565358,1121.6046330737777,-29.067769014553136,-63.97792258479989,3.5818786450337576
2007-05-31,4.860215105237684,0.13304849103006863,30.031280443940567,2.3306600784073983,168.81182444950352,0.07958600436426874,34.637882252296045,0.0,-20.834832985748236,6.303143850854019,-18.450747199937652,0.0,0.0,559.2464611861941,394.29450186177417,22.181229112256954,737.1149458689689,-5.041848871551092,505.81616737147436,19.172808690191086,2430.2025042544674,12.614524698930406,451.5580659270332,13.201762273728606,-57.28258832851989,-37.231444586914876,-21.088579449799997,13.20176227372863,-1.4698723277277719,0.26986648024781346,640.5369916021541,-2.2991071570994324,-23.2569118716453,2762.6948566594,8.468693846618278,-4.484148739851823,11.953765927662582,4.836394851849291,21.383693415050953,9.447904578156871,48.58446380181211,296.508975191233,-2277.246563861252,0.4733844624870095,0.0,97.4687725181836,-248.8737599745263,0.0,0.0,0.0,4.842332201986778,12.741496830316514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4896530320649504,0.0,11.940606361897208,0.8219986088263909,0.6706135431627791,4.406079962901757,19.60106120330844,0.007383205793143555,-15.661682725171069,-21.4533772838713,6629.395858083852,1714.7837705487618,4914.612087535206,-21.4533772838713,1.118364371459188,9.00263876000907,17.22293262314915,715.8369864992876,314.97186784734254,739.3720770547127,102.14858623399414,821.8938817296857,0.0,33.61053101143034,134.95648283626656,710.9430021122319,-10.60807250451375,-0.7772015125338632
2007-06-29,4.844790321859575,0.16302133814703212,28.05885830657021,2.172826858114724,138.4926236015838,0.06898649854324138,36.983204802911075,0.0,-8.319035339417042,32.12132963437058,6.339008785776576,-18.555732087361513,0.0,357.9244290938873,361.62097984829734,29.289599235414236,1399.3730346446605,0.007140786022054091,446.6041787810431,-9.764189427202012,2522.779227781533,35.80067452628359,393.31493790649495,6.225880832669478,-545.3859830838408,19.863328685257095,-17.191932434866075,6.2258808326695005,3.0308658911837116,42.46993262269595,-75.91447329813792,-2.3063444654293614,-15.24595468927389,2868.1260395623217,25.774194651998826,28.777805733299456,10.842234035846516,10.63169004055522,21.461737450029077,22.663754530864708,40.105755007222356,534.3275574468107,-12678.786129866336,0.4736958247277019,0.0,59.621545363263536,141.74840843001215,0.0,0.0,0.0,5.322117316116987,21.98840718402436,13.027968299020273,0.0,0.0,155.30828199753233,0.0,0.0,0.0,6.152472508832659,0.0,-6.564179632881229,10.877391346051574,2.8625378996444333,-4.033180661430791,15.067777374808275,0.00445445080606488,0.029467948540933264,-10.815305706222414,3959.8235760987736,-4692.484916314541,8652.308492413256,-10.815305706222414,-1.3831994316346203,-9.55434735693634,9.972032987226193,-131.68384440148895,17.12822195285395,20.22280773811417,-1211.6713820460427,-135.50484424855017,0.0,-191.83535661053838,18.81719182617917,-25.586221146833736,144.22293951928845,2.0272221321848116
2007-07-31,-8.712221607072065,0.05024844761326481,27.524835438061572,-1.357178102892545,47.141762993457576,0.02676757006762924,71.5081048688533,0.0,-12.298616608843007,30.19245668644708,32.47261282269183,6.408333039859797,-18.758660073328457,363.21611537129036,365.6677924560105,29.5322633097133,1415.700455440922,0.02498797792902177,451.3211178399599,-10.064603327158647,2546.042811876535,36.245332213596,397.8814776909104,6.1732971957653024,-551.1082697412846,20.10235627696579,-17.480245024346655,6.1732971957653255,3.068474877965027,42.74205035471317,-82.80532068136836,-2.3144533812795776,-15.256027494388885,2893.79358081181,25.999666407434255,29.2323565452117,10.922881703025933,10.711664701379576,21.777451039362447,22.8374448824494,40.39310786306931,540.3028326402924,-12822.014379913073,0.47494195091718716,175.80803128331917,41.490645864266554,47.35642836688453,0.0,0.0,0.0,10.287257285698729,2.6029870610434926,21.78301874101895,13.294863370743766,0.0,58.17495737890496,0.0,0.0,0.0,1.9536884813435051,0.0,-0.1945016619724811,0.5603595172695037,0.053236341096643436,0.7865041146100253,-0.24092778871207265,0.0033847533049981005,0.7138448253238963,0.2711830054772584,7798.030604898464,4033.174483768875,3764.8561211294727,0.2711830054772584,0.01562867886929542,0.30335210689213454,0.10361835490045745,1.2910376433799229,1.0661524881830928,2.07988690303182,123.11744307312256,1.8040438440997377,0.0,29.81463027057771,12.591916607197163,1.9411675757042985,-1.1539217060662992,-0.10289028651092025
2007-08-31,-1.6807430758474742,0.19371300169745623,27.675230327436633,-2.6199496763948877,182.84853192471647,0.0992098165128778,71.43318002780255,0.0,-8.862390717389717,-18.95727747735016,30.517070739773764,32.821741963786664,6.47723220181736,580.7265049813975,337.08291832775774,7.733616825949565,1772.01235225665,0.1786619762114654,439.175569128307,47.279232826361216,1800.2559811051447,-95.55876701584764,380.3092778529866,27.063921181936937,-144.62663277233196,-20.175290068428815,-19.911676773363666,27.06392118193695,4.61349979155315,-34.77818532962547,3049.1545045813123,-1.022266099649309,0.1163502592694794,1969.9572635217532,9.821650785783591,-96.1245343799814,-35.20081964814871,-0.8981167939335917,23.799478924668787,2.0435526053539723,39.45766202924347,542.5657433915438,-13140.80329403818,-0.712187000882474,795.4324801720711,41.735803856324345,190.45664678428557,0.0,0.0,0.0,10.224176447331615,35.01568367640377,2.5863689846714237,21.864716716357538,0.0,-146.23875142745794,0.0,0.0,0.0,2.9849100198741496,0.0,-7.163431782537632,-4.01423660273155,-7.73988226832221,1.0389490297086184,-21.497684037096114,-0.002522819183559455,6.508235260388723,8.699337115712584,35809.7428655792,39496.42553752457,-3686.6826719454257,8.699337115712584,0.3811029835220223,3.244941826291239,17.07918173142743,-640.5612919175796,-327.23992621681293,-715.7659554907757,254.93957349578886,-743.873533726566,0.0,-72.63359345954541,-26.97639640839361,-643.7293490185479,0.5982640303969191,0.02281780573310055
2007-09-28,-2.3875948180302147,0.2540785541338032,28.79821496737677,0.6247165272886616,68.57174784246148,0.005691801063436733,-110.89003018357703,0.0,13.262943389507738,-35.77360676565212,-18.63258607118104,29.994388586574374,32.259586476856924,1190.1912799678616,295.4347466688368,12.158937759379818,2366.9194153306657,-1.0573492757227378,390.73799251358537,83.5878024474631,1831.3828970470581,-102.75244714078914,338.9458030701257,47.254510561044036,353.4535907639338,-67.50317824560868,-22.348148894545815,47.25451056104407,4.909628575473246,-49.32506220776183,3544.1200068039784,-0.9850842723453079,-6.711978322080948,2000.7287389329736,15.124249913615133,-108.25410870653072,-25.580837478986574,2.4187692130622707,23.30438993872395,7.7329258986531455,30.258802645841975,539.6394779191406,-3408.996474920011,-0.6132814711084971,788.2647894403724,10.264561080725466,-196.3096755392279,0.0,0.0,0.0,-16.46260999921526,-2.361768788381198,33.74379230373249,2.0135975762203344,0.0,-58.2558356367554,0.0,0.0,0.0,10.60439582429683,0.0,26.98659928415934,0.2783012782334069,2.449290916603109,5.239060664006416,-13.066995857212873,-0.013308913902091546,-1.8201002200368634,7.008861074066793,-3161.6673725780565,-52.01504849520279,-3109.6523240827955,7.008861074066793,0.25658637746949253,15.980629293693987,-20.462703252943868,76.53880183500017,-9.182337232297822,62.291838912825064,396.5217796589732,73.78811206742792,0.0,-237.0142502629974,-32.82498434177114,46.592333725471676,-16.487118157656262,3.8093454152341435
2007-10-31,4.807126187774571,0.20444361229885372,21.91296604465862,2.163071710287367,80.78779584794395,0.0683267316975297,-19.784588261947732,0.0,-14.723628619816392,8.582757368232613,-35.67153642122166,-18.57942300908405,29.908807683478177,1185.4435721406421,294.91906274439987,12.14103852873107,2365.5639159337543,-1.070545998873643,388.68597580317066,84.21994518814233,1826.9026295703666,-104.29024328145637,336.9116194254917,47.37212382746236,350.04737171519514,-67.00098333615209,-21.923974226821933,47.3721238274624,4.877141798428429,-49.826801034595945,3577.0006985801006,-0.9946660402915243,-6.748852946212646,1995.316247752952,14.79778324781729,-109.7289279013849,-24.72717560047201,2.3580205854478007,23.124769830027244,7.5576939651064965,30.232583130542977,537.8934639042243,-3411.349480424129,-0.6200127289799874,-289.96928760747585,10.289837373835528,-87.64279090316745,0.0,0.0,0.0,-2.6954909832475096,-180.75324259808116,-2.2424827147260515,33.83466366564673,0.0,-101.18635267769345,0.0,0.0,0.0,-0.45084615737192735,0.0,0.053801568840494696,-0.07107782005265051,-0.040938112635482415,-0.2240367971176198,0.49082493120456405,0.003388493941651527,-0.20550768160615007,-0.41251840168038,-7144.4258357146755,-5621.977197559725,-1522.4486381547176,-0.41251840168038,0.037675520221923,0.01116926374655236,0.1743353829713934,0.6413303380323896,0.07944019857832174,0.30719707379128636,42.66869339803816,0.7221964832107801,0.0,-13.205224099505358,-2.605659453772887,0.3212899287174622,-0.228385211983543,0.005401754556118021
2007-11-30,-13.300624467444534,0.403150930767269,21.97298545366354,1.2207645777848073,101.91539467140603,0.021703248764503427,-30.211356646715068,0.0,17.94890043763628,29.95066374127642,8.638800368424716,-35.904461556668984,-18.700741434223414,1002.7169627370952,314.87655393689414,13.4983995305871,1820.561144220895,0.23615755239788105,468.26320365474913,121.98221644565527,1827.2639528551272,-119.74230111038601,372.62100535329546,75.25503907095072,1227.0395068741543,172.43974637456458,-22.768321907112387,75.25503907095074,215.2504161490782,-53.887988681222865,3276.6247307261215,-0.969157844373874,-2.0175537953056297,1997.2348896992335,14.899734663077087,-121.39009188539359,32.43875777280951,3.5898571716308476,23.46426539882485,11.312526256643485,33.01905644091288,519.5987391883003,-3202.1290826768263,-0.6161067247372102,-727.3674806302514,10.268457500237233,101.12617052255212,0.0,0.0,0.0,6.151126518415026,90.27621894858893,-179.75800490214368,-1.4999753563399736,0.0,6.261088839109192,0.0,0.0,0.0,-11.140613165463833,0.0,-7.851262466016067,3.1455450211070897,2.0430181356584534,-1.9628383744285145,-9.658201558959938,-0.009242284841311288,0.2320798974636631,13.718988283367786,156030.15694529773,50899.279095286794,105130.87785001076,13.718988283367786,0.3762195142652245,4.867846542915764,12.85081973676666,-41.282499556193585,-13.36653616006559,24.453212158969492,42.27316724103002,-41.31574318042833,0.0,524.3773813680655,-4.037016745290202,-13.451050817032183,0.2885663342100173,0.05552078751577838
