date,excess_log_return,turn,RF,log_Mkt-RF,log_Mkt-RF^2,rev1,rev2,rev3,rev4,mom1m,indmom,log_Mkt-RF_lag1,log_Mkt-RF_lag2,log_Mkt-RF_lag3,log_Mkt-RF_lag4,aeavol,cash,chinv,depr,ep,lev,lgr,quick,pchquick,sp,agr,chcapx,oa,ol,noa,grnoa,pctacc,chatq,chcshoq,ibq_adj,chtx,invest,chinvest,currat,egr,operprof,pchcurrat,pchdepr,pchsale_pchinvt,pchsale_pchrect,pchsale_pchxsga,roavol,roeq,salecash,chsaleq,tang,O-score,chnanalyst,disp,illiq,baspread,beta,idiovol,coskew,size,mom,chmom,max,r_sq,gammaps,bm,rd_mve,cashdebt,cashpr,chatoia,gma,acc,stdacc,stdcf,cfp,cfpq,dy,pchgm_pchsale,saleinv,pchsaleinv,rd_sale,roaq,rsup,salerec,sue,chfeps,sfe
2007-02-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-03-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-04-30,-0.13754977422925796,663.3193118136921,30.05769430514991,0.47105629432166485,0.0031743763500941243,-87.33081996503674,0.0,0.0,0.0,0.0,9.044440196264826,-19.44960273579206,0.0,0.0,0.0,0.0,244.23602943177326,0.8616455125090492,33.27905125470245,-3.363178690676312,588.6872451492048,2.1977416784520027,2698.3155968487645,110.9105851082584,271.97826369793074,8.156302565443411,1525.4037715401423,3424530.844995551,952071.129444027,2472459.715551523,-3.2268946745086424,-14.037550593903607,8.15630256544336,-2.7972628476716626,-67.6288445644388,-1126.3485234547197,14.880666210296807,34.92206333090681,3352.4283443471368,-23.544927270649808,-25.889086388493773,93.04300062472812,-81.98755177909318,-178.10981333444528,-110.1217039323937,-171.20143278511333,9.504553641735484,-14.634509287170594,2897.940247943621,-181.19983114348452,0.0,-2473.9474156198085,-575.4310076813945,80.9997149472797,0.04259171941575649,58.21116880970149,0.0,0.0,0.0,985.9806497084903,0.0,0.0,0.0,0.0,0.0,414.7812920370901,0.7986192494320672,25.132900661635112,3791.899303226409,-64.98569759183755,54.96709303866746,-80.93452543903835,0.1108868580377322,35.0127490254399,73.2052022673756,73.2052022673756,29.072908756400512,34.10143212899721,3005.874623261893,-174.04089752042952,1.6032044851667808,-1.8008630134804815,-55.1174336614657,2777.6095324112766,0.023751957678623058,-34.75286477832034,4.632865475840258
2007-05-31,4.684765652926088,1202.9112046756848,30.686927496969297,2.381543370409283,0.08132353697867623,-35.20461723824593,-86.79457653880417,0.0,0.0,0.0,-17.395632503496984,6.612174248658458,-19.355350027019462,0.0,0.0,288.71505675786227,229.61036834647547,2.9542033752938,33.909985102828855,-6.597309621860533,604.5670620197045,7.226310624836323,2499.137157051401,103.91949290057474,270.276731694483,6.414207454879152,1052.32486999397,3424290.272392673,935859.8622592726,2488430.4101334005,41.06333571351977,-9.93883064462997,6.414207454879117,-0.8841378897741874,-62.25459927380691,-913.5508193199571,12.92464523575427,-35.62098481773384,3155.456133018851,-26.409147053700757,-30.375319457526636,90.94197996073868,0.3755688062165259,-146.84765942877564,-136.41649316985482,-66.9315163317305,10.120326976797873,-18.779586353602234,2891.81180875872,-119.91254526850716,70.99793364624247,-2282.9021171072845,-999.50387824232,88.09263601442731,-0.003294183709211633,129.0199396173345,0.0,0.0,0.0,-4.778058878363481,0.0,0.0,0.0,0.0,0.0,22.407622843321008,0.00548413359415445,-12.959311060070135,-109.93542854659518,6.045255041669108,-4.458960035437428,19.136303416525053,-0.00013747365822967816,4.393394007197344,-30.898206219140462,-30.898206219140462,-1.6627344494188812,-11.649257673174365,-417.4582642794444,30.822680917736506,0.011009235729860789,-2.9668416025935267,-11.365959837962393,-414.61134067394914,-0.15784191795040747,-6.436899651988334,-0.39271833250839805
2007-06-29,-3.9149543303535355,734.6242865785623,28.57310215353472,2.21264896456312,0.07025083660047375,2.849983559771534,-34.76909856008059,-86.44187104310885,0.0,-46.75288306812084,5.783025976401579,33.45447751718253,6.60209989184467,-19.325860074835045,0.0,1166.8427482947184,211.10294737857566,3.45448416141793,33.78648919889598,2.1798032626531127,627.1903122047564,-25.33982162751791,2556.8207217602176,55.34242048434361,283.6609029209603,-16.01696181483997,130.6075181932492,3463188.856504017,1012027.4320071994,2451161.424496817,47.79662623282154,-7.426140842657868,-16.01696181483997,-4.986817128741936,9.845167165967393,-1190.8686695783472,11.483507361016166,-43.27407855104867,3263.620928924355,-35.07416874255725,-41.682201576144905,75.28729108269943,103.09699466357743,-103.99976712549909,-186.0518142394602,-12.072716518991086,10.063399897960448,-9.872678647272341,4109.736881681212,-69.9725601538294,250.5270730441647,-2400.4999546902236,-46.142957196577896,94.8876867189858,0.006649681313790318,-105.01391773733405,0.0,0.0,0.0,-1.4949674093421663,0.0,0.0,0.0,0.0,0.0,6.089026446281821,0.014739981371270638,11.421513624475356,942.2482523377703,19.30501074555891,1.9026636777031598,39.34360076434044,-0.0010594458798769968,-0.3158527553001278,-34.44268144173173,-34.44268144173173,-10.230203135031001,-20.342947927189,-46.15876066470446,39.43486889699169,0.02959007594983598,7.783618064186282,4.54934543479402,-82.58007703975409,0.022794332568451092,160.9246076981549,3.028651952278496
2007-07-31,-5.697272844900928,596.3893584390166,27.999935153516702,-1.380604035154961,0.027229598803502092,72.40151487882288,3.040637706960254,-35.047950168823824,-87.18832380450003,-11.393456744853232,1.1126784411007382,31.38381011497593,33.75393812262907,6.661197177994631,-19.498851380881085,1864.887533004045,208.14496833482943,7.4528468360627045,33.14373457604774,3.404835483449459,647.5987621997325,8.27851467639671,2503.31912939731,-15.836878209069813,302.957994858726,-19.988234192434653,51.91935643298021,3494466.9272116274,1023325.2834549665,2471141.643756661,32.42724979018793,-6.8286699485791065,-19.988234192434618,-13.396706726139303,18.441141905630356,-1205.1579613056829,11.609341044924298,4.587400921318239,3213.225345550965,-57.17348312597434,-39.624860254462206,19.917260335667745,67.43313353281032,-82.24722111241903,-147.83398166766997,-0.7055984697345554,10.166140268602934,-8.40925010149364,4262.615820904585,-23.828692784077873,253.1738276595637,-2469.4856286388663,-121.69268684244611,89.12791268604546,-0.00204826298173124,174.52303377654758,0.0,0.0,0.0,8.76964340332313,0.0,0.0,0.0,0.0,0.0,16.423216500231092,-0.8188433643974923,2.135680936497046,-266.08718747641706,25.926673149002305,4.329349762736044,-14.211961819279722,0.02211713212035979,0.2616974593155703,15.235718975776841,15.235718975776841,0.6031863658580683,-8.181718683090978,17.78270944928954,24.429359679775104,-1.6438037968464776,1.2627857607502802,-9.862529826362035,113.20939266715868,0.010503219021047824,-12.137909690391993,0.8835957795626461
2007-08-31,3.162625965215183,1103.1360943169684,27.89326867999106,-2.640590860025808,0.09999143764823108,-51.057644757438986,72.05805193227397,3.4162124913913594,-34.59334335171821,-48.77787073377234,17.814923406591767,-19.348797247702095,31.14733194379555,33.49960094915866,6.611004810632185,1758.7917035315209,198.2189762490239,0.36353301582797215,33.282920833679384,8.887053259377629,651.3332720760825,8.724849021804303,2446.7570372145656,-63.45431873938962,330.52454407558173,-6.874957507404231,11.574840366148635,3534957.711373699,1045159.1009500007,2489798.6104236976,4.1462984223131265,-5.746265389464091,-6.8749575074041935,-13.779634856419234,25.956542675781314,-962.6461815652207,3.2286401492013734,2.2560530729411488,3096.8122484903242,-46.36308365128764,-24.72357439029119,-54.76466306908934,-33.651337738384754,169.84483642093403,100.46650366436914,116.15015833877389,9.385561173956386,0.47987355190955405,4634.388389294427,133.6033601965471,243.45842679526135,-8307.71777220775,-89.10306154689002,94.70332721520418,0.014337958199963051,-213.2153765962607,0.0,0.0,0.0,-7.4482128032123,0.0,0.0,0.0,0.0,0.0,1.7814595992019804,0.0,22.457088393736985,248.2366356032917,48.45616517197595,8.66674608219519,-7.045636882913648,0.0005552756612559051,-1.3060965832452212,16.906968143520658,16.906968143520658,4.93987185040768,-32.276209855763895,608.69370871093,275.4531145100685,0.0,5.549116278444304,11.918372353541358,174.32653333054122,0.28902224786651953,-5.5372535680747745,-0.42101513602076146
2007-09-28,-5.231453153929674,650.8966602187807,29.1077735070951,0.631431746830722,0.005752983523098234,-71.949972782712,-50.61264413981764,71.14869577454631,3.320264977056123,-8.335993015741465,19.56419551364094,-36.71173429701402,-19.12120725182834,30.78096182487725,33.105562294239334,988.040929448055,195.6709114363757,-1.8522381370599428,33.51015019042481,11.089023165646985,590.299262657345,-14.686695191269985,2416.4819086401926,-29.657290369921657,321.53630756599176,-1.943784779958314,-368.87955264117795,3516959.0763021572,1038483.1451827586,2478475.9311193977,16.779910529557863,0.18356137222552046,-1.9437847799583325,-9.253956041483065,26.076416822119803,-306.4504225053586,2.59437450023819,-41.914866703015385,3060.2980039441118,-66.43700356990765,-70.96939466907108,-32.386028155579474,29.425472717399078,183.910965912802,89.7671964627594,95.6670803626812,9.308658759936653,-26.779639172209507,3917.654202250984,135.08989747948047,243.4614450193465,-8216.62665121025,-209.5383472683835,133.77926274591928,0.032995574531290636,43.08911950583626,0.0,0.0,0.0,-11.539342497537518,0.0,0.0,0.0,0.0,0.0,20.28561348510607,0.0,1.0155847071748738,-352.7575031078286,0.693847803224692,4.079344849070864,35.63888174799787,-0.00023829802904196118,-0.19691024791580958,-20.29958933827299,-20.29958933827299,-0.32934013048540933,-2.3525353778577553,-14.1757247156429,13.113073232981861,0.0,2.5491830412570256,0.36074639962490807,-37.702823187235026,0.0749091632510328,-57.58850910089318,2.1902174359596636
2007-10-31,4.45700166978214,709.8508547910575,22.252511272714077,2.1965888834383223,0.0693854663137948,44.57463502607731,-72.74105162956391,-50.410033374408115,71.63405610341592,-151.02657123207607,-4.656792405156481,8.886931125695703,-36.93573914794499,-19.23787957096785,30.968778742196097,999.4421183469976,196.79580715283424,-1.7673177846397627,33.76671816141396,11.232375850405028,595.6837206993723,-14.79101743983099,2431.266399097723,-29.179376868967555,324.2890947832194,-1.7046117294329104,-369.7980258574349,3503258.2801849707,1034889.2849715224,2468368.995213449,17.054281816757037,0.19133208803337473,-1.704611729432929,-9.203716826380688,26.36528069062564,-298.73780320448355,2.7757748590230777,-41.95848824486637,3080.063723854437,-68.12498634122963,-74.74550774652312,-31.99994994113288,29.126299765040386,184.93121750184133,90.53109383394556,96.29933396454166,9.309705717000478,-28.224410431638685,3984.9796182345035,136.26444168865206,245.72266332452824,-8286.935968060905,-427.50708138159786,174.11346896763402,-0.03827208391087563,10.20793923599713,0.0,0.0,0.0,5.915558130593922,0.0,0.0,0.0,0.0,0.0,0.12170325169813623,0.0,0.27033046921538784,95.76288239627775,0.4416273939502986,0.4897464005141785,-0.018907753826681528,0.0003502231901697239,-0.002050634909267046,0.16579815348672255,0.16579815348672255,0.17471799717031544,-0.4161342080026529,20.4215240571275,1.1339265311678162,0.0,0.15755409487564087,0.20675955828418324,14.761025639118998,0.006644399142019253,-1.6274495460320537,-0.02376541591911341
2007-11-30,-8.256054185475485,840.5774511063142,22.13853442429417,1.2299620680239371,0.0218667654836985,-70.69023597312436,44.97307241059013,-72.01345487153509,-49.54494648431081,-35.21121407661187,0.7657055038840073,30.490260707868757,8.794438671270559,-36.551323299382545,-19.03765761872279,1077.342218549199,185.00214286215484,0.7127520080817185,32.4532014226483,7.38767379971539,646.1439387339464,-20.699132666982628,2356.779428538229,-2.2596479398129734,355.01660238936233,-10.550589635530024,781.3112771049119,3419651.329205677,993011.7270297311,2426639.602175946,17.046031528619128,0.46769039868637596,-10.550589635529997,-9.372869236882245,-11.846563091718798,2004.1573904040154,7.622569682526956,-36.69353423445629,3001.210791000386,-66.01643630740631,-76.41752652126905,2.71639036867474,-22.23237822891827,45.010232358924014,-30.76300332292977,2.780624129838464,9.37549692266591,-32.4646706668849,4188.640306286308,34.74555414994112,250.92111152403317,-3287.7397620996435,250.54453061868216,139.69865572361275,0.02105924007100691,17.837457546704968,0.0,0.0,0.0,-10.151718987520894,0.0,0.0,0.0,0.0,0.0,44.70165886327459,0.0,-11.919493864461685,-533.7841752775057,-21.863492485966066,-1.0169162866246637,-13.252046733531628,-0.0031911345238144206,1.4485782829200247,15.914606787463498,15.914606787463498,-5.904834387149538,34.046613559898574,123.79439168980934,-165.12259095422863,0.0,-3.0373643354997135,25.72512510617338,-85.33569617517696,-0.11119517113445873,-2.7482030323254563,-0.3844994117736249
