date,excess_log_return,illiq,turn,RF,log_Mkt-RF,log_Mkt-RF^2,coskew,rev1,rev2,rev3,rev4,mom1m,indmom,log_Mkt-RF_lag1,log_Mkt-RF_lag2,log_Mkt-RF_lag3,log_Mkt-RF_lag4,aeavol,chatoia,chinv,ep,gma,lev,lgr,pchquick,sp,cfp,agr,grnoa,pctacc,chatq,cfpq,chcshoq,ibq_adj,chtx,invest,chinvest,pchcurrat,pchdepr,pchgm_pchsale,pchsale_pchinvt,pchsale_pchrect,pchsale_pchxsga,pchsaleinv,rsup,O-score,chfeps,sfe,disp,baspread,beta,idiovol,size,mom,chmom,max,r_sq,gammaps,bm,cash,rd_mve,cashdebt,cashpr,depr,quick,acc,stdacc,stdcf,chcapx,oa,ol,noa,currat,dy,egr,operprof,saleinv,rd_sale,roaq,roavol,roeq,salecash,salerec,chsaleq,tang,sue,chnanalyst
2007-01-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-02-28,-0.8218373672196004,0.007056271199823424,387.9244419786299,11.677455247147131,0.36711711889245613,0.005078246030305145,0.0,-41.02309885758359,14.029585444845463,9.05814163228306,31.12945269472159,16.773738171862973,4.823155221899233,3.0359704161248224,5.943832817271362,11.148229378007272,6.392634723045989,-26.35442487193611,-0.2281981377127913,24.084224576469865,-20.62168764667206,54.28987767600509,242.6893747245741,86.72359915836506,-18.424412273299676,180.18321061098914,-16.018134862175174,26.10901318749579,3.747999307443038,-3.4795279110051855,26.10901318749579,-16.018134862175174,0.3557854600083989,0.38968064467747365,-281.3727179808139,0.0,-7.346619149820458,-18.649512730351155,2.8642566326926517,-11.848133375723709,-36.498165918348874,-25.382731922540923,-5.65091056242218,-24.53506945855133,-15.372372343401938,-1189.8310114855378,-89.26076447414692,-146.1355027091102,68.01703612601673,16.969162757326906,0.0,0.0,352.1994631696631,0.0,0.0,0.0,0.0,0.0,189.76741217972628,33.14072585856359,0.0,-10.685064488202219,3846.6414974100458,16.90124535804191,199.90926888639066,-9.131807856896891,0.12142300586930849,21.091598751093382,563.3115547153739,219662.81748026074,100717.72775168822,118945.0897285725,790.7585895137421,5.192279693695235,-21.68854671003987,-2.621509913535604,292.80420539237673,0.0,-10.26949487845289,12.357748397903947,-23.579538000065067,4310.607195689091,0.0,3.546500527314027,0.0,-1.7233317438301767,357.8161435363026
2007-03-30,0.03692806339281135,0.007809441608021718,376.4183856731138,10.16092284731706,-0.527462878462486,0.010404812150221626,0.0,35.28292130417508,-41.632387937411714,14.202379335053195,8.941498069347823,-1.8938225278988883,4.987039004207722,4.9452912527424235,3.0817089435163965,6.033379855898541,11.316183450308277,217.2949024888749,63.884538719387294,-29.555665572128955,-15.351010199385552,79.59678603879931,226.24624021252134,-36.682851009064336,275.8363910159762,212.1985571964674,-41.00167809199394,-17.799003053532275,-62.124349532257426,1.5469001045013486,-17.799003053532275,-41.00167809199394,0.3884311441138789,11.776069886711953,-241.98214098485445,0.0,-7.946913905353548,-21.138159330259647,15.851431591643896,-4.279965469438759,174.0940832044522,-25.889066834371825,73.26506304444354,212.6133719249416,-20.268089427278614,-1483.8946411113216,-104.24482202246966,-150.4589669923481,55.699671080949614,0.13616923923463986,0.0,0.0,5.306074363545804,0.0,0.0,0.0,0.0,0.0,2.781102391828796,19.590214419350453,0.0,27.36083660309105,-3189.7520597051516,0.994470490204808,49.84015993647765,47.373700275055945,-0.01343726060397439,-0.33272439780630236,-355.93571672101154,-8109.083005257649,1263.9644051405921,-9373.047410398198,-16.291773384420935,0.10357563121776803,16.39433063091758,26.026193607893383,127.86910393288616,0.0,8.469798687306604,-1.143737534549242,16.52691082597857,-2727.3697888618262,0.0,129.661455021007,0.0,-0.0259583298101822,-177.05881527803618
2007-04-30,0.14841336351814782,2.7782990828228535,1700.4767132906873,59.89319067157755,0.938630360879689,0.006325286499668711,0.0,-114.41740329371989,35.18795408489642,-41.45582362069024,14.108784139740072,-13.90982539154463,17.531253611575092,-38.81396623655199,4.9252920907767495,3.0692462607050914,6.008980374700819,2548.3124023656046,281.94829142237717,-15.369692530503725,37.58282105996591,384.25476426249674,1090.7501154299146,195.53959874393962,894.0680377420836,1151.4714697768868,73.13457553988187,126.17825261781863,-145.85332203075714,-4.626141233742255,126.17825261781871,73.13457553988187,-2.627903644215063,28.225157159568425,213.17011898435578,81.76529197103855,63.73693195106362,52.603323340127,-14.105463443223504,51.62336291615261,631.9952067796049,-1.8437414571653008,440.87699839693255,861.2910107966522,147.92530700999217,-8350.466406925974,-2994.9951906734145,-281.92998175427715,193.4384301957484,128.80228989298428,0.0,0.0,1610.134633196502,0.0,0.0,18.70879525864537,0.0,0.0,831.182679470346,305.39793435210635,0.0,196.3521669140652,16612.976002346644,86.74916075896877,1311.3188627381821,-71.05626885880835,0.2581629668685854,44.85935265434239,2456.4323063329657,5653058.655270221,3495911.7092200937,2157146.9460501275,2605.358918966146,3.68669705365987,91.56718819439281,214.33941653173255,9390.935288438559,0.0,52.04630030499435,21.260019392871154,97.30702817124913,9917.255626168695,0.0,636.3060779158285,0.0,0.31104270448595805,-103.59552725049798
2007-05-31,3.1873266437223156,3.310274760543987,1029.710196617276,61.6494372698558,4.784474060949516,0.16337739553837205,0.0,90.84089946663926,-115.16507706147199,35.14008492914504,-41.31715850476703,32.44976614702048,-20.22932161684199,13.425508190392538,-39.29954059640611,4.910061639942961,3.0597552491246827,3050.2447564792824,404.41926879815054,-125.61324175449555,54.03832897829865,433.18160875630053,1081.1195691862445,-22.53173168124225,1172.9703686790867,1278.172748670564,95.0945804515995,-5.164862754931395,-280.49474937387185,-4.1921367515794765,-5.164862754931338,95.0945804515995,-11.143896623323359,62.8555515439368,312.16654203252415,-46.92959314101006,23.90612067863879,132.95083955728128,103.82176472034227,51.499985477159086,1170.3675944722268,767.9775385919173,589.4310438474133,1503.0949117972348,178.4781945412887,-8748.047988525024,-4319.3364871112835,-326.75031489931575,203.73933998047423,167.67686461220845,0.0,0.0,24.615768728772537,0.0,0.0,0.049327569711710595,0.0,0.0,18.865486948488297,48.40690042768813,0.0,43.54913420595176,-3946.5837076601147,4.28470987491427,126.59272904182217,-27.478587297551172,-0.00398209686947093,0.23266647433285925,-815.3135131355355,-804824.0167685421,-648351.374401134,-162000.4669596888,96.81590526474247,0.582506556494204,4.798074805840088,41.80458815135074,774.8648334384707,0.0,18.585272387657575,0.31893110571643035,42.478969583589645,655.3838023841381,0.0,232.7966218869792,0.0,2.7142871745600248,-2469.6021300395464
2007-06-29,-4.690312737259622,1.8496900952881228,1316.968166772435,57.465765112036614,4.450044135555847,0.14128735666552322,0.0,9.48468033667941,90.86671750304077,-115.11136788451428,35.3338513391524,39.954014815284076,12.926968849975562,68.06894491204407,13.433118888524621,-39.32181885477573,4.920371154063684,2025.5809092048478,-113.27604156330769,-33.924774586725405,-1.992784340044253,356.97911932335086,970.8574681944935,-144.85339551608521,49.198229122096215,885.3581958367365,-132.29897488977434,-84.62920066917309,128.27592162823316,-16.6080318459929,-84.62920066917304,-132.29897488977434,249.4130438188734,-68.58983484530822,162.7792197448228,-39.54527148956093,-14.340660300119914,269.0810641771752,64.60400091825372,23.234197275116166,0.5625237369868517,252.2350933557352,-77.74487385053523,185.185382656694,46.28408671381136,-7282.691551292478,-4306.828853824012,-341.92278837482064,212.29297100914914,-172.870026920031,0.0,0.0,1.1293768803418516,0.0,0.0,3.2281275006849057,0.0,0.0,-22.07223860113811,-66.26021580344462,0.0,-122.16567421497763,3172.630201978345,-18.164638605775608,36.882776072558045,78.51276670838195,0.008438404659489918,1.0187653484911152,-1766.1901246202037,49419.931361366995,-139820.8037988888,43078.0805612416,367.78065647067297,-1.3504585013681307,-80.23726415369565,-129.10086679670357,1011.9329791417731,0.0,-38.57910053922504,0.44723090320906067,-80.00808611996892,5305.3602376643175,0.0,-1084.8532147386509,393.92701751558786,-0.4857649391451412,1028.4205146437525
2007-07-31,-8.19922120049546,13.860246146643092,1781.299794842443,56.17684398669738,-2.769934182528422,0.054631302373304845,0.0,56.10854852549305,9.835116683199294,91.6601620404879,-115.52533800685349,95.84467308073147,-10.891210949432757,63.54750717572345,68.34666081646796,13.487924949734778,-39.48224876155564,2957.599433312479,-409.5617806979291,28.903575959413967,-9.14664842038592,315.6353401786377,948.9812204402343,-75.73707962502947,-231.4627069043331,762.375101381421,-143.4694549564326,-57.8519359342761,330.29522238909436,-16.74244404297869,-57.85193593427604,-143.4694549564326,251.96016244958668,-132.66058670870473,52.46430483165534,29.74938618560898,-14.429357943931638,195.8748657049444,-36.53391429880284,8.82012902134676,-605.3166528092811,-227.2240833497976,-417.799623297819,-549.546046959456,31.252314589464355,-6843.133041306355,-640.9979314380747,-396.60248956667215,186.24470733124323,-50.930313649343404,0.0,0.0,8.132854221666776,0.0,0.0,0.012096733600326814,0.0,0.0,-32.08457946864746,-35.98444566655297,0.0,-42.086423677069945,1356.3717619466406,-1.2437600460522447,-62.64739044286898,43.582842937152975,0.0037361355711560407,0.9661589232978685,-1409.393703158416,234218.04732330423,-92969.35371046327,326848.12276575295,-9.589440266303882,-6.875065289796527,-46.155820239865534,-71.92123874696252,-415.88314080490454,0.0,-17.36331377350077,0.3822500010411005,-41.65337931159836,-199.72610615777376,0.0,-457.07789096745586,334.88023594735955,-2.80253465373469,535.3768085488496
2007-08-31,0.353222337792914,8.138356010992148,1703.268537770637,56.06556325630992,-5.307596452581055,0.20098312380928413,0.0,-59.91400977093673,56.26582670436078,10.394269573978375,91.91479501781876,-99.27855249486657,-21.205910597911853,-39.3150444708352,63.28862331035172,68.06822585459776,13.432976985573482,4794.740563772582,-425.27255505229346,28.506845779300882,-10.991760695902366,305.5700931430963,941.4389445693487,-85.43623533160986,-228.63237757027247,747.4825809942414,-139.35269190259,-62.38361755373574,327.32845160191255,-16.881270212423136,-62.38361755373567,-139.35269190259,254.14668909531358,-142.23310388527662,-19.665693940985015,29.735827877798677,-32.40191529548558,194.45083529856205,-36.64952242294038,-0.28313799809174567,-601.9017513716504,-251.40828520398193,-313.75735253172815,-546.3072511515106,26.444238697759666,-6795.226501000614,-642.2499951344294,-601.8327699521881,141.39136452595534,257.37696565971135,0.0,0.0,-8.153911673885204,0.0,0.0,24.131879211188323,0.0,0.0,-10.204068381004276,-1.1723309011364336,0.0,-1.2469930473646542,1112.442852040018,-0.4144208092145476,-7.474802667944459,-6.773167688044083,-0.002725395261721275,-0.033248873564588166,14.271564310476151,-22298.202408864163,-12517.204406140372,-10994.428059982602,-24.08995302161793,0.061421898012927745,-1.6033342734070573,-5.630867653093631,15.73571939204703,0.0,-2.548874427579035,-0.09248370028805653,-4.281543389719771,-1857.0182437383664,0.0,-47.51508987198042,-2.126701869786075,-0.03300162831234932,2261.9598557342056
2007-09-28,-4.77995298150409,4.372211950963614,1481.5753854112663,58.62978053402394,1.2718494160976173,0.011587837911851567,0.0,-102.61961840131792,-60.078798579626735,55.98096425743097,9.609829606772493,-84.90506167082538,25.7028512171678,-74.89014683061286,-39.00632988576834,62.79166034496064,67.53373188711598,4013.368480748877,-153.71823734186293,0.3647401783839084,-12.451879150577852,305.02686065298934,986.2035933209888,21.318935681048355,-13.659312806833174,782.1790191282316,-157.73624165628783,-1.528865713746403,137.66388142956515,-16.56153636213648,-1.5288657137463497,-157.73624165628783,-10.222117942984749,-41.15162026053918,975.9175524247119,31.525505167469866,51.7690920360267,10.872768940963535,-84.49450754132495,0.5740178035973247,-196.45996085334366,-2229.9509208532186,-144.54939715119136,-181.35448142841634,6.365242650553344,-7503.008309950422,-599.4251343968169,-581.1425886395106,141.65519460980818,-43.50235424603204,0.0,0.0,-15.652547983910608,0.0,0.0,-5.390869024502955,0.0,0.0,53.25758594610352,-3.629120108047573,0.0,-6.921459700538733,-873.0246676015449,-1.5055035382594326,49.14445036456482,-3.4661775923594504,-0.0016550793926521923,0.15416743027759594,255.64618682822902,-19005.325504547916,-8101.203575259075,-7029.704449075274,-64.78324535393176,0.9635582710444286,20.523503794176953,-1.962865313311596,-1021.5979176524288,0.0,-0.06940704114647112,0.0615029029019567,0.41897389018163445,1642.8016037486232,0.0,387.4252234582609,-8.907998313424628,0.6929614673417188,-2205.8652282606304
2007-10-31,-1.1012593079735704,3.6013190564053104,1864.1684297246568,44.66983368401481,4.409446596513423,0.1392848295790121,0.0,24.523047209713546,-101.6579015621572,-59.3809356249699,55.9566079348152,-184.43850715046636,-1.1278829160613082,18.028700361921864,-74.93063289519732,-39.02741694271495,62.825605894858434,3218.250449098733,38.28598582491305,15.595278549389793,-8.2923776106579,320.9818742140714,1081.5131897024921,112.55568042516849,-132.6367324725604,848.4343085927519,-158.82058189505358,-3.717447499489947,12.434665089333317,-16.357324563166383,-3.7174474994899285,-158.82058189505358,-41.41079940259854,9.594176992087235,1110.5920283694238,33.38100887064425,52.315831145434984,-87.0499935739176,-35.9715422006208,-8.280124439384206,37.86899335405751,-2092.7044733043094,25.6781860259999,46.7986420910971,9.901088437264821,-7401.942509882942,639.3590507550941,-391.6883294342223,224.90872987011716,-41.594759987474674,0.0,0.0,1.0691628664869768,0.0,0.0,-0.45281536504848674,0.0,0.0,-11.070345536411423,-38.51804354786958,0.0,10.68615717853281,-206.41591738038915,0.7285717089500992,-166.15596312788898,-7.786141498640426,-0.0023753061280786802,-0.4080370705306535,98.36056833898829,133806.2075913092,174999.81585234357,-42463.916025180835,-187.61757982231848,0.860072306339708,-116.34712103082404,18.553876081795437,-17.1231359749072,0.0,6.334130967929827,-0.11002472778871919,10.143054407185684,926.6529143370208,0.0,269.2832512704406,14.220742370118273,1.6123704969976187,-1139.010285174436
2007-11-30,-7.3141815402278105,3.0683682590040458,1510.053966717461,44.545517823380244,2.474838495321432,0.04399868450753704,0.0,-44.418514069116526,25.57598832464774,-99.44779676058096,-59.53984926287054,-119.55948544665021,8.024071994094367,62.2202356133246,17.946453507108618,-74.58879966478808,-38.84937403165726,1681.372159000159,33.61733845549378,32.61068846171077,-7.532812650199711,314.43518734419047,1133.6154427544886,184.75822211741564,-108.11051691285614,872.6957675874438,-175.36593495320005,26.443550898791635,33.91970603278075,0.12864363784647237,26.44355089879166,-175.36593495320005,-41.63990585647459,13.74944758365079,1071.3867858743424,33.393073013931385,68.22235397141229,-92.66229662114648,-43.500355769904765,-2.1950429082090226,-28.711451077171873,-2072.382068065291,13.99053319117302,-11.654303383824198,12.939117116318062,-7241.514480500968,634.0809279096593,-371.10152671289296,234.20647073570726,108.5751903585271,0.0,0.0,-9.027189978477281,0.0,0.0,-4.746856995311241,0.0,0.0,41.07390641782035,0.2851699608939384,0.0,-1.5045055418066369,-8377.492602693444,-0.20756210535806474,-0.6192177303607878,16.20258360924663,-0.016427206671423278,-0.4579878101333037,419.1257058717115,31149.17537675798,10843.021881508641,14639.357556276023,-65.95215550813236,0.14161390631543558,-1.1399115147379746,-0.6205960450805179,-57.9159037240679,0.0,-0.20476258477962617,-0.1186239513435936,-0.05438434253364477,-132.03908482706902,0.0,1.7333185719907078,86.15146606878807,0.006703936218607376,-341.55331063911876
2007-12-31,-6.822474929435945,4.203444085030012,1924.9578854247893,47.25244354439169,-6.8570566818728995,0.33832191006255996,0.0,-0.08120361632633255,-43.81076767408966,25.835371532369788,-99.32229902951681,-116.42820233502296,28.352951699281242,34.9129867758304,62.03173161666526,17.89208247847776,-74.36282355421508,2734.026786486925,45.77762772987224,106.39775541510421,-13.145126570559025,308.04983802403046,1268.2085865886238,303.437102036957,-461.6426916042489,870.6670293798626,-191.56283497331722,73.90545616460486,74.25058036473058,10.93823925910473,73.90545616460497,-191.56283497331722,-43.26647386153315,15.509816443370688,400.1915927933168,78.91233438149867,32.644649806191275,-254.7370374834762,8.528139559936635,-2.4294876167648956,-231.02039082872216,-119.32268911686411,73.74368590000175,-164.53645267718838,8.961042856891174,-7030.738645969502,907.8690471659148,-363.20126226824874,159.32707591790862,-25.06356650719721,0.0,0.0,-5.9676154898634195,0.0,0.0,-9.52991231519351,0.0,0.0,-15.620233752764307,-25.620222707739316,0.0,-12.508525748699697,16002.084299443537,-0.5791823818631912,-224.47769598210675,-10.181212102384066,0.005067442910288489,1.4545611058620835,4016.203649090139,153123.412828302,122000.82858158369,33306.09380797623,-246.2096397396158,0.8086957998521349,-10.993994553325251,1.9140194882341461,622.9901037554846,0.0,-0.6371308421596957,0.44831906134412947,1.2023138479394007,8981.498172516931,0.0,50.798456391289974,2.5492307538445402,-2.3401858137628606,1877.7657571666373
2008-01-31,2.717361364187436,4.0082752054515405,1306.1270985337499,37.406915324483705,-1.207837752870592,0.01053001688707136,0.0,-92.63830397480466,-1.1118850510053289,-42.98786208728344,27.081141063001507,-217.7893681595433,-2.942529248908568,-96.28221149754427,34.69337110273203,61.64152895139568,17.779534624526672,3551.1245738368652,56.506287562141594,152.9403457887303,-5.710912310337668,305.3984703808583,1394.8935592955384,321.1557325985694,-387.074208935735,936.1054404132465,-209.16573828835504,176.7044815098816,51.045094963496965,12.337774033848397,176.70448150988165,-209.16573828835504,-8.410877080082495,21.345963360258096,-712.923922762458,135.71011891467904,35.7013504137141,-155.96617590907437,-25.32103043619794,-12.821200768389271,-354.92397927863937,-227.6950063522163,54.875080941495234,-239.34210747969286,3.986233316876511,-7132.770835335216,5576.973075078772,694.8867089806304,130.19699199324614,-94.11945538363892,0.0,0.0,-12.352944821943538,0.0,0.0,-4.276947287549767,0.0,0.0,39.77208510674609,-20.042995379025484,0.0,4.889573632777925,-993.257057728657,-1.103341787276392,-73.22487996090172,-6.871240497416217,-0.0006966967748805453,-1.430986931567105,1935.7149173904245,902744.7279728549,1107181.1744663068,-204488.59913530806,-42.55357960642414,0.5095066375134936,176.4894431833897,32.950034378065894,-193.57862927492715,0.0,6.172068871872867,-0.6705435617814146,25.188236406110924,312.07326199036106,0.0,28.490488449406783,-6.262301497485737,1.1018850605693729,0.7718077411672084
