date,excess_log_return,log_Mkt-RF,log_Mkt-RF^2,coskew,rev1,rev2,rev3,rev4,mom1m,indmom,log_Mkt-RF_lag1,log_Mkt-RF_lag2,log_Mkt-RF_lag3,log_Mkt-RF_lag4,cashpr,chatoia,chinv,agr,grnoa,pctacc,chatq,chcshoq,ibq_adj,chtx,invest,chinvest,egr,pchdepr,pchgm_pchsale,pchsale_pchinvt,pchsale_pchrect,pchsale_pchxsga,pchsaleinv,rsup,chsaleq,sue,chfeps,illiq,turn,RF,baspread,beta,idiovol,size,mom,chmom,max,r_sq,gammaps,aeavol,bm,cash,rd_mve,cashdebt,depr,ep,gma,lev,lgr,quick,pchquick,sp,acc,stdacc,stdcf,cfp,chcapx,oa,ol,noa,cfpq,currat,dy,operprof,pchcurrat,saleinv,rd_sale,roaq,roavol,roeq,salecash,salerec,tang,O-score,sfe,chnanalyst,disp
2011-08-31,-47.46100671814976,-10.99606321777894,0.2614921965569475,890.2338572317271,-294.20461048181915,-271.2221359500284,41.12500047218559,-11.11217091191931,-662.5735765853899,-25.963772354003943,-119.82324704104917,-86.74633831229168,194.0217768190605,31.145264110600287,-11193.11453278507,23.05485101624157,38.00050375206742,257.79653767189916,-380.26561313384514,-52.642299534172416,257.79653767189916,63.42834052768271,-73.5104949367513,697.0244884662592,21.12013784304346,0.39766404191213667,258.47308283147277,-89.85744699692623,-14.85634092234308,-329.16567878572596,-328.4921585133624,-14.998882449492374,-32.42745527084385,115.25571084738117,8.733300706578412,1.876522036404054,691.0826755939966,0.46888078958126833,567.3451739896827,0.0,-3.1061977148225424,-22.50450833168179,-1.1323477152160493,-33.397790725047344,968.9020518540597,178.02475744090407,-4.034174610272885,-4.723553966693544,-0.48647054548887336,1111.3034528721132,370.29383243184793,54.546029980542016,0.9539263955240469,-46.77636511940818,-8.974277459639211,-8.578670014195879,-5.447889374477711,1605.1212216987624,374.0891995792169,338.0626202838912,20.321915867565338,34.2314785796018,-178.74209515530313,-0.16112452576128966,-3.8181351210929506,221.80411849948584,732.4024721067858,-2612449.641227424,30580968.555899978,-13741073.783399045,221.80411849948584,345.50972777018524,28.58920027084049,-24.758595890665248,14.152951972738293,2074266.1773589104,1.361486284831443,-0.008950978932148246,0.24146004809770716,-73.72540777738169,-540.4080000267622,-190.51868123361783,20.93083435636072,-239.66558855578842,-4.784633750850588,4399.442800608033,45.74701648779012
2011-09-30,-57.354362057155654,-28.527697164209094,1.761946471721906,1173.8234508487233,-132.9946629922877,-292.7896475842073,-272.39515772621036,41.733701542761445,-1398.3072724920798,-23.898049352140728,-160.99554629058738,-119.52492661014509,-86.53036849288081,193.53872648037603,-12507.1959234401,30.739336213600108,12.947719934023189,278.0293759461964,-199.91942335249266,-48.77617456552293,278.0293759461965,157.9689195996088,-102.92581189659825,723.7776881532249,20.692863895553316,-6.990161367808183,242.61465216500744,30.26342771869836,4.553850494420647,-167.9977377712419,-264.20089397152253,-14.785934648427364,67.37558315238914,106.82560043202514,43.0506041559018,1.6346323633031217,392.0201213405534,-0.02907583067194619,-134.21100606937034,4.618922984064803,27.8676475397275,-35.98302404045364,-1.6414491696897713,-16.897282650452325,-224.9071429972638,-917.6766859868785,-45.37910703258842,41.86720606664085,-1.6928273138622965,285.4339353474952,42.113471641018805,36.39410598265226,0.006585552068639089,-3.2789592773042386,4.934578111292467,-2.709073290620296,-0.13979946333847693,312.29907399981676,51.850621567876146,-38.68945739537321,-1.3811467463157783,7.877422697036309,-23.84478257799819,-0.11825499798426975,-0.12629475644234844,-2.8065879439178048,1435.8569142202568,-680287.1418049932,-582777.9948302209,-265047.8395218849,-2.8065879439178048,-38.197698874922935,2.62835702615002,-0.0898120983500803,-1.4467087080003154,-296873.0509622097,0.06695852858891982,-1.7880523493109308,-0.3677867832562072,-8.090184548000252,-28.907999149740135,-17.293726637353757,0.05453572197529866,46.15838640749462,26.00102205048691,681.4773380570882,72.66101346250548
2011-10-31,51.70854307080469,-36.19676329031004,2.857191079149903,1308.7022120919385,-681.7386098070718,-131.45828951409598,-286.5327740650435,-264.6632852047586,-1933.3358853681007,-245.70306391743495,-412.2219672873305,-158.71816802175994,-117.83417505386399,-85.30634469011281,-12328.927854755657,31.03588754829488,9.539661024750554,239.46525949242002,-177.711109581526,-55.113145054057455,239.46525949241988,158.2946993716477,-130.83045886506903,732.1559814883766,15.973458959019815,-29.71902420326104,240.3179445374475,88.62435751105056,48.70248173983203,-148.069376781272,-118.65377779741115,-89.55916513479067,96.47196834669685,124.81183216449108,40.16771006823311,1.4639694222623914,-113.0454592370084,0.42849590298489393,547.7139734135294,-4.618922984064803,-24.957074647468914,-4.410953135010118,-1.630277349430088,-95.76651137031695,-58.42763750761907,-1605.0376736766657,-9.499455752430777,-27.438770719767945,0.9752519727131332,271.50621829144893,2.9062106973315167,-17.913411818478153,4.1024667334897815,-1.1259666525371586,-7.24782010912736,-0.20303993234583118,-4.547542448960257,-326.612356772388,-152.04883886706443,179.45664797190148,125.2433883570717,9.37027034345715,-10.587435626115166,-0.1178652930710431,-14.490484231980076,12.139418268034262,-1604.9165198982425,-5145422.078337848,-2603775.824667096,-2119758.9947659373,12.139418268034262,227.14501367235607,0.6297844143403779,-1.9521853781184006,131.66071759387717,-1006599.065423876,9.010859611190561,-6.271900459551034,-1.7526309312901986,-8.73059743053642,-10.88629927263537,106.5384401620122,-34.90498665271116,145.73670070039407,13.244060474805536,-475.79988912297495,357.4185698367518
2011-11-30,-8.677130874889258,48.87563989442304,5.254532445987109,1297.85507148689,-810.030134273975,-668.9993637893496,-132.06129063880275,-281.0728209849595,-878.0436226592982,-238.4643890798405,-517.9212375815835,-405.247334311264,-156.0327192673663,-115.84046732293795,-14988.356929991685,-11.017353158997173,18.269461138190326,124.27535501192109,153.63508947976953,-169.40800684942013,124.27535501192112,94.35936373218745,-251.21535463302564,-569.593455210771,16.599789040584795,-12.599637799049827,37.54413570597622,362.66601517218265,82.7506523453372,-1602.7022964161113,190.49500853528815,-44.67579072298167,-211.86039730177106,93.53982366358102,-191.69749450674658,0.9309776568929466,187.21510838943448,-0.18608043021377507,1048.3432671895707,0.0,38.264534268716545,-3.1053597092474092,-1.2166319182198535,-112.92636897094872,231.7563998879038,-262.8815948250128,-146.07223427062388,120.20050561392418,-1.0596046605868965,-1871.6381152480208,1037.383445802643,59.819335708187054,1.3433811008192489,-136.10606833591567,21.58234997939394,4.92257482778345,-19.48242193909283,6311.013120190553,9.614568723443313,-538.993952836352,-245.76720661751773,209.61230926522876,-226.9791793860825,-0.2717608123783313,-31.966000433661065,401.67205804367717,16140.968114138519,-17513398.632108748,-2228531.503231436,-14401017.774502635,401.67205804367717,-547.7947381322128,44.01169756020037,8.913390800713898,-246.68228921547336,-1038316.3156327009,0.001921790211056873,-26.73653118902466,-3.800732333934249,-45.49291315556812,-286.57620741477785,71.91561899304179,-84.20301965938779,85.0067972869274,-93.28970138318039,-2079.498019443289,380.4573249177031
2011-12-30,-10.84875196153827,-1.2856405353338158,0.0036048426370936686,109.01987136452611,750.1279677775137,-826.5080922443464,-680.3435850965878,-134.69964775742963,-891.9684229013781,413.49947159921817,717.4021142031607,-526.733061060819,-412.1421432440974,-158.68743330378882,-17139.65987522222,-55.877543345267256,1.2923202647687804,142.06205857597197,109.43970070729218,-182.02865441856895,142.06205857597206,-15.982678445317848,-221.1668296905761,-1433.4358179773499,17.92212218730448,-24.079050117075028,-13.898431172459304,268.4658486331939,63.01038302279373,-1653.8748154182422,-62.794035734107865,42.080277320720256,-217.47451636747888,48.28026197416273,-352.88657097586275,0.9228183935740796,504.25137916391543,0.13478713457365443,-1678.5151019590148,0.0,-29.240592689376285,48.284861932195554,1.1576111639512376,111.63393689748773,1761.8142524045024,2502.313074652083,86.97786585929862,-189.8777055374503,-1.8603263774417784,-251.92516931867794,221.0660526641941,53.98616764817325,-0.10109650449921848,-46.5493947186024,16.392631951364592,1.6330262045336212,-7.66982380073398,860.2464725899517,132.27501023304438,52.22586149072686,-154.55243423971078,18.494199836750795,-6.046112086153073,0.03384877964288435,10.631923009680008,-10.208615305156172,618.1464998709052,7187174.216162562,4743186.555101663,2134864.454661235,-10.208615305156172,57.513995827179315,2.5365683343720775,0.6295019193053975,-147.19885148645272,1942175.4692839086,-0.15713047442060102,-9.613069534594004,0.2644985978650851,-22.22472465776889,-422.61834272757824,-34.63066932779475,30.986381275238728,-21.08905702118318,3.5801941199397618,1037.3570106200698,-587.4444274959376
2012-01-31,32.20954938949,3.3740320419741052,0.02487590934504348,-179.47659114989912,-126.84903223801984,748.4160425789703,-823.8585141519559,-673.7394543165376,-354.24875026149584,-42.93381011391371,-18.631706276702314,714.3770543199653,-524.5119928194216,-410.40426899056695,-16566.62896597837,-55.90644115050634,9.656829532171091,87.51263324012247,-238.298244407993,-188.49815529828976,87.51263324012251,-11.919597517332212,-216.48515321697028,-2202.5275105542137,17.530867474175345,-23.953188617064043,-14.236940072941179,250.35550601307938,60.15321304934795,-1674.942484310669,-38.38889116421747,40.86527040198639,-256.8282253881157,56.930383470537244,-334.28835650568817,0.8100606225201397,377.4266061432461,-0.42447628804570103,-1653.223116071696,0.0,-29.071194257779325,-21.64931159339858,-1.3225123121731386,-28.137943581081345,1058.1930868717131,710.675398740992,13.913229812611576,-144.59862786966733,-1.4542814374523778,-260.84017536655574,-25.256601517760828,-9.48059340077998,-4.13418413897729,-1.9128250168589602,-2.3504836039819565,-1.6743433838431798,-0.5624163444458077,-265.4365987026431,-62.52038204918051,-40.89770119636796,1.2682773846506166,0.997883924394273,-11.329728034515597,-0.033153201559916745,-5.632295323352423,61.97277011951951,-485.03714912670694,-5088049.816927314,-2715035.8096074164,-2140649.3869169205,61.97277011951951,-47.22675723439261,-0.8651654018314758,-0.8152747515582348,1.0589085335319908,-518063.6938817054,-9.134808474476468,-1.0595261005504284,-0.08963318241124796,-3.6380253437472163,24.073914330304433,-72.4294438295965,-1.1529196056385445,61.650912133780366,-1.2270825717510974,367.3399826009638,48.97581205371739
2012-02-29,26.856994999673923,22.500022593222347,1.1084915423987793,-582.8421809472096,-148.4780823086097,-124.49833523296226,744.9844261740659,-820.4869786056685,926.2416700896944,-4.384997119354308,48.80254530284375,-18.560063792676992,711.6301375350992,-522.495143610413,-13325.065592197545,-46.46795785088999,-36.040861206864484,133.33369969318883,-728.1864951715025,-189.05969534189862,133.3336996931888,-3.635568015422845,-291.5449647643756,-4224.538199365886,-23.967252170118513,-53.30426544409157,-308.8843939341106,514.1604921156992,31.9897532557278,-457.6595075427261,31.351315064801987,-71.94012231334288,-123.12244881709427,-38.931273558876086,-119.79357064876292,1.2194472114194097,92.11030236115575,0.029488851211010414,2419.4075068428406,0.0,9.081721083033585,2.38684612221914,-0.7045407076240409,-25.55076345557427,-922.8289457420542,-594.6860333221321,-129.1231535428633,61.37843508329206,-1.1337738916866686,1859.3946727103394,-414.79999686551673,58.18554297890955,8.63361556109297,68.27438316797583,43.41815573126132,-67.78147500249905,-9.569188614999575,-1160.6662742529152,-146.22899739802287,-162.4032667761794,81.06127459438429,-52.01103619058199,-66.19708720919613,-0.18013182990236754,-259.743650349982,370.69579604064006,-3715.09042863757,-7386292.911093771,3981415.1531971097,-1684190.3613216728,370.69579604064006,-170.94473939176714,8.613566671558402,-32.78719125008614,81.39394379561294,-1869208.2955765128,116.88914543011711,-5.750996352800442,-13.4439182465023,-23.087895499761487,-185.19127721628638,-337.4857702880636,56.3357130637346,70.58327354502944,-6.691918688072363,-1207.994356046257,-149.918808447046
2012-03-30,16.523485176358022,19.851608158475646,0.8586027381168725,-576.2134745941478,464.3263493577095,-151.01318103700936,-129.71310480585072,750.1949926115103,604.8968178645321,-74.7252617567429,329.23394871066216,49.27027020026661,-18.737943939700504,718.4504197768581,-11752.717034745916,-53.267863615906826,-21.29630648818201,23.549042160911284,-360.6065596481436,-2260.2921548610134,23.54904216091123,-3.5794963695211144,-59.22398616117337,-4473.350791450744,-24.924138689398454,-9.59524882936261,-326.3565718034977,335.04646001948225,194.27544818988198,-436.1939338679206,-130.05528872167883,-122.47964204332399,-296.31440897520974,-110.94869979533112,-238.78936202104742,1.483488813271721,171.00870309032607,0.2947260183936182,-1079.953165679458,0.0,1.148354286681581,-0.24165648694588526,-0.6932246655141796,63.43964229988069,38.09177957595102,330.14201476157496,76.2055429807707,42.82012978689772,0.9452489536135299,19.179899693621337,91.29048356400654,-18.885431177883902,0.9599170993256614,-3.71730912529938,4.069921140594602,3.185670437568504,-7.7789077125927975,-131.38766818969088,-211.12969113722409,51.35312264159711,8.250070010212966,-39.26580612370344,-4.1666484887934985,-0.4030056641888198,2.833470171235831,-79.84660418587055,-7294.270202823453,5465466.104885936,2734211.136949897,2707004.400018856,-79.84660418587055,75.63762950740511,20.05574328762573,-0.9491490594779464,8.187404350641089,-6955438.416205466,1.8269717211697696,7.256720393781279,-4.93995308846133,11.963799446748112,11.228480359183777,-226.59034965492174,114.69695004068853,149.57126491442432,-7.277178651542712,-1488.4939566091707,-23.68561005041215
2012-04-30,-17.045115718300217,14.112432597855499,0.43221009208693617,-381.4929991174323,430.1264806947548,467.5849479151774,-153.49419910908995,-133.0529575297913,995.0307302068469,-16.04192525769375,291.4865563006972,332.02545781797204,49.68802301258226,-18.89681923602029,-13171.948550640926,-7.049630870478783,-19.88513928945077,440.0090267293167,84.54048163113542,-2262.7934710149825,440.0090267293167,-3.3625304232317283,-34.021798619892806,-18377.20229534739,-25.492967076778264,5.742976433297409,-258.56967129949044,278.80756606728255,191.89620054159425,-320.2689775351588,-329.81382255151686,-123.05029214187806,-229.62815342619837,-94.1823237280521,-13.919604922585648,1.502612396270501,153.16397917399144,-0.4938682196835279,-502.40388476494945,0.0,-35.368655213306056,7.778060030896768,-0.5797154495071482,56.661702486010654,1401.675994155752,-1286.1000603943771,59.37605495964499,-3.928217457160372,0.18346105235006915,111.58098195273033,38.50619831925087,7.618454616462259,0.08520781024768986,16.040077941377376,-16.529417847207696,4.141531869731963,2.134700640339105,309.2486186847782,709.4557651935886,54.9633170101979,0.06358604520571731,16.60230289175024,22.23805532980225,-0.2747692441843004,5.022065902566283,-1.2817007579742494,1348.9199754810043,2530885.3780216575,1786055.0280382931,673468.2124157101,-1.2817007579742494,55.860536866882285,1.1874333405009168,1.0348789742715212,0.04765152168506148,1192874.3833470196,1.1456393974778507,15.844289502965822,1.9097816081974983,34.943573949375406,35.6662420980756,10.11740425131211,10.942307329129562,-92.68287032018088,-1.3264279026403045,-2937.8677023235405,-19.945511039654207
2012-05-31,-55.753854630075885,-3.942458524308317,0.03365413100513043,-490.5076489178828,254.20571454337403,433.6934014176548,470.20954814685655,-154.95905263315814,903.5202768965722,-53.72891163128387,207.35192712174617,292.8273438655083,333.5527172933072,49.916579293944984,-14716.663037868482,41.53537049941714,85.41337516866618,347.3960675228744,1824.6099685230492,3.515956674287534,347.3960675228745,32.731058965905035,108.85285897849387,-14458.965365898961,30.714109789491058,37.762301390657065,482.51370272794577,-318.2726055461968,-21.46022316300704,-4823.33012704079,-499.47869986566764,13.578690931136258,86.34052585522707,-40.50927206638017,507.25404469443237,1.134158555684471,79.31374832224067,0.43396324090785854,28.29433706798909,0.0,44.695255268021356,-3.9306767412055024,-0.6771952985328973,31.000121684638543,-1272.7856573960626,-902.6216017043287,11.575180548137382,19.295153082325214,0.5404551122836038,-1577.8962924270663,-711.5529566975192,-190.5965850912189,-2.9734543291818643,107.13769047936921,-17.54980144580327,58.76372143512286,15.14053580302172,-4419.285120992008,-231.15902191886966,279.1672672154691,211.11818991718354,-70.01241693215684,572.8727429347996,0.32589007757359845,-47.742357070464664,-1236.2305425747572,-7558.764249216138,20450343.41078931,9179375.03133601,9763152.724486858,-1236.2305425747572,278.9896187162476,-84.23773495641093,-123.48769238785457,211.12417023031065,1084633.5956382304,-0.4031453848636488,14.608118364301262,-5.12490193556814,46.1710135130061,677.6055734732367,-1064.5623322365154,31.98084930826508,-394.68344320502,9.20472662485659,1532.980572734386,-86.69342677984764
2012-06-29,14.863063970315823,-29.435276537238146,1.8806826059928055,-437.41634066290044,-251.34833957012273,252.5448543992583,431.29514222169746,468.5868071703424,-358.9526035561751,25.34196645803273,-57.507288028421996,206.32158343228315,291.3722678985658,331.89527459606796,-13512.409422962013,65.70247790040577,95.90843463506282,33.163421296392706,1468.1424851705283,18.791644809825517,33.16342129639272,40.49349112695691,132.98844942281224,-333.19874391837163,28.757006163712262,19.303678595900617,467.59630705228744,-259.5624067554293,-77.18436122469016,-5017.489544690933,-135.00058368804346,132.26790511722092,48.29006576188725,5.994441297542899,619.6075285608144,1.3588073472792948,208.2895333223589,-0.22180468877125914,477.85365283038936,4.607026736264694,-36.17722514567728,0.11838290966727527,-0.4027372758723189,-33.64256442963415,-1193.5927524174294,-1182.9772109446178,-14.38600721182479,-52.488633155648586,1.1164751905952204,-619.7478387013339,-222.91827798123586,-25.65133498425712,-0.03955283837489354,34.69519706013841,-30.022957593873798,-1.0578616624648305,1.9067970300372963,-156.7260667426599,-707.7120268380285,389.4389524913413,188.60938926492844,15.905871305091978,57.99834841947355,-0.15101153911886378,-53.70359995249771,-120.32599466151095,-323.03975475163236,-2353742.0661588907,-28913744.391636223,5953529.299478635,-120.32599466151095,446.1104695726044,-3.3990162893906017,5.337472221113758,178.24380304856524,441110.68187996745,-0.6074992352012032,-5.062575409524541,-2.4661465940516436,-18.77508497630464,556.3945951737951,6.265113723762624,-199.25823173156004,-214.31469595842646,8.028973509865764,2805.406627339124,39.666987515859205
2012-07-31,-7.443567397671693,17.4326516149068,0.6652728890251781,-514.261767451573,-773.76033733012,-248.58715554381868,248.376289737865,425.3187004177246,-560.6880412425551,162.0070804688351,-423.5981436127726,-56.59497968766719,203.04845218411896,286.7498737745875,-13598.946177763168,64.50201962830972,94.59552568821437,33.563218572736325,1438.7334624712355,18.958804260709794,33.56321857273634,39.88344873219427,127.47840535246242,-304.53099551219,28.501168275476036,18.785090224466853,462.111832684569,-255.70711303440743,-72.8588128884769,-4967.074500040086,-136.9024237186382,130.18455696979524,36.44304993310959,6.384495208773682,607.6250330761584,1.329096006845173,-70.25449476616016,-0.08427493561034627,-704.5883880981969,-4.607026736264694,32.49663875022023,1.9033690492128699,-0.4003035389225218,-106.87358987988864,-106.14770207010292,-1103.264241233494,-18.823329861755496,81.9644666503068,-1.6184221634698521,-27.878875096245338,-71.14933021204888,-31.197006536210665,-8.812438899258439,-11.169009031708242,-10.281607648471436,-1.5892649547747197,-4.506995860996085,-401.2235813700245,4.72601547349575,-121.37682529403628,-5.226592606318604,-22.545077008853013,-1.384174958438038,-0.21990021179930075,-8.861937531821809,3.436302330300805,0.0,-5141379.335555971,-2151872.03946051,-2578738.365922153,3.436302330300805,-137.6059611514056,-0.8519052734272705,-0.38516530599696175,-5.295257878353766,-816778.6882195771,-119.29984202435706,-1.9530473449698889,-0.8956471364633245,-4.063820390064478,-78.46814619177167,-117.40856734632871,-43.99227993037812,120.79713777360848,-5.990128040833525,2294.178729778298,182.38276209677326
2012-08-31,18.164388854340373,3.6023078492982696,0.028346410533375454,-490.8270662901528,218.07154489575962,-776.6677141147849,-248.83459317082782,248.6601288684287,-910.0048775336709,3.6709789130335095,254.077881723898,-425.3807896097207,-56.83315073612155,203.9029495796585,-13588.676618421732,38.944729692454175,53.14136461901651,90.85175411526556,-178.61746277601864,-58.67330431706436,90.85175411526565,-40.085808300258876,-72.77399988564635,-1036.0280130473277,18.768348500527708,-52.3769773393195,-226.25343352624827,-18.647808926396912,-21.146840344068757,-312.00156906021414,302.32601958265724,94.7571403326871,78.14496922077885,17.131378174132845,176.2543533661437,1.3456535711173303,-106.92845529446278,0.6669945223784851,426.5451301839257,0.0,-42.29154606916009,0.9874972861142624,-0.23170460378264934,27.9008683979755,164.88532395100265,82.90598071419333,27.224415881965683,52.184459883770614,-0.03187528249903371,1368.7770230128385,1005.4659000677962,-49.93718516539093,1.0841001060476332,-81.06117360062956,-30.718913765254342,2.4323619920652675,-3.066401351659863,4274.681124550058,312.19139256892566,157.01802490369755,-265.03709592253546,108.46573165286713,-174.85625611395432,0.08839824397796381,-24.969310420049908,257.761605925051,0.0,1864399.2631300092,5503328.095832914,-4701385.839972213,257.761605925051,157.31045033482678,31.34323847408465,44.75185207077217,-265.1682451885238,2195031.0950789154,-1.7625226298803973,-7.624880962528437,-3.841463128734091,-31.324226175947558,-19.53080892464186,1240.2702794305787,9.686006385621567,-129.6804747814731,-12.450427987152125,-493.0966071381604,497.0685061189258
2012-09-28,9.993840275692882,11.512046083137836,0.28984807657765554,-416.1600675779301,-99.35186571175073,215.85187739395988,-774.8723397282542,-248.5730760790384,-394.8199807695387,14.005626268880459,52.274014807377526,253.51577176123917,-424.4396971457055,-56.70741574486096,-14066.80544270006,16.930008506103675,37.431588901929224,79.41711624225863,-220.90190524525713,-103.37056024857999,79.41711624225877,-48.99697418652753,-112.89366153742046,6849.855575793971,20.297463071346243,-54.39615483866208,-240.84496120782524,-66.45300359710562,-16.942992082585846,13.88933189290944,153.1797397105234,95.5070633680461,657.0267590947897,25.971422472946298,42.69770356890855,1.1913320263189198,144.7994000138675,0.08369796267122998,-1231.4433439719191,4.572298929324831,94.9521424755167,3.872182105255888,-0.5718619470111399,-14.729394974532624,-435.43362778970777,-1046.6885848757443,-5.987991174101353,-2.207517256842948,-0.5316397667215986,168.93529424036979,72.42000641716459,26.460000264391056,-0.000863477654484246,-27.31610774680405,-3.2388924605174907,-2.152186791556389,-0.5144594765828003,261.74749647448334,8.450835108387949,10.167586786057655,-2.1543874949002912,24.76965007206877,-21.558901478272503,-0.12461070387113793,-2.399107546224741,18.979719658447692,1244.7229266610611,1303262.6424452066,847846.9652067423,545064.1504350752,18.979719658447692,10.240210798099724,6.069407017852612,0.28041716032009134,-8.750787727215162,-403082.1508152336,-0.007071065836644408,-5.553382174717868,-0.15825615600530796,-14.130151332267587,-303.1920771193254,-39.59860879792541,10.890801036751782,177.35439840337494,10.80825418853874,-1878.2902866982738,-678.2740036648635
2012-10-31,6.7618481829002555,12.341366571213614,0.3323695274823799,-435.21932322731413,268.09071926865437,-100.689851958216,215.8742214482209,-779.6094650442609,527.2731047852874,-40.01211994684102,167.98668060591504,52.501800025262696,254.62047254844205,-426.28920285613754,-14212.388451935343,9.475688489574107,38.43052929646245,77.97459617798425,-231.21986313481142,-107.49045995797,77.97459617798438,-47.33763573300113,-126.27603129159196,6902.2101912234175,22.956796900436427,-50.50435676998735,-241.49866790369833,-107.52708542777037,-10.080608045144313,-30.122094617924606,147.55620855980027,55.83830127722206,603.7147800423528,3.2268985288040923,0.09532968650059637,1.2137804335796702,152.8889399664567,-0.9888996365873381,860.6517483568491,0.010230943337177223,-84.67460313858868,2.1546558588512426,0.11908946114633068,28.94731512393446,-468.691037648062,425.52680086547343,17.598942967994276,115.56520739368489,0.5475410476068965,438.900387448949,89.37452319174281,9.324197988408969,4.923781593377575,3.159401754726673,2.2221554138027386,1.3578360850078468,0.47791981050562526,119.47167230533887,-6.06000198588481,119.71402398010468,3.263944181300232,14.849784915713599,-5.839297237285322,0.019395748659381873,2.0806995548139753,10.658235139271483,-986.2894723914837,996312.0622872114,424385.8853818476,351920.2992192358,10.658235139271483,116.48149999902671,0.6503769180280585,-1.5360425655520586,6.157515535119764,268705.5931086242,8.43623965519614,-0.42644135913319303,-0.13339999640605527,-0.15217959197113373,-2.2426732975227424,33.81238235938508,12.3512727522575,-18.054683739008397,-0.18314949640362954,-234.88704631189148,-14.653757698927052
2012-11-30,2.8592270919749048,-8.148054727166357,0.14466818400236042,-438.79042400578084,147.81859859542578,269.25167147159505,-100.74633183169439,216.44699231729064,425.66511305934046,48.30875947709607,180.18256792618135,168.45066428429914,52.646811392888054,255.32374106365296,-10800.256690874114,4.451941427430989,13.939945691912369,282.3745449533565,-77.62963062821659,-94.75454549555415,282.3745449533565,1122.5859245803074,40.0464167485125,5494.856261664627,14.255903194195234,-5.232006227128733,177.74007547297484,-133.80490379775568,27.61067559573715,46.09349542516105,-248.3326353118597,-24.211108972007082,473.2416498950779,71.00629600861012,78.60988295667583,1.6898902946232277,779.3059710359487,0.6694455675866049,-197.523638830045,0.006647512449902138,174.0954245254303,-1.9420357721043047,-0.22728626749004732,18.42827991287595,-1070.9201743523477,404.89945135389803,0.5000449996468888,2.909768427700783,-0.16306404414068942,-1205.8656301450828,-83.29729840443815,55.7505424900944,0.7729506352665156,-25.003445399691714,7.205512547799003,8.567714596767686,-13.360706287204039,-197.75516692833844,328.824266888179,-135.75298624789048,-80.88448104967667,-4.07232851824233,-145.0203246322141,0.052414318593592135,-58.49771684401588,127.08500806257177,-258.4334542695774,11999938.367922962,3755442.6156411767,7469016.821728453,127.08500806257177,-138.718090387526,22.497100977785635,84.23228108125704,-81.9200293718668,-3194134.662833944,1.0124356902423841,10.704878233462267,-1.8924485331376104,30.61895547894423,-300.4814959671239,-748.629697054861,61.2238664314782,-43.24245254727066,3.7810843195240267,-663.2847818650083,109.6756815900103
2012-12-31,15.793018527283166,3.5687613836785665,0.027725558653293816,-628.1740140013982,111.36481555159402,147.62423297962138,270.0953950319701,-101.32839799420924,574.0846531800458,-6.768065339177897,-119.04014612307424,180.5644736418494,168.8077036596321,52.75839887004557,-11600.782757084944,0.9740674506470697,16.811682484582082,259.1074739901203,-27.46096206024332,-47.606713783802135,259.1074739901202,1117.6344975415916,94.37608746900085,-2527.3424285016918,13.494515425709219,9.532159469974552,187.67062932614095,205.15481636083751,44.280804521778705,-63.19048283192584,-238.1122136634301,-34.155584334009035,48.54869534527039,85.12465141149049,108.13746038302456,1.658531762283082,873.9998202250712,0.1505081888975448,-403.1119507166054,0.004438914166023267,-165.60445883960801,-8.266649956670449,0.22151049271351297,14.180717674094922,516.8046542515514,156.18882240596315,-120.22784493505924,-20.08962984554364,0.06709303806864408,-314.5913280525192,17.431668186754905,-21.86724717955053,0.05446277104825992,-3.1325217307933144,10.589124624263263,-1.8401890846243703,-1.9844170031927035,36.35018947734716,5.670087275265018,-36.44158746865014,-39.47559661535606,-8.708319803021823,-33.12560579420253,-0.05306779512290127,-2.628412506297707,42.08708614776822,0.0,2624733.3737738132,1364552.212649703,1077897.7630000114,42.08708614776822,-39.38756428371926,-2.95410345017072,-1.0218297832196868,-29.52975537919103,460741.9167764336,0.08952648947281716,0.11825190969722144,-1.0317567880775513,-1.991741957735087,15.803444912343366,-79.16104472928055,-14.838045573640102,33.30525782665427,-1.8280437829073577,-1816.8803370902313,2492.8899860104393
