date,excess_log_return,illiq,RF,log_Mkt-RF,log_Mkt-RF^2,coskew,rev1,rev2,rev3,rev4,mom1m,indmom,log_Mkt-RF_lag1,log_Mkt-RF_lag2,log_Mkt-RF_lag3,log_Mkt-RF_lag4,aeavol,chinv,lev,lgr,chcapx,grnoa,pctacc,chcshoq,ibq_adj,chtx,invest,chinvest,dy,egr,pchdepr,pchgm_pchsale,pchsale_pchinvt,pchsale_pchrect,pchsale_pchxsga,pchsaleinv,roeq,salerec,sue,chfeps,chnanalyst,disp,turn,baspread,beta,idiovol,size,mom,chmom,max,r_sq,gammaps,bm,cash,rd_mve,cashdebt,cashpr,chatoia,depr,ep,gma,quick,pchquick,sp,acc,stdacc,stdcf,cfp,agr,oa,ol,noa,chatq,cfpq,currat,operprof,pchcurrat,saleinv,rd_sale,roaq,roavol,rsup,salecash,chsaleq,tang,O-score,sfe
2007-02-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-03-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-04-30,6.724188425235709,0.09260437047165704,80.69950960052282,1.264701529002003,0.008522630250325042,0.0,-282.9235001904595,0.0,0.0,0.0,0.0,-16.34000422574496,-53.86665436423598,0.0,0.0,0.0,1099.4384622733419,-131.44832474669212,3042.1477206065183,-94.78346675267206,872.4686896438217,464.7949695578799,-6.531784897478984,2.348963879676614,-121.22844148876267,-2652.6517812192737,-6.440576767049867,101.41891687316112,10.965491570890254,21.982777111711766,-113.31024879112778,278.53972487524436,93.32103671316156,0.0,167.66351748578555,232.29225920092853,22.576006847432115,0.0,-6.43996656747241,-5950.920165433205,299.5321179476617,3376.4436063295116,6866.867539604439,202.79835491827242,0.0,0.0,2730.723068699694,0.0,0.0,0.0,0.0,0.0,1978.0624322639922,215.20903004955215,1.1735218149348257,32.94931824673647,-9371.758925812559,-104.700521188718,312.6134977154807,-33.08532940720178,99.47625434243129,210.68898174628015,1.7344062310537225,1409.6852746304542,-76.9511032064956,0.4096169779802284,94.66881361555096,-63.695886622569404,-47.09953912003576,16623991.094530711,3251220.2248651315,9791106.153372232,-47.099539120035786,-63.695886622569404,231.36088227343367,41.22156670348692,-1.5906865641394914,2914.223932311548,1.2936732975622809,12.910285612037352,40.295243755941165,-20.040016731973623,24036.877984087238,-51.6116391957338,227.79163181205038,-836.1616131155002,-229.5924844764645
2007-05-31,4.418033380163481,0.11857480872686182,81.7675523521079,6.3457956889945635,0.21669248470767305,0.0,-370.96799671416096,-276.53895392459253,0.0,0.0,0.0,-42.52227535563874,18.05676467026279,-52.85629014077539,0.0,0.0,1245.9407146088126,-74.05173923204791,3219.0791380698943,-109.06154086241104,-866.6991341939107,516.9083337961883,-7.7904959514473555,14.93620326235954,-70.31956951569953,-2725.6927904048234,9.747776996041724,81.12274327891113,9.96690732279002,18.170851137166174,-61.34593474068146,133.77800524518148,-393.62946445477223,-295.8924764696014,-168.346458705832,-326.02400283044955,4.628877252818423,0.0,-6.1464382016508585,-3493.3821158722967,-1394.1365102678933,2772.435333941202,-1841.9342531805596,131.2772028416412,0.0,0.0,-51.21953322247691,0.0,0.0,0.0,0.0,0.0,246.36283107761142,-2.043535391922262,-0.02965625822034279,-19.835521228279568,-7919.111354269138,-141.48371496463122,-87.160509382096,-10.965746537602378,-22.25297904788087,0.6973775005771472,0.00574085968982585,-152.20141086432955,21.713419657308833,0.008448144814263092,14.258167101293466,56.99178515817741,3.5438462356209754,-624648.9660358876,-1723849.2407522064,-4544364.361143951,3.543846235621004,56.99178515817741,0.7658011941292386,-31.953730617784487,-0.005265149658548074,-212.4519317283275,-0.03269262563082376,-9.149454423749306,3.3325378734049167,-114.92822703866628,-917.9903674849193,-423.79787326153996,253.5281577638605,-2.7676829182044003,182.77665412432322
2007-06-29,-33.23306550031234,0.0907175662808263,76.39726088168325,5.916064670787013,0.18783299979414242,0.0,119.80041836216488,-371.7361359028075,-276.58192169938764,0.0,-443.36567851794655,-17.19957924101652,92.02594565557014,18.160931837823274,-53.16121132307262,0.0,1042.902303446157,-46.462874647218484,3498.3249361985854,-105.57853307458687,-1486.541234578858,484.73941128763454,-7.485787514399618,21.0072368378448,13.938849846296712,-1861.3800130108734,14.983885398822093,79.38809961685698,10.407295931733014,41.187871761741754,-137.88996816177598,17.103144861382873,-782.5254178058299,-574.9928858704998,-489.46293818933225,-801.2695846690008,29.041981935947813,0.0,-0.10585544691109317,44.89501053271657,-902.3347453059802,4095.3263258022516,-1280.8859186833297,296.66605837501515,0.0,0.0,15.457713430725107,0.0,0.0,0.0,0.0,0.0,131.36653075729964,2.1733687160987927,-1.1438655567144829,10.07996391368471,-134.14341228259218,-42.77227631892612,-54.43983352183727,34.42129238283766,9.048640623537196,4.638812915504275,-1.604382542822382,-58.69562302198801,2.874334805873616,-0.01095523584363639,1.1473276293856287,74.83338496466503,6.850588153489461,104202.90152876265,31858.5909653469,38896.79551841132,6.850588153489468,74.83338496466503,4.204701586303798,30.95180333422877,1.0024196656522288,58.24248865034269,-1.2609806719314571,6.142838988409505,0.49158418371222723,-99.09338930931591,-3540.593055079975,-358.33394108859125,209.36244767193006,-23.980704097544844,-70.18418389489116
2007-07-31,-36.18861948383128,0.07903082783522515,74.618315378739,-3.679235210493471,0.07256541059885499,0.0,88.95470071151493,121.27952709224638,-370.7491506560709,-275.6933677621953,-633.3313174216682,-22.704484755714613,85.82769636099624,92.30946598145654,18.216883377102555,-53.324994306789485,892.5280729021993,-91.7059792696949,3560.4049511572357,-58.278736541438306,-1467.2818311597566,472.27338773339034,-7.968042565748856,18.20546140024941,-62.295925515311296,-2396.262266803537,14.998219552058826,80.45903418859338,12.716895726074117,15.290976753747442,-123.52572232213623,130.4713611168382,-391.12457532803734,-207.45277856755914,-306.8406405865459,-401.0356479112596,0.4220608795701437,0.0,-0.3729298166668361,1589.477628043395,-5185.081960688105,4489.626455282841,2012.6979692154573,64.65532752017737,0.0,0.0,8.302835532942026,0.0,0.0,0.0,0.0,0.0,33.90817521392091,1.937463286459547,0.0,-21.152422873314993,-1173.8912317117065,101.44528185938145,0.6354514792691646,-22.753715172040568,-13.430980361861756,8.008981356036031,0.005033375148957436,35.07839775559728,-21.131297900970637,-0.0009992965653622954,13.514292364520216,18.43737190205593,13.218359766930352,-35530.851035689935,-30028.22176874755,-30436.418598684482,13.218359766930426,18.43737190205593,8.76181992031934,-34.4058524843433,-0.022004783332550404,94.60231793515777,0.0,-11.731326741109559,2.586504402754244,-67.18940016041364,456.7642945464031,329.4689761148492,4.149958946583297,-31.991781484585545,-24.541159867470384
2007-08-31,-16.07609812559181,0.10556219463487193,73.75177337267809,-6.981908822263243,0.26438442669613205,0.0,-456.2369083684084,87.81918341370617,119.90093774230792,-359.7213826547657,-736.2510750448032,-49.192034284749234,-52.081804604319366,83.84031500641686,90.17199615154168,17.79506273065382,2287.8658657398937,-78.58434182070843,3635.0306949303617,11.155495977197607,-197.18001068288714,-52.802833365341705,-4.905335514511565,5.900955483560358,-164.09645696994963,-4433.760108081223,4.384679471485526,-22.054714963639636,19.282241809675433,-70.41233790516239,30.892246496529836,359.6799205229063,96.63295362745062,122.73975191109582,50.12660242313396,107.28990655271885,-65.88364875797974,0.0,-3.875283934187209,398.8187741873538,-4520.469428008535,2351.2713313849117,2508.054158850914,-105.17534502240903,0.0,0.0,-62.59537265599238,0.0,0.0,0.0,0.0,0.0,-31.016154413516233,-9.736127174769763,0.0,-59.211513149039924,-10796.206650312906,201.62283199807706,-0.08621105285342878,-80.437815653312,-39.232875468813134,3.5542493608671464,0.002233726064639119,31.42214998349141,-38.340961734800956,0.0175643183107832,46.0620658472116,10.754808735060962,-11.808651069566249,-701800.781980278,-9867.735163441626,-229712.27617173176,-11.808651069566288,10.754808735060962,3.888346278688431,-76.28779318079636,-0.009765347628983179,49.019917465911476,0.0,-31.735987256737054,7.334082845971601,-76.74100055246197,10720.903749269823,527.2967776807928,-14.19774838180183,-14.19740711581153,-76.62324446612939
2007-09-28,-31.032689715677243,0.2239318682434948,76.32992316698098,1.6558166741620897,0.015086168998530852,0.0,-466.5506837008217,-440.0700423176497,87.94550573477926,117.10898467419524,-1041.307583367583,74.00247984936416,-97.2889094447779,-50.67266465123838,81.57190786399924,87.73227726331281,2755.8323616748876,-99.20983489300694,3557.175040477822,7.868978590027268,232.30648211255487,-263.9949268207158,-8.857086472717636,7.476825159066708,-223.47809994383147,-3551.657980702088,0.4956826551196132,-20.963146293370563,18.73048324833275,-66.81330157104627,-16.526853679027326,387.9640918561063,401.74163179812416,348.3300017049298,251.88969101581318,466.91682924214695,-64.55989290655687,0.0,-4.9514073021618366,-4386.833257482002,-5083.583223495192,1989.4914563299485,-3362.2547115415946,-258.38387525466953,0.0,0.0,-71.44667533886468,0.0,0.0,0.0,0.0,0.0,39.18998507410333,12.678296104406797,0.0,0.19088735999349637,728.5344277740332,49.994794813443704,-7.867102135379099,-4.816085092585951,-2.0875543867165014,8.38265417379722,7.456915590703037,96.54461486513105,-33.46183723001168,-0.010140051562545216,-2.7237825555326936,153.86311210544642,-0.5207876242199632,-437913.31317045726,-22285.982501528226,-179948.2317016879,-0.5207876242200271,153.86311210544642,2.1757405235461817,0.43995876438269477,2.4710166016910438,1004.4664801512558,0.0,0.6901879605273322,-0.9716121538686266,103.89411550614443,-710.7435527256566,238.4771862110968,-15.848406711752887,-14.73542572745248,-290.4396240099165
2007-10-31,13.505523443563,0.15531345822589623,57.818559587043175,5.707383031462453,0.18028381917766428,0.0,-213.3077642478342,-461.43575986737056,-433.2661052034728,85.22328802038894,-1523.4601101503993,-30.84573285402154,23.125197598244522,-96.11262359891168,-50.05999935833148,80.58565073368175,2353.417957358937,-118.23626502556552,3999.812930520272,-76.32080691071116,207.2423181455011,-257.87363094148265,-4.649746618853439,5.9059568613041495,-255.48639330570532,-4670.082434737998,-6.799148896314723,-35.6826308593406,22.59591958495143,-89.03327628202946,-51.753040882678086,400.11594157249993,402.3848180441874,95.52159293456305,279.7829041297601,468.5379549036726,-106.5709986213714,0.0,-5.871925293045797,29.214046541604567,-1234.855637904348,1818.477762944144,1907.1130209689218,154.12415181821785,0.0,0.0,-31.063556304682606,0.0,0.0,0.0,0.0,0.0,314.0573175920954,8.004032807601249,0.0,-36.75430869325912,-1196.2137031081984,-8.077431615582526,-1.0595898849342689,-63.33130614871004,-25.72542370653433,-2.3899338953195297,-0.07697287852994705,203.1561219659984,3.7945489844378812,-0.013077936016862746,19.42494871341367,-20.456173527084218,-64.12521387036671,-939407.1721938998,-18968.26741645951,-76994.18423455209,-64.12521387036671,-20.456173527084218,-2.5437413052658826,-53.93315902329475,-0.018693544516440452,-35.75852450614593,0.0,-15.099891329103244,3.03269459639462,-81.3278142986494,-1723.8572010907446,-24.78714117979061,-3.6292295461680624,9.356671476319207,59.704271676039525
2007-11-30,-42.29816122997998,0.19453925012381107,57.12922539523796,3.17395807983675,0.056427916592895686,0.0,-403.3348005250929,-207.8095561726649,-448.48004240833666,-422.2582576227703,-871.663058817217,-73.41367771045465,78.33502046431681,22.594511076396515,-93.9069916813161,-48.91120195539803,2026.1681601512116,-139.1072682566487,4353.10866574548,-107.88930261365297,11161.233436858374,-299.69914718649306,-4.872797134154703,-10.663942291281934,-203.03791997411258,-5017.084497239541,-3.6047244090574004,-30.940406972420067,28.153034558158495,-143.25520977079606,-18.905995568785475,243.31888967226317,401.7813125274382,77.75673493264442,438.1072775380377,476.63009319601247,-117.33697843262536,0.0,-5.021960601912066,-5250.0435358975055,-721.5800441608089,3332.1526971139783,-853.0821072046219,302.12534364354275,0.0,0.0,-58.24670210936847,0.0,0.0,0.0,0.0,0.0,261.6833395352619,-15.506565388915249,0.0,-11.794902425977682,-279.0548898948,-16.952564202848173,-3.0519470822291623,-29.228815507988685,-5.116587556642803,-0.39058015669834845,-0.012579460468185033,179.63378328229146,-28.296797881124007,-0.0025121470854226335,11.617704116206852,70.91317395769897,-41.577388630324464,-610313.1809358858,-33671.495515227085,-390945.8101485567,-41.577388630324435,70.91317395769897,-0.41571646795608785,-0.010521217832462071,-0.00305503326296086,-3.5247312768233314,0.0,-5.335585870061529,1.9829106878431801,-27.51391872678323,-1413.1950612736327,-27.100726386047427,-23.836002508817728,1.5291344327777097,-362.30769533992236
