date,excess_log_return,illiq,log_Mkt-RF,baspread,log_Mkt-RF^2,rev1,rev2,rev3,rev4,mom1m,indmom,log_Mkt-RF_lag1,log_Mkt-RF_lag2,log_Mkt-RF_lag3,log_Mkt-RF_lag4,aeavol,chatoia,chinv,ep,pchquick,agr,chcapx,grnoa,pctacc,chatq,chcshoq,ibq_adj,chtx,invest,chinvest,egr,pchcurrat,pchdepr,pchgm_pchsale,pchsale_pchinvt,pchsale_pchrect,pchsale_pchxsga,pchsaleinv,roaq,roeq,chsaleq,O-score,sue,chfeps,disp,turn,RF,beta,idiovol,coskew,size,mom,chmom,max,r_sq,gammaps,bm,cash,rd_mve,cashdebt,cashpr,depr,gma,lev,lgr,quick,sp,acc,stdacc,stdcf,cfp,oa,ol,noa,cfpq,currat,dy,operprof,saleinv,rd_sale,roavol,rsup,salecash,salerec,tang,sfe,chnanalyst
2006-12-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-01-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-02-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-03-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-04-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-05-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-06-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-07-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-08-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-09-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-10-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-11-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-12-31,-21.151901321129433,550.8199567363167,-45.196619705033235,1430.7446226694994,2.2299665025959037,-605.6912948094915,322.11342634685684,72.39812203126806,-1217.1300133148982,-421.36734359371826,153.2379796224961,244.430297592199,434.29210787882465,125.2647638782394,-520.6236638492426,16907.11561718654,-23.17231216789523,0.8757598396099756,161.17395065564622,112.61008698793117,126.27817715153557,26275.64274900677,97.36335161893021,-2.236797762883368,126.27817715153569,-136.88475803016914,67.56060525124462,-4505.790421780171,2.1369407279458543,628.563702208492,301.2429267005058,112.61008698793117,96.67859295159002,868.3715795905013,-387.15511140316767,-1220.145815290378,13.409324557805032,-225.74784105968976,92.53094052452609,419.6133558942533,-566.1983511929981,-7258.839427320742,6.523236867851736,21873.521142148627,3497.446908447933,8888.780909869127,311.4529775807692,0.0,0.0,0.0,13748.718096341452,0.0,0.0,23.089207278887027,0.0,0.0,10047.026044199114,1399.488542937063,0.0,161.60155109957637,-187923.0151785972,640.4976667258181,293.97136245395444,41933.51055298053,91.55125715877925,2174.0755766631446,3403.230493248412,-486.61327129311866,3.341664498094247,842.09903346906,1487.2938900153217,974715261.6398935,674473660.937215,215299647.49214193,1487.2938900153217,2174.0755766631446,164.21156335524643,219.09212340100268,2711875189.412483,0.0,71.41402001966037,-26.61624260064331,23227.389202420905,24791.70297908173,1717.3385262922186,392.99727651083407,1790.2527453212226
2008-01-31,-20.51394306241896,21.078510068750802,-7.971805031799096,1643.4347699414916,0.06949877283251187,-190.9365244770948,-625.2251891940596,320.5180278026877,70.7695917689967,-746.4570503373724,3.4155493355166175,-676.2605459986291,243.6769754199615,432.9536409321504,124.87870402821616,17185.386020943974,-22.475132932962264,0.8807023371652128,161.32542850010756,114.02870305850318,124.46085405411885,26131.146645096098,94.21137873977257,-2.046423109318873,124.46085405411885,-136.49195278390889,59.37110272417544,-4424.57855413268,2.147056011736531,624.0524251357416,301.9344259182203,114.02870305850318,101.87644695046234,856.3998902439585,-380.49124853944693,-1204.0056345935832,9.905301520074868,-221.65592426826404,92.75902443339925,420.4179105556902,-555.4080855001854,-7320.833770332178,6.56858806404033,23475.3044977497,4472.614551828591,-4133.978370463053,-64.56498695530053,0.0,0.0,0.0,-42.37287391882455,0.0,0.0,26.362614841991178,0.0,0.0,-42.61354031273913,6.763034793965744,0.0,-0.8674869125583484,1155.863073754852,0.1493142024031613,1.962543372938569,-292.11852842967346,-1.9864262081144517,16.284041229516333,-5.71761560809,-0.6269292477221029,-0.046113415180899064,-3.944805091809144,-4.778670045674289,-4108599.3986285925,-3333001.775992632,-554329.2880609334,-4.778670045674289,16.284041229516333,-0.4443685115540461,3.7006996909650525,3983396.702782631,0.0,-0.13003552882248925,2.553399826495582,-93.71927138223327,153.8813690921852,5.811490002694654,-46.13906998753839,-3757.282392934454
2008-02-29,-54.76946722508686,17.660457012553184,-60.677097289563946,2637.0364909440227,3.978744287187748,-185.08982352854915,-183.31152490493383,-620.0058287933399,320.76902900173025,-1342.049464614859,362.70227690229865,-120.49860223151704,-674.0033423566092,242.86363718864106,431.5085403109177,13203.855941611464,-21.674469555359554,0.8180056985554123,-56.678758986504256,74.78988016672132,106.35296178656618,0.0,-163.93344137690968,-2.1987445001842643,106.35296178656614,-138.07852333572046,378.4014206114216,-10388.080919531829,2.2655472300942656,628.9468376377197,144.11370978792274,74.78988016672132,57.29930115175296,4230.015465290477,-367.1098167957033,-2559.8497007784836,34.58455808363881,-1391.7608343548284,76.6021796091435,316.77360225291017,-1763.60002645229,-7151.889191640345,6.431761464709722,23898.037704405233,3767.3716742859897,5135.731048888075,-52.56559324446144,0.0,0.0,0.0,115.35729754762906,0.0,0.0,0.5975330003667665,0.0,0.0,348.61906602133786,67.66556158665935,0.0,-17.697911548441027,28456.170119146205,0.6407671999758122,-25.226010675727366,3728.408185736953,35.10697696505946,-26.67778042681448,-101.18589905379031,-48.924068872124735,-0.07296174963624269,17.35868306928421,220.59454562413316,-3534232.4604696035,19386238.634558916,2118255.792221844,220.59454562413316,-26.67778042681448,34.81776376511914,-29.473407464320587,-57222049.80108118,0.0,3.419935168872172,-234.4198116168812,-3574.1671132783995,-2524.6431284308965,62.35346328899436,-34.970348341472686,-5177.275868257275
2008-03-31,-43.80644556973106,10.653791875954694,-28.964527485981737,2361.3303357330046,0.9079487651094392,-298.2006325707812,-183.9634791646003,-180.95348149945238,-620.0850466341271,-1538.641674217122,-309.76820745191316,-903.5495968657017,-120.12993237333069,-671.9933685334458,242.13938328265803,9932.091176739395,-3.494234689556472,-0.4095728737897837,-290.2362245848428,22.37830236768467,79.29724546273076,0.0,-962.2108164904365,-21.155722641856624,79.29724546273069,-80.02748843330197,-617.4687580305244,-22096.02327596561,15.154483237167167,-54.8246028701916,10.272567589688396,22.37830236768467,34.256834538878145,4241.37053908313,-15.043557756818114,-2241.1327730298144,-184.99482477890234,-1956.1923224926975,32.83748373522151,183.73847400039855,-1569.2025817683525,-6481.132114963278,2.471280199906881,26276.65517108254,7306.257891297117,-1747.7191979786212,-74.20251285200354,0.0,0.0,0.0,-42.288001798908226,0.0,0.0,929.1519386720697,0.0,0.0,611.7406021373063,224.26056970033096,0.0,-40.303504834250404,34640.652032736456,-11.307206057152825,-69.06685398581209,2930.772607484134,100.84317572205939,81.37801220401298,81.8524628594896,-138.79737014936586,0.04490482621733616,213.6768131550698,444.78834183809204,-30504403.211975098,-7759334.884540439,-18240869.12505138,444.78834183809204,81.37801220401298,49.359856536657276,-20.398080340253557,-5288202.0632305145,0.0,8.54899721291666,-204.43657728045503,-3620.8880872019363,1353.1897543435553,100.83865119232883,-86.56928845071255,-5674.708649725686
2008-04-30,18.800956189169344,8.128848773357795,-8.590536793224414,2730.0830041988947,0.0801413511015519,-811.8296582905732,-295.7729736840769,-193.41785675617112,-183.3596717603984,-1946.9305649208034,85.59957004250572,-428.8460249601985,-897.0728772842103,-119.26883090416447,-667.0441699282848,10832.396184379013,-10.2865346433427,-0.41434970355665374,-296.0055435869766,22.07488940457475,62.31580468377794,0.0,-1040.1044220971528,-29.200455051725896,62.31580468377792,-71.87673016270733,-590.5124563133672,-19240.99799380805,15.203438420039019,-56.19019184652644,11.545932712440456,22.07488940457475,59.12116290557466,4366.276579335856,-14.62191800388874,-2248.6834527759092,-181.25513076502568,-2064.6280251429,31.805354680801667,180.96696437069053,-1694.9732233231184,-6427.148888857162,1.9919565833425672,-50379.19141974853,8969.047180606933,-479.503168820017,36.42283199419495,0.0,0.0,0.0,-98.77200337525028,0.0,0.0,12.371901509924328,0.0,0.0,119.73312345520208,60.445348534699406,0.0,-5.919745865443076,9418.78082999494,182.84480270288282,-0.70764015772113,708.7033302230557,-10.65632919599247,-15.88893129990538,1.7467893614189052,-10.684125409494754,-0.11811647365905387,-12.99995271514831,48.651049656612486,-10512743.307178855,-8775282.818272352,-1064023.2094419003,48.651049656612486,-15.88893129990538,1.4613110267338527,7.442694303235356,-34333684.159976006,0.0,-0.909104501495861,-20.59718236331537,-1103.3057721511923,-270.81923391879536,74.0790184397124,-92.23596668129534,-1481.4727194912248
2008-05-30,11.66899609222142,16.119596741212582,41.22206794885418,1965.1530971760014,1.8505710836949116,-626.365726470943,-804.2131978135726,-291.6095599234025,-195.50281013222389,-1415.0667284931494,-106.44030581745446,-126.88608752105324,-426.3561608398482,-891.864505419981,-118.5763604941333,4324.880645008006,-19.10381044544428,-0.41182692415180305,-159.35499657960133,-47.61689625188421,50.92540272209638,0.0,-1797.8323795611216,-14.924255288180687,50.92540272209645,4.820767557649363,496.3998075532649,-8523.956099713656,15.01743452948669,-91.08094901381135,-163.30818926586912,-47.61689625188421,573.6014367800736,3752.869715767309,-36.01352525990059,-2245.1373500295786,-20.130963684352015,-2268.2882533701927,59.59109563903875,193.7948229158005,-1901.4620878274545,-6262.531116056111,3.561566691991534,-53019.781706101225,4329.1028247131335,-1090.3406906987666,8.739558862670833,0.0,0.0,0.0,-79.42930319592415,0.0,0.0,1.7226133059701851,0.0,0.0,613.8366525576985,-163.74371989999167,0.0,45.54610750153542,-46238.98909308997,16.096414584882496,26.160102702666563,3655.411254747829,-119.31243301057319,-103.267839947016,359.28596313466915,383.74744464366336,-0.029408676902270336,17.343466564557502,-983.4251156629564,-628864.9809898138,31992035.646999598,8408099.52104175,-983.4251156629564,-103.267839947016,-123.71406748838749,-17.46056408503972,-62615016.597978115,0.0,0.5594352682750241,71.00667302443793,3846.8747390909793,-1160.733447244038,-12.857005708067618,-66.81214459540166,12682.465494637605
2008-06-30,-168.38958948121126,35.44387330684372,16.91460729359972,1604.197334318137,0.31113925001524456,321.2726881701315,-633.7123741607653,-805.7665743326518,-295.62894283694214,-932.4169925248909,-22.787954344489084,612.3102993293738,-127.24242145769347,-427.5534959627998,-894.369126662347,4869.266491616511,6.32798151805059,12.640138192324669,35.8453078915539,-46.299192441774935,17.10259144578057,-4815.456011639681,9180.029951386803,2.346589460583743,17.102591445780632,188.9971768786356,224.15011288486699,-5663.884696407808,17.71623437525299,412.27491885718075,-332.0608835084148,-46.299192441774935,287.93786716238776,989.625511676803,-3139.326534247939,-1734.1134483741012,-159.27422920750797,-995.0168747874017,59.39369662434746,108.63739456771292,-1391.651435613694,-6761.621560087393,2.2892776805237345,-2681.8229990111035,3053.6065746653717,-741.2406767845087,0.23431944707812136,0.0,0.0,0.0,38.19625887643633,0.0,0.0,50.53189997178106,0.0,0.0,610.3096646880676,-156.85973158370803,0.0,-17.660192064132147,-12158.288532010716,16.821814906772033,12.389853130666921,2818.2829654219677,-25.99088338750053,48.66544745076544,462.36574211003517,208.47806398076747,-0.06079497727019101,53.25257219913374,-708.1963242156196,24894545.342408538,-23034361.329672575,-871081.3497131467,-708.1963242156196,48.66544745076544,-69.3847744481584,-15.036338618204951,-10916800.3483572,0.0,4.002797739472243,227.02064622639813,1984.2636626689855,-4109.157073323786,-170.35793789416948,359.1880449824821,8687.71009102175
