date,excess_log_return,illiq,coskew,rev1,rev2,rev3,rev4,mom,mom1m,chmom,indmom,log_Mkt-RF_lag1,log_Mkt-RF_lag2,chatoia,chinv,ep,pchquick,agr,grnoa,pctacc,chatq,chcshoq,ibq_adj,chtx,invest,chinvest,egr,operprof,pchcurrat,pchgm_pchsale,pchsale_pchinvt,pchsale_pchrect,pchsale_pchxsga,pchsaleinv,roeq,chsaleq,sue,chfeps,turn,RF,log_Mkt-RF,baspread,beta,idiovol,log_Mkt-RF^2,size,max,log_Mkt-RF_lag3,log_Mkt-RF_lag4,r_sq,gammaps,aeavol,bm,cash,rd_mve,cashdebt,cashpr,depr,gma,lev,lgr,quick,sp,acc,stdacc,stdcf,cfp,chcapx,oa,ol,noa,cfpq,currat,dy,pchdepr,saleinv,rd_sale,roaq,roavol,rsup,salecash,salerec,tang,O-score,sfe,chnanalyst,disp
2008-11-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-01-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-02-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-03-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-04-30,4.647841444810231,3.6488227595889513,98.91092136651773,-121.99686742829307,-36.36493016586484,-47.268523596640655,34.07415676549718,-191.52072740452613,-147.8714057612236,-25.13335969299543,-5.441521861609869,-173.7047835245601,-138.17737453543862,33.724487763805506,-1.1495412181645663,25.46327708100873,113.58022494170434,28.853496755045175,68.53007398791186,27.313411661204164,28.853496755045175,25.038457264779268,65.42096934470275,622.6017586213736,4.720556561917218,14.727878470147084,67.09213267728346,175.56430769789014,115.02364273040476,-50.986050254722656,10.726819687456773,272.7695307246573,143.82526109573314,163.4263765842888,95.01192731476482,134.199579625888,0.4678637124007269,27.967521703111334,1524.5886270169503,2.5201597851166815,10.799190752719491,155.3250258824524,14.917117292151609,2.01026188691983,0.9255168787499836,1631.6280838290718,233.49646605934674,28.146161074066924,-119.52419669872675,15.211269812710313,-0.23399782378628564,1724.9783367354717,670.3606856649243,431.94604952565606,14.372976062504414,213.79588773801885,11188.900336099065,137.61554485053696,339.29575848379477,569.9705113923038,-29.928647318244085,2570.630753580196,493.06992947326444,-149.41469557150248,1.230411511593402,75.28496239182356,29.251593134672046,667.9445991496231,644878.1291694824,284114.2630497702,360763.8661197121,29.251593134672046,2661.76332479938,3.9466603730745344,96.53665481744437,13075943.688142799,18.10029531566726,57.43142386550701,25.256548602757555,-60.01415297796492,4242.6095421003,14685.415175956448,747.9598775778468,-6398.9702251550725,14.786362497296293,-399.64214291664223,391.20908471985996
2009-05-29,1.4250552985396903,1.9132745844918007,85.93062707685475,62.22221126051719,-124.638999421039,-35.19381771555257,-47.96703277564057,-206.38127383200376,-64.92433761560905,15.890639332922552,10.529681216461434,140.8536180502694,-174.97076172222165,21.46865985113237,-0.7767092106796918,26.32620707134416,70.43278636258536,42.71657664087106,-36.70657378141325,30.271863135454716,42.71657664087102,-14.463884385980945,48.61929559424225,0.0,5.915185757992439,5.003134107200238,30.50836463858255,184.24869134596872,69.36927301863139,-23.928126415710125,9.765047475228199,96.56602851750617,81.98048440756519,82.75284213320246,102.12048093821522,57.736877386494456,0.2294239210602632,8.033069620083495,275.21318346203884,-1.2543748150972727,1.470817687434602,24.30558638476748,1.770360016287686,0.04514215192309434,0.26388819942173714,11.89147206488883,18.974395495521662,-167.33058642309032,147.87548986843686,4.895602938376587,0.023885695817372654,-409.415019179876,78.91817104499421,1.3783128814473002,-8.877187012883837,0.6210222516659201,-1794.5255617190996,3.688907226592562,7.564336891754806,81.96033313173348,80.8489554089387,-39.232813450029425,30.357355006608827,14.029198753297635,-0.05590302179312756,1.6453812163570092,4.724574107627685,485.30807729581954,10778.2545833576,26976.820539885724,-16198.565956528066,4.724574107627685,-38.635776465245726,-2.674870734710791,-76.50378469141523,691047.9182954691,-0.14480810964683144,3.686336643746621,0.8969441843932628,-39.6068265634625,-443.1316492229653,524.8771231672854,11.396475692984723,-77.56245380263954,-2.0694775520335167,1772.120574076759,99.56845485090395
2009-06-30,22.23911537511146,12.143134845507907,107.94538708949656,36.72192364966287,62.64553082247734,-128.2075597374324,-36.967932634336144,-220.80137421565016,-13.769083407663034,91.76446395119555,19.246298641739184,177.33437071689616,141.70389853647166,6.167858526630183,6.83310907625304,-22.344511188356854,-54.506155212190635,52.75935738229513,63.282424066111275,-139.74662230400645,52.75935738229508,-18.898894065802345,-21.15758437258478,0.0,30.07830914357546,32.21520670798047,-26.478201049309945,168.04424354002026,-41.985352667600914,1.7400730562040163,-168.56627347291524,-95.21342410129891,-35.10701820741298,-55.71056990536568,62.69930658037678,18.794223864729673,-4.043499754941581,-84.71213847214877,-43.31615680323284,-1.2657849700194088,-5.137115942921651,33.902421221995695,3.1615341402238357,0.14689292103052765,-0.8271385440268135,185.8775648669291,-40.35110165759065,-36.842569265244066,-168.37592271437805,5.719446733294454,0.17066679084730157,-272.1895095541406,-50.900055896499,-8.789923893173864,1.7476747040002065,-30.90175228944463,707.8693303081855,20.04547870304137,-0.23339651880746715,24.668481383876383,100.57906244374377,-25.50504923084054,-17.156984322490644,72.38702989761974,0.1072775680483824,0.49411530607555676,-0.6385257880256034,-502.63872013328864,5043.003855739837,-1045.2018406259594,6088.205696365854,-0.6385257880256034,5.460440741742332,-0.006528309159873569,107.78647063529328,-81724.07657169178,0.7250654955645572,-16.90750244548174,0.03365192668435313,14.798012506361331,178.68493220112168,-3131.461932100894,-17.132635585976118,462.3942715003641,-2.3184111004731456,502.0558549633581,90.77573004867406
2009-07-31,2.0705507336883984,4.520635185084063,99.38505630268351,40.09193751147581,35.95371413400605,62.94580453198198,-127.1094438084132,-198.99286958204252,359.41544187051767,152.58030189077095,42.5141552053416,93.1498467060583,177.7888553865132,5.810657172088183,6.825809966919863,-22.078971879503225,-54.36449749336023,53.29766353649673,63.1918359228759,-138.1810688839195,53.297663536496685,-19.648664321970106,-21.14346396612435,0.0,30.366458603308516,32.659282115005226,-25.797951429988437,167.1663229731965,-41.85822738889143,1.6469916906605366,-169.99058885120033,-96.10688746766449,-36.79623516739472,-57.343019769110484,62.496688091328934,17.017558891016165,-4.01973019566686,-76.95873437988784,579.3340357756535,1.4065762536108013,-6.529422293200653,-59.41226542729328,-0.2857021431456026,-0.019916331385836816,-0.35967743678015845,4.688504223215659,-0.33819369049857073,317.7999497416659,-36.08814834221721,-4.9318328682570645,0.0017855781135196827,-2.37796379459769,5.708090322458361,-3.292177168466594,0.0055472634073350235,-0.7670957225287793,-122.9176088857239,-0.037591124099890294,-0.9112192192715156,4.933894002818192,0.7992096875349262,-8.354699848813652,-0.30717793149307226,0.10190183578984602,-0.0018983676623631762,0.14123300382401283,0.23545044333501863,2.2799624727061882,-381.139000921743,-889.9445330179296,508.8055320958956,0.23545044333501863,-7.361473428419686,-0.0004315796474829714,-0.6474296223265981,-12663.14798984304,0.018552614045823645,-0.1871054686126783,0.03387573566104152,-4.321785487906567,50.340547903579136,-91.58362502049567,-1.93026606381909,19.894816330418507,2.61059442765729,-1123.2218668784644,30.055584768373706
2009-08-31,5.723403787380523,1.8886041637470155,100.06235301458494,305.4194046311487,41.24898101733315,36.75850946372838,64.37699570726858,-204.66875935809315,392.09734355892,176.63384984897772,-7.292702266314493,8.057569722075455,95.38367670120726,13.455981627379739,6.823345958385636,-28.84730162089763,-15.999641263521648,69.33515893632588,131.07257170949782,-140.53854543736233,69.33515893632584,0.3454790141868367,-43.062908045675776,-39873.528764124625,29.785243482920652,39.48362039627875,39.3584105655585,192.4384988238508,0.36307771014542656,12.77074744330748,-110.09221520788205,11.022386414098037,0.05624293276910297,-1.352843574660838,63.6181582985469,68.59952463704812,-4.3983887336269465,-59.90325829113908,-1322.6405196343528,0.016736505122754153,9.979986128205844,38.67755937660479,2.7457829512024574,-0.17137533563364205,0.7843746057924137,43.98327670564527,38.457789998780584,40.27946152099034,320.94970188454613,0.29487385872999283,0.036258722192979195,1067.378470587741,-49.92824788977396,16.99165116695275,2.4257663334435087,2.0094878124839965,839.9596560938407,9.339588510436073,10.074096488076293,-45.79399874044475,-42.542744134632784,75.20565722615584,-1.021073617403374,-31.04725340058947,0.04138714207274452,5.211796097697899,8.430891027767721,480.2985961218129,13390.34552322235,4050.501179991057,9339.844343231467,8.430891027767721,78.87023796406083,0.4285338893516537,9.728039120114602,302992.24260161445,-1.3512744277262776,-1.2604876283163478,1.6591245178259797,49.23210729946766,2344.4579149180195,463.9508263948428,16.213828160362596,-219.79439828073282,1.4065415535589878,303.02912802344076,-277.27935715557794
2009-09-30,-4.262619399511955,0.45095134806003745,89.66418216360478,13.543603552857729,304.63828510460394,42.204408896750444,39.52726977764421,-169.19841471117732,434.9942543599676,172.76118978894237,38.62704513246277,139.97469529594866,8.076345728017191,8.8654706738811,4.729837305950363,-21.061934609592438,55.75193940197134,-21.202278248353856,108.90043864382264,-69.96540889346831,-21.202278248353842,-8.80622495700523,-29.759521889394208,-58518.99242520745,10.966580538793915,-8.499976297119726,19.890600267524448,172.32534871549862,51.60139832317611,4.673216354709741,-129.87284158848016,212.66047042227623,1.652406862218558,-27.196456740086496,34.49994079602017,53.121687877762184,-3.357428672694816,-121.07388870663752,-84.82245320635991,0.0029126251186648577,-5.911949664578473,-13.12418625470346,0.16334371815662863,0.028030185714440936,-0.6339516000697912,4.376336050869895,-3.6672530380662067,-86.44647386171658,37.63971699809292,0.7523808527113083,0.3119306057223966,444.2457721400533,-57.34508199499567,86.83089958206352,0.40393121414671285,7.7305874133653845,3289.6728234285583,12.926203260083696,79.56807633040006,-99.34111048747548,-210.62939853556486,290.334545723209,-95.20441240697795,-86.3945847352507,0.1562547133593517,-5.463199747562953,21.965273024329754,186.69623419974573,5249.049881514162,-23177.36630809796,28426.41618961218,21.965273024329754,288.23111183255605,-0.02564485455300014,-40.01821869107381,181081.44175258465,0.7241679069741487,-7.709943030991731,-1.5167644586996047,-6.855524766377741,661.9814427603023,344.8098884049068,131.58608202335472,-71.56641581538588,2.0469079881992442,823.2193267101993,-85.41103689356291
2009-10-30,-12.585729036299545,0.6745563615776233,92.06952415819264,77.34442540737791,14.126779487186846,306.0383703054655,41.126783116502345,-144.95495044452113,351.5341304445754,185.13585496015276,6.418626944748829,62.02293534464861,140.8026033133208,5.243208419845303,3.6326258776234606,-23.078036461169834,87.32070444898179,-40.482503219087405,113.46181127058291,-66.05057025102545,-40.48250321908737,-7.214608354280353,-39.45554613435638,-58214.686836379646,11.179244785594292,-15.873737050873622,13.808966901800408,164.51534673286847,90.43334198376093,14.692127331500435,-53.185905061958714,240.95324189190802,-54.68980610195635,-2.250910349685867,29.74314621714043,41.9503561155394,-3.4049320343480303,-51.54199164716266,390.44731221917743,0.004368497281403538,1.0488264751410954,-38.39429203401045,0.1970659288332257,0.019781174252239353,0.07571955651324194,11.134094639708565,2.41697265534944,-87.48182791463108,-86.30521795299578,-0.25364679285763003,3.508288170877487,893.687994828495,-25.172277495196454,1.9181271219912333,-0.28489227580128684,-5.51846726429801,992.6297014899701,2.4885342829007016,3.316429123009641,-12.517088938092684,-55.08871858641844,55.750275586606676,-9.530848970315105,-4.59306742997893,0.019552583982084704,0.5385122891624974,2.1326318540779994,-450.44358615991666,1647.1503174855607,-866.0065741127473,2513.1568915981916,2.1326318540779994,120.80449034081767,0.0011244781179826635,-42.8822596079534,80626.6293568816,0.9498981824043113,-3.0245992356122215,0.2154734457065608,-4.336410753605897,-44.25308730384222,254.93632213639285,-2.698222511171025,121.05850497000029,3.2645729725145287,1510.1995388234259,-36.02035153141969
2009-11-30,6.948868271758666,1.004867143334659,228.3342227528585,-41.08392936498008,76.32862321039252,14.746803647899407,303.5625994741836,-124.75693389704996,-113.18418698881277,117.72120725596913,-28.00104755501492,75.45295014926519,61.807343430154155,-1.2065195794239671,3.63297649713944,-23.488033666795545,50.038711883675724,35.94405853772483,51.08790947864244,-75.21917523595232,35.944058537724786,-5.03568020080867,-53.95058286092806,0.0,11.266923320995382,-25.610727572360354,7.55507766992006,135.95878625317047,54.14618547835779,25.189696542689948,-51.039740737961694,-63.79175225017057,-76.622620373388,-19.596230600566336,15.437037638266272,24.739416300476368,-3.2487011130023316,-45.8174442046221,456.9636362448191,-1.4305938811336238,-9.465194684981538,23.85481853867222,46.53336863267515,10.702808151249062,-0.13046158245175832,-6.582087597861573,3.4506146977482217,132.18905815802333,-88.07554761906151,-2.7202541605491604,-0.09668235070790843,-410.38113285724785,-41.047618100829936,5.6073037736886135,-0.8730182143833023,-22.02742230358379,-427.05032073709845,-0.5963671284274312,-20.352663780698265,-20.940327931802926,186.12217456677672,-7.294206134232354,-24.974752287050364,-1.9390433010361505,-0.06096329235860254,-2.3098217052150005,-7.1265760693489355,194.96843069607473,28787.261008892325,44476.919326644624,-15689.658317752299,-7.1265760693489355,-12.082183929608163,0.21231027982353434,16.256448778454597,645242.2486426216,2.157180989743342,-5.469625545253297,-1.0266908521332923,0.006787612211205385,-163.56066338370147,-806.9223047153282,15.231932584327751,27.900285610222454,0.19537240746189966,-1420.2433965005173,4.357374908704031
2009-12-31,3.502596128570832,5.057732806188622,255.95296679001018,-160.32817787282696,-40.891263042635295,75.3423407952226,13.786737166078202,-69.87990662607298,-23.724858007690248,111.68859072010123,10.459029956668747,-48.85991534048494,74.45127462107766,24.037342001219294,-7.191988579878367,-21.327860289031367,-62.60228974932356,182.12571049939436,159.9953606750395,-40.19861399098984,182.12571049939424,7.7761499258878315,36.04304526538731,0.0,14.44410771563786,-0.8632458925281714,37.631661212131824,212.54149666042997,-79.05869847035304,4.731026277503904,294.4144354971173,-365.5542207290365,10.497622478652882,413.9771114094978,13.939862115940784,134.8753615591729,-3.616702215893712,411.9875022380567,-886.1779463982855,0.0,11.413330702690136,1.813399133310412,0.3841527106177125,-0.0719769600044522,0.31666561787133307,-25.050829134138212,-17.112824987930622,-79.32635289626639,130.35457028518925,4.870719033119645,0.16404463356060983,-732.2791913850988,-8.920801535785131,-19.033614764510162,-1.9724015297252908,19.042081811822413,-2920.806348419117,-1.0220568353644524,-9.20808338780813,39.11356885240093,331.78635964022055,-224.06160073348065,4.444718368908013,-47.67465830788211,0.16726135781249285,-3.520346836541748,29.481924296436937,1373.2226187464303,35844.72863509308,45196.40147948504,-9351.672844391782,29.481924296436937,-311.792705789132,-0.014539420999475361,-39.01953351826895,-24376.477176558226,-2.8662816711299115,23.008644813916636,-1.0447650108897122,-0.8179003701796148,-1489.0955315820584,-2502.582562605776,-39.054433795263776,-1307.0309395172471,4.658169611474587,-1427.2239191350889,219.96245137061044
2010-01-29,-3.4918701969815933,0.26761131723420417,265.60320453144516,106.14670091766183,-162.08017661386495,-40.17964723564927,75.97636486217746,-53.57887130475309,-51.5054854549677,91.50386432648997,-12.494661729781207,101.47937901451297,-49.21428854989055,36.07759959348179,-7.430522139547387,-16.8529373243082,-44.69791908229948,215.65450928459973,22.24887364141254,-36.989193915565195,215.65450928459964,7.684509632157301,43.15269301632618,0.0,22.38592804654143,13.510018944807157,57.8544147364584,234.73255505153566,-62.24331838772987,-7.572889588344275,302.49963740170466,-395.69132383051056,24.394399837326617,448.9801704406482,31.910268834074344,163.89661371072708,-3.3599848874775096,398.57307110283216,-297.5198774429841,1.4213218903430596,-3.8129933545713994,-66.3940180533036,-0.9376547918667342,0.06622398791516915,-0.3103521113072788,13.504401766899036,33.67098373785595,14.004437762894298,-77.02129785037424,-2.315616334336248,-0.13946908439811256,39.186029858327856,-0.6126842532543151,13.756582691226185,0.11670781371739825,9.53733493068816,90.48232116171675,-0.6358318877984175,4.292299435347331,-7.2729586901260745,52.53778327738303,30.43156345644138,-6.896111307090052,-18.560647406168783,-0.0499102264684832,-0.5744952145933127,11.734234344033496,-15.53910765563296,9577.129809119971,8274.471745289688,1302.6580638302257,11.734234344033496,30.92723935164213,-0.006429504742687442,-4.9421480822014665,181058.69316595234,0.308420564354396,6.6045234537408675,-0.009386923584532525,6.854666323873772,-13.648053677677126,-189.7640520078494,4.210874331468403,-72.90533572591812,0.43382855270969856,-794.6842757309548,0.962498339771912
2010-02-26,15.370448776459055,0.335220261924116,189.2974421868665,46.662780653654096,123.8913825440202,-156.2870522514303,-17.765314872419957,0.0,-27.83485000730323,0.0,-34.11183595904309,49.1895274341469,98.12038292268433,51.25887877530146,-8.454320355772294,25.582724727547895,14.430678907620049,212.93617091615013,4.619644116147214,-42.8057270637588,212.9361709161501,8.036975978909961,61.46041156343075,0.0,24.249382970864062,19.10702083450218,162.96092361447705,290.3587656370836,-13.300986504407225,-30.924586624949306,302.08451799915093,-253.67961195938452,30.110233300222077,445.828060576696,145.53584368043295,166.05231294983795,0.13365162604933414,403.33153064329633,639.7495449604828,-1.4213218903430596,-8.439511744039457,85.82314998092559,-16.308206155454734,-1.9910662407100794,0.052087083618303553,-62.077951474393785,-14.814601458170102,-122.57653960296034,11.079878232640368,-21.522943072942198,-0.06804845853205199,269.48122823852555,17.546856659814694,-8.47008616593746,-0.05482365508785403,31.64829392449144,-1005.6240037540974,-28.222343661852932,-21.314960459795998,-129.3287340345405,-67.18205769429858,27.479344659991966,-69.40978675579998,6.941130018460882,-0.7372957642381122,-20.895445193740798,18.23237889291235,-127.66994296613848,-1001.9825345730642,5520.84012483689,-6522.82265940978,18.23237889291235,16.836658222716324,0.007736046957429021,-108.25955466430034,1072599.4075921383,-0.09821760832554816,19.826708627068612,-7.177873701028375,85.39219453408876,939.42978597001,-3832.9957317858543,-20.47701197781919,-5.611132974207976,0.10137232768756022,878.7887874019682,6.104612333088255
2010-03-31,15.385712192508985,0.2772800135111985,200.6722913523234,-40.41567116811386,46.46131369511465,122.79755477383974,-155.17114082536986,311.5268658878792,337.3160985875595,0.0,4.762007707865659,-61.74747849767449,49.00778626345993,58.284038943954364,1.0608481493227229,46.236210948896286,195.8134506232124,140.16344825748803,7.671364397666629,-23.435077813292196,140.16344825748806,3.8758959068898595,202.0236741665653,4947.135494688283,13.948915653074327,-25.47565510424956,194.21254373655245,345.4468045356478,189.72518467946938,-74.97339145517505,49.33024444101425,216.5837197946897,196.2341284704657,202.18465361503684,209.74933195991474,188.57625251044388,0.17022791823285321,212.69538037726895,46.41067981327228,0.0,9.059063761699052,-43.10447308633121,0.4954306142406395,-0.04534777590140138,-0.007049114069567319,-6.699891719620609,-2.086186059187611,145.34313800609553,-119.91849385376418,0.0,-0.16312173831616805,-31.555593803085685,21.90484965796611,27.03850733586296,3.809365564929095,119.47927852092968,-1877.482465418272,5.320813142873391,14.715608534498415,-3.080629626082384,-291.93227191571003,199.57500133768508,2.5416210409111955,-2.968801894571584,0.007693824674033456,16.80944428635013,15.080411614138484,-1168.930739162592,6875.260791189503,7691.049902996165,-815.7891118066618,15.080411614138484,218.23711502633887,0.823872292107743,105.28227481342236,1030753.6365591343,0.3978573666706211,37.833066077167175,5.0706600425636275,0.8581231335901407,-273.8543544697586,759.0135781730687,7.636803005704337,-299.03737263625953,-0.14556009214987142,-99.77277400922026,-309.20116703987753
2010-04-30,-0.22594913629454283,0.3388163725754333,213.06270923400498,214.36356691765056,-41.923906420517795,46.88086396099244,125.48805114823128,208.205234992256,425.56264148713893,0.0,-31.5840899092855,61.42301042161828,-62.787379606747905,45.56965043957748,1.0480876704085997,49.27263497702491,180.12117870016755,105.74969827051788,-22.043247588894396,-24.739035594028223,105.7496982705179,-0.9477214886323129,171.2031565453715,4931.926044477719,21.217695966948824,-11.083532449699458,177.81424777773512,334.5213648303601,178.00333843471435,-106.53756861831586,160.20842392213996,283.3057781069352,170.68747622807268,5990.215784157619,203.09557886590216,153.3725180471274,0.17680369078421204,123.88757293899322,-339.61921327909636,1.3495783656447364,3.7821283175775866,24.654477546772682,3.814231881403799,0.32183210105797677,0.35557791699782915,30.426525508995383,31.15736827091152,-47.92472052366605,146.81368283951358,0.0,0.35253776701420936,1175.727808191537,21.126217459182044,17.7872833987293,-0.03320480557055916,9.517947104687835,-347.7837758131518,0.9651999069854753,8.479161644603323,16.043073397715887,-38.98925608077246,96.25399084223363,13.94051801627279,-22.472316589206827,0.013135614686247576,1.3853551664563923,16.791410939844383,297.69994063174477,14754.880355214467,8068.6363688214915,6647.879357974336,16.791410939844383,96.61163171515636,0.029410480325832378,-41.33127181621585,2584098.958294153,-0.040525877734406635,0.05298538326189828,0.751347981598748,2.7576469658706984,6.885836073896826,259.7477401017013,19.14165277043412,-120.38610290678935,-2.8729102797101795,566.8798977582168,244.28792708634975
2010-05-31,-5.774929564893657,0.20388158850738808,209.15528292296082,214.38252304594667,217.48219132651508,-43.51317460553237,47.2344883165288,212.70412123595042,380.55612029943694,0.0,-32.80935862959552,114.33878914892135,62.48267559725302,27.3783318580149,0.434982256018721,34.62504680672342,152.48258798224185,117.16361839508093,-87.95763121988132,-23.362872045540833,117.16361839508103,-0.1934906240102019,-33.16151322243161,2599.1601947427207,20.972701230506676,-15.569983035083354,150.97206446290318,341.0671914757987,150.66140391759194,28.536096573787997,180.96305774197128,117.80063702602288,187.34449948027353,6276.511826973589,178.15711977014442,84.49922941241071,0.13220331948797856,136.47533738087,730.7619387717309,0.011926402786070378,-5.561286608048445,5.286886753500369,1.4252650741846367,0.043942437039600435,-0.45181946962963326,31.693502983288454,59.452390647628704,-113.70371855354415,-48.71136177448716,0.0,-0.011242633195845286,-14.027365530987026,-2.7874035187909385,33.75998479751479,-7.184451059555771,-65.46841440261454,837.9955136934659,13.037002367862073,-6.927765490588513,0.8512634737587064,73.76088106560044,79.55785422613826,-4.289565819226027,20.25082628307382,0.025206938959939196,0.872305953223588,-7.237171648070614,61.74111417917857,25196.472068334464,9932.854106960061,-9502.933502188767,-7.237171648070614,80.11576760501794,-1.3712311769013654,14.39544247742758,1182395.7970105112,-0.872088637245426,-17.83681959729286,0.6390112602433504,10.327986851250607,-2457.7041726606567,-12.82043438797973,40.08778412038714,604.0806891092925,1.4059992974119986,-1231.6453407263818,-180.99389441588474
2010-06-30,-14.574064798288578,0.18257827562025747,206.11830397314134,-6.820094020917207,214.39276349233853,216.93600310591384,-43.86275020675404,230.13708672029972,343.8638005647688,0.0,0.0,36.988527748176814,114.2930259394975,29.905176191367744,-0.31196686432373477,25.43826825396652,3.4450104947204707,125.33122475248965,-24.852018114225487,-18.823971894702982,125.33122475248962,0.09569854845611403,-90.05441449191397,-706019.4585963049,20.088868188227334,6.677832449150783,138.8669058276893,314.2124598800489,1.1733231592701774,102.21646021646566,15.449928445411153,41.15427377233945,12.265930521624494,102.10394727924256,163.78705852564568,86.5708508174416,0.0784781604815209,-52.389300781127396,-220.34860214598916,1.0805588221751705e-05,-13.884547334970566,8.201119269227434,-0.09765051628664168,-0.08072413512434906,0.8660844061117512,-0.7479698376173474,-17.631648129038297,126.32825017059572,-114.53787237672279,0.0,-0.014182546488044068,-1657.7372362800966,-50.00337876257629,6.214583096594765,0.7110505759894066,-22.658056306850995,1381.4902023312643,-0.8333846571373442,-4.652310625215819,-55.24369864937046,22.013283769689707,-22.472089439175306,-37.65236372037759,126.09100580166596,-0.001862990196503711,0.1082406136559797,-68.85924925338678,-1190.0670141962273,-1201.582377113169,-10074.46134844399,4843.969482933579,-68.85924925338678,-24.414378952938023,-0.0038066831016370095,-46.40061660296879,546807.16188531,1.0585901897093102,-6.774647669472728,0.028828741400413804,-7.4062300080922014,146.08835605481272,642.2813013454361,-4.282548651172874,172.9696117983858,3.442323120182188,-888.9226677284933,88.49276958325456
