date,excess_log_return,illiq,turn,log_Mkt-RF,baspread,log_Mkt-RF^2,rev1,rev2,rev3,rev4,mom1m,indmom,log_Mkt-RF_lag1,log_Mkt-RF_lag2,log_Mkt-RF_lag3,log_Mkt-RF_lag4,rd_mve,cashdebt,chatoia,ep,gma,lgr,quick,pchquick,cfp,agr,chcapx,grnoa,pctacc,chatq,cfpq,chcshoq,ibq_adj,chtx,invest,chinvest,egr,operprof,pchcurrat,pchdepr,pchgm_pchsale,pchsale_pchrect,pchsaleinv,roaq,roeq,rsup,salecash,salerec,O-score,sue,chfeps,sfe,chnanalyst,disp,RF,beta,idiovol,coskew,size,mom,chmom,max,r_sq,gammaps,aeavol,bm,cash,cashpr,chinv,depr,lev,sp,acc,stdacc,stdcf,oa,ol,noa,currat,dy,pchsale_pchinvt,pchsale_pchxsga,saleinv,rd_sale,roavol,chsaleq,tang
2007-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-01-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-02-29,-30.8761024643349,8.323348281765885,4390.265297684248,-22.957875065594987,414.6415250631481,1.5054034939624008,-361.8797226175392,-484.4678211086517,78.13550687014413,-9.323798741488396,-1069.4112612579313,134.6953715708443,-41.877568683647446,-237.00274524768304,85.39920370912799,145.72681628045504,4.098039598666873,454.36505402720417,232.24351009197082,-10.508019716579728,788.6262019134963,391.51410621022745,6815.794077458037,55.49257302153467,-9.247300878730247,205.89606959651175,8065.474340848097,-578.1861569837611,1.620849797320825,205.89606959651178,-9.247300878730247,182.37557349265407,57.84033139329558,-63449.98356472196,50.014117828614104,-83.8150438962277,-29.43954713783188,278.86414433230334,112.59950598621559,517.5297771216483,-58.94879163988996,91.78436425329042,419.97353501530466,73.25435754150287,88.14675944362138,282.79802567857524,114853.67593604715,0.0,-17370.47241416685,-0.7209846140830507,563.7847413570751,-20.32889419891398,-1101.2387719277806,740.9766327047703,73.52410581261218,0.0,0.0,0.0,4803.5353596292925,0.0,0.0,37.65924083950267,0.0,0.0,7899.610196318155,1877.2082400212785,651.3240080874764,117855.0162269149,68.81099058509339,330.38263334693636,2955.437208372007,2873.4857274814917,-147.13016628894644,3.483130695775087,117.31142725876633,30141868.8146956,9012991.917903746,21087351.2047907,12841.536623837275,344.49158337378566,284.9757044145806,180.2674816687119,340518.3030755308,15.895230543556966,72.56768030252951,486.6671755216303,1943.586209476455
2008-03-31,3.322966196835266,7.625440983138867,3731.1385734371584,-10.91817064600068,488.7088428355032,0.34225103655111294,-286.09791429609083,-359.65590206760754,-473.9182219643435,71.3226297361436,-1520.514333891941,-123.91660596536224,-311.8027763210633,-41.45521901974069,-234.61249115828016,84.53792340756792,5.137329580443106,445.04158400372165,226.55405241618232,-9.835441492535214,784.1906584213625,446.4519369153985,6632.161005595222,61.32558917768098,18.790521828340374,226.86938046426135,6678.395015399495,-553.7330263540624,-13.546629134004315,226.86938046426147,18.790521828340374,187.15660990516622,36.0546703868834,-64119.25673054011,35.74836034175228,-86.28924784376508,-54.19225842313406,271.2359314368503,19.331836242255548,519.8787984824406,32.86064280459139,231.9387674065559,305.75459255601464,71.25261878796066,81.57800883504113,278.7428398337857,109168.61043965752,0.0,-16940.644843811886,-0.8565831191730959,176.8952211001561,-35.76565569389232,-3901.000346584814,918.5026017073274,-28.244948474371668,0.0,0.0,0.0,-48.44530397715971,0.0,0.0,413.4390459952941,0.0,0.0,-2272.5618277737203,110.94396336734735,3.1693220906537363,-11083.917158097334,0.018318622504438054,1.0775122378165065,141.9011074910709,123.1578450627826,-18.953145502251317,-0.14996056820949333,-1.2373594378100279,-23213.562299150974,-10823.50068228878,-12379.343712620437,-296.95194035520035,-318.56858131502315,-225.24394619556995,-64.39594334550537,43259.16497690964,-3.829670123187384,1.5034019376554255,23.31636697212565,15.922776140751239
2008-04-30,14.45832368857834,18.94315461818361,3740.410760992082,-3.3247928743441975,743.70387582573,0.031017083041063893,-391.77695929670216,-282.3678771995156,-353.7826784739304,-469.4556145258229,-971.8396460614213,66.68322817285295,-150.52709565966973,-307.6117883961578,-40.898013197566925,-231.4590294441873,4.990242198104184,491.7432085889623,432.5844248269146,65.78138368676962,862.1757410853588,242.4384860805065,6256.735409908262,129.39307902176236,223.6778840866582,121.20109434199682,8661.355580417074,-645.9734013340252,302.7851001466439,121.20109434199688,223.6778840866582,-57.72133494973665,58.76253800057201,-65117.321962270915,17.438470958912667,38.514428576264294,-66.58780267334805,396.6932132941008,-86.69074761281253,128.60940594942332,18.009568096974657,502.4406165446914,1133.8060239437932,97.435800778834,145.14080985482536,160.4740947698685,96844.95395601903,0.0,-18040.896466964936,-0.2690817346564357,-102.21292341110285,-259.0083220864043,-5066.793091333845,1271.5158586017176,15.307523209746314,0.0,0.0,0.0,46.88376397597858,0.0,0.0,-9.037562334736322,0.0,0.0,858.8846883135566,-9.333653730694095,-42.44018228278571,-18631.434829584847,-114.50142007649754,-20.346659417006606,-106.04204390440827,386.0370160646876,-102.3680877604946,-0.0473227093200812,-7.456773673796718,-6215.367948494852,49868.03018325195,-14568.424034822732,-759.6245348997891,21.773264024328178,753.6633625181353,345.97191008929235,-9719.587425830134,-0.34545023263451924,-3.1198060307511497,470.65799133676387,22.681266550474675
2008-05-30,15.240426890250777,5.90865438101751,3594.024711936822,15.997837413272674,441.95766336059387,0.7181865634540038,43.85823890057505,-390.42484275708557,-284.9206879559584,-352.83575867177575,-424.7397169791666,-13.411701440021316,-44.795330704518975,-150.5189859334355,-307.82746149361867,-40.926687655175655,1.4564954804923202,487.406195462032,105.64268244460978,-19.736462281720584,851.421570838938,-40.441576898379004,6326.190622144334,88.82885196523794,115.39709488657854,-101.97340496984475,6461.722695473047,194.7605518772172,348.35926416621885,-101.97340496984478,115.39709488657854,-55.577265470066045,19.006726271939453,-20057.106763521664,34.5657644527454,13.100733474933872,-225.33513789045355,391.8720761196022,14.73157567344603,-77.82076365196717,-19.747749759332947,404.3397960709085,744.7202816931637,78.36516474318917,42.417887462551164,245.55658862565113,96576.38040717121,0.0,-17345.217464054003,-2.640385110701753,-230.6766758039919,-312.8061488761568,-992.4481266265467,929.6665180069233,3.5575776245922626,0.0,0.0,0.0,-0.25870885829954204,0.0,0.0,19.24128640658961,0.0,0.0,-471.70590488655944,143.53516545009097,-17.411902885630752,-9459.247283327742,-6.051110598333693,-3.006339285296292,424.11739551694063,344.6919442623034,132.66954642107595,0.0215512350432987,4.912965484599937,-88369.48501012847,-5917.163729110733,-82452.3212810345,81.38290666213106,-6.785079206445616,-215.52169502179163,-191.19624310149766,-35756.75510550168,1.9944148549725593,2.352666048595566,-528.4113842859952,-1.4361825049609251
2008-06-30,-58.05428305146988,2.2944616299444895,4931.543732939895,6.57762965388829,514.8939298315674,0.1209935721158142,198.2364435247484,50.29667822984926,-397.7473773963679,-293.70710830001866,37.77985165377942,18.090146270196247,216.8978018542178,-45.07290102258403,-151.45166356173485,-309.81416190080665,1.5268670207135413,389.4669781636088,-252.84616825213152,-50.82468740441411,794.798478079481,88.55308611977168,5409.579863811852,38.12936204464579,80.10554191167415,-67.64275047127636,-434.51393044487605,390.4277402312629,4.3905844735281985,-67.64275047127636,80.10554191167415,-28.713771567072364,-70.1106280500719,-19220.989919557953,39.3397255476691,-12.629012935127422,-232.115915780198,326.8682883747529,195.6568218606643,8.15563801658462,17.152598159379906,-38.8642926488987,-76.62002371092075,59.34181088067211,0.6268118907740305,386.1998548085376,96338.68748391948,0.0,-16901.30109270336,-2.082347184458114,-499.82817717404225,-416.5772897952948,-288.1970892086823,738.4463151520454,0.22063327812354316,0.0,0.0,0.0,29.75340441944263,0.0,0.0,72.41298470707392,0.0,0.0,-258.94613256833236,8.338741246372138,-45.053954132593844,834.4447540166293,53.739573520054265,5.514382986391638,-11.990446449194224,-342.4051421731597,83.14049121533499,-0.0017511145266335681,1.401123210878282,65384.76623024419,-138776.9838129636,204161.75004320964,-995.3363564807587,-12.240641112146967,-742.0612100819844,-328.20018295195666,14762.703443799168,0.6626263270872759,0.8420150679076954,-709.2597441913593,-6.683649447604012
2008-07-31,-21.900978546665463,425.42514677341177,5710.004736580516,-31.594248519327284,490.39458573648653,2.780948074950205,212.3311919298519,204.58256436168642,52.64610741854323,-399.5354084493606,-297.53749171574617,-88.43648283123957,89.4595101752513,218.32809809129688,-45.37012672139573,-152.45038619810947,1.5422836945939196,414.92997587850704,-361.0089960150371,20.722797957458344,788.1026798524017,180.97115713239796,5864.04252117806,-72.39894440698262,63.422107445338206,-9.926387800515808,-169.81959718831882,454.089869924322,-23.09002236348384,-9.92638780051577,63.422107445338206,-33.974496780907366,-36.43194295848094,-7599.011346712218,37.8098799166268,-15.216179272577492,-180.03020654843783,307.82603345617474,139.02749804061054,26.572950552928813,11.301465874798524,-172.53311856974352,-375.1417863643759,68.38494437675426,57.46315697343981,411.08692723589843,84032.25181747056,0.0,-16559.601672967674,-0.11764738794510221,619.9500318556657,-681.8846133742776,-38.52271839466229,604.8560356296624,-3.3449057689454023,0.0,0.0,0.0,31.860310144987125,0.0,0.0,38.07490280099921,0.0,0.0,337.24174702931396,102.8271490497259,27.10204445759541,-14387.876127916468,35.60895162592031,8.308091301048307,202.69374086921243,110.20585456256458,11.82988530240624,0.02249441486473147,0.06864014002952956,253978.2987639457,-22975.28708095476,276953.585844893,492.2452474305828,-20.342698161224583,-277.77732743319956,-108.17519960949255,18860.32292023889,0.1451651329094652,0.422357227228062,-190.20394051518213,0.2351145351485684
2008-08-29,18.640132792460243,21.914972494950348,3951.639496246897,-2.736213877770591,493.7246776367513,0.021121655277511264,-742.5460943276711,211.53270409480487,203.56313921239303,52.242813905778746,-604.1702674381983,-43.77301478316019,-417.83527529095323,87.31988064040665,213.1062804662343,-44.28499599641667,2.5679340982216825,305.2879881969592,-107.91180081592205,12.167695277416016,782.8426808543993,369.86099932908974,5605.223527934917,35.57347236158246,122.1240370977964,94.12733547741725,495.3320627366195,105.30059700016696,-41.4078537247356,94.12733547741726,122.1240370977964,-24.898561275744626,-84.30160548139489,-1717.9141810222761,10.827441782892295,-4.590034913834858,-305.3190582186264,281.0821875830757,134.36346058745266,37.31378827694542,46.5248320363241,-463.45935282203925,-179.6780637498971,62.43859945473334,-271.73787968709775,363.6158868143417,81109.49509827579,0.0,-15944.763872506192,0.27477741276291623,-410.9857707540198,-1440.1460137225547,-1472.8043199086924,944.3715847860652,-7.850385904632624,0.0,0.0,0.0,-116.31767234094605,0.0,0.0,-38.860170557685024,0.0,0.0,407.51019070864913,17.58155060954823,9.87623611444485,-9246.778518615654,16.212602510718312,-13.626368013145623,-44.63355190465836,-62.782579596788764,-26.15884244486068,-0.016270372935431876,-1.3243935791260668,-413174.14824981615,-358018.08049540594,-55156.067754380405,-589.5794797009166,6.109841081088781,139.20833162783538,108.45974291421874,1108.5881405810942,0.5593778013606236,-2.7648218904370623,312.1062392421728,-16.65256898899429
2008-09-30,-39.93279682579003,1.756939194021799,3209.6103388871766,5.350243470716952,351.8934326976537,0.08112962618728234,-250.45125636150945,-737.7776799099863,204.4799222150318,195.10956059077327,-524.4181557156121,2.619210097540877,-36.32775612739517,-414.2337823065536,86.56723490625687,211.26943034989074,2.60394698094633,359.65094012354376,43.99217112647243,15.868637319546744,773.8450602430902,247.60006018623415,6008.0641625091885,208.79174174183663,138.4904348291237,112.47636686642143,323.67725035698294,46.515499432648674,-14.302862661160987,112.47636686642142,138.4904348291237,-6.554576706366042,111.31807051314607,-3108.606944348613,19.353994815704986,-4.467999157695166,-202.0795995572136,280.68632787899566,60.86458317036168,9.490541145647683,71.7714708090822,-302.7694417796628,129.18563161276143,67.75625887194451,-249.7774863104728,317.5871031531818,79209.21766944189,0.0,-16344.100991385465,-1.8524729579275838,47.315104265930685,-1410.6086369988686,-299.7550383719562,902.858004925522,-7.3014767454463865,0.0,0.0,0.0,-40.916428974235714,0.0,0.0,34.528388460230076,0.0,0.0,-1306.7500119543147,91.98725917387128,-1.5797162189526261,-14983.721783994428,-29.360291574330148,-2.6559195516427394,-9.320929935551248,-5.05021781796404,7.906950099658047,-0.041815915256122604,-1.311687041202191,-255254.10001264885,-90467.96525218338,-164786.13476048782,215.91535038641996,11.43820047311761,324.53942786480445,72.28575377342094,2428.125580978929,0.2115067083058726,-1.31377193073412,257.1368574132394,-23.394087987600415
