date,excess_log_return,RF,log_Mkt-RF,baspread,log_Mkt-RF^2,rev1,rev2,rev3,rev4,chmom,max,indmom,log_Mkt-RF_lag1,log_Mkt-RF_lag2,log_Mkt-RF_lag3,log_Mkt-RF_lag4,aeavol,cash,chatoia,chinv,depr,ep,gma,lev,lgr,quick,pchquick,sp,acc,cfp,agr,oa,grnoa,pctacc,chatq,cfpq,chcshoq,ibq_adj,chtx,invest,chinvest,currat,egr,operprof,pchcurrat,pchdepr,pchgm_pchsale,pchsale_pchinvt,pchsale_pchrect,pchsale_pchxsga,pchsaleinv,roeq,salecash,chsaleq,tang,O-score,sue,chfeps,disp,illiq,turn,beta,idiovol,coskew,size,mom,mom1m,r_sq,gammaps,bm,rd_mve,cashdebt,cashpr,stdacc,stdcf,chcapx,ol,noa,dy,saleinv,rd_sale,roaq,roavol,rsup,salerec,sfe,chnanalyst
2007-02-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-03-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-04-30,2.3697767727313117,25.21044548712385,0.3950914833586625,33.29770223653619,0.00266246110287813,-0.752779032355047,0.0,0.0,0.0,0.0,0.0,-0.5323417501202191,-16.953512329208184,0.0,0.0,0.0,381.0965164146624,72.83977147783605,-3.371683529459323,-0.20109909651755642,17.173867362275086,17.96552902596125,47.30928837423696,421.95367596063386,21.477134185766886,2147.0045876234913,3.632832823055331,128.1446078098071,-70.60745381572687,89.50544828611702,24.851571818002416,1797494.183726369,7.264762183875748,-1.8483934749832753,24.85157181800246,89.50544828611702,1.0056446869492326,-15.714267576849227,-1082.3408452533868,15.961255621585734,-17.157701107543495,2302.450841323192,25.05959129062747,65.67146250180288,1.5392507328844207,17.167900137744482,-2.0645002642875276,27.145211897204973,-40.85489875386231,-79.36450915737458,32.525209631436354,32.88874498308053,22085.254943485048,-15.272065573591991,0.0,-3023.2554060391376,0.3646272039084323,-200.50381953152873,50.86267626411684,0.02682808938621836,561.1235603987225,0.0,0.0,0.0,859.4435232567671,0.0,0.0,0.0,0.0,474.4387239229537,0.0,70.58656579916753,67447.89785664882,0.11313626555710535,56.76067305628368,1651.2557001830482,486382.6150133946,1311111.5687129744,6.819716590993762,10440.051245436798,0.0,18.541701337151196,7.082230831848266,9.803178881746083,1225.2633290544077,153.52310921456245,444.5953369293125
2007-05-31,0.8827596876460579,25.84675489062989,2.005908469085171,595.2521677578769,0.06849657813850908,25.89198734692562,-0.772081667455037,0.0,0.0,0.0,0.0,-15.934894079006336,5.814719397648198,-17.02101684226108,0.0,0.0,520.4041670915409,68.99300205018505,0.2591996997350343,1.8710086159194326,16.80230998031725,14.556778058925735,43.096219484564834,406.75564883566904,30.91138151050905,2064.7192818033823,-45.46058377417472,116.62394973124582,-35.849057987852234,44.61908740835522,29.37732477213975,1874770.3504712698,41.06616363682919,-0.5553599954019515,29.37732477213975,44.61908740835522,1.7695534618166042,-16.163151720784896,-20.4157135555295,39.10522069157853,127.33164412826466,2231.1462584677975,25.738973842475964,57.949225306920994,-33.1388088537737,-19.801581621056997,34.95623477092299,-232.14848595805773,-5.116145530133036,-16.320354756647646,-130.59399617858463,29.352525149707752,22613.002256104606,-4.756573386913825,302.8805332458595,-2982.246429369001,0.16581896322643624,-100.63819451240086,260.637217027914,-0.007983160279802195,281.84841072531947,0.0,0.0,0.0,3.422082422057315,0.0,0.0,0.0,0.0,-26.987699320024603,0.0,-5.190646891892101,-692.5315816123039,0.0030516809426540253,-8.927114021973516,-1865.3542747256442,11030.249151333526,66245.9175935674,-3.4167391881098204,-2745.3864350929334,0.0,-1.9264674125117125,-0.7922460426479683,1.713913790164142,4.031104777996461,3.8197559291128016,-1523.4549242593234
2007-06-29,0.305553565767962,24.15211492739529,1.8702957697402032,108.61826680331552,0.05938124149779843,39.19403130436943,26.081305989343154,-0.5984305650467814,0.0,0.0,0.0,12.60741729801545,29.63068942193664,5.847491455437503,-17.116948169198874,0.0,525.2757594858232,69.18195372655924,0.29705350217485726,1.8829012350820515,13.903455544433616,14.64399083502598,43.394392098590515,408.10857032174147,31.187665529835336,2076.4275399738144,-45.22835345875817,117.27964922503897,-36.17256118277455,44.954706627436224,29.65750046191758,1882932.3828159184,41.28477122235314,-0.5599654390290019,29.65750046191757,44.954706627436224,1.833876562273557,-16.098840181422133,-19.66304771736835,39.33979366699169,127.48617241635351,2244.2159823006605,26.002255587139825,58.3328138331713,-32.83349485807908,-19.678195209612284,35.027490343704294,-233.251359396402,-5.022732105409096,-16.316695408711432,-130.97635483576224,29.55736347381177,22849.29874756338,-4.489867323013026,304.0264723650437,-2287.6743762792103,0.16813783957695155,1116.6642604229673,31.495193969884184,0.0024420942176151747,-191.45039997839137,0.0,0.0,0.0,4.863154962412864,0.0,81.45918503622946,0.0,0.0,2.0369252053910714,0.0,-7.225580615834019,714.5501302177727,0.0008895046705850312,0.18382879683373687,-0.21646793129775688,2091.45344674011,6070.578897908097,0.0321770397208927,31.480069233329232,0.0,0.1244177159086135,0.029292577862009672,0.10795840347219965,7.953801194260905,38.337363368452316,400.61320227206124
2007-07-31,-0.6006289735911121,23.58407593228398,-1.1628694930539079,94.75444754315485,0.022935229037727465,16.936100579707826,39.4086637411645,26.072928301860056,-0.5019477559572234,0.0,0.0,-0.8822041184902697,27.599295458108095,29.68361418541079,5.857935934058611,-17.147521552772712,527.2971285198305,69.16276855411553,0.33433652018863413,1.8821579460817413,13.938939288292165,14.670768423527994,43.523625249390264,408.2946122434869,31.35841185429092,2079.5210573929307,-45.06212176507776,117.4839271279779,-36.27931599171141,45.05927076441376,29.804211933143414,1884389.1261805373,41.404768205259366,-0.5618847952399724,29.80421193314341,45.05927076441376,1.8610588764558997,-16.04904404677262,-19.192953890596307,39.45176861868586,127.55970548362383,2247.861503687068,26.118926697419795,58.51104654078125,-32.68250925011588,-19.561382074916335,34.988695575825155,-232.9144469390302,-4.916511320798518,-16.28486468208128,-130.65348659456026,29.636147672573088,23020.639986312042,-4.2525817921928315,304.3854069185596,-2293.0571798977703,0.16891927674264193,1117.5554503905655,23.81848366542458,-0.0037080919093391215,93.87533854693413,0.0,0.0,0.0,1.5498910188248374,0.0,9.446031325743078,0.0,0.0,0.43847575621691703,0.0,0.17368749783221915,540.2613863571751,0.0004132304941548287,0.017304535125099108,0.04297187718168516,246.74254074075725,1210.0008238784503,0.007022102559554266,5.612301481229224,0.0,0.04645883145292018,0.005538223280462162,0.053833927268154724,2.338261642973748,0.49545912556109784,-208.0536556762238
2007-08-31,-2.2515213804077288,23.607907048916765,-2.234905643110467,268.6907321528384,0.08462932733947882,8.740677505990885,16.97698750500257,39.51671139166362,26.45744007519046,0.0,0.0,2.554391753355242,-17.181179605237492,27.65794160222842,29.74668932869378,5.870383547279677,748.9171472230477,75.30872201157884,7.78037660243953,2.5229567350126345,13.484468854590673,17.326790311100304,44.774777160606554,410.1935559443027,34.373233477772565,1861.3141697139536,1.5690561866257853,118.65879995489458,-18.256789348377577,35.20749173805519,22.875483721519494,1923451.351753508,12.306063241877975,-0.42957034682444045,22.875483721519494,35.20749173805519,-4.335753616981524,25.014209429708437,131.35722916378356,17.71330667464329,-58.957046809788366,2039.3965165269062,19.085738129333407,61.17799355847244,17.704917609507326,-24.36798981025711,9.18770073600438,-129.01176076724383,53.08308354625211,25.544658971518444,-50.83496718219488,35.48791454593135,4660.938156343097,53.054426298901774,430.3446117582994,-2387.46497285838,0.007198070733091557,1238.9985563326031,23.16336064966254,-0.0011484519681840867,326.30172430528035,0.0,0.0,0.0,1.8471428433149413,0.0,-31.483553500635182,0.0,0.0,-14.649649377592198,0.0,1.9527396347145682,-56151.89695276232,0.0010460521862977884,-4.4541979031291845,-191.83052926515234,23433.50790178869,15628.717671181774,-0.7843032223503528,-723.816565942383,0.0,2.630108972881086,-0.5286485940654009,-4.73348830558173,73.58680573291554,3.9277875580888804,865.5587353651281
2007-09-28,1.9202273696869914,24.767627920480482,0.5372814433529342,124.0463473154928,0.004895178784389682,-5.529847872688512,8.580781363187995,17.078561822273677,39.64724111829338,0.0,0.0,12.814579207261552,-32.93093272244757,-17.151987004687797,27.610947899830098,29.69614662794791,749.5371200894639,74.80476026720399,7.789040956331732,2.5291575991926956,13.448025956162754,17.262169253826375,44.74538627871251,408.91597976561985,34.246260529113975,1854.4428992767093,2.201739756464816,118.53358485859938,-18.229278868644574,35.06720735599299,22.83684456693207,1917622.3780240158,12.442797392482019,-0.4301826691118539,22.836844566932076,35.06720735599299,-4.293116088401268,24.85510084617966,132.47652925800793,17.73128763014035,-58.76781282835348,2032.6018902203687,19.09987013959604,61.141123586732334,18.368695655633065,-24.226203627999475,9.084181797215741,-129.36268197572258,52.92566167206223,25.58615712572598,-50.98862252396894,35.41760984627553,4679.806276849375,53.03165539374656,429.4922964198075,-2378.6255677321606,0.006996967410366695,619.7945711351728,34.611364827591224,0.01865738562300211,-627.4339251000795,0.0,0.0,0.0,-1.480132792495965,0.0,-68.97883945097644,0.0,0.0,-1.4501913710620329,0.0,-0.1930814893101811,58.508257574387244,3.517813916076307e-05,-0.25401832516518397,0.3665514225455695,-1506.6385449370136,-4322.335184555035,0.003794622539184278,-21.156002439834992,0.0,-0.044815632514463744,-0.025985704603233017,0.02699311185882891,-0.3589939853757187,37.54557617980447,-442.74207401615035
2007-10-31,-1.689883226147292,18.816300520098366,1.857393803483362,135.02610427108417,0.058671031322582355,-29.464057107302015,-5.544146891639935,8.483822711865557,16.905809483530113,0.0,0.0,-0.8389118735225286,7.877531319275564,-32.740485756352875,-17.052793218861265,27.45126759855102,745.0418576511795,74.43051567344472,7.742827850124297,2.5159337177027785,13.372642339360748,17.170691183339947,44.465136930638145,407.11055273338786,34.013921213834344,1843.221093864584,2.4101148888363384,117.90543306627542,-18.137898347514373,34.907056285188105,22.7138626496001,1907107.6454110646,12.299418667393653,-0.42785618534460196,22.7138626496001,34.907056285188105,-4.271210775327615,24.792360241713403,131.66755922403362,17.59503098675003,-58.77610568962814,2020.2064854362661,19.011907918468815,60.77487772397301,18.482792679283147,-24.003663525030095,8.994737525401185,-128.74157840624514,52.63169304356761,25.530058081180105,-50.83462100375785,35.208999527108936,4650.747314982637,52.72829345597883,427.004865409882,-2364.2327865406965,0.007265374019815293,614.367387981712,34.401159113252504,-0.010075623430782697,129.5872819595907,0.0,0.0,0.0,-5.029355811029063,0.0,13.247854860484036,0.0,0.0,-2.2505793179221314,0.0,-0.41727909761031867,-78.8330425703989,-0.0007691103105743613,-0.26069404515714467,2.3288636875455495,-2675.6700802836567,-7839.0625326673035,-0.017533424648870533,-36.20391111411209,0.0,-0.12317887893077284,-0.035562812339509975,-0.053386992163328095,-7.6656185561057555,-2.1839653757248527,215.40117574028648
2007-11-30,-1.4634300606399604,18.861773587845466,1.0479133624693557,138.83373951560674,0.01863022961445132,31.08380299392655,-29.58223922327663,-5.465665424304417,8.250474204998977,0.0,0.0,10.862566544433422,27.44108717144924,7.914952269988913,-32.89601418958445,-17.13379978153992,530.7622980951763,59.76028722679678,5.966361846692177,-2.6951646097816626,13.265022852678047,18.0775360558645,46.9968346604281,423.16321400687013,5.624322857906283,1592.5373107900953,-115.80038764906558,126.10000066615487,-46.278004831888495,61.91862891332106,14.691036749343631,1990666.9663681427,31.20877189614488,-1.0312563839877589,14.691036749343606,61.91862891332106,-10.247264517246045,2.49607207834428,51.3560992045377,20.700015315223624,14.13041993865604,1729.9582937771643,24.0737205323713,64.07640391133113,-131.75145718283562,-10.548978487264437,-5.969846759566433,148.4535194935405,-6.519788237634514,-2.9461567033230223,362.8358483948475,35.3776488570463,20104.30981915483,46.36081182464302,419.10980176806544,-2382.2349131294013,0.06484700360504346,-417.924602857516,37.50280415805297,0.0017058469829131784,351.218270323247,0.0,0.0,0.0,4.107221267387104,0.0,-30.46887586548354,0.0,0.0,26.264849342643117,0.0,1.9886910792464008,60500.501739193336,-0.002520596519409307,-5.068712781537798,1886.7959477964066,22950.850610321155,60608.470346756745,2.0296615454876368,2461.124996300324,0.0,-0.022671500686872292,-0.6075755083197922,1.339662507802582,-1.653188770565066,-19.839915797364284,250.82758402024342
