date,excess_log_return,illiq,RF,log_Mkt-RF,log_Mkt-RF^2,rev1,rev2,rev3,rev4,mom1m,indmom,log_Mkt-RF_lag1,log_Mkt-RF_lag2,log_Mkt-RF_lag3,log_Mkt-RF_lag4,aeavol,rd_mve,chinv,depr,ep,quick,pchquick,acc,agr,pctacc,chatq,chcshoq,ibq_adj,chtx,invest,chinvest,currat,dy,egr,pchcurrat,pchdepr,pchgm_pchsale,pchsale_pchinvt,pchsale_pchrect,pchsale_pchxsga,pchsaleinv,rd_sale,roaq,roeq,rsup,sue,chfeps,chnanalyst,disp,turn,baspread,beta,idiovol,coskew,size,mom,chmom,max,r_sq,gammaps,bm,cash,cashdebt,cashpr,chatoia,gma,lev,lgr,sp,stdacc,stdcf,cfp,chcapx,oa,ol,noa,grnoa,cfpq,operprof,saleinv,roavol,salecash,salerec,chsaleq,tang,O-score,sfe
2007-02-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-03-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-04-30,6.422749141167717,0.6099395034377666,55.40032043612772,0.8682192780303801,0.005850796977130378,-22.018011173816298,0.0,0.0,0.0,0.0,-2.1452125309384416,-33.11269200396046,0.0,0.0,0.0,2507.758515129625,9.116877491192115,1.9075129329308873,79.86792662623826,-4.152913209785541,2597.0938840037998,86.43769067534866,-61.09900966692228,42.22649076655131,-135.15799437797597,42.226490766551294,33.53336891744222,-30.77388045319441,584.148771245139,-1.096678804976119,13.749161399519823,4774.2413811962215,8.149462010237846,117.95906021875344,67.33324856566968,140.0057196085587,24.38715741887767,28.794204601539917,104.63478770717025,13.453765964858682,28.861447784264335,15.340138182218013,17.79967104919818,41.78868987716788,-1.939456503502087,0.03734149148457211,-125.40216141805524,570.1735834474946,269.52078323960563,869.8211000832644,120.09622641621466,0.0,0.0,0.0,1678.6190452919038,0.0,0.0,0.0,0.0,0.0,1270.4877778364735,110.14241192338383,90.01320480271849,-2538.4667293715593,12.188064567842854,177.8584328557552,1367.9590247090282,0.10328373169122784,737.8437862921899,0.5949603779073399,35.102175574061775,102.52217508441784,1610.161374069798,2731934.07127371,578354.3597253659,2058584.8830866173,-14.832852290013184,102.52217508441784,143.65364523524283,2469.2304171766364,10.8255028895022,41316.51839946985,3218.4317217623034,28.891409732464414,123.09387543829891,-4504.420828275088,11.614872138588291
2007-05-31,4.632575559842372,1.135573005294272,56.750203635727416,4.404255566198063,0.15039391885594552,5.635031296482449,-22.11653026599933,0.0,0.0,0.0,-8.398354828262068,11.33437510623464,-33.17831461613666,0.0,0.0,2990.081391612583,9.174688554584701,17.02737841232374,80.70636413339587,-5.774148043443893,2555.3647657800648,25.362840801518878,-18.62392179010829,32.69600242671697,-124.77613376227976,32.69600242671696,42.535068842138834,-39.03920112818754,-1141.9651340894163,12.983755575410104,15.302911305205116,4752.33421095759,6.679023484513971,19.65890325774301,40.406607715014594,76.32275355221893,5.456495189420962,-132.52145036614198,-82.69464727520594,-180.8519413534976,-124.73064222781527,15.414841672231114,11.34157146750506,19.4579165189665,11.577592393035978,0.000947802451757726,-67.64188038075518,-10.708508504597717,400.5480479285842,50.791498207984205,82.21926042473764,0.0,0.0,0.0,3.3266810982204333,0.0,0.0,0.0,0.0,0.0,-128.09567934820916,-11.882066330817281,-8.297426866057208,1066.0791042117808,-34.546179692936605,-7.448092583042211,-109.21066470009941,28.695332361021585,-89.22985108461751,-0.09666404660486927,-2.6473859527726162,-76.02944931277908,-1033.8785903614648,35167.41386931483,19452.280028232606,4893.551130500389,9.172881107040237,-76.02944931277908,-40.51437770711931,-162.3405105387592,-0.1744636895340559,-2273.7882152776874,-214.0309158525156,-79.07240828365457,285.7324414109197,12.339443817297251,1.2327217231638947
2007-06-29,1.9520509702506272,0.7315473094482751,53.10647988371322,4.112469031009774,0.13056946427063248,93.20950327914683,5.522191196467734,-22.05764505537031,0.0,143.61745217254034,14.931425879522262,57.918401598883804,11.429952021681146,-33.4580901609728,0.0,1784.5658505825236,0.0,12.989674220642087,77.4178927611472,-5.745582555752484,2630.430202100617,43.469958050997064,6.290797175639835,19.4445496538841,0.024835835763307612,19.444549653884057,43.91266966520147,-32.50378105417028,-1095.5659371020622,13.016999510049995,20.55295277865734,4880.67158031431,2.4254011406911964,14.755716835675125,55.875457563880346,39.80668112965108,4.722769808052615,-150.44387011135015,-171.72212121499075,-152.61755583858522,-142.70712145670493,0.0,9.405875552535669,16.842998626724277,7.775956572074512,0.004711702401096522,188.16972638496406,-108.31911768966091,342.5918843819942,9.382349441570568,-68.92039251149092,0.0,0.0,0.0,14.182977267831575,0.0,0.0,0.0,0.0,0.0,8.7036160369953,-10.331102601037585,2.3098693789868463,1611.422278657058,-15.07801035986311,-4.928764608723583,10.32498672116003,-28.273649144307,0.12705418974098848,0.008918937911025049,0.37536632292816563,-14.016484005535403,-322.49685528759295,33293.612505839206,4379.253796825185,29533.141754922224,49.68286754396984,-14.016484005535403,-3.1133754411760606,-19.468011329321143,0.14154201476061878,467.95812312118505,-192.76063676764397,-34.543954114621634,131.99395377018135,-132.5908652605367,-3.326009808307923
2007-07-31,-2.1550010696305213,0.7367938898534929,51.972536792264414,-2.5626307210796497,0.050542664398844805,69.10926622224653,93.48221823515392,5.15422135446622,-21.998608788657986,199.44611286110455,1.9568233754442232,54.181647717149396,58.27348488684768,11.500026209384666,-33.663213374586825,2888.0560178996666,0.0,12.733202387348745,77.67904115128371,1.285122740911627,2626.791353176006,46.62952967408698,-0.41055647492414593,23.570544229656587,-195.58410597833412,23.570544229656562,57.13055624211436,2.8491797621794324,-1863.1797059194964,14.564265807803345,16.72445078535566,4864.0130164316115,2.5743503474333886,81.674775003444,57.533873405190846,-21.10567300989465,-32.889416760073765,-37.815515459229765,-103.95914441357935,-57.79717317078922,-30.81178823253994,0.0,14.551438648242662,29.15982267148911,17.08466065451971,0.1914009661840696,259.30280912221536,113.92452847963875,245.80264366547823,290.99385501150664,15.417047384583526,0.0,0.0,0.0,10.398542436923435,0.0,0.0,0.0,0.0,0.0,-9.715318448444577,0.2117621937025973,9.967249671355674,-427.2562218281937,45.74052678032163,8.797271705097785,-55.80876814313865,-22.802692663179613,2.2477552182084537,-0.002067242539274927,-0.7293264364961516,13.448209714126538,122.36839673351142,40014.13287690468,6695.100086950697,31924.649082928663,17.66288558534982,13.448209714126538,20.35721541423473,106.78217040435084,-0.3200757377850696,-1375.907059920486,64.83641945805903,112.85601405300838,78.36644635571656,-337.7431408344337,3.749877626552683
2007-08-31,-3.231176226445766,0.8617806403661219,52.056373941095835,-4.9280558263703425,0.18661103253409572,33.35323726212219,69.8271321055639,94.11199087879771,4.837738508384451,174.4656129202407,17.09468729691229,-33.76386225403341,54.35243399720179,58.45716907012444,11.536275507432205,2483.6865879293305,0.0,32.9099616410251,77.83549816896128,4.758164054337711,2341.1265460526633,-101.448035293082,-3.1628867678565733,60.74999911989994,-190.7055231013714,60.74999911989991,53.93521812569602,24.441826017048783,-3110.7480864644094,12.974189302072142,-22.374023868262736,4508.07732330052,4.062413282211544,114.38612516386436,-91.36465771282525,-2.1762664962406912,-39.61837042446036,8.445832353415966,28.968321838351407,7.959546398412364,74.28610193392058,0.0,15.46740012736321,34.50515750511706,18.606102991169116,0.3681963567427129,97.81857524981795,610.2782313961627,273.8025027725888,950.3650575250144,234.2720197599087,0.0,0.0,0.0,5.379154242227969,0.0,0.0,0.0,0.0,0.0,-37.15779306954278,-16.893626469059612,-10.782397697254453,-20878.23010769209,31.77926580294625,-0.29901713791545603,-54.755294001692846,101.56912782130001,-7.567919446939982,-0.024669358544590292,0.12718792700852077,14.440095093195875,127.30663969294108,12889.04143487569,20159.071525281994,-4841.802905346733,4.193600376736249,14.440095093195875,6.335828476356028,28.79042766226803,0.11250126199296595,63237.3936382901,39.689359316726495,105.26001534616749,-17.166666868927678,39.2435020699304,1.923088185263925
2007-09-28,-6.483800519962778,0.6357020336161578,54.6183417922467,1.1848297142503625,0.010795000184852728,-16.058029316172068,33.26613216274618,68.45470559912016,94.8755208081812,55.5371066426316,23.789410418984495,-64.73045228992397,-33.7146805358333,54.27326218705082,58.37201814768699,2765.3111081565303,0.0,33.28027256646328,75.89942932047069,-50.48868963343616,2346.2559508923873,-41.26036960440051,-11.361947337576844,36.15503108898068,3.0895842569014897,36.155031088980664,31.731845576756058,-33.82890401968401,-6891.341738190002,4.649980027919408,-37.77396922593232,4501.03414005399,4.427349409454532,89.17958863324186,-34.72136887961071,-29.062272570912455,-7.76674273153093,-42.825704584054236,57.58703853563258,16.485510530862506,22.892450468228304,0.0,4.4304296463414445,11.115750777707527,21.96343727884694,-0.0204600793421617,74.47064023777061,553.0235804871468,250.45314119083508,-1301.0976260625007,-196.66615608866604,0.0,0.0,0.0,-2.4936275812544864,0.0,0.0,0.0,0.0,0.0,-74.21878842035926,4.214007902793966,-24.2458272458762,1495.983253156348,-22.360022871942896,-2.2093238266324704,-40.214405049247716,-26.499825061078603,-18.17125175940737,0.011264010835450144,7.476241851521223,1.1854025761657638,-412.82458018169734,-35363.97319375072,16389.02584706631,52410.78560754936,0.7136541031070323,1.1854025761657638,-7.292971675685521,-31.22824233599613,2.1457978107232343,-2207.4863660196424,42.183652989569964,-59.1053330744144,5.725106000861729,-365.5158436094234,-3.0877065225352265
2007-10-31,0.19825781393933217,0.7636949984355121,41.536279299841866,4.100127318272509,0.12951410619858722,-28.089935223766794,-16.903881966312575,32.36141151314967,67.45153587455978,-94.96599558649197,-3.2507253740796673,15.526655363291052,-64.5316683821677,-33.61114447655089,54.10659177517264,2887.957513317421,0.0,39.33784768751981,75.80534762458981,-51.368672648544084,2328.909766646605,-94.20126158427315,-6.023650796306278,43.082500198181144,4.995303177893654,43.08250019818115,7.421397030248765,-37.71734027221697,-6118.088868862779,4.6234088078007245,-35.124593362360805,4485.409342861702,4.414134094928462,21.936360784560947,-77.08874008843038,-14.07582021813188,-5.896905930660869,-82.49694849667196,34.64040911295113,-16.80021375135258,-12.100277923271918,0.0,4.667546526243434,10.403184549308415,14.183081124553595,-0.311751072690768,-11.374093550846908,672.2098442696764,232.32830308459904,761.3226255519688,-73.10759810034824,0.0,0.0,0.0,-5.249519181712685,0.0,0.0,0.0,0.0,0.0,-22.970579391391652,-0.8451773435389924,-0.07307196375252545,6043.207916242402,-7.277415449785018,0.12876116151051065,-21.569177977102527,44.66660940089776,-23.369937132127006,0.0002946308303889422,-0.17284893291774495,-1.9509857101910342,41.201856955836135,-2597.5104175778106,-222.3070996449096,-2375.2033179327846,-6.314321665511805,-1.9509857101910342,-2.53726684762006,-31.843997434860285,-0.10732130530833572,351.61446717775834,-13.135637721161856,-19.368162692625106,-0.7036830340765619,285.3960059675928,-6.400053900054914
2007-11-30,-9.33430578935773,1.0261366443970827,41.39176123703392,2.299623600846307,0.040883642908820045,-79.32620533810648,-27.159756957173695,-16.953408983035203,30.89872927356555,-110.19532103780993,7.092733598211135,53.4491113868058,15.416559951022766,-64.07409136582635,-33.37281672847041,3151.105009069639,0.0,36.96699852273459,74.59418748614377,10.849242919743249,2212.558774564124,-56.05734092986401,1.5842083083051364,52.232625557444536,2.701706649594047,52.23262555744456,4.922673482116419,72.99881365083746,-19713.465674196734,12.885908446325626,23.721558134670083,4419.125659640395,6.388236325521482,71.43368779181797,20.48753717329822,-77.1510983775441,7.081485578681299,-29.997380070333605,-0.13206793412143902,97.37300174307137,-30.10584819340484,0.0,26.187232975217665,47.8667425119695,12.678249487280876,0.07747144009853854,-11.736790953187551,211.9869615187291,232.08469645247447,1672.3310069496058,99.47492472407424,0.0,0.0,0.0,-12.083771526113424,0.0,0.0,0.0,0.0,0.0,80.2571044734101,-12.457842471555331,48.93784786612569,19814.489629011325,20.029551187787675,11.637415886102815,41.813399535760254,-14.967378666731236,23.767937938072464,-0.028460148316088618,-0.45043120310334217,21.625306760905943,1570.064418602052,28524.78834756743,11110.610085037188,17414.17826253036,-3.143553359089168,21.625306760905943,22.301065872430968,-20.315690934722625,-0.23849644687584615,-43198.213825664156,-28.393775842935156,47.056907193438605,-0.002627151988804144,-257.3010498442882,-0.6351821392144803
