date,excess_log_return,illiq,RF,log_Mkt-RF,baspread,log_Mkt-RF^2,size,rev1,rev2,rev3,rev4,mom1m,chmom,max,indmom,log_Mkt-RF_lag1,log_Mkt-RF_lag2,log_Mkt-RF_lag3,log_Mkt-RF_lag4,aeavol,chatoia,depr,ep,lgr,quick,pchquick,sp,ol,noa,chcshoq,ibq_adj,chtx,chinvest,egr,operprof,pchcurrat,pchdepr,pchgm_pchsale,pchsale_pchinvt,pchsale_pchrect,pchsale_pchxsga,saleinv,pchsaleinv,chsaleq,tang,sue,sfe,chnanalyst,disp,turn,beta,idiovol,coskew,mom,r_sq,gammaps,bm,cash,rd_mve,cashdebt,cashpr,chinv,gma,lev,acc,stdacc,stdcf,cfp,agr,chcapx,oa,grnoa,pctacc,chatq,cfpq,invest,currat,dy,rd_sale,roaq,roavol,roeq,rsup,salecash,salerec,O-score,chfeps
2007-02-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-03-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-04-30,4.46506853195885,0.004439856852585426,28.027740410343583,0.4392433897913441,72.79625231661183,0.002959994050173315,1065.5863261626173,-9.082335376888034,0.0,0.0,0.0,0.0,0.0,0.0,7.530346340373148,-21.019916294181396,0.0,0.0,0.0,0.0,0.03455874062844644,11.856401888379327,21.460627870998138,-2.9696569458890396,919.4551734372194,138.0863398701041,166.5805996512154,9990794.23310734,15159794.763382565,3.0306864359741943,7.787529450681413,523.9551527777785,53.59714466491106,28.827467674318182,18.44543964238526,123.7559588182709,16.438845067472183,-3.9495868164106938,41.185471631606326,67.6267598155812,-27.216001472711536,11804.968948395443,45.69856285019911,1.1231316034243104,0.0,0.007316145751908037,7.2768187117780005,2411.758615384999,38.45674001830474,874.3280012260008,0.0,0.0,0.0,0.0,0.0,0.0,633.9349302264416,31.33189714473176,0.0,36.52665565891964,-4964.315545705629,-0.5163140787098247,32.662837271552874,1065.4370244383122,-68.20064056274092,0.03068793516963867,47.35410907317143,128.8636173465416,9.896619892532902,1106.03480284914,25150588.996489905,9.863014435349177,-0.40560326392724283,9.896619892532893,128.8636173465416,7.929286957833323,1019.294226162323,10.768930569093559,0.0,13.8514470162973,4.815683765148195,37.73451186548422,13.467216549672518,3752.617060141697,3212.0748166682515,-4090.116532312727,-86.01382218439444
2007-05-31,4.57551119523742,0.003079117796878358,28.81587891717572,2.236335501639717,132.79133526322835,0.07636506440488172,1075.5755476189574,67.45589446789135,-9.193971643543312,0.0,0.0,0.0,0.0,0.0,-16.191253332906776,7.248139176269311,-21.21696518050904,0.0,0.0,465.0415804332735,-2.868961407094955,11.721377904937137,13.813777584791591,-8.258275379467458,907.5949888472621,-6.523030186857202,144.97350261447124,10028113.780712795,15393887.718343213,-1.9538963902369813,-42.31539331821695,85.33678832838211,-12.578675111703095,10.801802032612327,18.707523135172465,7.532928797467196,-6.26700474233168,46.14064420533394,-92.71091470094652,16.298813916402864,-15.439150925705937,10979.884279232394,-87.58522346132307,-29.61944743090207,509.6591861812366,-0.004510070960153709,7.128002413208219,2142.0159460266186,22.357297792729405,-91.35804997607772,0.0,0.0,0.0,0.0,0.0,0.0,-57.63203780374454,-1.7726772438485234,0.0,-5.765778109531947,2395.794092504979,1.116222159168856,-3.5507724475981135,-118.20770548039923,56.80902251851272,0.0010071062061863464,-2.764903102601167,-99.05813009715168,-10.118975655622378,-1831.044810551235,271412.5025661029,-1.8146823007213069,0.3090846788533108,-10.118975655622341,-99.05813009715168,-0.40956396241961457,1.8213699577399893,-7.0789335581796555,0.0,-3.927861236820874,-0.2512135261918358,-11.348757146610158,-9.488501209045468,448.67391311772826,51.34343657281579,94.31551675863739,28.840377175702372
2007-06-29,-4.1555679111697685,0.002599626264121565,26.943751316415984,2.0864750047568403,234.39282209618986,0.06624485717240129,1083.0641716676628,80.13371577179126,67.85244260607135,-9.171890976189811,0.0,218.0456268381957,0.0,0.0,11.80509002427124,36.9838359062758,7.298603868836869,-21.36468690590809,0.0,470.42517141795236,-2.8863309798994736,11.803765391601843,13.910614417040994,-8.318497645715489,913.2292599462422,-6.293722989360898,146.03930282979954,10108465.19981264,15513927.142400865,-1.9541737909064938,-42.576240355066005,86.65227366914007,-12.612091613396863,10.899203462894024,0.0,7.892797900425087,-6.284564545012433,46.389577338668055,-93.28628087444235,16.506845024184617,-15.530804056776976,11048.276180560617,-88.13130632506545,-29.78720916879565,513.3138251058136,-0.004536288656035002,8.88211002583222,1647.8964085787597,52.38199038083202,-142.16733623333903,0.0,0.0,0.0,0.0,0.0,0.0,4.156922635598335,0.1821973388723528,0.0,0.22394210418726246,-26.95149732239588,0.00438576093176446,0.20495846970641907,6.503123596440446,-0.07832299358958394,0.00018927830030571885,0.30517434865792126,0.20788493416795006,0.001123704329611841,-4.971658058415073,200390.8431574963,0.07757537090981259,-0.0006008346016804084,0.001123704329611841,0.20788493416795006,0.0829176291209901,6.532058838549801,0.022658214810871158,0.0,0.06896663591194319,0.03278145237211039,0.17762421518594707,0.044076020323397636,35.68265084328323,29.23127413149132,-29.17308557716933,183.3449551806687
2007-07-31,0.2982163963493387,0.0055967159589431475,26.40241831502444,-1.3018346315346316,145.1507259713656,0.02567603297002837,1092.4817663784168,79.97836175383217,80.75847298723714,68.51048693429037,-9.257215549788526,165.337461506297,0.0,0.0,-3.066908455871737,34.68591687520793,37.30542237042597,7.3620675997857115,-21.55045979699375,473.5531817894654,-2.918143030992291,11.911416140205379,14.025542703815887,-8.3964140869194,921.372977852358,-6.326391406711746,147.3117382517409,10183797.382288534,15632644.422278896,-1.9595602320621741,-42.95997244181993,87.565873441081,-12.701376732457472,10.985592003697553,0.0,7.9740995679280395,-6.481310179929067,46.9234644513157,-94.17535190103118,16.62989484563651,-15.740915265923556,11140.42294432053,-88.97092490255577,-30.120085054641507,517.6003501889086,-0.004599406094753778,8.977391495855976,1092.4817663784168,46.36187200158313,-96.96593701802078,0.0,0.0,0.0,0.0,0.0,0.0,5.070359111625066,0.25624905994256864,0.0,0.2574096939160313,-20.35764467081617,0.005593817349852759,0.2502436066335143,8.525690985493384,-0.09350922220764524,0.0003899824052483736,0.4445097864082257,0.24800123012283493,0.0038130311204234435,-6.306562075090255,194049.46235392615,0.07394054170259068,-0.0010963642238791954,0.003813031120424082,0.24800123012283493,0.047449346955259486,9.147209314934116,0.03292992075188117,0.0,0.08157933452160115,0.044602375042707365,0.21946551340324305,0.0356813821034736,35.502221221086984,25.265654639741115,-32.936132463747526,0.5865697299583275
2007-08-31,-6.366232347868406,0.005617690165020921,26.306229929049444,-2.4903495932771262,393.0802002736666,0.0943022411567514,1084.675941803172,-63.28050594899233,79.3194949346685,80.26635370070414,67.95679919915918,108.49614538828041,0.0,0.0,-6.0698465703304425,-21.393020717776697,34.43808465439482,37.038873681293815,7.309465341364938,1215.7522451510335,4.962104346593655,11.893539144310651,16.663517373479653,0.3763303861805394,930.1657565428161,14.316486014726856,140.6719385551223,10158495.54474222,15856017.857188132,-1.3914888574033046,30.92925418612665,188.8841388959722,27.684034022326955,16.06486104519057,0.0,30.57419979150235,3.452275461720092,-49.555632133507686,-30.32978325542943,8.92697709224341,8.49922177558884,10758.485970449232,-27.958751067395223,52.851369231666794,514.4999588533083,0.0013694067155350918,8.782711630278143,863.4272129234448,18.588088813659166,437.85186654383995,0.0,0.0,0.0,0.0,0.0,0.0,-43.76502276642316,-4.832520252458398,0.0,4.8465154910616235,3117.07731599415,0.18969485153918397,4.172680373884074,-84.09414154898718,-19.397038353687673,-0.00029600935139955514,-1.0923044526030097,27.325940363544518,8.703670394436825,199.49537468151675,198071.59736292064,8.282181001503005,-0.16896037621901588,8.70367039443674,27.325940363544518,0.33983305113131834,24.136390735139457,2.920949989966654,0.0,2.942184711886245,-0.060830222324666394,7.64033047210264,-0.42993439895675634,972.1137242929553,-45.45939500090117,-213.8312849111462,-32.035806134613765
2007-09-28,1.7860619088663907,0.007012419879451108,27.628556231360772,0.5993432482675655,291.539854055363,0.005460624761535535,1085.5917106506743,12.536256160550412,-63.18594108527606,79.28478095960037,80.42735183687317,-70.57251822001533,0.0,0.0,26.067047224192187,-41.1081767684012,-21.41108239055128,34.46715999743388,37.0701448152396,1214.368025213318,4.96975126992313,11.8885252458267,16.693902915673295,0.4059062331392864,931.0251193030327,14.446511518223602,140.7316861764293,10192397.643214194,15903564.318105878,-1.3940262371775525,30.991722091082245,187.6033441494866,27.491706473141093,16.0685524197027,0.0,30.716860771768747,3.3633513175103555,-49.66970967008758,-30.43709824520714,8.813770055345163,8.403924977963863,10782.658414280791,-28.05614239861038,52.9234904843301,515.3093650449038,0.0013629961320572562,10.184875564846461,0.0,19.998979448548624,-310.0566568490932,0.0,0.0,0.0,0.0,0.0,0.0,0.22949980390808378,0.016253818608607418,0.0,0.0583160839721657,6.339523298648771,0.0006231582951117254,0.04577547804341009,0.1542470495824091,-0.030699007486763463,-0.0002501733650717916,-0.10449310564153791,0.042840943824415945,-0.012232503655305038,-0.5901719301168669,81448.5593897216,0.0948627453501274,0.001988302396557007,-0.012232503655305038,0.042840943824415945,0.03388189184565249,0.8683721586305637,0.00927948275019208,0.0,0.02911309302164078,-0.009151652629915574,0.0729052795873315,0.0005877750061014098,7.424310857234559,6.583991256255558,-7.507096792479388,-39.513146990629664
2007-10-31,5.4168704424965926,0.0028162772730589434,20.926485183994412,2.06569425631359,170.9797194078658,0.06525078967516795,1073.059480804514,-97.82701461126271,12.491115440053074,-62.54755020083054,78.37302891883127,-116.34042251205375,0.0,0.0,-6.9239162998911254,9.77666001647469,-40.633617949681565,-21.1639097167542,34.06926604983425,1200.365793340018,4.9159096258221044,11.74185941578956,16.51058778049927,0.4064587466785854,919.6223905117986,13.721005965323975,139.06612277668822,10090678.315687701,15744763.056947967,-1.3971012992259007,30.650562408435263,184.52295350671727,27.13560594382098,15.887953983052165,0.0,29.814214890460246,3.2804607802820867,-49.08852706552969,-30.055041365163532,8.705340451757579,8.26007272172279,10667.806646701789,-27.704790953107338,52.35026052243245,509.501533578043,0.0013451902863528067,9.913382718097774,-1369.1304093146491,25.754140712392157,-89.50207831306932,0.0,0.0,0.0,0.0,0.0,0.0,-6.309565905422119,-0.3305993826825997,0.0,-0.4008418919994128,-1.7399989597882382,-0.009731415482568284,-0.38432006940828245,-10.526241613921343,0.35949688869388297,-0.0004921043680966089,-0.5867700195765906,-0.6726992038041217,-0.10964232993294765,6.109782647453699,-260520.5886844024,-0.15208637549930515,0.00412896419892711,-0.10964232993294765,-0.6726992038041217,-0.09372517059817653,-12.95568797043643,-0.07076386559613645,0.0,-0.14016564542355603,-0.06034802214346957,-0.3770773118973807,-0.052976307184650295,-52.33754768932977,-32.52947327462107,47.37626617881415,-8.21287084418207
2007-11-30,-3.2910036616386624,0.004898921502524949,20.966514942804203,1.1648475722949048,81.16295962990978,0.02070913351706103,1077.0282370383138,31.707640920211013,-98.28416974024987,12.445982547639552,-62.77343438773832,35.83469213219312,0.0,0.0,14.633223647227151,34.020979994698614,9.812819410320254,-40.78390311786138,-21.242185339049595,791.3377666093926,1.3148350373271962,11.499278656314388,19.16242101872144,29.404416847580787,931.5570194772356,32.26422712461921,149.9296282014453,10186007.466165619,15829068.255191645,-2.2035362441987374,10.144704239316853,480.0918956810216,10.516167766132998,-10.319198054462435,0.0,16.910679672414812,-19.254871796101675,-17.009995475257988,-32.88352377290707,-21.90743207343246,8.625215664588595,10439.113385857494,-31.016693850496868,13.058553434564582,519.4789125206389,0.009543759538190148,9.66010918858289,-1253.4372355968928,12.292025919530474,30.308242348269005,0.0,0.0,0.0,0.0,0.0,0.0,28.669610526525048,7.917350284813626,0.0,0.8576613499292947,-2027.4724091667101,-0.1561987310524814,1.3365679621881057,80.70814285451229,-27.25802466789208,-0.004904519812166636,0.1797488996296721,44.51495108865487,5.735374178641685,3166.2012558540514,179634.34872159362,-12.396300074371052,-0.10477052570700424,5.735374178641685,44.51495108865487,2.407950507501303,3.705183330175487,4.142293293060576,0.0,1.0115798292681255,0.04228812929050907,2.38625988024112,1.5180202543249606,-1166.9969239845936,-136.57337988539803,75.94391606105,-14.064853164501656
