date,excess_log_return,illiq,RF,log_Mkt-RF,log_Mkt-RF^2,coskew,rev1,rev2,rev3,rev4,mom,mom1m,chmom,indmom,log_Mkt-RF_lag1,log_Mkt-RF_lag2,log_Mkt-RF_lag3,log_Mkt-RF_lag4,rd_mve,cashdebt,chatoia,chinv,ep,lgr,pchquick,agr,chcapx,grnoa,pctacc,chatq,chcshoq,ibq_adj,chtx,invest,chinvest,egr,operprof,pchcurrat,pchdepr,pchgm_pchsale,pchsale_pchinvt,pchsale_pchrect,pchsale_pchxsga,pchsaleinv,roaq,roeq,chsaleq,sue,chfeps,sfe,chnanalyst,turn,baspread,beta,idiovol,size,max,r_sq,gammaps,aeavol,bm,cash,cashpr,depr,gma,lev,quick,sp,acc,stdacc,stdcf,cfp,oa,ol,noa,cfpq,currat,dy,saleinv,rd_sale,roavol,rsup,salecash,salerec,tang,O-score,disp
2007-11-30,-0.7167312237011366,0.12225972288814971,21.374173989704587,1.1874960979273892,0.021111788209780734,-175.86896615167169,40.075076838585346,7.557632706914472,-117.36881743625531,-12.594704527352931,6.371465896312232,-82.59129144636319,-13.42232521899495,6.288795476433,28.40787448191059,8.19380694399374,-34.0549860949081,-17.737447155468047,9.966922419155157,-43.504644130708854,4.760447201530624,4.108797156194276,5.616735350848324,642.795337109824,510.8926227131067,2640.7802467003157,28189.895696725103,862.71090604022,-14.994022569022592,2640.7802467003157,975.7385433539367,-304.45153845313666,679.0855463078555,491.75088960657035,5.491563970668439,5778.094510357933,-652.2362932149031,537.3507276183888,-72.60620734012875,84.20833264902662,0.0,-293.0325492563615,2.1076124471761233,-113.49040710132589,-280.94942851080026,-699.4056201682242,-27.942556669283647,-0.12624778251743313,40.63451087810448,6.19251899479352,1309.3551597861613,39.4167217973835,-29.052620644324108,-1.333029592768387,0.01344652349666009,3.527836323343422,-0.13946415798213962,2.47491566556657,0.0,8.35915066329028,-2.2748959602784,1.7294019627897228,13.018612325178992,1.0850074102676075,-2.135154483471254,3.8114444293738643,-45.11033849633668,-2.0327124059224673,-26.095316822444175,-0.014809911348872273,-0.6838842397149989,10.178986148715744,4576.120332034887,5496.410359546164,-920.2900275111897,10.178986148715744,-45.63645603569421,-0.004120787960167682,-69180.98954012431,-0.22362426038297656,-0.5958071593288157,-4.031428319710958,-4.303928767075888,0.0,-1.0650098510795942,110.8788269024335,103.15603013821138
2007-12-31,-6.067379402964624,0.10527940225759815,22.654775348691274,-3.2875565162070988,0.16220551347374984,-40.78443065198968,-8.67887113888436,41.69985426364376,8.466920796853165,-116.85739261057637,30.875571612490777,30.36443190146251,-52.10521827434378,-0.3355546018271056,15.940288305611372,28.321944851492415,8.169021886496264,-33.95197478475552,9.810844875649995,-9.439605236574774,-5.782651469103916,0.6321545184708337,1.1394872998044216,14.602427178577974,30.277122241746902,-13.943714563316993,13106.56540688575,-0.8653522927328225,-7.384123935031157,-13.943714563316997,-8.738075510082233,90.34829918325165,-3612.2374822913876,469.05633841939,-10.597480197548112,-27.713998337559367,16.86178163447333,32.60816788218382,56.0621476752139,-249.0782390666094,-69.80111860794254,119.33560837925127,147.8842294026888,141.73928070117208,1.4787883713978016,2.7109045207709324,175.6614732020976,0.03452304778465384,77.20196713780058,7.978542815298276,1173.474004983829,-21.619206801115297,31.30317583652193,-2.73447133252293,0.23340542775286777,-2.7203401657759514,-5.95241386613462,-30.378685743585983,0.0,303.6908174033658,14.676363205447046,-13.969726214726961,-233.39733210804502,7.09131975494158,4.479500961991093,-2.461251577627877,155.69655889723936,4.215645612539106,-36.991877075485064,0.01782792202111766,8.212600827288888,15.924761960443846,-15197.916840030695,791.9923108219518,-15989.909150852589,15.924761960443846,168.47967728759158,4.3054929892415865,641275.5619062148,-28.85578063043907,0.24803906593566083,1.4420500870140707,56.07773795904228,0.0,0.5391253438451713,-158.30545351638375,-8.01402893479937
2008-01-31,-8.636897377721297,0.08584731555391006,17.98630724066264,-0.5807626940514606,0.005063131170729474,86.96337349353254,-10.39660652501648,-10.066119602270778,40.953010329382025,8.107332530161639,14.14828491403562,-52.19017829982306,-44.82144042115965,-3.0090264986966857,-44.1860984019838,15.921577678769438,28.288700701111047,8.159433131434161,9.673260978744032,-10.528217013195338,-5.766674057253902,0.6376671413504933,1.0914796980010353,14.050647312039704,30.65584643076449,-14.112619909001548,13256.219596645858,1.0441025321012538,-7.322775751707816,-14.112619909001554,-8.629109668640968,91.56459304779816,-3632.6570166709193,4.504360159511621,-11.07301020448772,-27.728612926664937,16.59875294235197,33.00650450607844,55.49647441055546,-250.32102742261398,-70.499726509713,120.04644222495243,149.16182981843755,142.37673661492212,1.3083599941649238,2.5169499885050612,176.66126722787334,0.034658607990107365,26.07027795668706,6.521478434575631,517.1989284395756,-20.87575190873872,-37.55208269667472,-2.0857954624523805,0.012365251518342224,-1.0524355466145607,2.839583403526042,1.606989031273148,0.0,-7.1519556020668915,-0.4912842356054625,-0.39633324265071224,1.6353109748565657,-0.07601121666314725,-0.5166484758139944,-1.0811659611481446,15.221209159004502,-0.8609351057847192,1.0471189655937536,-0.0026119181823134885,-0.05666401930182019,-0.5959598260899241,-2780.972400637809,-1001.7692273070861,-1779.2031733306358,-0.5959598260899241,15.864556389269637,0.049446851516695034,-109709.44002324808,0.040365142874144055,-0.13237494993090593,-0.10272850542190959,-3.4328879461399993,0.0,-0.3382370456786248,6.011072956845055,37.10787041435364
2008-02-29,1.630147430171449,0.25977322370504924,13.880746218461935,-4.334257914171255,0.2842077931465778,217.52849738765272,-67.56739397204119,-11.705644110672566,-6.8996341608504075,41.74941108218277,-3.3030453404412583,-191.51914532006148,-76.53187825105856,18.410203479225974,-7.699677399598995,-43.575707439268726,15.701635491548615,27.8979179011041,10.253134432237028,-9.774975011741944,-0.0924998114453015,0.6241428240114717,0.6548275407409667,17.095000714115656,24.218156349307748,-9.998440240046698,12548.923386616203,30.9401635545715,-8.966112056288631,-9.998440240046662,-4.972312942927182,92.46596282971502,-3511.765821759649,4.485207715917891,-3.1969480023051133,-24.43781209191404,16.90763215361588,26.49326186347664,36.47396421187544,-243.6718738345371,-69.94015953024785,114.23280223553017,148.87561297459382,146.9845165631441,1.6156298110117937,3.066681071690538,180.60533519966168,0.03324925808480363,18.11561086949772,6.043595331410475,-250.57680554356784,150.49358425327046,680.2585949497766,2.8400635602075885,0.1295703922080721,-12.371310591933593,-1.523642195538656,5.8796810995863975,0.0,-128.21818612892685,-18.581152909925095,-10.706756472621237,147.13916896020214,-2.117051265212382,-0.23747303564015,-4.4264168752719115,-169.57621894840167,-8.098123902657662,-25.82824608566824,-0.09653334925994,-0.890223142128832,4.004485689915924,2593.5665032045217,5401.35998449265,-2807.7934812881285,4.004485689915924,-172.21874135065536,-0.0761279326952291,242399.03873302974,-1.3864431768211034,0.044216386049074075,-2.5971232166538805,5.115107789788681,0.0,-6.499751799879618,32.13776282568415,11.039427567834736
2008-03-31,-2.0485996468700405,0.14709087552990513,8.50460274800845,-2.050716257494973,0.06428364123956645,-399.77184591565447,-101.19369282143036,-64.82331229493164,-11.97720392309838,-4.256842456174269,-11.328000844080233,-145.0784097494165,-111.70238102718608,-6.780672470071622,-56.82679968863176,-7.555312544290589,-42.75868610539322,15.407238178752,12.434428550152491,-13.85020856937173,11.903852173259999,0.396421144243733,-0.6632356305955951,44.47731732289657,-58.76771308117948,8.30619169305477,1008.0574416545331,29.396453084315937,-4.975602539851951,8.306191693054808,-1.3495817151268685,-76.86334257686771,-21.813373663918856,5.06282150325026,-102.48356067952395,-8.780154457751863,19.326373271891285,-56.39771678623863,214.95592320039472,46.76606826315289,42.23477999655439,76.53681782268094,-10.901516280000017,34.44136162228304,2.8798052141146204,4.342812889060842,36.37136424970156,-0.042883900592911584,16.251121218658454,5.611994303256145,-1027.0889926375557,491.494699766945,-677.9006368374064,12.332110861660736,0.12506075415325757,-16.559263323051596,43.11000215806799,11.612380469008624,0.0,54.47929642235317,42.293988718731214,-29.505052160812056,-403.19824386824007,24.389741584382534,1.4370154017792771,20.282579864463685,-521.1338632939933,5.536552373632787,-1.167064390238778,0.010578435392494756,1.2139381911594782,4.925033831407589,3752.0100932368077,4077.1611202139757,-325.15102697734255,4.925033831407589,-510.43016196941517,2.8112666016062278,-130187.43558287341,9.66200119691824,-0.5745687864303086,0.49255242959777723,8.6977836362787,0.0,-4.606274593048852,99.33123239696761,42.8166129188096
2008-04-30,0.6034532785528031,2.193256833918628,11.124889341495711,-0.6104964404045352,0.005695337876359109,-374.2023274236585,36.10839287572492,-99.42189488260865,-62.169305774155625,-12.893959028578614,-44.43679926864245,-148.4659338237799,-130.90146491216595,-6.333362989646917,-27.233886711767973,-56.96865469238139,-7.574172640146285,-42.86542330704885,12.533305228819508,-11.48950600720607,5.469532496182872,0.42261298831284533,-3.880274044039953,56.28655050246665,-100.2645247662643,13.723039756260103,1240.8045460810322,23.649781506720764,-5.058934132399599,13.723039756260142,-0.43543550616365134,-59.44085934825749,-18.06189733650259,0.008308321191266899,-96.06155350073487,-14.252672044527365,20.346291513329763,-98.29704896154504,164.5315382189296,64.71382402953677,-25.98961407285942,-73.54017628994892,-8.858843466675186,-31.151909838828274,1.792806405418014,-0.5091026339084888,-10.218000251753224,-0.041380834726105944,-17.50758007132779,5.6739592513262425,-1272.9520005376692,-374.3392156634055,-3.528374990047226,2.30399745969123,0.008878156162973383,2.1633332635236684,13.564102507741808,5.406637393226088,0.0,-22.35332469361458,1.585897426127815,1.9702461408108434,-94.96989348017996,-1.2338410968143592,-1.208447342432649,28.007480293556114,-49.352180693600076,-3.3735212122423093,-9.288989315001544,0.0033979956412355516,0.08676425728314285,11.350408463749162,1886.8452203660272,17966.686926959956,-16079.841706593987,11.350408463749162,-52.14065975993208,2.548174352483578,133458.56907591596,-0.9842205288351025,0.21063017282152785,0.23160511519966365,-45.82426791440366,0.0,1.9402456371420271,-313.5462094635077,-171.469055881206
2008-05-30,-4.5668007765006315,0.37667117629735547,11.86365285909136,2.9588430044138416,0.13283053416812957,-383.3760965838843,-23.89477124259013,36.03719011642957,-99.5980979061213,-65.78893929645795,-37.119478270974,-69.37893139734472,-137.38372936971106,1.9023347519338238,-8.232054920259124,-27.660931156397346,-57.86195897031533,-7.692940423198,6.113453979947827,-11.68410875311822,11.499429617639379,0.4158857009915481,-3.99281993714363,42.425088375280886,-134.7142228303761,-12.802010809424266,965.8152108659409,129.16806978172244,-1.2462643190483533,-12.802010809424269,-9.000019308874798,-61.809504597692154,48.37955619980352,0.08498986323454005,-115.96952345372924,-48.40723111720316,19.69550052061902,-132.78054155006734,171.02389952367162,76.49525446259736,-24.64992835757822,-68.17901061322411,-3.3060587252660762,-20.303099158740796,1.4807497217871672,-0.5988683987211765,0.3340226480464139,-0.04150398735574158,-18.30089538876799,6.1322745127179985,-754.335415534237,-72.68047321933204,-13.428647980609355,0.11217084158383983,-0.008531292584909922,13.623170193652413,13.83456771713358,-2.2117085444515574,0.0,117.20744253949431,-10.791631681222952,-12.932561862568036,536.3588385228554,3.498764477036545,5.456376295933865,-1.8328638995945425,-27.946398534848413,-4.166724736266076,64.83666494568769,0.01968776382820303,-0.24446924056639574,-26.494573424933343,5724.840166604845,3670.853060487192,2053.987106117769,-26.494573424933343,-28.892222890335688,0.03373266028673072,652589.6937998738,1.1843519789260952,-0.9705218085000418,-1.4109664988100596,69.13311096557811,0.0,8.876849411432772,11.893808259468642,-24.776942942525906
2008-06-30,-5.849100933736138,0.4214195326683636,11.866500209599877,1.2126710992174554,0.02230672990371172,-444.5334693599825,20.15651015653725,-24.919426095046422,35.70635826448592,-99.3831672258663,-64.76307783714803,-29.279725130186655,-148.85424739123917,4.16481890932517,39.69897999005129,-8.249729506211361,-27.720320398813534,-57.986191154999716,8.019625225378888,-13.497644560154733,16.932204683994577,-0.4584959801617791,-2.551849537718428,4.031465740836532,-8.10292036533885,-30.85818885233179,-404.2445944212409,167.3582716060001,8.344049597140701,-30.85818885233182,-9.75473577639653,3.7017637194129698,-47.99686838665674,5.943336947573089,-111.14741153826398,-44.195712250041225,16.42589097734215,-6.376367375325227,97.41484099738307,242.59959943216558,19.418219253876714,39.0887783282138,-50.05553449055945,-18.976605930437074,3.624918781597252,7.784381072117548,3.5486033908918495,-0.13012531219370144,-7.202589864312269,4.413705454046526,341.51885827232763,-60.411750024533035,39.0682766673406,-3.1679416208759825,0.012434828238993667,1.894579749913305,15.657787084905891,2.2712499722774133,0.0,-129.95690953149517,101.4480050120523,-29.65754294642869,-282.0115148409818,37.222478701184045,0.38559304679631623,107.87277887827594,262.840154274601,19.062971246172992,77.57154584712299,0.011544675622543243,0.3226487759569281,-74.35266310449589,21519.477722485433,-9621.195003897825,31140.6727263832,-74.35266310449589,269.24419222785355,-9.21221124013648,-291885.8685088912,18.874021184871758,0.12739633537591466,5.4218958822426355,70.32089455533139,0.0,56.10734881802682,223.78873504139665,128.94930017960257
2008-07-31,4.116524589145785,0.30171919659875407,11.14828851326255,-5.7722366519414035,0.5080763479958618,-434.0222350381755,-59.30575946002348,19.79310533991056,-24.429501100454498,35.85092616330625,-100.13310870996611,-132.6498540219425,-152.68475265271923,-2.580898529765009,16.097874208833826,39.28725132121212,-8.164169369685766,-27.432825591126807,7.9126388910136045,-13.00594825898699,16.83855925839552,-0.4509345601100806,-2.504001451885688,4.240543522466124,-8.766359743481022,-30.54825172431572,-399.5586679175892,165.8928747317609,8.218492489908284,-30.548251724315755,-9.684530431507548,4.393459004262571,-46.44426308523698,5.90722167455743,-109.66832863108456,-43.87885636139612,16.31993734818522,-7.050269688019551,95.16780340650374,237.51334725666007,19.101949891802334,39.29243235174676,-48.657100925358435,-18.218833112496476,3.6318121006164814,7.7562920403250795,4.298568039514631,-0.12802890947148915,-6.836498278711819,4.367030536962886,1348.903201804515,34.71412926344817,36.88728006887243,-0.30197523562207884,-0.009840462762020996,-9.171388936593644,-13.534650429830222,-0.9387078110353997,0.0,-9.924260026577599,-5.4700138691439975,-3.8218364928552546,-13.744477014273798,-2.335679394731244,-0.6221424539334777,-3.541871271531761,-53.50644645409602,-0.8566974779308794,-0.14003898119449376,-0.004157593145432292,-0.6943687863216041,0.24461679657299307,-5048.441717379144,-1338.2718611278979,-3710.169856251101,0.24461679657299307,-54.41299482021168,-0.02905683632036382,-62400.77188931033,-1.145505194735648,-0.09196474240629016,-0.05165493098604301,-4.059792858550281,0.0,-3.621174967460945,29.05380775501817,-100.12923647583008
2008-08-29,4.997344869414813,0.4558684808543937,9.760314117318371,-0.5022852729972348,0.003877290614380736,-316.8240568090956,-65.76675395238502,-59.05547096358715,21.170098504587127,-24.52469417584968,-115.77545673122367,-40.97936645742831,-169.99476890357136,3.9767755029820266,-75.99842136579325,15.882271016728781,38.76106651668443,-8.05482443667439,11.063270680513863,0.690555331273266,11.800042712149546,-0.4152453107115175,0.06984399168854272,14.755654107739927,91.70396425810941,10.881715948734648,-347.90446055924303,274.9214426770988,7.813629925102664,10.88171594873464,2.307366633401111,10.764768312466163,-217.8595827778569,5.833164783667472,-84.1986569289827,12.832297544742762,29.545596335453478,93.38052124057238,73.0845219018964,232.6352061975522,18.26735183253794,38.24796413219998,-16.42337672514413,-29.256465557693584,9.091308147540929,17.131862010296935,-6.356352269023958,-0.12383783259383964,-19.561494412004556,3.7195042337936783,1347.5325663164585,14.69419736612872,-48.965176919666874,4.523135720204584,-0.021682100991061937,-11.720936286644474,-8.186662361244274,-0.9229494065620152,0.0,-210.1941128490455,10.024088604879125,-8.92467781515046,-443.046233528783,-2.0034839116579093,-2.9346151856511824,5.9902668767059595,24.598160984242895,9.446225043200087,-19.278515338784864,-0.0009099204744882905,0.030721877419622956,13.700296822223553,-43.002161377691664,-5193.004437627387,5150.002276249579,13.700296822223553,20.989221198781706,-0.06945431398580748,102788.77234028,-0.39081513704310566,-0.1690823470839149,2.1462826489760793,-16.17488258289802,0.0,-12.484814166349565,3.521905090874043,9.111064546511045
2008-09-30,-5.493639302174378,0.30715487242267486,8.492075690199737,0.9905500707527629,0.01502042989254633,-319.88106272860267,64.03350684205843,-66.32685679858218,-59.374138982795756,21.560286560315824,-121.35529855398295,-12.064759996487531,-174.6632452159941,-3.8508245283818523,-6.726426084516274,-76.69928493858853,16.02873860130282,39.11852419904186,17.200930916957546,2.937407940989365,-2.041421448566891,0.36975023819640196,-4.036045322163646,689.001647882762,-111.9521413245216,536.0758186203261,125.88217460182317,216.9666944696168,19.715327823204053,536.0758186203261,186.8879955224496,-17.179251223478296,-984.460299739218,4.150980969850682,181.25955686582867,431.9850738439201,29.355502156060005,-110.82755562971631,-59.845199709417074,126.15476897769292,-37.50952158570828,-80.77534868332374,-1.9085292777831242,259.7757745848258,3.8304671241481683,10.329618935086977,288.09869423387903,0.06346971049137203,22.703898456435383,5.229673031429548,282.2288033235475,-243.15640658731604,37.26983253406581,-0.19795239473789827,-0.010104029343407595,7.962485202977064,8.381098332484626,-0.8951510808703276,0.0,276.4849056194946,118.03180115691771,-69.12659149825487,-810.1185006527141,-47.59986292323225,-0.6172774145527029,120.65307755677168,-1198.1145311721598,13.535720071538634,2.655996471013225,0.020734747955596433,7.3392151379723956,-10.306412686739046,519895.4339045411,12744.623242081347,2238.774257587851,-10.306412686739046,-1184.5646046137417,6.328674910418746,1018953.3691445673,5.23428020075302,0.8314221089031193,2.7173584908395227,15.185802807241316,0.0,-45.350527982834535,-178.69494347668433,-42.45929592960343
2008-10-31,-20.081132747882975,1.4276680576174665,9.875299424233322,-6.372871735873952,0.6168951302211351,-350.21538088440076,54.316811985431926,63.20984482131138,-69.0100609119201,-60.0382409116379,-150.3860117751046,-13.384026530345647,-139.01228392809708,13.23147638989343,13.366466779542009,-6.80438068555099,-77.58817631744411,16.214500535954954,18.149913219935208,-2.592138416104558,-2.0402268831959307,0.3900565419706187,-5.040502323919423,689.830772655691,-111.78352167189524,536.8334620748099,127.27980869477057,216.85028959641318,22.033536507531622,536.8334620748099,187.36645203485247,-13.37518586086117,-896.923493390317,4.151017558104582,175.30796233031802,432.4879804108299,28.771371832814705,-110.53004158254652,-60.01284872061136,124.19268706650176,-38.02619904100344,-83.46909318723263,-0.231592744536691,260.1222941006261,3.11048302148634,9.507456213263545,288.8401843379056,0.07040029784781122,7.424638306711286,1.3460793042270984,643.752371762097,1.3141283336013885,106.72938373134687,3.614714482220304,0.3718524201842135,10.098662173242019,13.776043120425584,-3.421275545486033,0.0,39.30365773085191,11.628254068709452,4.582821694210509,-6.6064684317959745,0.5521377515093775,0.3874496213819185,2.1442908770823124,79.95689781829697,1.2577262562452063,3.3692495073354074,0.0003365099715681996,0.09305215480291906,-5.351693856025513,2104.2410993045196,-24120.046619321743,-90188.9267402991,-5.351693856025513,87.1963753779014,-0.0004495687030825479,2786.089560829103,1.6006352633699237,0.0033692149305579733,0.09463466548529098,2.127102580090991,0.0,5.001072071640749,618.3941985078482,61.40284095453612
2008-11-28,-5.4111084311105655,0.5237768574949947,5.221228791522515,-12.331135422487002,2.329825516240186,-343.52810640569186,-58.49382524318513,50.403399807251915,63.42677891785326,-66.34978160927233,-143.8676908233834,-207.541358856216,-169.26347121016428,31.117795190705138,-84.12207840626492,13.177704339004228,-6.708288612324983,-76.4924691451514,19.373428748356957,-3.0758327112291113,-2.049438034586902,0.3717083813085133,-5.361187491318837,667.5349018624345,-192.857144801836,495.05805497685077,608.4350986815459,18.910344799972577,18.038329680826315,495.05805497685077,176.59417096928394,-28.390578514280318,-724.2657383492635,6.543967480045511,145.90346195645625,378.0713424815066,31.10229922011292,-191.70813544856063,-8.020641832351787,115.82798320714895,-37.36243281219774,-81.27263709437848,-57.48952644466165,259.34277316911545,0.7561803497376828,5.390471749928958,287.49786405597087,0.06547536776878249,3.9577290808693535,1.612300261959626,229.26638941877354,312.25254525750756,-75.0128454835727,3.99795068776978,-0.0335905540863084,-12.448288775203082,-2.7430068699227235,6.642932470186931,0.0,-227.06425707841447,-24.74872709623162,-16.401787646453442,392.62899429449726,0.4305933351238309,9.151307140078828,-8.864154334935392,-138.71248607249208,-5.940500143855331,-35.37693847974782,-0.01929903089279783,-0.23169678514925351,10.13994204891603,-7980.502241695533,-1283.6570110170287,-5957.751162033877,10.13994204891603,-144.8781317504695,-0.10797772620919588,182012.715734303,-1.013665378748243,-0.06977530678419797,1.6523752659721787,58.30369285334757,0.0,-10.268177196686338,121.23314234042164,-13.354988717541573
2008-12-31,-0.487367114676754,0.6402327064874167,1.9117863140016282,-5.215065530820786,0.42677743257552897,-31.59925220101433,-248.32334308737336,-54.228887107758,46.307425539152334,61.11103358120595,-155.83708622983778,-319.63749967268734,-215.1072982747865,15.082625214457828,-156.7731518517952,-80.32070724021582,12.582220415424898,-6.40514946755406,13.8364974279655,-10.84076807936958,-2.087442456375644,-0.12642958433346319,-3.8451738464100527,-11.773057815275491,77.22634085364129,-39.510655152484375,2270.761293138107,808.830486595606,-7.252846222028234,-39.51065515248432,-7.566374419200488,15.901197658577004,-703.5577356730175,1.685067551821222,-137.8600905358156,-56.683976663398845,26.607404955853507,78.03248708894968,233.41466514052635,-46.216648989767634,-18.7512241926849,148.32573843115574,36.73011618509841,88.1765969347259,1.604944963037351,8.29451570407221,70.67812251148348,-0.12939742870791357,1.5957568565755889,0.8753996844105179,180.83701213660382,-135.7866788978812,-85.1947087930513,-2.365939408396983,-0.06289945384485884,-39.2702903214622,-11.875631080662146,1.3815780908234743,0.0,-721.2624572681076,-60.99382125260195,-10.985567077773425,235.17409952267462,45.85292327553378,-4.896192811690895,-59.86091770260691,-0.10989648648228467,-7.931076839357729,-41.5225021900893,-0.00035517899341852566,-1.1041976817346608,52.17889010678044,-93416.10381168383,112005.48445267807,415164.56853079074,52.17889010678044,-9.751558966736411,4.742530988670737,395181.56502971984,-12.565622881478859,-0.14111410516509793,-2.394355022274116,-2.6556306589014866,0.0,-20.83213050776294,-414.30970234165306,-17.592800689095753
2009-01-30,5.740417824853492,0.8792404840080847,0.0,1.0915914972738812,0.01883033910353516,-34.56445304965979,-61.552920612737836,-245.65418066437206,-52.74400803704236,44.89671909517387,-157.32347095850946,-340.96848432085244,-225.87148020788467,19.86826494289999,-67.05396070988722,-154.811453887923,-79.31565652847881,12.42477945134156,13.758533867332929,-9.468677316977523,-1.8623906324353654,-0.121912206666409,-3.528554726221243,-11.568405939258344,79.00897258607645,-38.79184818172784,2274.992287715696,816.2838120142336,-7.106266316929553,-38.791848181727794,-7.500500628593217,17.00738372205188,-704.1561949283916,1.6484062033921423,-138.03213474836463,-55.721061348660285,26.501099351159457,79.78581290386506,234.7781628979294,-47.451388767208876,-17.72251852129249,149.07941119826057,37.71892605314936,89.82733935579293,1.77360337809044,8.418364285287405,72.47021146640164,-0.12510491268854393,0.5056403783599599,-0.24824392385930727,-951.33960527832,-307.3717230814825,20.54565375621935,-0.8736460938457036,-0.022426942129213367,-10.382735995424127,-3.990913109335523,-1.6074452129725003,0.0,-0.15057887753332722,-4.674101604704163,-4.172064247048269,-31.575057801141043,0.25984922297065793,-1.0062163063454506,-3.0984691402013596,-41.29613346919905,-1.833987514901139,1.1260244096593937,-0.002247209423961727,0.0020190690903376662,-0.3625319503124871,-3850.172814889811,-1105.6052776110591,-2744.5675372784026,-0.3625319503124871,-43.83296570033144,-0.3443737317274689,-55605.9374165684,-0.24431906796682057,-0.1040239773376932,0.06525951324980639,-8.820716329919037,0.0,-4.957510524488498,32.57503973308485,-38.469944597403014
2009-02-27,0.5639502926677136,3.6151336662822464,0.0,-5.335572067433715,0.45185256813699143,-43.66862180625265,26.002246440640306,-60.26205235383891,-243.77171144508992,-48.94317478995243,-104.23665814078294,-213.96845131020143,-217.37400596465238,13.150075923081912,14.103308657715457,-66.90594209713333,-154.46971454247188,-79.14057077180287,17.031106328018588,-0.98545544411032,-1.1674956905950804,6.159883047193528,-1.8767697712413254,-2.7533859807948953,134.90681850988926,-6.044961560693754,2038.354905991638,782.3562560919469,-7.188249535067231,-6.044961560693699,0.5746670171171273,24.361864516023843,-637.1868244541474,7.890651000198497,-138.07597360898356,-7.392894113953279,31.88194750100547,147.96331394629854,236.9472643061334,-38.119567834536106,0.0,150.2068639205208,48.24741800040024,-121.13515260274708,4.473666244659653,13.505094247194855,75.64200804149033,-0.11198316822113516,-5.352965998973742,0.3747474662621797,-357.21591945383256,896.6608671139055,-34.14360056009667,-2.883768782185406,0.11757885526752765,-1.8087337951171776,9.301042087200074,-1.8372591998870362,0.0,578.8473310512687,-3.1859356276965514,9.184727700028986,-202.8304899660784,1.860919707342319,0.09464369943201234,3.0205805442157043,-26.68715666895423,3.1592362575745767,-15.574721054800307,-0.012094108374358092,-5.078389438212163,9.006485965556749,2925.9301014579833,4944.135711380339,-2018.205609922763,9.006485965556749,-15.384822351535604,-0.08032039167642502,-6908731.325341309,-0.6042634857932541,-4.355634146464442,1.1373975341843767,-28.652005207704292,0.0,5.879694239733453,-74.0148359225982,10.292180978263886
2009-03-31,6.834597210436183,1.1981268796032591,0.6353443900177722,-6.763940926573453,0.7200960231488869,-73.98330067697633,68.04334168821836,24.152994836783577,-61.1242564651703,-248.4926011763394,-145.04599680835835,47.284380936829635,-191.0041775786431,3.092363165677896,-70.20233924779893,14.299926850456043,-67.83869665409667,-156.62322027957276,30.272961838448648,11.754857841036262,5.534661962568316,6.247397437384434,-41.69731558562413,-73.41822504448609,109.22836237157549,-52.28279511188298,789.1242038907017,-94.52318984407064,-3.357867497566089,-52.28279511188296,-3.0236310434550524,-34.91509443416765,-1012.8893312643238,5.536561168437226,-94.30559184691762,-56.135350668951745,38.75647857994749,122.73431722772179,86.98729945812927,-51.43465988664125,0.0,-30.700567695253746,19.9368264920711,-183.7042582504107,0.41125776720760854,-4.559200384414584,11.656950839358245,-0.20127105742760554,-5.189866717541493,-1.8485212446039108,333.42820262900045,-334.5437877687491,44.01429505006851,-3.6694701695490792,0.29031463388780954,11.397922587845756,18.130029991927657,-15.890833071887089,0.12673036609320723,325.4274241855054,238.58321994275582,10.857044550390953,-410.5141623751847,17.43637327771468,7.973084593482383,240.91330979764314,331.88895859050035,63.20060846909476,-14.828512252476557,-0.0005882769995578796,0.07332649040399986,16.30079525895546,-150964.24940207042,-77437.9817984325,-73526.26760363788,16.30079525895546,340.04841430142415,17.5908803135885,201054.17176588438,12.08189004195517,0.09037104594146061,-0.059838166210886,10.736443395480364,0.0,-7.900406837474463,-291.9481928357259,75.07954283272564
