date,excess_log_return,illiq,RF,log_Mkt-RF,baspread,log_Mkt-RF^2,coskew,rev1,rev2,rev3,rev4,mom1m,chmom,indmom,log_Mkt-RF_lag1,log_Mkt-RF_lag2,log_Mkt-RF_lag3,log_Mkt-RF_lag4,gammaps,chatoia,chinv,ep,lgr,pchquick,stdacc,agr,noa,grnoa,pctacc,chatq,chcshoq,ibq_adj,chtx,chinvest,egr,operprof,pchcurrat,pchdepr,pchgm_pchsale,pchsale_pchinvt,pchsale_pchrect,pchsale_pchxsga,pchsaleinv,roeq,rsup,salecash,chsaleq,sue,chfeps,sfe,turn,beta,idiovol,size,mom,max,r_sq,aeavol,bm,cash,rd_mve,cashdebt,cashpr,depr,gma,lev,quick,sp,acc,stdcf,cfp,chcapx,oa,ol,cfpq,invest,currat,dy,saleinv,rd_sale,roaq,roavol,salerec,tang,O-score,chnanalyst,disp
2009-04-30,246.21397700978562,37.751626574696914,25.890532533253985,110.94407631107984,1317.3756566867128,9.508176823098825,-599.1713327476173,-2754.8841602267207,-1561.753805865975,1104.4328676753141,-2704.8022109325975,-1582.9964077981826,-150.35291705058063,122.9395760999604,-1800.5205982888738,-1432.2645814377197,291.7463857260366,-1384.0416645604382,0.33089006831025175,-445.8977781923033,-13.232788025086247,-1581.1997796942576,259.41793867953254,447.51135949379903,218.36104281403166,-525.7308105674016,70574056.70477231,-1407.9904802735557,-235.51866389063534,-525.7308105674016,20.08928669590473,-1032.1716071554895,0.0,-380.4511119445205,-2391.350288686497,1446.0568559900853,838.059216025672,54.317280914408954,291.3385449613982,-1230.7638116483577,162.1747716608372,-825.9499205351538,-919.2520833416833,-225.50898527958253,-1183.9933008239602,170759.69603941627,-1372.1856230746557,-28.45419779421307,-1944.5087129145381,-1346.4355837922114,-1462.5162212007253,-0.5331338861894466,-0.09459772281532786,-449.953949500974,-212.32466073647302,-212.1937119317795,2.0140540581900837,2380.2747698645762,1041.9437838553968,-58.9074420603788,152.97664759730947,-196.97405982158952,11953.849741113743,-43.13280009510754,-56.6851034569097,1763.2266704962458,-695.8479133562469,757.6105781738834,-99.21183791017097,67.77225309868845,121.4115335258532,0.0,-2327597.516165495,-914122.3427281231,121.4115335258532,-14.43674088671369,-1020.8021511494735,75.99028439402753,9914.195312283555,-122.06317154192743,-82.80820897867292,10.423074046738122,-742.6004903600624,-175.95275385825425,1287.6509214165417,6781.598215858666,973.2497612431225
2009-05-29,43.568132167379765,71.01962242931997,13.043308826074744,126.43656953915284,1251.0859726767026,12.256250564941888,-275.87489265996004,1719.2154107152503,-2795.0670669913875,-1576.2287272664528,1136.5463775853789,582.0674007435979,-101.79002115392382,29.247338347500413,1470.6667170336532,-1826.8872271854655,-1453.238509054203,296.01868824324794,0.3698943789528738,-685.1039775018618,-19.131056753382364,-1360.7575800243435,-915.4749579487577,770.7830570272534,224.49837955689912,-769.5111119434762,70682622.03999318,-1286.351924110367,13.431922008005314,-769.5111119434762,113.65924038910792,289.57664489525945,0.0,-574.8794370411239,-1421.548367956915,1314.8420603600393,1186.2453350123528,617.6619753283218,277.03355538525614,-2508.469378465375,-1121.9541716639847,-1489.4439957249324,-2175.716516625357,-201.3643648126428,-1962.5528187480986,163471.75507575163,-2436.1406435214226,-25.279639363863147,-1889.701266350557,-1553.1791004436202,258.6090004654543,11.210266111311284,0.41566622181549207,247.66463715430655,-241.31038131601696,352.6565043250175,0.6636480370884215,1933.815590772765,1079.7876456249342,7.438874331468924,-235.82155737250798,-71.08700370646977,-17906.654645301198,66.70320519529082,-113.74197436652457,1946.2812669052983,418.80346954895504,29.645217792391122,581.8703836891351,30.105238830053622,-863.9179776245234,0.0,-2874208.201963663,-2982860.5710509866,-863.9179776245234,-31.169354037012994,1390.6846446271666,-59.18429454422153,-1082.3224671475473,165.41575513188764,-16.785418551262552,14.61291405885197,-2014.1743859195558,32.47788884819238,5759.687869018278,4288.412632834511,1379.4878832540317
2009-06-30,3.531554436529629,53.467875898143745,0.0,67.25184891364829,1334.2703923752974,3.4155981223938476,-274.0610945366646,3398.59486681089,1758.7740629808093,-2903.9165296661636,-1650.4730083719644,2806.7242708490394,-137.08514102568984,278.5267059922251,1713.063804862301,1514.5434708230785,-1881.3916775411124,-1496.5952992232878,0.5711062344828199,-769.2235968347557,-83.89685153669053,-787.9441853710811,-1234.7789239018798,1637.3527872639677,191.26834087234397,-723.6775592010372,71111721.66497326,-708.4206937382122,-39.00605389379359,-723.6775592010368,46.904005274626236,949.773130924904,0.0,-374.94773978374207,-386.2928666689889,-815.404387115296,1757.1535515009643,499.4876973743025,124.2404430280207,-2524.189398842149,-1241.5439875307131,-1661.370806127986,-2237.5234436390647,-215.40958278402337,-3253.7154330022518,103500.83272139751,-2738.482482551013,-11.993598317167564,2645.4855957221916,-119.80181779488903,-2758.861748761434,-0.7236440659666243,0.25878100478298904,511.9662803147112,137.50247771318948,626.9399420087625,85.65502554585895,-752.6138086856172,1491.0274271604649,182.8303012916067,-236.12649315449733,91.864207608859,-148826.07005990602,31.309535208110674,-25.781067103447413,4285.272940581159,2025.419946342874,792.1054185039411,190.5957177574515,228.21537474722436,-288.9246139618457,0.0,1216685.4485394657,787612.7903307527,-288.9246139618457,5.452747347668556,3219.439437215333,-185.3021929914869,-9711.500507888588,1.310420652169796,44.77497466364221,31.986487966573122,373.8994509382028,415.22926505000214,-7121.707342169189,2371.7707956245304,-2085.192383687293
2009-07-31,140.1572161044708,25.52770144849595,13.277668317694285,5.696582171194889,1172.6517163191345,0.02444032164136146,-283.0614241010844,607.8824243031154,3407.647666232454,1769.4678149671804,-2924.8314948491757,5793.483587797144,-128.8571496872853,-128.98152552765515,902.0702200376096,1721.7208355139035,1522.1972716989624,-1890.899359259629,0.39511488884914264,-773.1840450122253,-90.07023223613179,-785.6944070248976,-1248.631544758609,1639.5389594526123,192.93908463569107,-721.7459032513458,71289805.91909769,-2618.1263564561264,-36.16858088598226,-721.7459032513452,46.66066773013277,991.8954076719245,0.0,-367.15821607390484,-377.2936401005663,-875.140589156013,1740.8550506895863,471.15045545578215,92.84085602304638,-2214.854324972494,-969.1680073154447,-1589.0614211324178,-2076.780920562512,-209.17182796676718,-3272.5595261649964,106134.08068775736,-2746.7875260633714,-12.20247326797587,1262.4824844834438,-2126.894692813251,3661.5405909814544,0.2681629463035904,0.19015549896123396,89.30669719781508,83.7135517073437,46.146736477320246,7.427797984689022,490.7285576370141,74.84723633200338,-7.222063743060517,-59.22689981360634,25.489072670643537,-2717.177980394379,5.319882479639773,13.041061211880788,243.64688367760755,107.41240044381266,92.69237903783323,-3.3734205606062346,-7.719496276666177,14.823508432611618,0.0,322967.3931209147,144941.54109156877,14.823508432611618,-4.45111041776353,168.6766121818364,-0.6984589901910567,-843.1713256281946,-63.22986314988316,1.5597297698836456,2.0839026282073405,-72.78273893632286,35.54241013816318,-565.2819194735421,4024.490857339556,-1378.1697252484046
2009-08-31,71.00039578503461,367.4647962492874,13.286801361673323,98.7978792036594,1128.1375999998602,7.346403900713903,-256.913184245251,40.66154423010682,601.2711224988578,3395.4427197134214,1763.0753713627687,5955.1661489718535,-159.17808277634788,51.6967347256134,76.27230991521563,902.8942474150009,1723.2936012179193,1523.5877756728305,0.6643072244542778,-240.88560882669867,-190.40869830675436,-358.6307894108704,-717.3653703753849,1525.0538375289468,191.74744259849908,-229.5693750505933,71968948.0644211,-3087.643748814106,-120.59433667843301,-229.5693750505932,95.08313328310918,1202.465685369065,0.0,-67.8089580289445,11880.913444569107,-3215.323791657329,1141.1489579474155,225.21900154072736,-103.98436468348123,165.6401025742143,-497.939692659742,-192.8944045326505,493.2048744686842,12773.094734712338,-3292.0616007063486,111304.93428259979,-701.3110489096448,-16.357111185051757,1096.971402961869,-2204.303164296799,-3437.6453670550163,-0.316468076146748,0.0028393222123561657,16.22479070992631,-85.72397937526028,60.81997160240462,-11.218844840569346,-443.8083840639538,-1560.6719680123078,52.70783859199082,-6.101520366974455,99.63142566140631,38290.84701312869,10.063902435121236,31.552495093102834,-5736.996657030264,112.40620406787639,-1640.1757361099608,-94.64744832532767,-107.97751036740374,266.1333117358591,0.0,1761961.832334131,1082773.7730028406,266.1333117358591,30.641679935427522,-319.4734806733468,22.15795952441873,1695.440757584307,-58.22991708806353,106.68559704558376,5.698243126938621,-416.820472793268,47.12264666228111,-10119.06963633695,-147.41155588205584,-340.95986909315934
2009-09-30,112.99690357602407,35.15904258046156,13.392459640617467,43.86611345993491,1020.9261794986215,1.4368054574857765,-311.39464394765906,1998.7927724309639,32.24294250782381,609.7186661836045,3471.251563008784,3527.168282806322,-262.7494585442634,-264.68497020408915,1343.2086896052306,77.50127792164419,917.4424909976957,1751.0608565158632,0.9399751551919874,4.484104853837907,-211.03822864794148,-287.7780596673499,-378.75170101028806,442.7082379874882,34.10856799099355,23.994012638078356,72757182.63966978,-2019.069335467685,-151.9584752287753,23.99401263807823,128.6212938535295,1326.9739576143193,0.0,100.51133449099478,12464.06404346341,-3753.981282680466,80.6652273034876,-69.27672471559731,-399.13568777106565,1344.6378017732493,20.086927363296304,697.387552162194,1563.592666300651,13601.722183156608,-3346.4306515258977,106149.95308179602,294.23179250408265,-11.975889597958515,1545.1620238665573,-2024.7103432615206,-2589.126700949222,-4.9276642624484595,0.04699991878459997,286.4494721927731,213.16564146952282,317.51763847581924,0.16861679173587163,535.4122886022669,-1327.8485297557054,46.11673938597323,53.62186150327409,269.79689045812137,1195.5459442639476,-0.17031401946223923,26.67043165120458,-1331.0592876578994,711.9520911183718,-723.4056992062997,-139.46913561685756,-393.09660319939303,295.3210779306303,0.0,2853249.55981493,2065002.4964790493,295.3210779306303,21.021890617386852,1150.5478149153569,15.70989156300135,8331.010497906202,-21.68474079978023,36.69323115813557,-3.419356460790709,711.1606661455116,72.57115726930806,2623.164769789648,-1357.8212509819332,1482.853601021297
2009-10-30,-81.23129594078131,43.98773228489155,13.452467109589648,53.79066307653825,1164.2665931979952,2.1508585827732176,-311.7284367861451,936.319440008003,2023.481768566705,29.544990751145782,613.6547792338888,4485.7345318771095,-318.79739798672523,-89.43835140389656,596.4570532410779,1354.058871839284,78.1273183838072,924.8534155201658,7.963354646932893,19.538249283585987,-215.74636351867304,-310.19537367134075,-364.5793016723893,419.3472005163395,34.736264917449354,24.073698997723138,72904457.33328807,57.90001931269801,-168.0028098373604,24.073698997723064,164.44461033505013,1264.4982973410329,0.0,116.35248859694423,12952.808953148613,-3934.2515905923915,31.057749340116732,-69.0067570663165,-387.4960342749376,1287.4738967711442,17.022079890707026,567.5962434803897,1576.7698261000248,14135.459818351705,-3438.946350291301,108381.24282025441,339.4049410398921,-111.96236565711874,580.7850382626503,33.6778624415696,1706.2494994049957,0.4538549787521191,0.06033353343748793,145.9183306806044,77.46606756710435,94.96115681331867,7.212186316002601,-513.6395019200336,143.1900896247189,11.700981450385825,26.3008384085756,-77.90976989158007,-2934.4719405234646,12.62258861788223,16.489501580275373,230.06139465744127,280.3613729914432,114.99503220202041,-26.712743789888805,22.69501584499085,15.582291146716443,0.0,357189.9115175903,210009.50839146972,15.582291146716443,7.720536384938567,344.9285935189837,3.903227385145698,-1005.5088495156815,52.73098096055537,-10.872262566472465,3.5167609639743773,82.1570980272918,73.79978332906012,2512.3418947960745,559.430201652196,-68.8316339358862
2009-11-30,44.80044777833438,35.09755737689612,0.0,-35.532203775452935,1436.1639610920224,0.9324116170791011,-2852.384558765282,1540.1146887824348,951.7660976234276,2054.026370388231,26.400362297107844,3491.3236402950606,-276.93367521237855,-645.2735192178741,737.2445849335742,603.9144813140832,1370.9885008687104,79.10413449188763,4.2117232064082355,-11.584103373572862,-126.3824119057328,-125.50590767488568,-497.7650824784548,582.4154802762861,34.99358727789986,78.26339122615913,75287420.06029058,2277.883351381089,-539.7042965901409,78.26339122615919,163.1713298996673,973.0338612917001,0.0,-12.186625146103285,-39.03632517138237,25.323671640522207,278.63611107984246,73.88979893427118,-626.6331751000631,1263.2582295214088,863.6639195853272,751.7641133124446,1405.8044946050077,-168.98264646199752,-2747.225287314886,95059.33751225093,751.9756503602722,-105.00192839295187,696.854542007384,10.585811482984276,4032.6863761519908,2047.2371694505644,149.47516188580383,227.67757754914055,33.390724654567464,183.6078596197449,34.294420136477754,2264.751247384329,-972.2556304932532,175.00402683323637,-76.03218080227481,290.5457549311848,60459.26942618127,31.43572541706567,55.28430795687291,-3744.7263211400805,1345.4604121184748,-1231.7653376747967,-219.48319800183583,57.92593481356698,132.58173841843416,0.0,615680.4104211628,-1767276.298345089,132.58173841843416,-11.212593785695013,1497.8103282338925,-6.9613807620172565,2246.8000488744146,-60.025292347732375,56.78062432635149,9.313678958256673,999.5570928450834,162.13087766505123,-1227.0013720630668,-1779.7782266851618,218.45510950368498
2009-12-31,93.57138738725865,16.73190082635912,0.0,72.93058623845445,1095.4368780103655,3.9462248404054114,-2691.11616655597,-1016.2581185369925,1523.1303770325528,940.9712945952309,2031.6718481798632,2094.8317865598938,-194.58157202137542,17.14781119213003,-479.7023482254773,730.956061123547,598.7632320915392,1359.2942897382711,7.962933206125917,61.935935977327546,-118.90067665803421,21.961803122630613,-330.325577571431,839.5536837514318,33.49009958893212,132.73152123445988,73678256.59582993,1047.8876929725348,-792.542125439177,132.73152123446005,112.1728205429612,724.9317537236223,-16864.42430733131,50.54380774434855,88.34050312053336,-1040.038607065576,381.69935744411424,911.2581959748469,-764.7201855969062,-5473.7132984094105,836.2422531599287,1057.68746190653,1651.8183218469865,-441.9701474446465,-1921.1183017197814,98102.75219089742,1158.4297100563324,-3.7580829959652267,688.4107784327146,-2588.739001495652,-7406.277700164492,12.190344884985734,1.1290578753591376,-157.26922644900696,-61.689923102248486,-34.48696554281241,-0.5919287445852603,600.0706004006533,-1941.111709526509,24.22202632309427,-63.118755560746195,229.74587301811727,19162.459781224017,84.30524259876825,36.06447654911585,-2192.224407151798,319.4648338354673,-820.2274554416554,-96.3340833545725,-405.51807420983005,214.27085433906427,0.0,1229208.5056581795,2838368.924254298,214.27085433906427,-33.36874722456935,-328.504039694526,-2.460885490494576,-28099.00933883447,-208.45798022135978,49.970297894021684,-5.480411982631097,-37.87150197204028,-30.076202367179576,2917.307068788934,-4618.540240613811,-388.807229302578
2010-01-29,-54.64502379976284,31.462025173127163,13.509590758056333,36.64609731946829,1112.5779989802775,0.9940615321356254,-2905.88041051627,676.6445103557091,-1018.8482145424956,1527.662775859835,950.08050396872,2428.2293736735764,-211.37646414944152,-125.02915407608718,994.0421807744227,-482.0790114255482,734.5775492771228,601.7297769594801,9.524053281652412,76.30045240566524,-84.30647423616374,-5.881369610115918,-177.96609963985645,751.0377856457618,32.687352969351856,107.39869702317833,74032686.53084488,980.9152302693882,-895.4864716237012,107.39869702317853,77.4234905173255,520.5560230211225,-18145.887619176614,65.13788055266005,-62.50902959644242,-1033.8133768290127,332.44083337220434,1158.8105788419955,-725.0446188441117,-5526.753423544638,784.3807627437749,985.0347170012101,1626.0803725813482,-517.6484450207794,-1840.9160160227104,97105.50591522497,1237.405218375203,-3.795448721923052,770.8244044750066,-2609.076897637121,-1668.3651977638447,-33.65692734017148,1.3048595881597294,90.56952914750582,2.096903749037409,36.70574546228636,1.9247348445778414,-693.737436394731,-41.49894001832581,38.45889305044193,15.131479071549734,-97.40287168813643,8097.578647912647,16.83764543984421,9.201699468964307,25.515501685347772,265.4130851951195,-27.110730181298095,-81.11528089037938,64.46261540953401,-9.424244699911924,0.0,747181.995370239,392747.8005630374,-9.424244699911924,33.01445688220421,351.230619071619,1.5939458484430418,-448.36129091938346,66.53125849735511,-45.76977005223931,13.573051998198991,1683.9609588380372,69.97406979282732,-3033.427720043117,-1782.7010701680704,-81.58268092692924
2010-02-26,78.41848307199479,23.46439316495123,0.0,-46.42452658532169,1144.8328693462995,1.5866720197812108,-2965.714323893668,1278.2984785561105,681.7757380541815,-1036.3013364028573,1546.8483253903455,101.9355453401584,-200.061405002056,-315.49863073007714,503.5709788541681,1004.4938394675772,-487.1477352563897,742.3011187364358,8.832394670905522,157.46326523994205,-67.2495735229527,1.639329687365033,257.055134800752,359.49259158168195,33.17160489483522,268.73043484148974,76015089.23800828,-241.63432444832839,-960.43558187549,268.73043484148997,54.71850262026297,399.7156650426305,-17487.731858265463,-81.5180797051871,-109.29169092688204,-1012.7736758900667,-43.50093705861367,1220.6866569469303,1967.6290617423679,-5387.220368239013,1018.9997141498574,876.4189153408704,1893.0104976547254,-480.34032988613995,-1647.7541380317682,94228.5271221122,1580.2662029291505,-3.752723083791144,884.9508663817298,-2541.61676885384,6043.111041899995,29.865698761356725,1.1484958431681491,193.1581768609285,-2.163426590314259,-167.24811404654474,4.593303830754877,3574.247749094542,38.398205301558846,103.65793564762407,17.483773888681696,108.39723363487394,2817.9347639271546,36.121822273172484,47.7162906147646,-210.83901317809068,435.33730606143945,-49.18542798862654,-94.09695059549767,78.61723158692621,104.49197824077214,0.0,3317875.415489435,1335482.648294121,104.49197824077214,17.615205911169035,249.03095265614684,12.104755119295902,2136.0007915893584,22.266344955696695,31.53106015051067,8.767818242116448,929.4575460965207,152.16111014118724,-1970.1655335100659,528.8661253732828,221.79955874614643
2010-03-31,97.38775303033708,31.146337275120104,0.0,45.306873581886634,1112.3791180129765,1.5148251733778015,-3001.216489914764,-798.3905332741498,1267.714841395546,675.8528852455174,-1033.4855986458156,2252.1308975511947,105.30420129812762,-31.522978277640846,-631.1097646471228,500.8996837947569,999.1652968325657,-484.56356064538465,9.310370810788863,338.6472642804987,-91.39245964412657,-14.626902723512545,264.43473417326334,461.4178725308407,35.67769006558177,249.41839916026058,75669311.43855445,203.15483287056162,-2183.83724468834,249.4183991602606,-16.813642005831646,269.07084313718843,-43435.99006366771,-147.8476103999589,722.6379645565455,2233.955767619593,26.40853952396273,647.6082241910723,2701.037700171865,-4950.701967640865,1091.8205470650994,466.3647782312623,2308.582111373974,720.3728736852693,-1072.8683308030622,90253.16343356777,1788.0214541773666,-42.26402369169762,1539.9654717145252,142.49688953990957,-1923.9517697450865,-4.803565119814721,-0.5379487090558257,-98.47734325447891,-4595.789152228451,-77.9793619869879,-2.1933216559232847,-1320.5330463679347,-237.23892411498673,101.96938869564337,86.450088124883,59.00163412204142,-2739.735065632485,-12.477282891358527,53.45050423544308,-238.60219559497273,265.20991469613364,197.75850197331692,-108.76051739096215,4.10488449795821,184.35817179638752,0.0,-1989328.0503627062,-1643531.9349397272,184.35817179638752,-22.08609033696633,-159.5384285831242,12.807947552101467,2152.5930750683765,74.7121657776604,24.104432221125478,2.4458223470448957,1211.6615065381848,-4.461914627793703,-4027.898793638211,6.674273844758773,1033.2032974618933
2010-04-30,97.33077189054949,42.59340601930097,13.607786104168902,83.2568285459662,879.8331338772227,5.093921558194311,-2775.0410873416254,1135.7801818701737,-804.6718386113386,1281.1415102443796,684.4477536885888,2948.1105735940255,609.9876125989535,-84.85911823071034,622.706136031134,-636.5381031971882,505.20805171357495,1007.7593763453689,12.578709979002795,354.4043921476688,-99.1879164959377,7.230420695417322,212.87764217687203,1060.1052820379703,36.80562257239044,203.930256618435,76289924.3701981,-55.59116360717526,-2278.6081741719254,203.93025661843495,21.004940357795192,318.40890604966876,-46000.63376652817,-221.30521204225272,366.4234850467636,2089.844633778536,579.7958122361125,686.9880239905391,2425.9868063588574,2091.322349160233,951.8017593579594,135.99543812999985,2882.9650912986476,650.4250701451953,-890.0081007584862,74043.9232329101,1660.2197168893038,-40.24335948762909,484.8358895107479,125.20918286535861,417.02313016142216,15.791445958006534,0.06989182730640664,158.82806540342426,-830.9476574826504,73.61283531702611,-0.722947646566837,2220.3667789773754,96.26118786848565,54.25875012603137,32.82206103789838,-26.476875736054467,32914.18155285643,20.24348506890624,29.27019370258313,339.0841018749834,890.9394184482735,216.094812094615,-83.2684737791526,36.03492258602546,110.9589296610543,0.0,1126589.6055042744,505968.2631764412,110.9589296610543,-34.19918798251322,1215.4491915973122,6.445831540034362,57700.236150932295,-39.866788760365125,-12.45650940101882,9.138102847905941,345.8092002193516,117.80428510847287,-745.3386337339616,818.3912308003655,402.71742027099117
2010-05-31,-129.18328039687177,19.205001466352318,13.686173475815218,27.099529104884724,1007.1667169974721,0.5365886082067429,-2708.4668125186554,1377.113574751062,1143.4817454019615,-815.5605802401311,1295.992510135625,3018.1789414254554,1130.7251892639472,-552.3770333675303,1152.5835834755942,629.8519223535466,-643.8426165275233,511.00550347616206,8.860764713826729,35.24181980258696,-12.66915972876745,60.00826611268482,145.53437410852558,495.39016277916085,37.597976293683864,152.93302809094024,81075896.75460705,321.58738542875847,-1431.0557563974214,152.93302809094024,228.22881629338266,-129.63284517694825,322710.5509118497,-298.7889638857271,128.37771261064805,2069.2923670941927,285.4476966088004,234.43905427924065,9.766380390670722,338.4185358950376,-984.7042109138196,-264.8699331310053,1032.7506703383003,669.1828645977987,-353.81595327628037,76830.43372641334,399.59924643581155,-44.443573908420085,468.1522404027405,117.0855949181648,3598.6080967810703,9.448422814999503,0.47945580786546316,213.7231696716517,82.9606334859318,-117.79683149510174,-7.456217134169606,-1132.796972797758,-541.3286044395882,-19.711935929908122,-149.2081329081476,95.80507076313745,-12148.36535321561,4.873628522381068,-3.1268565984196357,-946.106440295378,-1334.4207165937114,-474.99285163479,761.6927730189773,-22.289368760623347,-900.935912311554,0.0,4103715.673553616,-682308.8970484436,-900.935912311554,4.256415758454793,-1322.8761086041632,-72.62729732577631,-2180.1726344142953,7.250595231835405,24.197163389106578,10.2616594263543,-2455.2160519174795,93.28935491104585,-1244.7537108987453,2269.230887213872,-166.44192342864244
2010-06-30,-109.86180351124148,24.10957720171537,13.762734973696817,-113.09955628220871,1060.8694684709687,9.29430789423717,-2952.1064755271295,1358.4629991592642,1393.4293538807526,1152.4239515270547,-821.8055467500101,2077.6957859715126,1198.9449640552334,0.0,376.99787544275796,1164.9078938871364,636.5867836822011,-650.7270771219881,10.29009649251681,4.242373186231482,61.336892233135586,113.25207692538524,520.8379478485566,-210.30096330338517,38.415734361360656,378.82616332509343,82977806.49898548,511.6334240804746,-470.0581648548276,378.8261633250933,307.90437221649574,-188.94826714106338,0.0,-301.739338345879,112.95230778206223,6228.421537344412,-308.3653939433873,-52.02415677915221,2265.3498068019408,-211.4089078145657,-797.9331002019821,443.8872947065437,378.05516689274145,1958.3575171062384,290.28721557902134,0.0,545.2855494885931,-48.36578178914661,3973.7600837851446,1807.1131005124932,-375.8390202675855,27.967354840092867,1.914597441106224,201.43282285736132,273.63420156255233,-499.21042955980056,1.977759795794185,-1237.6186919372085,-330.9315079514927,25.571912917150257,-154.5807192917743,182.86783512908778,-45462.219410339974,-78.38848455962898,-6.170363488870407,-513.5494845689827,-594.3868149384652,-188.411332640022,348.4127677534298,67.96750752671596,-456.40561032438166,0.0,1878437.4663336277,-23572.210531920195,-456.40561032438166,17.891187762314804,-816.1804232149589,-34.406243147265236,2764.507912508052,-155.2969746609558,60.46764154676359,4.815600421646366,614.2603980090462,112.38845935020527,6459.632814038938,4905.576597802616,-2123.735804375365
2010-07-30,120.99507233856839,61.26816620767263,13.672909980650928,-78.35325842664157,1002.7276641587379,4.490070595622915,-3094.3444710539716,-1785.270645619642,1338.0537085434453,1374.2326248651134,1135.1903109575023,-540.6794152949861,792.7208581487184,-150.68839691478368,-1544.4608309595549,372.13494015780293,1149.8816243246013,628.3753837408399,12.280809127988764,60.06851000283154,82.67686047495417,119.26006291181726,567.9573582684371,-307.4639011555385,37.97215804811611,397.56627115801166,82109977.11201103,612.1439726278254,-492.4771051261374,397.5662711580118,303.3327041949386,-143.0997567600005,0.0,-274.74644938871245,127.74875109018386,6158.719710880239,-363.8810075620947,-94.21845065728455,2228.8620013104096,-85.81975091537268,-690.7865881689036,665.0943737043849,463.11967272280333,1944.8686349680784,312.44773083826607,0.0,737.6148971352198,-45.62912248577363,2289.7904326167736,-1263.608562414576,1487.805181057107,-20.86002740853519,-0.04131612155856601,-245.59458451827595,-1574.1093726239724,-182.2238856788681,9104.300571136659,-380.3273694270356,-154.7513162261548,-45.19883963881739,-43.584489790315644,15.357137570237683,0.0,-25.245520879288506,-8.559247444552511,-212.65944779824167,-1361.90804853179,-47.176171790148146,-16.6863985730418,-43.504415341848926,14.413936649647212,0.0,-1497504.8384175599,-629604.9187329113,14.413936649647212,25.764256048267264,-823.6345188709456,-0.14328901542570804,-76221.67322747168,-89.04141498612933,5.924875268573459,-7.094881890419742,-588.9864943961547,-173.08568950517747,625.0451323085581,-6933.993230940924,-31.86168072111377
2010-08-31,-115.68736724420482,41.87383205073256,13.589739202939155,91.04818617919972,1040.6852383314606,6.100023026732731,-3099.856482686951,-1429.3035734771693,-1758.6843930327202,1313.9335681126724,1357.809246554886,-182.17861372740057,735.1964714976028,43.933206096412675,-1064.4756950095268,-1526.4964427150992,367.80645450746226,1136.5067821010546,9.32045955536616,376.3830401222375,57.07959436152562,203.80649983057722,580.6971955661779,-145.08582726838995,37.340497451119084,342.5071665613385,82569353.22645432,287.31619732918006,-116.26673228844447,342.5071665613385,129.2063506863539,958.2307816051538,0.0,-133.18193304368756,-3.7962183295119827,6321.428568836648,-295.76705952723114,369.57645061702203,2317.396634574899,1209.0556929478882,736.0028094336678,1723.0412089563192,1731.5813315854384,2097.143188500842,571.9522979839224,0.0,1919.375300297145,-43.18023845848415,2249.353559462892,-1210.2499748762946,-3704.408120175711,-21.2844440106619,-2.5984860992365384,-218.60308077258742,851.8138960905762,-87.84276997968163,12.349814216038794,-4804.2611668274,332.32690898116743,3.5543564232384597,83.05862943255707,142.7334839304899,0.0,54.34930421809122,43.02170242990883,886.8670153883322,-483.2549433839522,549.1028011130165,-88.40510081666838,-64.1893476599289,198.46372356690335,0.0,1366067.1960048378,906742.7686162442,198.46372356690335,-13.949629803517052,-962.764116441198,25.254075716001644,-743.2749672070495,-25.58141516734395,60.55851911859622,-12.706876363157619,392.10047652569483,0.5128345206749145,-13357.376906285761,1507.8837701248613,1962.2588068280816
2010-09-30,164.95018210611278,48.05506474545613,13.675965098818311,-66.83466622898295,1210.4310570500554,3.26622112418629,-3260.914654543642,1737.2253874533062,-1453.5403875696554,-1784.6251335732259,1338.4989628795563,-3152.4564105716295,595.2916674255902,-20.971266043025537,1260.5745148098015,-1078.212727560149,-1546.1958416025473,372.55298771774176,14.628493147131675,444.3648971558113,44.22902699518585,269.74062106383275,767.8420713157324,-261.8608927446363,37.080249004204795,473.9875762053731,86172793.22595659,587.3970809791684,-271.280469019143,473.98757620537333,103.5500120075339,773.3036212353696,0.0,225.6527918557762,4613.95623046237,-9400.218934028113,-356.78673081789225,521.6245016260464,114.5419284347553,1595.4676125723481,750.6036609796099,1840.582420411915,1494.8512349666448,-1653.2106707524429,874.0647449629516,120141.63780613488,2226.7044274130935,-41.25246565889565,11.4261847829195,-1255.8561666117635,-1572.5241361576136,-2.000215641093291,0.3575654011268625,239.71588832107227,1604.1862435462308,-92.13644291580977,332.418442627235,-1574.736703667515,652.61105060917,-17.663565364942315,71.74690879969654,35.147887486767104,85306.05256352153,22.111259631746407,47.78356639490676,670.5231133346642,282.6110879442422,472.9553340295315,-125.08590499277074,-591.8778961677713,250.58971610140543,0.0,5967145.457857341,2363664.0433700085,250.58971610140543,89.24002762799716,98.60676984356542,22.956918025661622,1582.7144249850535,-123.97713690017417,38.52160035849772,-84.10319162048472,641.1221777304236,51.735578030672514,-345.63627017568797,-3536.6025415871377,-2566.837840741547
