date,excess_log_return,RF,log_Mkt-RF,baspread,log_Mkt-RF^2,size,rev1,rev2,rev3,rev4,mom1m,max,indmom,log_Mkt-RF_lag1,log_Mkt-RF_lag2,log_Mkt-RF_lag3,log_Mkt-RF_lag4,aeavol,bm,cashdebt,chatoia,chinv,lev,pchquick,acc,stdacc,oa,pctacc,chcshoq,ibq_adj,chtx,invest,chinvest,egr,pchcurrat,pchgm_pchsale,pchsale_pchinvt,pchsale_pchrect,pchsale_pchxsga,pchsaleinv,roaq,roavol,roeq,rsup,salecash,chsaleq,tang,O-score,sue,chnanalyst,illiq,turn,beta,idiovol,coskew,mom,chmom,r_sq,gammaps,cash,rd_mve,cashpr,depr,ep,gma,lgr,quick,sp,stdcf,cfp,agr,chcapx,ol,noa,grnoa,chatq,cfpq,currat,dy,operprof,pchdepr,saleinv,rd_sale,salerec,chfeps,sfe,disp
2007-02-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-03-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-04-30,-2.4603663182715487,23.86729947900394,0.3740420517257944,203.54129400599618,0.0025206122012420293,783.4259590593949,-25.32722159320128,0.0,0.0,0.0,0.0,0.0,3.2250288719802613,-15.453978413386825,0.0,0.0,0.0,347.2308399130269,342.36633529666216,54.52860498646574,37.37516436839274,2.063114235970859,526.1486158942726,29.509269028798535,-55.31427134844405,0.045006736509636255,6062449.047369708,-3.200047750104932,-0.7591945623475492,3.9887012313675663,80.93815240215991,0.0,3.0200785596858695,28.971518965998094,6.14105699452829,1.8937955866808216,34.84645201220187,79.17699614929903,39.427741042143765,41.59645039700684,12.856772438488113,4.920762377304463,38.503083041498016,46.19979289796497,18493.040267706223,50.61691504065105,69.01985360295093,-2556.785229638361,1.0003251513358873,-279.36784934335316,0.3722387944439549,318.548287428796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.176968200047895,0.0,4107.8056749642465,18.725246626072632,13.637970399598167,157.40456560656992,-2.0302344710010347,383.62706097636834,661.7547216880646,6.754420851928177,68.95124701676522,9.433525387734104,330.290824655711,2664736.027221105,3397713.0201486032,2.156168294583905,9.433525387734072,68.95124701676522,1013.2500057406642,9.531141590792538,109.61805568238131,2.833182020914345,3286.6709928041937,0.0,26969.598697252775,5.587356986867035,2.582753614884606,11.174713973734127
2007-05-31,-0.6135064151600469,30.71579469752588,2.3837836888678376,72.47615380432751,0.08140003805074236,987.423575390051,75.12717328891945,-25.904677989098413,0.0,0.0,0.0,0.0,-18.876322402349548,6.6540965125139095,-15.664942107450754,0.0,0.0,378.39021783919407,421.4677516932512,71.02116812042463,33.68643603380083,4.857828209651326,552.7793309873958,63.90652783995574,-57.007482335493265,0.1155004324765539,6269012.950460741,-3.3685695443848096,5.019981366617537,0.10844465000935732,49.094490138500646,3.132350516477427,-9.655253124986514,30.996069214209285,53.373201351810366,-2.6880289824684955,-30.147536383611506,75.52089870096783,38.156409771030745,-13.318357953330082,15.433439384300382,6.90384457900058,42.018632607694286,45.714114866377614,18935.968842814247,20.709937141448908,127.18109494973302,-3443.4917508334856,1.0263007276829006,-193.30299583050208,0.045682235424316486,14.684335403003502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.650245224756276,0.0,2100.286071139615,3.9798876898172324,1.3399055978172036,11.377258267696618,6.98841906372698,469.3229335130795,20.966693320074,5.806421355391388,2.539114505602811,2.8890472266346254,-182.04234036329206,60398.87957259035,146165.0235184431,0.9393378970819626,2.889047226634606,2.539114505602811,750.5161787424347,1.0864445593736924,6.44518960899353,-15.910772379229916,302.0133747642385,0.0,1189.0329421691604,-1.8710414213356925,0.9961366389497139,193.42697290444073
2007-06-29,-1.738703538788069,28.51831984249891,2.20840672222141,119.63820856756317,0.07011614687863349,981.2224941827772,-31.72374100806045,74.66294184234772,-25.618947221024516,0.0,25.70891941381546,0.0,4.145524695313135,33.506206429601896,6.61230837430905,-15.576958502250857,0.0,400.90155560963103,389.54811329758434,68.29613426600868,32.20522243374035,-2.3513617705908683,498.1380540727412,119.55377855825756,-47.934541640417535,0.11407402423719676,6297380.456038225,-2.718447112528991,5.0784403328886,-0.2184000629830239,-88.96160176064085,3.1041415029260473,-12.609838778103006,32.01749228443836,47.878446694617374,-6.34756104220074,2.6833859406356093,146.78508036787454,-17.37321489076615,17.3155117584894,15.563955251613404,6.917255101085311,42.818404428842605,51.8374320248435,17613.69911086307,18.96741287126268,228.98404809598998,-3427.360136967797,0.9870407813860167,0.0,0.016919353992470798,-15.17316531562733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3044861468930975,0.0,3506.345573039852,-0.7290153066958851,-0.7342567344051627,-1.5763644244084958,13.209845695604823,0.27096140421269865,-59.504495103160934,-0.02685575629835313,-6.519230442579058,2.5018975568286113,-313.43319605738685,16174.214170110878,12193.291407373734,-20.600344283133666,2.5018975568286486,-6.519230442579058,-24.575956852051377,-4.02482568241282,-6.5158552217738475,-26.65734288919825,-18.66213095508192,0.0,174.77349926235547,1.9669407526457983,0.08515868731645249,-1.6730074788894171
2007-07-31,-5.771844889502861,27.820880981656245,-1.3717753392731125,87.63216712673145,0.027055470783664836,981.3537756241362,-2.3528822436987937,-31.617267770860387,74.64066383192676,-25.583034570459787,14.463137232456338,0.0,-9.424601991964858,31.157641741985532,33.51068935075447,6.613193059871432,-15.580511002710601,277.2478851549019,382.5986099567106,70.2152508614996,38.504854260815286,2.0410706524596134,449.8871544317684,-16.830973656963742,-33.316443209701355,0.11395149602514573,6266402.897116396,-2.9923836939445954,148.71647049887702,-4.2811189145311035,-80.23988736596554,3.1033505768847953,-15.119078437123962,32.260725589817135,20.80657003860326,-3.318617193066479,-3.9712022699480385,-16.30902421500214,-30.29222859212342,4.815195129958451,14.682608075916164,6.927841454183677,38.292139087529335,38.93122256679925,19420.728320127277,24.090156654702255,358.6372059168324,-3388.855437247607,0.5488593217267992,570.2155547604635,-0.28789793166479427,152.90679548736972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.8870659080513832,0.0,881.6752914695971,2.476737349563969,-1.6618734357134866,10.324091821022137,-22.82821562812168,-11.424366665200523,3.9759297290968334,-0.004084414141100723,-21.29762376015261,-12.743130279046834,-62.54131071118485,-17177.398652514443,-13800.16026931582,20.44017541094416,-12.743130279046822,-21.29762376015261,-14.772269256971185,-1.1377861196884043,1.3872220638130557,94.22559388668212,206.74212448345043,0.0,-5658.208433872685,0.01889922942746569,0.008471945689993099,-11.415322107851892
2007-08-31,3.280546121379641,27.789384656967883,-2.630756401223406,82.19834151187212,0.09961903551315178,978.3822010130159,-25.64428556325068,-2.452085619993378,-31.73956541837969,74.7844162412689,-137.42272411475474,0.0,-9.2985343850754,-19.29659347047039,31.06329527953474,33.40921777531521,6.593168072875633,525.2337272920357,400.5000913556068,76.25030308823992,47.22890806991925,6.018942214769003,452.73555517136845,-112.1895857901417,-33.796627249864315,0.1112997822342523,6220692.032713514,-2.8741251248646518,144.2683336022883,2.177523120195369,-22.06903942269202,6.731492864614535,-0.68926538941781,30.96186168240375,-38.127798019338236,5.05995126963639,14.583159784745895,-16.754896847205302,-12.223121164129939,25.34853086073591,15.76769405685117,6.979011022851055,39.62741837612846,39.72348400836831,19555.112304757316,75.81771251480923,358.1735995896085,-3425.0312852482775,0.6200116558264055,473.70833271153936,0.28103181401882205,45.845718374340606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.831646144445031,0.0,17.227565838442388,0.17612076267397825,1.1833182813622898,0.662454118448295,-11.418389080238295,-134.68969360468031,11.045329710470469,0.4088525263950391,2.3099260371321932,-3.6862269670818253,46.73195855352128,-23024.625377852004,-22686.239025031682,15.244955787679544,-3.6862269670817867,2.3099260371321932,-84.19383248303961,1.6183548780367847,0.020553476079982147,41.58759089329202,-35.79387327830682,0.0,-236.59087840488064,-23.57160095836565,-0.9344069633971914,-175.81437900124158
2007-09-28,0.9365146336459207,29.011151099910535,0.6293357275203935,213.3710770486452,0.005733886661692484,967.262614384053,-76.38691973821473,-25.269653101412697,-2.3998619155056664,-31.181414799624875,-54.647877081176325,0.0,5.877548570910029,-36.62740065483092,-19.07728230299759,30.710252263743776,33.029512695977246,616.5981117124647,409.3400679911986,76.85445744763985,55.711392667845196,6.682062216748598,476.3907319909184,-97.762759079872,-38.99754344127355,0.11015833743010059,6165201.754424436,-2.994573800977461,143.70868528143185,2.9698830318511362,136.86816995646865,6.632801549422049,4.817073499760025,33.65028358122459,-40.32087065764149,7.481907244986985,25.891057188261975,-24.370116149093903,3.807055821463293,36.34927192124753,16.541393852862637,7.078550066119578,42.135314489864314,42.50343086848984,17197.939991490115,89.82526268380416,355.4119169565449,-3427.2028451611754,0.6824591173637724,468.1725540912148,0.508077316539218,-229.44586085106567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09414659997707986,0.0,-3736.454480153375,-0.14781008611355517,1.4772899682035003,-1.5439220516387593,8.353864086236571,-5.841549115512748,25.21479737897448,0.038980695402145216,10.114534251662704,6.805376574339048,754.0798601245106,-21620.76021133177,-33869.51807774417,2.2977394180718953,6.80537657433903,10.114534251662704,-25.580652902473275,0.9117710815691957,1.8383765943367223,17.43322902835868,0.3252842211695679,0.0,-115.70220406512817,30.295268005866244,1.2231273827343947,16.46500638446838
2007-10-31,0.6998540222776304,22.180012156847702,2.189432354001285,86.7022878997284,0.06915940711085466,973.8417101058245,49.86195935655185,-76.84876378034099,-25.451256275999587,-2.4645414890003856,-34.191194163253215,0.0,-11.03660036835027,8.87268551266958,-36.87653172985056,-19.20704154781509,30.91913626926442,417.0171418855841,419.8309374482147,74.39150643921327,-56.90979754992064,3.996133148698427,520.1033823660988,-49.394515842364754,-54.05779864570277,0.1111347396823909,6212408.194188664,-3.075120921177679,135.2311343930265,2.4345606717054733,178.38211098224613,6.701042073100826,6.415730426076583,-1.160658430965305,-23.293771686863813,3.151555692431006,-88.41390209687344,-157.2023708925406,-2.944638227848831,-78.17440440954394,15.768435708069589,7.134384194204475,37.38977899127478,40.79526405636032,15833.712858665767,-36.24046789991892,357.66301198996916,-3427.1982151080824,0.6868998655638889,190.26213666808883,-0.4090957238827505,-56.365815249759066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08498593680273814,0.0,-954.1244701548449,-2.1673722326084324,-0.2364932907631747,-13.371120504529273,15.977348165324617,2.950650751439639,-21.369096902233082,0.1161481475883761,19.27317397033181,3.8069456587482478,35.088237564180076,85983.73085752688,-38777.29109329963,-2.18752075944667,3.806945658748221,19.27317397033181,5.962540714946272,1.0018290526233304,-16.606450469914137,-162.44888626343536,-228.15932897505263,0.0,-1317.6846163078517,19.9187406384699,0.2799785042188545,0.2148613020532366
2007-11-30,-4.345858548643344,22.191763264487598,1.232919330375097,103.45908603432798,0.021919340895565045,974.8311504148922,18.559732988633883,49.84377411225638,-76.71289536996613,-25.2610837460106,5.322370889759558,0.0,17.59830777046344,30.79279625729469,8.881700317236703,-36.91399893481159,-19.22655623991355,736.4606932233643,418.2267632285331,79.78560307303913,-30.906455736225166,-8.705923248497344,520.9883183933749,59.320968168488285,-65.40514212839325,0.10934335856387133,6239214.678300921,-4.3540808932004245,-7.9599379343267636,12.002868363516013,152.1162412218298,-6.2330649693788684,5.78605228704204,1.915585274046907,-31.47669068563036,19.120356172383932,170.92527936034608,-396.67970767810726,122.26367148870006,259.72679070210324,17.90682455177067,7.022065448979811,40.23805437688769,35.85051157747462,15955.994249468262,103.51135973160856,361.82946940630916,-3470.964400952824,0.6935110732203953,281.6413232989128,0.16635511251050217,63.17393767440865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0352512405561924,0.0,-150.43995133360022,0.3733450590195595,0.9412768729700094,5.009303367196168,31.734020260123536,100.06227141871523,4.523936614233776,-0.1439477046251465,9.848772494287104,12.515142687646993,1339.775835758136,13779.926076029893,13026.55803622771,-13.775650999835966,12.515142687646955,9.848772494287104,-53.29942946121923,2.276509891618801,5.452181244299979,2.7923954967044793,405.77466680003,0.0,-2991.8002689037967,-0.09961706234518175,-0.0005881776807035166,0.004025437301486079
