date,excess_log_return,illiq,turn,RF,log_Mkt-RF,baspread,log_Mkt-RF^2,coskew,size,rev1,rev2,rev3,rev4,mom1m,chmom,max,indmom,log_Mkt-RF_lag1,log_Mkt-RF_lag2,log_Mkt-RF_lag3,log_Mkt-RF_lag4,aeavol,cash,cashdebt,cashpr,chatoia,chinv,ep,lev,lgr,pchquick,stdacc,agr,chcapx,oa,ol,noa,grnoa,pctacc,chatq,chcshoq,ibq_adj,chtx,chinvest,currat,egr,operprof,pchcurrat,pchdepr,pchgm_pchsale,pchsale_pchinvt,pchsale_pchrect,pchsale_pchxsga,saleinv,pchsaleinv,roavol,roeq,salecash,salerec,chsaleq,tang,O-score,sue,chnanalyst,disp,beta,idiovol,mom,r_sq,gammaps,bm,rd_mve,depr,gma,quick,sp,acc,stdcf,cfp,cfpq,invest,dy,rd_sale,roaq,rsup,chfeps,sfe
2007-02-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-03-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-04-30,0.10136732726965902,0.022366705873820142,279.8895322814359,24.347153320175483,0.38156219515208356,104.75535818251797,0.0025712892980762924,0.0,809.4462470058411,16.109797624393224,0.0,0.0,0.0,0.0,0.0,0.0,7.3197007541601575,-15.967258530779517,0.0,0.0,0.0,378.82134275600765,33.45788309384621,23.272483494682255,2978.268833519218,4.238644247502762,2.8476565820139883,7.051501073911096,1037.0123093055968,70.69984806566413,-219.21549741578403,0.18633978755365527,83.79043149988821,591.0071931281567,2899641.1528549977,793919.4387069561,2105721.714148042,163.0110180332632,-7.6511501330864915,83.79043149988823,1.11784338155012,0.5172637194631218,184.96488966699246,279.616593199899,828.2202678042329,-74.0931998336312,-142.13175069643253,-211.77705191515543,-78.48269460831075,-11.44054165526094,-33.789208087753565,-144.28884016210552,-21.449744305439147,5116.212576867879,23.676699159314097,5.187457842970566,-92.89899131424396,5516.454612981747,4935.615806585677,57.38837447558329,24.429067092759958,-1534.0356180661884,0.018836193538260923,-853.5951526287303,170.9516830139484,0.0,0.0,0.0,0.0,0.0,364.5103758930039,0.0,49.656536595431845,57.192941839487474,350.7221017432967,181.0174521414201,-71.16877057124175,27.27416874520846,75.20686863323608,75.20686863323608,0.0,5.027400741355418,0.0,14.14944508204816,11.130352507970963,76.65157122030378,11.055540740099561
2007-05-31,2.9615882650941336,0.032488850245420635,369.7282787530868,24.861896862319284,1.9294758543064798,56.979569921595996,0.0658866023339267,0.0,804.9291026146626,9.466464916410779,18.23950119569494,0.0,0.0,0.0,0.0,0.0,-8.867508029854195,5.424294161108545,-15.87815266046187,0.0,0.0,599.348900757051,36.35758198751276,19.25197437081362,1955.9897268002314,2.2848048561603016,1.6358596701292403,4.4839137721654225,1043.1361398380977,66.22550600101711,-181.99601942272008,0.1840160784336034,79.58278773997026,1090.6634276917048,2888286.724248013,791838.7397832333,2096447.98446478,158.41921195880224,-10.621068605002117,79.5827877399703,1.6609872980966323,-7.178291660261599,193.53500537074973,281.86841048165184,847.3899361634312,-75.78856480245857,-136.79785304712152,-184.05850482509274,-83.49108842913448,-11.53966323984425,-25.11837955529664,-151.94320032930392,-22.897264183058383,5099.815123586044,31.743744861466055,5.196695613160758,-94.88619352197193,5321.494392958415,4899.887632306727,51.275992838140596,23.67130116475814,-1445.9568638638455,0.014605831184731743,-161.49078203358349,170.63075603944839,0.0,0.0,0.0,0.0,0.0,1.8392170392731373,0.0,-0.8969758095724245,-0.9640913566669695,14.424194022030747,-1.3361093129444441,-8.161041037712906,0.25379051800770824,8.659028748479031,8.659028748479031,0.0,0.12048028109669495,0.0,-2.531361620413904,-0.13283830601558044,-1.4501422057630293,-0.05185244657523569
2007-06-29,-1.5810292273448547,0.04084891989336015,219.42138708799138,23.18254908641265,1.795214357767558,78.72136824447837,0.0569974327288984,0.0,806.0368087883179,5.520562045903211,9.57927853823081,18.275832468645568,0.0,83.80636518983653,0.0,0.0,-4.379006870002578,27.524069072236493,5.431758823661388,-15.900003439208847,0.0,1017.4789103801224,38.51896016174375,18.54142251458454,4748.418162499207,29.71972830451991,-1.953341225848698,9.000604519586389,882.1538807610251,209.70170354115072,76.28243220869291,0.1863737561514036,10.034907173157517,-3.562238991371629,2895917.8984590266,812649.6607455871,2083268.2377134399,-5.4899723144831984,-3.3628972095006375,10.034907173157531,-40.30390195449675,17.7992099514837,104.71955378268743,-89.68269616009846,893.9644225897528,3318.4708111020414,-346.4347706569563,50.1253524407927,149.75802961805962,-55.10300144510265,188.01494362637231,143.89447853157213,3.9369550251398238,6804.386671799103,200.2690903305952,4.921809243939565,-170.0531078269348,4433.729180023417,5660.770431293726,173.4444324560268,51.897499559216214,-613.0917128975232,0.019138515048895615,894.2274503420824,175.1844521931297,0.0,0.0,0.0,0.0,0.0,-128.1465018094567,0.0,4.083135145832365,19.23076077004491,22.314319751807318,-1.0339082850247223,49.518564670322206,-1.972993973482776,-47.14940170774162,-47.14940170774162,0.0,-2.879861650483626,0.0,2.773783204954883,10.254627367544018,-60.31439383553912,-1.3055679264688322
2007-07-31,-2.197676941232698,0.05278725416017574,195.48944567749135,22.68930717457813,-1.1187507709695055,146.86182413163127,0.02206507722628021,0.0,811.909093886685,51.375367105133165,5.682697757231019,9.313435665808186,17.80459995691161,42.771561204101424,0.0,0.0,1.4601956677755936,25.77783191213846,27.72459239685028,5.471331255156248,-16.01584101913328,1026.263903993254,38.68276606129429,18.674547766552354,4732.213506974938,30.052075002198897,-1.9663541441999386,9.052024605184275,886.1490254449636,212.06852629309293,76.97491573849464,0.1866600987963785,10.011884721322662,-5.631505523400762,2939344.686370446,825181.9078134415,2114162.778557005,-5.782083393202392,-3.3780338947795587,10.011884721322676,-40.80403508885132,18.03474632050559,105.95344919430643,-91.69032292141728,894.8456580628399,3355.6898693789235,-350.6871847087668,50.294470778463136,152.448655837778,-55.61933728466977,190.50177590177992,145.93524452126496,4.737945088469537,6900.447506115288,202.88790997199817,4.954159981599329,-172.03591820732876,4485.245242948424,5710.340460752949,175.4553007043168,52.655432144175364,-616.7259022156475,0.018985374901829527,695.7502517426547,154.7078439638766,0.0,0.0,0.0,0.0,0.0,0.5384418716402024,0.0,0.45417972485250147,0.6732791400720828,4.0768220486448286,0.8254583089974687,-0.22295713403502404,0.13109034004356346,0.2739757938745768,0.2739757938745768,0.0,0.024770875970362205,0.0,0.14690584015783337,0.2471546653775185,0.24640060844860479,0.06444945953002801
2007-08-31,-0.3525437567111923,0.03418585279094944,369.03960440999066,22.657838269102047,-2.1449648417954084,38.19785073777594,0.0812235327641546,0.0,809.0685566642385,-23.136862018316165,50.74355359525495,5.660484547077324,9.621025314264553,1.9690672368447206,0.0,0.0,2.554766315707154,-15.957227156754412,25.68764584129416,27.627595408796587,5.4521893090891,1022.1861227950383,38.592832960739294,18.603402348528977,4805.453597539079,29.939768475281937,-1.9568905106612564,9.045522670628369,885.4449807214895,211.3437949639865,76.54517112563715,0.18719137977118094,10.082705126097991,-6.671104184243461,2911006.5272915326,816962.4525294241,2094044.0747621083,-5.546292947333913,-3.357132624492337,10.082705126098004,-40.632719067088004,17.957462836115063,105.55647591156783,-90.30652652327413,896.3108185595099,3343.9202552358956,-349.39700057427183,50.263998231599345,150.74689453292916,-55.453805687102026,189.27030695095175,144.8705097525789,4.001028397847904,6845.3436466054845,201.61238889848119,4.937434503553108,-171.4032139381185,4456.94432214327,5681.405287335718,174.60119131710223,52.26563331117438,-610.3540521662014,0.019211108651859352,0.0,156.53600478158233,0.0,0.0,0.0,0.0,0.0,-0.41050019116772773,0.0,-0.20272436970888918,-0.2780128456283535,-2.669490287387248,-0.47255659744675427,0.16596611669268668,-0.03616939958430265,-0.21474817406838298,-0.21474817406838298,0.0,-0.014252126085147143,0.0,-0.046731665252224275,-0.16161066292417203,-0.17203688777098236,-0.03154967661594732
2007-09-28,1.1949122703041297,0.09249059611530609,199.1185445612597,23.739790422939954,0.5149846769454337,94.32703536710926,0.004692032632165712,0.0,805.103869275936,-30.78267578772637,-22.714304653068332,50.16790686561498,5.721740693482322,-2.8116377301284885,0.0,0.0,11.161252968969114,-30.48692418191171,-15.879031784137897,25.561768392883536,27.492211604563742,1487.6538600117349,39.70120939121873,21.572304174790588,11105.542981063423,-2.132175737422381,-0.2256413957401978,9.231269714111404,859.3366100911269,0.9729392681699607,135.54730433654785,0.1842622783329973,14.748865238331565,-21.935379485516208,2873783.357629373,779663.0791679311,2094120.2784614416,14.741390605137594,-2.634079207870012,14.748865238331522,-7.670902005090708,-3.0857425851803684,476.46519867114444,-74.31310180133286,816.0219981310162,-15.46204070989251,20.18993266862993,58.08564424637845,11.960721466501756,18.288775287621565,-6.048703502828959,-65.30779670933217,-16.889937284681572,6630.412466390725,-6.228342063905572,4.629154739844454,-1.9182876973026541,3181.7554046471705,5219.147353423581,-19.906009317679164,115.680644131652,-626.3895557472036,0.016955165267053308,-689.0515085613678,178.16997374744687,0.0,0.0,0.0,0.0,0.0,8.82496728579585,0.0,2.6252079627279343,-4.070551358175507,62.214252077349045,-2.5992051580662405,-27.090826141067815,-0.48904765148622076,24.980088787755008,24.980088787755008,0.0,1.4429173008731637,0.0,2.0678302972446083,-0.4875016807867212,-40.149381054103515,-1.8777527665423825
2007-10-31,2.531080637828185,0.10879886236890733,199.31736474898707,18.075676663025053,1.78428537489664,108.87791444494151,0.05636169503885401,0.0,804.3360148185998,0.7912321120226089,-30.77392604084647,-22.72669752185603,50.28104370490225,-29.404249263569824,0.0,0.0,-4.34519773135813,7.32831673971313,-30.457847783800986,-15.863887421032802,25.53738928039023,1493.0765916147445,39.6579596934735,21.541862101167723,11298.389421466669,-2.172585736801963,-0.22884450130616718,9.224060179298128,856.7827049192313,0.873162759968948,135.50788459433284,0.18451778076401493,14.745231711170716,-24.37134697420811,2867814.5333830793,778115.1701683623,2089699.3632147168,14.641053128462197,-2.626099460314297,14.745231711170671,-7.6339276893553984,-3.076460228520462,474.6339829220352,-74.3121783119557,814.0595624575003,-15.607559394405087,19.65057812517124,58.336090122324606,12.101875399435063,18.20739708292274,-6.060983451056706,-66.27286688169596,-16.58180626205937,6643.614983012159,-6.239823604985919,4.630258837041147,-2.112164187281765,3186.0407553073137,5212.066089949969,-19.98030685104446,115.4544018607454,-609.1500080648647,0.016866578503543672,-922.8723504772627,180.51764896542568,0.0,0.0,0.0,0.0,0.0,-2.22787742787051,0.0,0.18682104405102962,0.32171953831452527,-0.0875868546164611,-0.7479477273463715,-0.10918617457324586,-0.041086306695085284,-0.2090915114434182,-0.2090915114434182,0.0,0.007974744357721164,0.0,0.10158520843591745,-0.044053521719604305,-28.186202230516905,-0.4431126423264198
2007-11-30,-3.1497277784348894,0.06119445642278974,290.25514528048507,18.100195468561644,1.005601970910925,66.40629066654813,0.017878000500602634,0.0,807.0422187834366,23.811399767680484,1.1167811914928514,-30.995872800995457,-22.99663886117401,27.36216465595015,0.0,0.0,2.5217920929735556,25.49270876649426,7.352973002085099,-30.560323797449968,-15.917261774842146,1605.9000602741621,35.83975670323991,19.269136583184377,11165.542880738027,-10.427718342097691,1.3014498918811792,8.70388097850229,886.90848225223,-5.915463952124907,145.07850864779624,0.1853818135216614,13.304960285050086,-350.1180707011806,2898639.99468197,782075.2007927181,2116564.7938892525,18.619202135965576,-1.9268048373711761,13.304960285050104,-4.210732471782979,-12.584179108589836,542.9126405808308,-79.11634194228317,822.1897697851903,-10.551628690213649,15.488387806704246,87.64067689732524,-36.90831586443221,21.062173169145485,-49.472623416772215,-47.933589756476344,-30.07440411888983,6580.717216405048,-46.57813008854165,4.589721326507023,-4.192150082929256,3308.9535691533592,5742.023075372151,-46.596445515801285,110.4093781608218,-509.30179498581003,0.009434616041871622,-933.926713217379,175.7519947997889,0.0,0.0,0.0,0.0,0.0,24.054389973012434,0.0,-1.5909543214122195,-1.438093556510978,-5.925473807018136,6.110237874229114,19.311124100744856,-0.03175052910239984,-25.17815529994354,-25.17815529994354,0.0,-0.5714658244288318,0.0,-0.6882637238385048,-9.152208247156928,-0.18148426130999695,0.027478716923666546
