date,excess_log_return,RF,coskew,rev3,rev4,chmom,indmom,log_Mkt-RF_lag2,log_Mkt-RF_lag3,log_Mkt-RF_lag4,lgr,grnoa,pctacc,chcshoq,chtx,chinvest,egr,pchcurrat,pchdepr,pchgm_pchsale,pchsale_pchinvt,pchsale_pchrect,pchsaleinv,roeq,rsup,chfeps,chnanalyst,illiq,turn,log_Mkt-RF,baspread,beta,idiovol,log_Mkt-RF^2,size,rev1,rev2,mom,mom1m,max,log_Mkt-RF_lag1,r_sq,gammaps,aeavol,bm,cash,rd_mve,cashdebt,cashpr,chatoia,chinv,depr,ep,gma,lev,quick,pchquick,sp,acc,stdacc,stdcf,cfp,agr,chcapx,oa,ol,noa,chatq,cfpq,ibq_adj,invest,currat,dy,operprof,pchsale_pchxsga,saleinv,rd_sale,roaq,roavol,salecash,salerec,chsaleq,tang,O-score,sue,sfe,disp
2010-09-30,74.94323850310144,6.718656174813218,-1074.156026550869,-761.8197672869767,643.7863719911147,0.0,3.537400180320712,-514.9056122658646,-738.3931724724331,177.91444984735588,1179.0224449501009,446.28278912050354,-39.54654712272184,154.60302080047836,42185.43582210802,-143.63400242464147,179.63042729508956,-357.00799503203086,142.85433472547595,-3.660011090261918,686.5523099090376,430.82191973033974,940.971846079799,168.56692701625465,1168.7612026757893,763.3442315020669,-1921.1146362572435,-5.847289662130182,-799.104672177672,-77.62151611303975,70.57670273948412,6.677004637998152,2.0625937140871713,-1.3960383186713714,87.91641299471848,1351.3272838305263,8.388244514739995,1112.2989111216402,-1449.4193864415488,-59.170788054452714,1111.8608710105927,55.77421184104742,-0.6678560147881071,-1010.83568693913,517.4937799878944,7.456729629970596,4.11887181873189,-7.479714192978122,0.0,139.45033391536953,44.29386285208859,5.491608378417027,34.09981553974177,-6.102343216688041,1746.1386762663897,-124.76109386474673,-177.11711483193096,1139.3009119998906,9.961846749512262,21.05948182253178,7935.729589307797,-51.400264789577705,265.41573684864386,969.4338090919064,402212.14719714783,228231.1046322435,144558.24520246126,265.41573684864403,-51.400264789577705,0.0,34.82957093064337,-303.09257432170125,5.845813683800159,110.95785467167599,408.4378182757914,-32528.718054821424,5.509639884866218,9.096433802020528,2.863636246251531,0.0,-1177.196230490259,230.75536742446536,49.07200154940074,-1325.133982177089,1.8390573716582927,11.371787248626745,133.71629503361123
2010-10-29,25.920350915721357,6.670768109568028,-904.4940239547857,-731.0337382817016,-746.3863005038376,146.20056000807438,3.8125919383557134,593.6860045253458,-507.8000536526337,-728.2035457881867,1162.8693063784715,458.4867922755712,-39.51004420091488,142.521234882252,37597.0880740015,-109.68059169724992,305.19119873513273,-340.5115776827087,131.50648005630126,2.8247472860422977,631.0908445548853,209.69966251669874,883.5998137520245,136.98724406273922,1143.7134381929802,680.0960604628889,808.8530140631512,-6.329943744297079,51.918522811391995,93.61213846995952,15.927121657540965,-1.2859085462845314,-0.3382332280727951,3.9329210681032793,-123.99441354682676,-1401.6778891842596,1352.2743429476818,620.4852045495295,1766.9044435206845,-151.41715732212697,-1035.0457354229986,-9.120806689675192,0.6938119448003967,890.2340647785941,-76.49402582903713,-22.965340388318054,-4.372040808819882,-9.31023124513365,0.0,11.185442817201078,14.021934550304508,-6.198140136241079,-1.5879636449928682,-4.020841837467742,-55.38333797422638,-114.16766645587268,41.49037084874391,-72.86699612506345,-12.634105880753054,-11.1846420774948,-4216.529853718763,-8.07466482520499,3.9282027991134782,-261.15953856260603,-99892.19357206486,791043.1526364805,464862.93214357644,3.9282027991134782,-8.07466482520499,0.0,1.4788455920215142,-223.7595901954228,-0.6278761088062481,-65.93385869997883,-67.09727729369865,-146.5021037669503,-6.376459111651542,-0.6923538680477748,-3.4432328891949453,0.0,513.3074925513101,-32.68273282008249,-65.45035780375474,-191.60587668455992,-0.17510248580280852,-9.723523775149289,36.57840648574552
2010-11-30,18.34542976955156,6.727573103155743,-859.9801457440052,621.3615423314299,-743.889834502446,88.1629705097173,2.69322553448948,-440.28950071820583,603.6076086460004,-516.2863428128719,880.156964153924,755.2280902310673,-49.00798332379538,-25.52894245896122,40671.47651162051,-92.56662133657561,358.9378880900473,-169.10267314339796,266.5479114052684,2.494353525478056,-315.71301069027777,-337.3328516974226,-80.06383157055558,115.82219537019084,994.0006278403855,-524.2706241038284,-724.8830767407972,1.1127869767876488,238.7792080179961,-35.171156359653914,47.20804011362475,11.942033664130463,-0.38395419336374914,-4.56287520731335,148.088631012517,1783.1969862499536,-1412.9619665120617,-645.1924982720495,1101.0576884350694,115.51839041734956,1253.9042156680202,206.50014183436997,0.3124705145145099,1710.8409035574405,124.52137454556214,-39.55700491513744,5.869044160399383,76.16444120884853,0.0,-357.06794236304177,-0.045628704454358626,15.55486427627659,-15.396796187988059,6.2680440178919525,-158.2430935146931,160.40386723829215,38.12540120680313,-126.91275341725668,-55.7436528114234,9.386146189822739,3734.1704498503823,43.85424819158038,-28.56432981979202,8379.477983903365,1054445.2322846614,348949.2549447613,666821.22664015,-28.564329819792192,43.85424819158038,0.0,6.870053061231488,457.88840085418997,10.075708997370356,-40.377828974675936,-615.7302264132804,223.81893424788723,-7.647320198698743,5.04862849423202,4.263415490678142,0.0,267.3324215222601,-830.5302531609768,46.6025827510166,285.252305429276,-1.0287822783971414,-18.570674211078853,326.37355187479625
2010-12-31,47.138720380926465,6.746082931059952,-876.9631060955232,-803.5387262382548,624.4718764943863,85.20017147413091,-64.44707082198674,825.3663938302434,-442.71102757270495,606.9273608352577,264.4662571814668,578.1168594137108,-11.854499916821844,-22.588930076731906,-1702.725497569119,708.8436131677772,416.8930862224344,109.41115371679612,763.9409365478482,50.267694656229004,-963.4581092090156,-11.176433300362184,-72.89926837382632,92.18196674470418,846.1140688161395,-680.5328506011557,2432.0158977141327,3.069250477167121,-1035.4590559355115,-21.57164946977346,-112.19362387455766,-1.6778182206076053,-0.2698216258406063,-0.9505216619435057,49.55020892079665,-635.4910886638536,1807.773426688355,-963.6492691946148,-356.90502381157887,30.999171953627865,-476.046948600578,15.99663347338037,-0.5590618069774254,600.3455552524683,-19.813676400774966,1.2939303287082566,2.2393441523878934,25.33481538573278,0.0,20.085966203535406,-32.97454567297727,11.51966551112207,-0.11244499845892619,9.486549084667331,-476.50498449836596,97.95815834341374,362.72715813618663,-378.68822920920957,23.182766922989117,62.78830721378267,7416.829676053254,11.906319276897705,-221.6592038512744,-12986.706361797938,364129.18736507744,175229.78301544115,220415.4716591891,-221.6592038512744,11.906319276897705,0.0,-45.10044488209349,100.56628052131055,6.203420577318326,-40.39213361792804,-19.798708109562824,106406.7430888692,8.226510762688513,4.6732011316384785,0.3701336440230989,0.0,551.8571173207674,114.34497143112651,35.67717850374629,-106.57655792251899,-1.1316924240386537,-34.7106852119338,194.93666723501178
2011-01-31,-2.222624360638694,6.759488662555885,-879.6488253759712,1010.0426867443417,-805.5926649924824,88.15861579477048,-50.94935929174606,346.19423993943315,828.6921277136559,-444.4948887475298,231.27771118712883,528.6578864946388,-23.987483661346634,-16.847741581660657,-318.7966911891898,685.0936661219064,291.5002455743616,131.98136935237108,627.8213500696219,50.490305254676294,-1160.7320506529284,-90.2448372938794,-238.3186503504868,186.5217655833077,832.259615490268,-265.5121688762048,19.661916269646298,6.601743145035128,-1396.752134520285,40.556250877938524,14.30253027319526,12.039469689023917,1.074332113891515,2.9174961254701763,36.50204982614923,-105.78150550006205,-639.9156278040223,1400.6137293132783,1455.5282637375285,18.80773718850719,-290.4008706241362,-22.72343677696199,0.609879433358798,464.2211295604757,-11.218305375720774,7.420327723628475,0.3315899944804457,0.8760174971724837,0.0,-35.52806179494672,-7.825633983500396,0.8323702446084553,0.4418932834619511,-9.17223447790525,-36.724630392258405,87.07251943504889,15.983863112644883,13.541669349179756,30.47083113749997,0.653671024845039,169.1012683167355,-9.899948135400507,-14.102105172131814,0.0,96454.17732523754,106332.23203274794,-13466.327608771622,-14.102105172131758,-9.899948135400507,0.0,2.82395524616971,56.75102480105852,1.0572304411906117,184.19741877152558,-43.02270535824837,5283.820295756217,-0.09394981851593798,-2.721035781424632,-0.21059995439358659,0.0,-741.2794659334904,-80.04710577197903,19.630064222238616,-225.5783171294861,0.192087070262982,-10.722786861289187,88.84420214154397
2011-02-28,24.73461485875852,6.795052079449509,-945.2134505258678,369.63316766133585,1020.2803343733694,68.54162646567862,58.702234392308284,54.97613822781015,349.8349087953208,837.4068701109122,121.03620297068097,457.24531557322405,-29.87436376030295,-0.6545391969115026,-1039.262722681949,665.3363476139825,303.4440116027449,309.34086282292367,535.4429743727828,47.267019653584306,-962.8336599714846,155.1618301591495,211.95922609993562,188.3745177610491,791.8956044842197,-364.62659894829005,705.5396160660664,-10.320908593782011,2411.370119857857,-31.20336250003789,37.989837189750006,12.627566095894167,-1.3433348815758563,-2.67785273216286,95.6498542451809,394.70979780929366,-103.78419315293183,-975.8346167963678,-1002.4366062671529,25.439826313931462,551.9182937740585,73.5681330396119,1.2577562689521138,846.578908347803,-74.49594051335498,-9.987541097129792,0.5362147601363532,19.036756245331617,0.0,-31.564876327998434,-59.38806150974024,5.803276917601238,-0.18464496132673958,12.074821807736498,-66.86829577280514,364.42282555038764,254.95992227153354,-47.56508098304039,6.898538902266836,18.516246118460685,6614.982256178046,-9.174383828223142,-40.70787206416418,0.0,384141.80537400395,102822.94245550968,266524.591937216,-40.70787206416432,-9.174383828223142,0.0,-4.399223488265285,540.0721638060895,3.5442138177827047,1.234179491769794,-18.080166606184562,-1416.8911939566024,0.3276188943867311,1.3195639381847855,2.9031716184236416,0.0,463.2215878891657,-21.26503641688356,-31.19275452947295,-442.9078294743849,-0.4601227190068853,-5.075369596839522,-475.7127273379879
2011-03-31,26.60326535575523,6.790666147530797,-853.5726526072675,260.8285574482076,370.3741159593451,24.264106675982674,65.09740489369744,605.6962537877355,54.919373218887905,349.4736905948573,111.93655225697407,656.7441124848433,-166.28723107461272,0.3531041327042692,-17967.707842980006,699.5311024728284,167.72513208139742,176.52530375680803,482.24933614329626,25.07144438670077,-1344.1628890838792,315.12088311541555,-134.2426274482724,106.81779226538633,595.0985473399171,214.1233599843151,-2568.9671356067915,1.216523556653414,803.7140723870652,9.904915864187231,151.35710528322682,-3.903245854767192,-0.2379845327603931,0.5352020249878382,-9.490143045872173,-658.71635569528,389.7952288078904,1327.6926356510014,-36.16392407696503,-6.825557770133628,-425.4209741721059,-3.7454757798068385,-0.8417654111809303,1501.8179080595419,-269.0760736242419,4.975353728206869,25.10471658764257,71.49816073754334,0.0,-86.85688932507662,40.427389016846575,-4.973301311204409,-29.518294302703183,-46.71104586617548,-374.47303380429184,107.5395607539449,-400.8523757375744,-428.4643772505369,-69.46947939924951,-5.330773563054549,-1662.7790301418281,50.69243173341306,16.115079848957407,0.0,255488.65906838328,902554.0250575412,947574.7543942053,16.11507984895755,50.69243173341306,0.0,3.500775291158881,519.6746551917895,-2.8869970269361147,-132.5889418480961,-307.44320291188916,350.2487146781059,11.496480605997611,5.754065708657379,4.215478634985914,0.0,69.56144906580812,-247.5516479279551,-12.127771900884909,-157.8557198502058,-0.49513254755241254,84.72112003111276,-182.87319411965223
2011-04-29,21.4947617133174,6.810036266983507,-826.8425633725567,655.1328337870301,261.7935173616814,5274.778549861185,36.972723520522194,181.9004503200061,609.0415182241379,55.22269328228563,508.3661918184571,416.28984092126063,-315.44578893184183,-25.247144594311802,-20001.957699500537,526.496791652972,161.78513302193133,747.5563445037218,105.88926796868527,59.74009897283009,55.54695264434031,344.5968736608686,1019.8878580546804,156.75721231999,603.9724015111096,424.1354582173983,-2605.3528578761902,-1.8455817736932758,-1614.510666011629,-20.1678352392036,-328.47309166021114,6.801056934439089,-1.589567848177694,-0.7846404092690658,50.70995046035205,341.86470785703625,-657.2158091416097,706.7448555449704,112.48277447969986,12.171496657693979,135.77952944612338,84.13275593875778,0.40309464689312247,387.8999157334547,-107.5067500389332,95.65029564923009,-1.9245929703330305,-55.44787683811194,0.0,-6.506293273238342,-44.88376322700387,13.625945093457744,12.419980537594753,11.434254591473291,-365.0697324002522,805.679661062868,593.7215246189826,12.673912275005932,-59.06249934308522,441.56796215824863,105868.24711689621,168.82843919585105,-83.971723717076,0.0,61860.710725758225,73718.6276736632,332198.1766670905,-83.971723717076,168.82843919585105,0.0,-21.90504400805409,939.3071818664539,0.8631649192123945,26.765872109963652,37.82698622324861,52.69041292241309,-5.924307383224416,23.431893434813134,0.8028045742084657,0.0,-527.1085755218519,-82.35574544364167,93.76062318153708,-2411.782117217652,0.015099275821735203,-93.08387890928641,1005.36779694254
2011-05-31,-20.531663228701348,0.0,-777.2268652221585,-5.49987808521859,659.936010514297,5934.156353522119,24.68689546881233,318.4963756161323,182.9432762567245,612.5331219591762,1532.8732949119858,712.4403425181335,-119.65701292997782,-29.749646863550417,-13646.156894699332,-451.74096035577884,127.06210422122284,940.6544395266243,-330.5017016552408,30.524718711174422,156.0837217714174,-511.65067061045784,776.3431661087498,114.6986238277833,567.8156353511699,513.9348765374735,-1205.314870323163,220.27433426915618,570.6152609654046,16.39934333152701,-20.19355205946175,6.171647356091285,-0.8435833454952615,0.5438135738166294,52.928267943259925,33.2504672342759,341.13138046245626,226.96835328720408,-335.2119259500121,-37.795061934516525,-274.07107255426433,100.01315004949174,-0.5810909878637385,-2112.602775803254,-104.43212161277188,6.01302071440216,-23.225628749592275,-74.04970076941049,0.0,111.28600175931842,79.72619923170775,10.736877071381969,-22.33478876252535,1.679153354617938,-155.19780635101597,3986.7867141421248,387.78625433595096,-150.86831497628646,263.40574561989985,-4.465788951323248,-1521.4047505391063,-318.1339200481235,423.51599275042713,8217.090356082143,484023.6940517612,-14620.302371865138,451676.6696777288,423.51599275042713,-318.1339200481235,0.0,27.38860451883052,4076.156132745793,-24.838221980715844,35.62426510152943,292.0308444202819,-7426.755110424361,-0.5504691636375227,-33.81547254281642,2.611363872223194,0.0,-1101.9490524514367,277.0485273373275,-70.63027211428653,-716.8452972977684,0.0987000960511406,1.9523472697176523,218.37020331187068
2011-06-30,-13.483119946914746,0.0,-693.8527961098592,339.32855368499764,-2.6028462209679937,5475.40159231612,164.05082530768613,42.806555380738295,319.9671576610314,183.78808865194517,3064.9336034779867,-1082.7349268207436,-98.80689344221419,235.40871066126005,0.0,-725.9270743656289,-1248.0152584382984,879.6615679851362,-216.75325516874125,-23.279515115641622,12.692088180104854,-577.5188130017326,669.5369342580506,-1144.2787702392507,488.2620820322066,1622.1673388177524,840.2374263420556,-219.13453556904153,167.41348677216865,-28.27262630661955,8.127063857661255,-1.9371474180618407,-0.37256723091029187,-0.44634149422580627,42.8781594718821,-49.61090885255112,34.826528306818545,713.0022570833166,-248.7179352390466,-41.1042411350943,224.05688422012423,203.3663976100197,3.874697843315793,-294.9649849271991,-116.11378212197178,77.39218515114987,-1.93125761487412,-9.215386502310253,0.0,9.06267224985858,30.905393930006994,8.426807062130024,63.62422166726502,2.565902460097732,3.0655917679468985,244.52163075992212,69.74178839435388,-343.2358803290117,33.80095389012891,-6.387101762567454,-1894.7374352222541,-77.3597558685725,454.809988469175,-4473.622152499945,320623.53038299456,-38519.92377221119,-141091.74232543632,454.809988469175,-77.3597558685725,0.0,7.313213899022564,499.0306413844992,-7.6636128964817445,-244.28147973027328,-135.26900119687497,17023.56388285209,-6.206100144163038,264.609858012131,71.58825491003569,0.0,1981.5349131623443,74.72879784211352,75.17663219301267,642.8466331965719,3.947254000259415,31.225538234946974,-1551.6958678038222
2011-07-29,-22.62584457056286,0.0,-618.5150594257667,369.330467776648,338.44023978311077,5060.120504093484,65.92744352710207,265.4011794236227,42.60341268868072,318.4487222438591,2419.2010694096075,-1020.8314770814255,8.39426823711754,267.2952374620098,0.0,-582.462800799963,-1181.8327086074332,789.5240774814577,-110.51239244201018,-69.59458293695505,-374.6610283259371,-448.40135776922557,-247.58538132604042,-1146.8967112046946,541.060526249859,1796.0706943221546,1024.8954865161575,0.4790676174793509,976.6294031341031,-3.3044461122164215,86.16035503468231,12.751720645479281,-0.8773126494643435,0.1009748442257742,-44.267412830527974,-578.6782343843422,-50.57309240446284,-419.2597618310774,-506.26720804414845,-10.778216027159033,-385.3264477773449,-0.7322678705186263,-5.535318676643625,-637.2336764582469,-105.0436258493828,20.083058229066182,12.375759039924326,9.041025353781492,0.0,-21.499110370591517,11.869478543694981,1.7501875905494444,-1.825029894653511,-1.0128302727327991,-118.17687410396229,-143.5017158989358,-112.2881774019545,-87.33099854587817,-29.097373687822156,-0.612290690135751,-121.85657568019815,15.521723476661805,-29.46842544375795,39.41509085111193,-53287.60472462699,-48548.44540480059,-146202.7840326596,-29.46842544375795,15.521723476661805,0.0,15.908139207193024,-225.9431442052337,1.5833192411490202,17.064694578509204,-58.512327281410464,-1558.6247365828604,26.56571824907389,-14.412138533591246,-5.933018799106776,0.0,9.014697028018418,-81.91144955251025,-10.269091140355158,-13597.596805304329,-1.809985550568332,4.5303576427470205,22.027459964815307
2011-08-31,-42.025725152701014,0.0,-276.43517251651843,321.4816914012937,367.83623886551135,4769.372565365842,11.613553234745128,-118.26175997693184,264.51095512376565,42.460509807409935,2444.256263050968,-1199.5254966324733,-16.570215478078158,262.51397855816913,0.0,-440.3531701303426,-859.5764245579788,159.07715267240079,137.73151299255107,-30.240308310394838,242.27207632952306,359.6462200951169,374.9549564400005,-876.7912870777703,529.9334446838643,1513.7645839622096,-341.5191536368578,48.90633293357437,-289.88862560126563,-4.152227360611279,-74.88304743521184,-40.01041113281826,-2.058161747707743,0.17257155406676847,-31.140381058334242,92.13714228572056,-575.8787235374085,1263.557892318775,-700.7673371223917,-6.851515561334054,-44.69591591351784,-26.820471997895766,0.3778978953650674,937.6463318398637,315.83944932208215,82.64809379966437,10.535714001392343,395.26371622822717,0.0,219.36055741244704,-42.567063971764355,-1.5635757543249156,89.14341772722275,35.93344862688764,210.3674589786924,836.4507756916428,-615.4584728538414,451.29308853932525,33.670253320654794,696.4934064445652,329650.6036904199,18.78143067734524,103.32997119857964,529.2124272486262,225040.15817585215,102936.67426517513,107120.22717392072,103.32997119857896,18.78143067734524,0.0,-22.15103537443079,826.7376804818923,6.989717427331371,136.3004788265379,442.4276081465655,4738.175278220791,2.487136655995016,86.38181736833843,-6.236473022865312,0.0,414.4906480172649,489.25533390573247,73.06553890086889,-2530.182428141372,4.236205471245244,-52.89943876827123,166.1832444579254
2011-09-30,-79.64214130581617,6.797864036497103,414.69256299617984,-252.42807515057933,317.9329561767963,3306.8471710616755,48.24069651467754,-162.48360813470245,-117.630413041854,263.0988487857195,436.47659865269674,1800.0326744861445,-220.4936116949005,-27.418440842529527,0.0,-284.8091764244224,533.9632142429599,167.86948976090176,58.367737044013765,72.92264630311638,33.46383301822894,164.52667469952854,633.436514259242,508.4326446880339,627.8177600458968,641.3243213456127,197.274483147826,-46.120614072908936,-311.615934202875,-25.78057882280454,118.99645062320127,-61.42146820519815,-2.431828096687937,2.207771424740765,-49.396011172344515,-168.52066297204814,90.52930900135661,-14.578280915776304,-847.512850219905,-66.9529255200755,-55.503570707970425,133.924474757202,0.5629424661222957,1425.612065265721,95.3376539686642,-155.49078807968203,-22.482874753546568,-98.99652908983444,0.0,112.482993497856,-7.642703531000919,2.3744597194564676,-46.30367576718723,-12.863230925860307,461.03415239916103,-55.71727639589881,-19.326659106163845,704.1995550394404,-164.68134243982172,-4.153437657534596,-3990.409819526947,21.770773232527517,-675.0529755583229,-95.85639100050048,-62081.37879854813,-29708.59459474031,-27262.088877670467,-675.0529755583225,21.770773232527517,0.0,-11.59110128224441,-181.9141420740707,69.3478154517399,282.37258652316837,301.2415709059102,-28549.461369769182,-4.6936084185716425,-255.71720270446778,0.6683505739687234,0.0,-1272.1795143609015,333.22737454340506,-5.4086242208531985,14073.601954904938,0.04622441632190011,11.060106109404828,164.27804546772154
2011-10-31,94.42892203002243,0.0,677.0901087778939,-165.0844718378029,-250.52218495969697,1020.852336820535,-196.6376543755955,-217.16621168468126,-161.22666814002622,-116.7204482002312,442.7693534134549,1818.0177016825203,-213.18897178554826,-6.849172438456526,0.0,-303.07607337134294,578.4527324341484,155.19274346501373,191.6593491377556,106.12694291596576,-4.369316884476774,139.00541221532794,608.6109610825413,499.5199836056209,611.9503829831083,669.7088858167346,705.7633193526942,1.471444746678225,22.068169619135006,-11.456898626796551,51.98388878489146,-12.408201843493657,-2.2316034187261096,1.625337492167748,-71.19482329901257,-191.3862153021305,-166.03697570421826,-194.07787778297188,-781.0314529341781,-1.5865947040053925,-345.1636478514472,-21.741476851866537,-2.8525246434785902,-144.032637582015,-34.323092113247185,-33.560027054233046,-4.959878685794305,-12.168595760159292,0.0,16.539998487951323,15.935623598840351,-4.0334365408417625,-3.208990331905113,6.483988310032601,78.68553413423979,-387.39555044453664,-9.936840324601292,57.22635067919873,-10.284256111241206,-37.87649800688223,-14005.579991280567,-32.81626115670775,0.7147851408443557,-857.6590737337015,-86750.24307240173,-75958.69821837544,-43269.0615029484,0.7147851408445263,-32.81626115670775,0.0,-5.0740265434730745,-457.48311634593847,-1.6726075960271203,-40.81432780651278,-54.485266564389576,-7845.948344133212,-6.168140733645359,-1.6888999800221711,-3.7897185806379525,0.0,971.4993602863215,-1.9728517739577,-42.00531446842069,678.7122719445615,-0.05934585131588932,-19.797549319778902,-30.711917246013172
2011-11-30,4.206120529942368,0.0,590.2451407993791,-326.06480859728504,-160.14333235189247,222.22609963331826,-153.32678056265905,-553.9139178293727,-213.2739379664199,-158.33699981540013,44.06849743909379,11372.18551945542,-188.90970402568544,-44.10546129589533,0.0,719.6959299477957,293.68758561025084,261.7471075981657,101.06002700393472,75.239477716889,-673.1128782815932,-379.7121037681976,-88.37350738224289,375.978672006792,570.9330488195241,-972.7307821963965,142.73581666680136,15.820731076126808,727.216050624299,125.55325589289879,-10.839342305679793,-0.0011593394640385668,-2.741746906128533,3.5340494368341044,-163.6748187151934,-491.0959301151112,-182.64640161555621,616.5118446124743,1481.9524819114492,-189.81860951836666,-143.89977700317684,-26.783157589567054,-1.2133168658942772,-2944.552270372227,478.77102286534955,-52.571681052249346,23.570436444931847,-308.93877033743127,0.0,-365.11673854025247,-39.8649032021638,-12.159795773215478,-30.381649087111015,-29.8470876248266,640.1445901346997,219.1211784694715,-126.29876113604743,377.0703074683188,-77.48073528957079,-15.081005408460896,-4061.7638406897895,52.39359749108496,-310.5895275509809,-3358.580256947734,-45356.198253091425,-172238.56798672117,161909.32861612923,-310.5895275509808,52.39359749108496,0.0,3.6970047341010286,357.9234694858678,8.923927305611386,-72.2944367643833,-535.6911492882795,-8454.21501311718,1.7179736592752306,-78.63049107896632,-13.10546494883954,0.0,-600.5107302576071,-794.8514957032173,-186.38287173626577,3251.963524353163,-1.883556640758,-14.41687029241512,738.4620929794039
2011-12-30,12.684942001614932,0.0,110.73365131393307,-525.9229640966175,-333.8839798364483,2791.7005995395252,371.0698741842295,-722.2517717919937,-565.1257063467837,-217.59082225437083,143.6224069437743,9584.200094241027,-225.0604413848708,54.896661750491454,0.0,333.18110325546246,-200.09376326352557,352.70993286007047,301.831347447402,-2.939236154494063,94.42778530872229,44.734480072126786,224.51286591463267,305.8038457603135,663.1709103013663,-1013.819867653393,3349.038637548574,-13.052894766398163,-1481.3968944934531,-74.01054737494718,-35.639935685616535,30.098543300252686,-0.8583453183217031,-7.747191607788171,181.53020686337004,2319.25005830591,-527.5500947909076,2433.150196021162,393.45223716917167,229.89507399779404,1691.6181988534825,-234.6613534283233,-0.5306491216334499,-2996.626670555017,740.419641898181,37.78161671069279,19.010588742637168,14.975751877778976,0.0,-34.1055177423706,-13.776792048102223,30.7368517896748,29.062127654366776,33.98600429786802,605.219766986007,366.5942727545771,96.72643974939692,495.15025053251793,-35.29037399994104,44.360252486984564,13413.006379474886,236.94878836905013,-38.86266611631427,0.0,442579.03133747354,152024.48592148535,285624.03124823794,-38.86266611631419,236.94878836905013,0.0,29.562102272328268,485.6964136953029,50.19549252132617,33.44246546417537,-138.14972373309718,15091.577256226446,12.830303057509582,8.079825184224092,-5.578237995044816,0.0,918.7516168299917,-106.17386955546144,73.01884078994499,-2002.9708449686368,-0.2517696383477226,7.734007511427066,291.31346357528355
2012-01-31,57.446391413739114,0.0,61.559767913614316,-1039.918144753444,-525.5801922486115,3258.071433817215,-41.55966682668195,984.4196500523752,-722.7834506961972,-565.5417183636768,132.50931273560712,9450.266064971778,-221.64914368089762,29.39683883015842,0.0,333.4504236082585,-261.4761049930627,359.59142352316746,130.40809483351816,0.2861100742578282,46.86064395229346,-15.23023869598584,158.63898818862117,341.5058630807369,688.7209211735179,-511.3403756792382,3734.5425409538043,-8.28835975356074,-1481.7017285577908,6.8959667313264665,-45.57002042823075,-0.8437787709585791,-1.578108768728363,0.03151057390361611,6.735655722270167,-1226.397166183566,2345.7662872577985,1285.238637317686,694.0909708685997,-24.214353627924538,-1009.3702134804065,-120.6454732446291,-0.4436239421525845,114.53826857253898,52.970589200324866,-6.250621041020622,-0.743368857804569,-0.8360763430897578,0.0,-37.37480553917669,-7.521022444339572,-0.6954996662645954,3.046394908909491,-13.029471184732984,72.3686051863915,-7.068401036722207,-35.189121769962554,66.7310310450057,48.943072131960946,-0.8912363061624546,-388.53511063649785,-44.214816111175935,-20.378924987944686,0.0,70570.6678895019,73060.14009116217,-4659.601785963401,-20.37892498794467,-44.214816111175935,0.0,3.791580775056417,4.315849477468873,1.1515101936898873,66.26117934216808,68.70153185166056,131.53913909825496,-0.7148130212571431,-3.0284972923120677,0.9640522144651982,0.0,-814.3292412355186,-64.31566382334879,0.34324424068017834,-16.203042916036793,0.25173098853998166,5.7616663532559595,94.48675616200626
2012-02-29,18.792749740563675,0.0,-1073.6292428835247,1309.8197301822572,-1042.9473395653442,2895.334816621412,-20.223412158436048,-26.0803782579268,999.9741042904536,-734.2038872013972,253.56077366089517,403.38208885478105,-214.41418768949072,41.108185397315786,0.0,381.79162079865193,-315.31439674179575,399.5403453724294,161.40171228155677,-9.813967782199446,189.31272184161554,40.23987330873954,298.8538082278729,250.33982754842887,743.5930743180991,-708.8780287175772,3869.2730420134408,-1.1501176760388678,1205.79069085624,28.978897441895164,-61.729413085612805,-48.56475662070477,-1.7918069146177729,1.6369962897145363,144.68155100558943,92.27880628627565,-1226.3694661795903,-1081.5908353885634,1839.1869277858184,-54.62693883108136,94.25145098879987,9.268346851451497,-0.7208755541508887,1178.2637221570849,-154.1687898383716,66.46983414503961,2.6409858467549867,-46.02208998641777,0.0,68.21620952534147,-3.4619761094444783,18.888143637113103,-9.338362444167558,10.82427653002651,4.149578051303251,381.2373948214081,112.42384490604852,-8.226014691431374,44.42418313481818,-13.687859266266514,-7123.8467114631785,-6.940175140213057,57.79672320625025,0.0,141199.89815223217,177671.11453776155,-31479.02489690669,57.79672320625025,-6.940175140213057,0.0,2.6138363070940898,465.98940609264537,-5.990367618480491,-49.40911926984012,25.70635217928799,57449.219670473714,8.282168055610612,-30.566806036589526,-0.05366567901086228,0.0,285.8793600169629,126.09197946295183,16.046109916408568,-314.638408465471,0.4483439830933582,-22.33614573936144,-88.05937713236926
