date,excess_log_return,illiq,turn,RF,log_Mkt-RF,baspread,log_Mkt-RF^2,size,rev1,rev2,rev3,rev4,mom1m,max,indmom,log_Mkt-RF_lag1,log_Mkt-RF_lag2,log_Mkt-RF_lag3,log_Mkt-RF_lag4,aeavol,cash,cashdebt,chinv,depr,lgr,pchquick,acc,stdcf,cfp,agr,chcapx,grnoa,pctacc,chatq,cfpq,chcshoq,ibq_adj,chtx,invest,chinvest,egr,pchcurrat,pchdepr,pchgm_pchsale,pchsale_pchinvt,pchsale_pchrect,pchsale_pchxsga,pchsaleinv,roaq,roavol,roeq,chsaleq,tang,sue,sfe,chnanalyst,disp,beta,idiovol,coskew,mom,chmom,r_sq,gammaps,bm,rd_mve,cashpr,chatoia,ep,gma,lev,quick,sp,stdacc,stdacc,oa,ol,noa,currat,dy,operprof,saleinv,rd_sale,rsup,salecash,salerec,O-score,chfeps
2007-02-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-03-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-04-30,-3.0212239362938793,0.26593785589548496,952.8598835210876,44.55559132347451,0.6982635303650162,123.88365332505427,0.004705491177261177,1356.7606940305432,-30.24717544552649,0.0,0.0,0.0,0.0,0.0,-4.439388252613291,-26.76366571112066,0.0,0.0,0.0,1910.7102778411913,284.2657226269317,161.28004247043626,-6.0525763809743856,196.75993078766965,50.69829512533131,469.40065836946957,-92.11911563305488,84.67921929918458,66.34946003456976,162.76034151894277,1469.8775386028724,30.638981318991974,-31.739880135096673,162.76034151894274,66.34946003456976,80.85573950680741,-9.638616556166934,-611.9735013695779,-3.0772281130446295,4.047280137053743,299.4649296779836,439.55870112197914,152.16780158326202,-2.7264876071942457,-7.229763272378094,94.40914519820288,-74.9127001442232,45.849997107192365,32.35118136957845,25.301105127186887,48.31926908282348,22.529246855300887,96.8100216716372,-0.19588391785739898,27.16579484345247,457.2353158528517,172.51865778541475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,641.2323686084128,1.1220152770968275,5786.1486039653355,-8.920594170143161,15.947933905182053,210.2423671971253,429.44072778461526,3793.1818917462374,359.75630297971577,2.988565842757509,2.988565842757509,628393.6975121266,179611.0407332898,448782.6567788368,5490.456805584919,10.266801760432099,101.41562629328061,531133.3426836571,5.139178876265926,21.486852960168775,6512.087807241013,3101.614859590975,-5298.348875458995,-48.60165658079337
2007-05-31,6.43867200519995,0.2243297370995731,1383.0844547347128,45.409149148854894,3.5241018548390746,510.0720475984378,0.12033894955243848,1346.6803021029723,-87.75686395431049,-29.756835982233007,0.0,0.0,0.0,0.0,-30.948329676447027,9.075072668945364,-26.564818382351774,0.0,0.0,2656.6805241015827,255.89219342382063,180.4292878559522,-10.467771941154469,191.88284542562656,-4.517072233422681,384.5906653429771,-31.24164236810259,83.97488988498162,40.04369316238384,152.55223507274505,609.3970005630456,115.84793797231805,-28.73757281950636,152.55223507274505,40.04369316238384,91.60156511246663,1.2046899863462834,-748.0158184095973,5.660196354411978,0.200647971344162,327.72514158260344,351.41114489915697,69.14747171321433,-29.16060197637317,-9.939879636045653,-91.74731403201511,-49.357986398921255,45.791375784786155,34.4879866111649,25.113435582665556,51.15305875707697,-1.4738930575706952,319.7623032412403,-0.18216894780358425,26.318460326725933,-205.03902012258538,174.8479155113855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0556641756281806,0.023956858049784424,1677.0385458072133,-13.235541241659305,0.8373743683976951,1.092719946413638,-30.651675934650655,94.23426353597688,-11.97478918060176,-0.016863136715282945,-0.016863136715282945,9138.129963123705,-10122.849747014145,19260.97971013788,102.82158613978118,-1.5883271798842458,3.9347900243550527,-5186.054916637135,0.10972985960558201,-2.6561972751624197,296.2739935680693,-228.38383855304482,-242.56054653541014,-13.059972035820543
2007-06-29,-2.7369760785469666,0.2867701431043358,1576.85076384611,42.24040451317621,3.2710199545919645,183.80255780011865,0.10385374816664637,1342.1706731383865,-33.072321893142416,-87.48581879427833,-29.77256286203832,0.0,-60.0075756090376,0.0,12.20286787694264,45.831651745190754,9.044682968806669,-26.47586076247054,0.0,2748.7130787798997,232.40386703666636,172.97808078663644,-27.415450874106533,206.09138321739238,-50.8147376940274,116.04347709988576,20.917638017241398,71.89311637988222,41.43457375533225,16.98781957783185,-988.6306147618934,183.9043605684457,-203.85681049178788,16.98781957783182,41.43457375533225,112.83056812669497,15.876161614698441,-1297.1179700384328,4.7384678814144285,-9.332833957618975,55.86359599642833,90.67735492915851,-18.90039349820217,6.247641985972714,41.88178291836826,-218.3874705589275,-5.5649311342195595,98.04952886311334,29.717525202236615,22.262216508222334,42.60770709163761,-43.126368870780524,577.9280758329572,0.22785630172674354,27.703567624927498,-14.246764978477074,322.56400260437493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.10040591540633,-1.145972135146612,-1384.9106882729648,-10.83547832071801,-0.09495863689300421,-7.474024357938447,78.90510163070411,302.2488631225342,34.923189598950614,-0.2601016348299394,-0.2601016348299394,39206.86130265228,-18352.904388503695,57559.76569115615,302.4700527023833,-7.093829916450337,-21.951086920264302,75596.6123340549,-5.248908735871508,1.8476490520877924,1784.717853452922,163.43881045429316,106.93834354547471,73.52560344487156
2007-07-31,-17.513975633202502,0.17292431587935098,1336.9664895911906,41.42578403430212,-2.0425977518748737,198.95526685749314,0.04028607470660142,1356.5892188249495,94.89682665708783,-33.39756582348282,-90.1873592344419,-30.121727190348366,-66.80204324498715,0.0,-11.733283515253563,43.07123681702399,46.32400773076261,9.14184734381218,-26.760283165399475,2805.5815323845773,230.60085584576987,174.73707381089264,-27.836378935009066,208.45370099727376,-48.76006171459369,111.65187271528427,20.878751757059426,72.67990456482647,43.57113654297277,17.38365296762493,-1000.7518755790716,185.01999404311547,-196.68872226848927,17.3836529676249,43.57113654297277,114.34008493394504,16.627828812000196,-1312.4537670323068,0.6978128071490171,-9.516738620374868,56.42255598629466,86.19842536752881,-19.19149590156797,5.893720121775884,42.741455179165285,-220.4634620845784,-5.185781427513161,99.61620457158425,30.00954652355941,22.226788524702418,43.045074410951806,-42.9332758268123,580.7523987676053,0.24085568806420712,28.63457055412665,185.5939266793553,318.49980731568996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.346968982849035,0.0,-255.53659902202708,-0.1964784287186987,0.24501005153288702,2.4204270075998124,18.115522302120837,0.7070541463517657,9.354546520410281,-0.03717161484418785,-0.03717161484418785,8503.562759850756,1696.7124488975096,6806.850310953218,29.322314498305786,0.01246615112625582,1.1751822761098083,9321.19246143056,0.0,0.7027836858398366,312.05892323554144,32.04896518047826,-48.55375670326612,55.98573638968003
2007-08-31,-4.4939024946391415,0.33544676582557975,2130.706220191373,41.48597336080037,-3.927380592522179,101.67700927818652,0.1487183938954542,1359.0959538094396,-35.907457801557285,96.10950292892402,-33.51686938644104,-89.88469321777852,-195.37090404485508,0.0,-10.64762185318516,-26.805395765445926,43.150824782678036,46.409606237067315,9.158739847631024,2305.273381157421,246.4836471197969,140.67095046957638,3.004007431802796,208.0276937271981,167.09014422676682,0.5705424900403173,-25.80377838063164,73.16734436422459,38.24525719360997,58.49571418721334,-885.6476352851389,97.261582280852,-192.9744689107239,58.49571418721334,38.24525719360997,93.19855059653669,-5.038748902682878,-702.0393985722618,-6.005299676965066,-2.7532958565950967,3.0025875832891593,39.57778314931623,14.210517917128639,7.529870153666436,-119.25551714434451,-51.444922008623536,-69.8540687469962,-78.51080823258428,23.405278486141707,22.342683285424112,30.853936635235648,-86.77129534217428,575.4923635635446,-0.2998302191519923,28.936332000579856,910.3947645222912,508.7733598281874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-71.08298588622995,0.0,1080.8814260788158,-12.9219881255855,-5.899664256901149,-14.224927282900808,-67.44181227192945,-54.210652249073064,-56.58096388571846,0.0003568716198460997,0.0003568716198460997,-4090.340215756325,10274.451838071283,-14364.792053827667,102.30910347502413,1.2291408579978587,-18.545348199831082,-400.18682106537744,0.0,-7.903879334371984,213.57459915816435,-6.859574784515644,30.304313232010827,20.786673177741264
2007-09-28,2.1536401444637208,0.2561104662997059,1226.686214265088,42.994460855363926,0.9326741365267986,136.81410594294724,0.008497607170988509,1324.8032081884962,-212.31991467654166,-35.87357636240502,91.21604149935366,-32.4934989721835,-197.65346917754312,0.0,17.96748475282626,-50.16641517363439,-26.129041299319663,42.062042012441225,45.23859780562066,2287.4465208498327,278.857341601866,117.55151567716999,26.528940993998482,291.02481468303523,261.94096688532875,787.0482025132105,-36.52213555750014,67.73554603322312,49.081287305582926,119.61483786651677,224.50625923688983,-4.81487482891824,-44.28694580992966,119.6148378665168,49.081287305582926,4.086586100915165,-13.942520726561408,-4284.06875164603,13.304382624411131,1.7920624089258053,24.253888307434796,812.6930693280899,122.72776118822175,-0.7987191031188086,-186.34714315861,-14.159130376728376,-49.59831332000505,-113.25486501144783,22.932763495487695,22.019025944611403,31.144563162089483,-29.97366614193796,609.7595910347712,-0.47420021235155774,40.499282058669905,305.7387860736243,208.68448779346872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.32446667076681,0.0,-5455.834560159596,21.86308075797681,-0.6872624833905263,-12.48039874329507,59.391664392121754,1114.2513101989653,11.385039364274064,-0.0065955620456996655,-0.0065955620456996655,13659.944772045827,16670.28622593984,-3010.341453893925,994.6680591713839,0.7458566184875521,2.024739501976555,149770.42428733897,0.0,-13.819186157123562,-833.2689027307733,-321.5271803148662,142.97360273183494,117.49515607637461
2007-10-31,-2.859857418607919,0.21903184397545197,1300.526187465568,32.64021085186218,3.2219790131371835,143.63292626582682,0.10177531078544273,1317.3407563789835,-37.00687286749591,-209.08785221847472,-37.09109679510037,89.91894974579593,-259.1526040279547,0.0,5.660777278059095,12.002310152748393,-49.883833992236795,-25.981859657306916,41.82511175775326,2251.3099093246515,275.8352005836567,117.28977880912448,26.32988277888118,291.6237722388185,261.3230027725682,791.0087765751672,-36.33027010450474,67.47999996547989,48.47631815792152,119.32248025961134,196.2223177054048,-5.535860523341011,-43.06279839090962,119.32248025961137,48.47631815792152,3.9352728962549595,-13.573638993319996,-4344.116690409182,13.521116412010251,1.6986969183431482,23.99528772092674,816.2442620906195,124.15368014679464,-0.9673195254237538,-185.29501622335883,-13.34617759885993,-48.44450166871616,-112.09949190045899,22.925969614456065,21.69307871180916,31.20508258604802,-29.382218241098364,604.7766857131135,-0.4539710813262096,44.76045059496562,698.6851099969477,243.84456496660476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.596335555123801,0.0,169.09061017687668,-0.03165457697597773,0.13480748999634606,-0.8382933447606149,-6.800151096517595,-58.4573954345924,-3.074721613714246,-0.04695419656106514,-0.04695419656106514,1138.257053284673,539.6890666651598,598.5679866193095,-82.66319967079653,0.0358261957332453,-0.12410727815466771,5103.52672808792,0.0,0.3486679835391815,-236.70977768280864,0.630583681607277,36.374127437879,56.20700993537238
2007-11-30,-7.587085860995259,0.46476285608529866,1625.5162652082067,32.69982097746858,1.816720956438925,169.91719544970616,0.032298403452062634,1320.8328760067348,29.079249619728916,-37.630390144781,-210.82535746572276,-35.844168910208474,-242.93035069153188,0.0,43.01727512516392,41.72223838302842,12.034126903774892,-50.01607032892358,-26.05073459466493,1963.6068858484682,255.62948272829487,149.19014903198266,19.891257189449426,297.732030867875,83.83453024434283,-3.2527661169224587,-17.584369342194208,60.681554116423264,23.280254189321244,62.91699189509571,2898.7660781434206,79.65458218179066,-34.905415105173255,62.91699189509575,23.280254189321244,2.7100086203489604,26.959290999298403,-145.66293460250517,21.40579035461523,1.2792898217222548,45.04103617679096,-8.100825603660276,11.6655272710326,7.997457903952189,57.756005039728755,-121.35024101121738,-30.450186719859637,86.38910215333425,31.13133379967867,21.24543952211363,45.12362601980372,150.5544760078701,599.1464651087226,-1.5849967082327598,42.77678565036867,-364.3565426656015,33.70130352667206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.51610536881742,0.0,5074.837496558412,69.23353593798556,8.76544068619419,16.541997548184725,170.17796744488584,151.71213049282142,133.91580366158837,-0.08435775989384364,-0.08435775989384364,17032.954771177494,-3395.7011661040015,20428.655937281437,143.38173084981008,1.1119921113491995,18.73175797306058,87161.80408017186,0.0,9.41857155483202,1380.2536007526905,-58.589549019730384,644.1321827963839,-48.14956459061705
