date,excess_log_return,illiq,RF,log_Mkt-RF,baspread,log_Mkt-RF^2,rev1,rev2,rev3,rev4,mom1m,max,indmom,log_Mkt-RF_lag1,log_Mkt-RF_lag2,log_Mkt-RF_lag3,log_Mkt-RF_lag4,gammaps,aeavol,bm,cashdebt,chatoia,chinv,ep,gma,lev,lgr,acc,agr,oa,grnoa,chatq,chcshoq,ibq_adj,chtx,invest,chinvest,egr,pchdepr,pchgm_pchsale,pchsale_pchinvt,pchsale_pchrect,pchsaleinv,roeq,rsup,chsaleq,O-score,chfeps,sfe,chnanalyst,disp,turn,beta,idiovol,coskew,size,mom,chmom,r_sq,cash,rd_mve,cashpr,depr,quick,pchquick,sp,stdacc,stdcf,cfp,chcapx,ol,noa,pctacc,cfpq,currat,dy,operprof,pchcurrat,pchsale_pchxsga,saleinv,rd_sale,roaq,roavol,salecash,salerec,tang,sue
2007-02-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-03-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-04-30,-0.4695864594895709,0.049100487773018536,40.037331263871266,0.627454544856982,78.1322209897658,0.0042283202495389536,-1.0737740398239346,0.0,0.0,0.0,0.0,0.0,-1.0544138447197005,-28.775468653802086,0.0,0.0,0.0,0.0,37.026962382903186,651.9616237024566,241.50501210266142,-1.0527290796344182,-0.2975878668273406,24.51148033716261,25.119809660537875,6861.986204865306,24.261216124826376,-54.0996309681345,32.690632314427354,247960566.91647175,202.5135208670037,32.690632314427354,3.6963100351051827,-24.973117319420595,589.2877131365962,0.0,-47.76845312628899,54.898753613658656,791.762353794944,37.90847972612218,316.8001830670276,-70.62176377657133,22995.290456962244,45.847071923203394,12.687516142765677,0.5116691737350525,-1816.197419734301,44.03534725598333,21.07120558372941,-817.9178105459762,84.92250011260066,349.48551039222315,0.0,0.0,0.0,1458.7472898215296,0.0,0.0,0.0,294.2069402968307,1.4758534427165246,-7310.974990432547,196.72430108661086,2347.012603937666,18.264411359859626,233.42440993084594,0.09259739906674888,38.74638999381293,143.9304720213158,1157.1827719583946,240405067.06488976,7555499.851581998,-1.2742851287867691,143.9304720213158,2347.012603937666,24.22197845958712,0.0,18.264411359859626,0.0,246259259.12874234,37.04220977451282,11.043567689107704,4.8095408728646,1174.9683058026003,3226.5039278877407,0.0,0.26341900092313847
2007-05-31,1.1003739710001836,0.036682600962617176,40.91182844420167,3.175074917885902,65.64165193921984,0.10842058377059363,-21.154255154926005,-1.2359405567038877,0.0,0.0,0.0,0.0,-6.429814573551784,9.805771547364778,-28.703741529912158,0.0,0.0,0.0,397.3095539548344,658.6165433873177,245.74845784721842,0.12084380041778053,-0.2973496660072494,26.584435702615917,28.24207339160174,6918.933475112858,5.076231961954076,-18.06755722411914,16.500518092484928,249578236.09873995,97.62083152787295,16.50051809248488,-7.977168162692282,12.124271158991665,14.583465583334402,0.0,11.581355586257096,36.410317601553274,-136.6223047133833,-11.090628161491512,316.54660396712626,5.951464687289554,22954.744986064106,50.57749883749632,16.37355071949541,-21.62789282944381,-1862.3010270114778,49.180673059770726,21.156891933495743,-1219.3719583323402,70.96662049145696,248.78633630154508,0.0,0.0,0.0,-3.636143996121973,0.0,0.0,0.0,3.3797725567039834,-0.013418553312829484,-256.3100203758522,-47.423155704892906,-11.86281048099454,-12.328245888161554,-8.38922215981026,0.004420908378232918,1.1387795358215058,-62.90358359050143,-1114.101570125517,1582677.0347132087,34992.147554941475,1.0228688046263028,-62.90358359050143,-11.86281048099454,-10.51760934321111,0.0,-12.328245888161554,0.0,-26123830.783110052,-0.33679012583350953,2.576016892849612,-0.3457974749270809,-9.569640072666289,17.361396161777066,124.07842256133651,0.009136496518187709
2007-06-29,-4.271557813084126,0.044587333611895485,38.1182775229568,2.951809951852435,105.71250821928012,0.09371894137947075,5.030287021468192,-21.024076206512383,-1.3327859723194813,0.0,9.96235020519455,0.0,11.09834921977964,49.69603582132841,9.807302850644934,-28.708224005701567,0.0,0.0,538.3218832433765,653.2325138498447,85.73804452462122,5.938732038556864,-0.003502910075817481,25.298683518581033,29.642821857116584,6839.892425422369,-20.468421470010842,3.3246753953646255,11.17386426482875,256411826.51218903,256.55504242285224,11.17386426482875,-9.906577883226374,-41.74813574773866,111.74980831641979,0.3246841281831272,11.503106471628278,24.955980970272055,-120.45349588819414,-57.69678211781154,270.61846654782545,86.37305586579504,1893.1926151818454,58.36972052194322,15.734393402093682,19.094714195425,-1855.2575048605172,76.7638388705175,22.895734659484688,3278.6693390950786,76.26937844126529,-177.73841544058865,0.0,0.0,0.0,0.22723520121098773,0.0,0.0,0.0,-10.383590955566433,-0.006849713094083443,-284.6314286950801,1.50208998142665,199.2077035353259,19.470300862373616,-1.500017585006617,0.000890295173205255,0.1433699621122173,-50.491525018453046,-434.42005536027375,3443448.1299640536,3390337.919013843,-0.3144983444376995,-50.491525018453046,199.2077035353259,-7.513994411377473,0.0,19.470300862373616,0.0,4756080.061505437,-0.17191985462949333,4.556704307353879,-0.010649713095540747,5734.291294716461,1072.234439133238,154.34834525759672,-0.26443832067734546
2007-07-31,-2.8331753700333375,0.024614386535073144,37.209320723296955,-1.8346949039096903,168.49543712984232,0.03618561505557481,27.78769463206947,5.2350415487027675,-20.903341180836186,-1.8228752578520826,-49.72459088292418,0.0,-20.82347078486039,46.273789902156324,49.7684199380111,9.821587550463562,-28.750038597184325,0.0,536.3404950784355,654.7176441354236,84.99894096552308,5.879668404947056,-0.0035094461441904233,25.36484443870064,29.651595472419096,6855.40412207587,-20.371085117985753,3.4029900512548608,11.101929735930323,256929423.16057932,257.78358182742863,11.101929735930323,-9.932936931838965,-40.42406951599892,111.09840239437199,0.3195583708757257,11.523844791113628,24.94087510546877,-120.68664857797383,-57.94386172003722,271.12341265322175,85.60913533929694,1896.2757998674267,58.49778806580909,15.779730033069404,18.681025780266605,-1863.1138067514617,65.37674519015258,22.858430863781415,1427.0373310208251,81.49346386353858,-20.060788873969216,0.0,0.0,0.0,2.1197542508975857,0.0,0.0,0.0,-1.8502281655445358,-1.4555851763096117,17.235259104852958,0.1363185018128945,-30.642526239050767,-0.30852690087945334,0.5803169559057721,0.000416860911727851,0.2092614812606115,0.028849411144665993,-2.5706963614004508,495138.9074498415,20006.91714708507,0.01426557109401183,0.028849411144665993,-30.642526239050767,0.03248649583907426,0.0,-0.30852690087945334,0.0,564153.0710643828,-36.53349979404982,-0.002706733958699914,0.02383735553369437,48.888347292743674,-58.02472284979194,-1.854215077054846,4.746105504298097e-05
2007-08-31,3.443440348389751,0.030756502425386002,37.114665446805006,-3.5135590409327526,135.72868400880654,0.1330481844360289,-61.51855398492422,27.57551753188319,5.166335798752865,-20.832083308502312,-72.16798851760134,0.0,11.541835068797191,-28.596984044838024,46.03489008815672,49.511478237506665,9.770881190687374,0.0,1637.658148315293,645.9653886088521,99.45586092655213,4.239851206201609,0.0,25.057291745569316,30.959365977323362,6911.037594531102,59.051081923580455,-20.486496110174404,54.103331501048196,264177660.38184544,-201.9310994799576,54.10333150104826,3.10930488480259,12.821106441177125,633.6336056708993,-2.875492583700066,17.690904061483845,-5.323831143245297,116.62682967709965,-12.583078373037072,-62.382214609047104,-50.19279334690316,19.80637649234236,59.69447599613785,23.917514424990337,19.806376492342345,-2822.6382403483985,55.26096774662177,22.690753452494977,561.1969467642004,82.0829554046875,353.37082164427943,0.0,0.0,0.0,-7.524485851844702,0.0,0.0,0.0,-3.9242762151117176,0.0,-232.57186024932162,15.839826295522386,38.544447209201735,-40.35843030088094,-6.038255700629236,0.0005662605180009883,0.36600805505244693,42.78226635609656,-91.31989078991904,7234712.06570676,15780.343823932111,-2.936106517526521,42.78226635609656,38.544447209201735,4.908576522917243,0.0,-40.35843030088094,0.0,24514147.382496238,0.0,1.6856845789855406,-0.19787876432270224,-100.45131064774341,64.64741118030088,-20.45518367617757,0.018110644425548647
2007-09-28,6.957588477132589,0.04765252439453979,38.895922575491085,0.8437649939267342,384.3942322580687,0.007687554722725902,-42.95677202203988,-61.23992787238194,27.199633501079784,4.865453375422007,-18.624906612937487,0.0,-1.4566988410909456,-54.67451020982955,-28.477070373637662,45.841855302910815,49.30386532585461,0.0,1817.1721291541419,642.385802785357,101.6025413759198,5.285381223832262,0.0,25.77005437721503,31.975583784446883,6857.821631607847,70.33862315843717,-25.65827319249896,61.31823749282974,262151482.3016268,-224.69219770342568,61.31823749282981,3.0973928452078896,14.363268876681646,644.6697974808797,-2.8902802114849315,17.53813076680877,-4.487002828291947,115.86323651021824,-5.071263045301814,-61.90088943854243,-55.049074878541745,30.46930571829686,61.935376253151034,24.593046252037862,30.46930571829683,-2823.9219268721686,69.90716618134638,23.297915251147685,-663.8905561267719,79.02557392971569,-347.0256534917373,0.0,0.0,0.0,-6.079902224197895,0.0,0.0,0.0,1.4730680482869047,0.0,-4598.820569063942,-0.4405568257092227,10.114233901070293,0.0493606841153138,0.03536569822983893,0.00028074643545746014,0.287230106412693,4.945098913044603,71.61785274816754,-1945087.6630508304,-81090.41716777533,-0.10227236554203945,4.945098913044603,10.114233901070293,1.4050851144763072,0.0,0.0493606841153138,0.0,-1247368.2766459584,0.0,1.1219636791184264,0.051697703339834256,-3566.55356518714,20.758000571417142,0.17746076223505725,0.009507234109720812
2007-10-31,-2.4884063718483045,0.034156857760069534,29.713732786466217,2.933100643082961,570.8054637443307,0.09265027124558747,58.946074617100095,-43.09650329772178,-61.53665522849289,27.44902953606979,60.593918999238554,0.0,-15.745411409260416,13.22299522277956,-54.95722824844945,-28.624323297363503,46.07890030556739,0.0,1824.6946394841239,645.2503194796358,102.08252855594831,5.320911525581629,0.0,25.905669187033226,32.189658227709366,6874.059299556011,70.75516451509472,-25.78020961739393,61.634731760052404,263028082.23816985,-225.8644319086053,61.634731760052475,3.04690285443397,14.611530426600446,647.3822764353793,-2.899905279669243,17.68131565502271,-4.567678393658129,115.50260906382132,-5.462241424355873,-62.34702522492123,-55.684713994549796,30.361656846517583,62.3084882027682,24.51105392131106,30.361656846517555,-2841.503788489959,67.26075542559488,23.36486688838737,-283.1897630650941,84.36489146130995,121.7490371624263,0.0,0.0,0.0,7.466065958271429,0.0,0.0,0.0,1.21218134737137,0.0,-53.97205086462054,0.542668105305097,10.412670949986477,-0.13642101584943944,0.881339412076187,0.0007865242803751921,0.29216462581361213,0.26747731718008083,-1.475840083408002,765476.5319876969,111123.40455535427,-0.012744154955049769,0.26747731718008083,10.412670949986477,0.0761421730224292,0.0,-0.13642101584943944,0.0,-629198.4671704173,0.0,0.14250316129234974,0.03631968173858002,31.691674633299954,14.967421957439,1.3343407162378185,0.00027104901505870665
2007-11-30,-1.7206147843254076,0.04014406662998757,29.86458465563013,1.659202257914861,119.91956054530796,0.02949797201643556,109.76270177008479,59.29832153687466,-43.182101688652594,-62.13256805590826,94.18784424788277,0.0,14.819780747757802,46.27078994981416,13.346085439665183,-55.46881409042878,-28.890781395813608,0.0,1156.5574658857342,641.1342258222932,103.04450333389782,-1.297242770130235,0.0,26.02461735146304,31.53759214605599,7051.942773826237,9.97882470139696,-47.997265707409326,12.053424162924486,270223732.4278218,280.11263741488426,12.053424162924465,-8.937045551520306,1.2023184557721258,172.4735998118719,-3.061506590577364,16.10265827294978,6.043845696309997,41.94721662439927,-69.05953729472424,37.761161816781645,-23.00952168302398,-42.14986790129181,63.15057074284573,-21.38959894119634,-42.14986790129181,-2832.7679871039854,110.14483180941089,24.055175375855672,-980.5435451561627,78.90807582312041,92.90652096742326,0.0,0.0,0.0,13.510045762134496,0.0,0.0,0.0,15.634779660279776,0.0,3602.7782197983724,8.75881178422543,159.5505485643448,65.91821805177545,-14.001530782521826,-0.0052261346868862635,1.234361541312964,47.805835456459334,2195.6450780224313,7696900.952541411,-501250.7628894709,-0.5875190433874691,47.805835456459334,159.5505485643448,6.001685851106528,0.0,65.91821805177545,0.0,-51769516.09625769,0.0,-1.734615475917149,-0.06386061997712122,-485.14904898397344,186.90627462731936,7.927838317444582,-0.021501764998671923
