date,return_forecast,rol_var_pred,observe_return,rolling_var,rol_avg,ewm
2/26/2010,0.415739238,2.77E-32,44.048674,0.865409107,0.034032765,13.21784583
3/31/2010,0.503370404,1.23E-32,35.96461282,3.454978181,0.170769558,35.23986596
4/30/2010,0.530333877,1.11E-31,-40.62305722,17.10770784,0.485402943,35.75754229
5/31/2010,0.5,1.23E-32,-48.75084083,26.03127759,0.742293035,-18.80002879
6/30/2010,0.5,1.23E-32,32.29171149,38.16523349,0.452128341,-40.19346596
7/30/2010,0.48314786,4.93E-32,-54.80839872,55.33488866,0.103908049,11.58166079
8/31/2010,-0.44081676,4.93E-32,27.41833008,62.68200042,0.334563131,-35.83981029
9/30/2010,0.5,1.23E-32,29.85450032,84.24755362,-0.056925431,9.344575687
10/29/2010,0.449443549,2.77E-32,17.076948,89.60124416,0.138919784,23.99452186
11/30/2010,0.510111272,4.93E-32,46.33440507,95.86288746,0.352166215,19.05339767
12/31/2010,0.5,1.23E-32,3.639978977,97.84511096,0.474144415,38.53983153
1/31/2011,0.5,1.23E-32,16.50210049,112.7565671,0.805104451,13.61136542
2/28/2011,0.535233557,1.97E-31,-7.770877262,112.8086648,0.831104301,15.67617618
3/31/2011,0.537074745,0,-0.877218074,114.5439809,0.948976447,-1.071719135
4/29/2011,0.550556481,1.97E-31,-16.28242845,115.0775806,0.893470181,-0.932789806
5/31/2011,0.503370404,1.23E-32,-19.8351382,115.0942345,0.887204337,-11.89681741
6/30/2011,0.5,1.23E-32,-14.563311,117.1807735,0.770901277,-17.56704654
7/29/2011,0.493749887,1.11E-31,-40.04768138,120.189376,0.629221718,-15.42152116
8/31/2011,0.5,1.23E-32,-74.67605464,121.8243917,0.525198068,-33.0116356
9/30/2011,0.681194007,4.44E-31,41.68130746,133.4988694,0.239143201,-62.77193492
10/31/2011,-1.841857433,1.97E-31,-13.61475602,173.3017083,-0.294257189,11.83752392
11/30/2011,0.298383713,0,11.67891645,185.7977935,0.003466436,-6.34267604
12/30/2011,0.942660153,4.93E-32,45.3384057,187.1130218,-0.093781822,6.529890027
1/31/2012,0.503370404,1.23E-32,9.220103887,188.0959744,-0.01036099,34.25025836
2/29/2012,0.476406991,1.23E-32,20.88874068,202.6804593,0.313484765,16.37157659
3/30/2012,0.489888698,4.93E-32,-15.38453777,203.2420477,0.37934265,19.59812237
4/30/2012,0.5,1.23E-32,-36.27765931,206.2232962,0.528547941,-5.389492018
5/31/2012,0.462925255,1.11E-31,10.21214737,208.0179843,0.418658385,-27.45246865
6/29/2012,0.479777426,1.11E-31,9.71886172,217.5682984,0.159532247,-0.549171495
7/31/2012,-2.983907461,7.89E-31,24.40622,218.2846177,0.232476157,6.785137945
8/31/2012,3.187145233,61.75371666,26.72198401,218.922209,0.301896598,19.37162512
9/28/2012,0.993549585,4.93E-32,-6.101199174,223.0412984,0.476226741,24.62188147
10/31/2012,-0.082445979,6.93E-33,4.964018655,227.9235307,0.667098055,2.676823868
11/30/2012,-0.89838624,3.08E-31,0.42401447,228.245666,0.623518061,4.31053443
12/31/2012,1.253748894,4.44E-31,44.68584721,228.3762029,0.658975337,1.534448744
1/31/2013,-1.138875008,1.77E-30,17.90695552,228.3734862,0.662004012,32.35687622
2/28/2013,14.27527809,613.7255651,15.21429279,242.1120397,0.981188635,22.03550429
3/29/2013,-0.988926768,1.97E-31,-3.457456235,244.1350999,1.10909546,17.16321036
4/30/2013,1.430805206,129.1986813,16.88105399,245.5356221,1.21776898,2.434162793
5/31/2013,2.405235291,3.16E-30,5.970825907,245.6805463,1.193072864,12.75337079
6/28/2013,4.772607803,7.89E-31,37.42757115,247.4137879,1.313651821,7.908695873
7/31/2013,-2.968549252,7.10E-30,-21.82728357,247.5545661,1.356300577,28.99360678
8/30/2013,20,430.7216554,16.583875,256.7637884,1.623640371,-7.307029184
9/30/2013,-10.8088932,126.2264577,13.24641257,260.6488352,1.467731203,9.757902376
10/31/2013,2.791629314,7.10E-30,25.44438119,262.2515431,1.586187453,12.24969537
11/29/2013,1.392752647,1.77E-30,15.2168899,263.1957683,1.680804686,21.67447095
12/31/2013,1.928610802,1.97E-31,-13.20808526,267.176183,1.862550266,17.06191306
1/31/2014,-1.179507494,0,14.11055876,268.4134354,1.971242336,-4.559514313
2/28/2014,2.462199211,199.9770549,9.336038201,270.0225789,1.87689887,8.776252169
3/31/2014,1.019408464,4.93E-32,-18.39627134,271.0562753,1.977688576,9.176099335
4/30/2014,5.890408516,73.83630725,14.11212422,271.4106429,2.044374563,-10.51845114
5/30/2014,1.718901157,1.77E-30,22.79385249,274.3479517,1.912972625,7.074816971
6/30/2014,2.900922775,0,-22.26918382,275.3746469,2.013773512,18.30269948
7/31/2014,-0.00029707,7.35E-38,28.64802828,278.4035416,2.176586744,-10.67721716
8/29/2014,3.164852858,7.89E-31,-20.78159042,282.6129409,2.017521145,17.41224387
9/30/2014,3.304610968,0,28.31658219,287.6075931,2.222149919,-9.86906634
10/31/2014,0.139024496,6.93E-33,0.845063773,291.3300881,2.073709987,17.4063969
11/28/2014,0.695227504,0,11.84091468,296.1776647,2.275971288,5.576873237
12/31/2014,2.199679613,4.93E-30,-24.88681008,296.1552529,2.282007458,10.05118855
1/30/2015,-1.094829321,181.5038006,36.18511119,296.7635648,2.36658542,-14.90452476
2/27/2015,1.329250216,1.97E-31,9.931222367,301.9972997,2.188822491,21.58807235
3/31/2015,2.347676516,1.97E-31,3.433523283,310.1516148,2.447287571,13.26175093
